Gene = ics
Position 809: 0.005065360238977624
Position 72: 0.004931698764968469
Position 2464: 0.003852186425228361
Position 1260: 0.00365157373791347
Position 2467: 0.0034549258019275055
Position 3071: 0.003301940322155623
Position 856: 0.003259710272784505
Position 350: 0.0026584717495867338
Position 328: 0.0025872212546213624
Position 2383: 0.0019927297017088047
Position 744: 0.0018544168898261212
Position 2164: 0.0017734776407489555
Position 2233: 0.0014582054444649375
Position 436: 0.001251741075364686
Position 520: 0.0010339935401820128
Position 1579: 0.000717418347372885
Position 479: 0.0006971079298845929
Position 2831: 0.0006714482182678016
Position 1630: 0.0006651746580550645
Position 735: 0.0006637960879478888
Position 2491: 0.0005887795796701767
Position 769: 0.0005676335981141395
Position 873: 0.0005238974359211763
Position 1985: 0.0005114145667573044
Position 1362: 0.00039801622443154166
Position 1149: 0.0003832391219786591
Position 1084: 0.0003607398764964144
Position 774: 0.0003419693290695387
Position 311: 0.0003179434251549882
Position 1704: 0.00031155181320577385
Position 2828: 0.00030595645308893694
Position 1375: 0.0003053781454224092
Position 1341: 0.00029711874330604684
Position 1301: 0.00021348910778536833
Position 525: 0.0002054432566333049
Position 1902: 0.00020535727628477414
Position 2084: 0.00018946473426809056
Position 2590: 0.0001761796086534438
Position 2005: 0.00016531657725027925
Position 2614: 0.0001522607012144236
Position 2452: 0.00014734028361352831
Position 1731: 0.0001356156136337272
Position 2994: 0.0001225753875740881
Position 1169: 0.0001054196856113687
Position 384: 9.53771302936314e-05
Position 1386: 8.773147622984586e-05
Position 101: 8.58038903407255e-05
Position 1859: 6.188615382572345e-05
Position 2603: 5.745998198725288e-05
Position 2169: 5.279180529499969e-05
Position 420: 5.136782530895458e-05
Position 2703: 5.0664476076697516e-05
Position 1757: 5.051089800302309e-05
Position 2272: 4.4435161953539735e-05
Position 90: 4.249498076299104e-05
Position 2647: 3.8099403596216264e-05
Position 614: 3.638343740134945e-05
Position 2605: 3.303116080567455e-05
Position 2476: 3.251867379854406e-05
Position 2091: 3.101896617257022e-05
Position 498: 2.982021218305913e-05
Position 415: 2.9721275249057124e-05
Position 2635: 2.947571318040467e-05
Position 608: 2.5463984812806604e-05
Position 335: 2.310428353959701e-05
Position 1178: 1.9376117716215396e-05
Position 2178: 1.8642612974126937e-05
Position 108: 1.7924949413306842e-05
Position 2896: 1.756491553066124e-05
Position 2858: 1.7436023055194175e-05
Position 2064: 1.4209541199607712e-05
Position 534: 1.3957233795691198e-05
Position 283: 1.3600666239409284e-05
Position 1549: 1.2711050276167795e-05
Position 3136: 1.2690743497999867e-05
Position 3121: 1.0959343403574907e-05
Position 2086: 9.815463259132139e-06
Position 1222: 9.747737135403225e-06
Position 1728: 8.748479814835196e-06
Position 1793: 7.565772050300416e-06
Position 191: 7.179785044379269e-06
Position 1679: 4.856269000151119e-06
Position 2019: 4.474943396006085e-06
Position 1395: 3.700650383423826e-06
Position 1401: 3.030116204789869e-06
Position 1217: 2.831327501908558e-06
Position 1511: 2.2046755819135603e-06
Position 1404: 1.518461839706742e-06
Position 2413: 1.2312454780921834e-06
Position 1417: 1.1588180082117298e-06
Position 2913: 9.876923410903947e-07
Position 567: 9.690851852119923e-07
Position 1752: 7.353807452267449e-07
Position 2872: 7.198023701641886e-07
Position 573: 7.130403966265285e-07
Position 262: 6.769268601230211e-07
Position 2910: 6.768709443022338e-07
Position 993: 6.354209109578732e-07
Position 1228: 6.069957349760217e-07
Position 200: 5.512868768915345e-07
Position 2868: 4.7536278109976737e-07
Position 2740: 2.5317757434110243e-07
Position 2838: 1.8855011533652283e-07
Position 2757: 4.6189075649306815e-08
Position 269: 3.620025295905484e-08
Position 540: 2.180245531733541e-08
Position 552: 2.9624466553719438e-09
Position 1596: 6.475098776788511e-10
Position 179: 2.1749182821104472e-11
Position 181: 1.848597783306119e-11
Position 264: 4.485163562070436e-14
