Gene = PAPLA1
Position 608: 0.00013863300381001628
Position 24912: 0.00013642563876966238
Position 24398: 0.0001289619021145648
Position 24103: 9.64602334483518e-05
Position 170: 9.200383220640162e-05
Position 24901: 8.951749140900693e-05
Position 503: 8.528573158627472e-05
Position 1055: 7.844123151249405e-05
Position 1193: 7.764530038570182e-05
Position 262: 7.661349945898286e-05
Position 24440: 7.255924229090889e-05
Position 23931: 6.659594114955206e-05
Position 24987: 6.018058759423973e-05
Position 710: 4.378625425823497e-05
Position 25209: 4.052623605657677e-05
Position 1040: 3.9450356907256716e-05
Position 24929: 3.846752499955037e-05
Position 25227: 3.371611810349922e-05
Position 24509: 3.3111632899205146e-05
Position 23670: 3.1096464593757585e-05
Position 135: 3.0444582995939243e-05
Position 885: 2.9278087569542007e-05
Position 24134: 2.922293138558655e-05
Position 23712: 2.8757394914932705e-05
Position 1343: 2.5303413374697057e-05
Position 23677: 2.458652971374858e-05
Position 24831: 2.3329733101493753e-05
Position 192: 2.162691186512475e-05
Position 24924: 2.1447546993700914e-05
Position 512: 2.133650554942816e-05
Position 23632: 1.8909622840539684e-05
Position 25279: 1.800552103140658e-05
Position 1171: 1.5414965584892884e-05
Position 224: 1.3575842692669591e-05
Position 23583: 1.2841576346923723e-05
Position 24875: 1.0388793130015548e-05
Position 24233: 9.871608432593434e-06
Position 1141: 8.720535096704252e-06
Position 597: 8.308892635182586e-06
Position 24055: 7.63600287532881e-06
Position 340: 6.589491039990253e-06
Position 1371: 6.529533227450657e-06
Position 216: 5.1090528434148726e-06
Position 24933: 3.962509796235887e-06
Position 24964: 3.835908297308512e-06
Position 334: 3.215035792921985e-06
Position 24993: 3.0302831911199286e-06
Position 23980: 2.510185638746804e-06
Position 291: 2.1307450773466686e-07
Position 383: 1.5311917408770775e-07
Position 66: 6.182136754923239e-08
Position 350: 5.0151015090137334e-08
Position 24982: 3.371974098739099e-08
Position 24937: 2.458699381114452e-08
Position 24814: 2.2251873219796886e-08
Position 24946: 2.176861848939827e-08
Position 312: 1.1682976048791194e-25
Position 47: 4.5543309231015855e-26
Position 424: 1.122699558788192e-27
Position 458: 9.629487739797008e-30
