Gene = sstn
Position 753: 0.0030558721254766103
Position 2199: 0.0028898447238074
Position 966: 0.002778975551296624
Position 3373: 0.002656999262934981
Position 689: 0.0025586732967023402
Position 3186: 0.002416410578173072
Position 2443: 0.002338903856343248
Position 3037: 0.001750687381167695
Position 3657: 0.0017434579580438642
Position 2209: 0.0017276933028597648
Position 616: 0.0016118366052438207
Position 3501: 0.0015689926204954692
Position 1310: 0.0015331206633847822
Position 3541: 0.0014942766621274602
Position 2819: 0.001478526319879986
Position 2566: 0.0014649446670010804
Position 1116: 0.001359865077328919
Position 3760: 0.0013180230841436324
Position 3032: 0.0012223907517464516
Position 3272: 0.001123436582631752
Position 1808: 0.0011119002547430375
Position 74: 0.0010826789182822843
Position 2807: 0.0010043521253033391
Position 3252: 0.0009843389438396902
Position 2596: 0.0009730013203289569
Position 2362: 0.0009261226953706932
Position 3332: 0.0008902353934689832
Position 2105: 0.0008618481204792504
Position 1179: 0.0007883883161917263
Position 769: 0.0007643251118703187
Position 1805: 0.0007443508589388129
Position 1188: 0.0006877086059469989
Position 1155: 0.0006747925803330084
Position 2547: 0.0006431205768845775
Position 2504: 0.0006392978898793378
Position 3573: 0.0005886285964249733
Position 1834: 0.0005659303687382281
Position 1129: 0.0005536685134059583
Position 3098: 0.000542764941359068
Position 1440: 0.0005271419688663824
Position 2421: 0.0005199217957571551
Position 3086: 0.0005189083370769258
Position 2691: 0.0005156371568657372
Position 3009: 0.0004816494472360106
Position 2775: 0.00044379620359043866
Position 2015: 0.00042335431438902786
Position 2514: 0.0004192604168791898
Position 1048: 0.00040855173685233246
Position 3674: 0.0004085058186007684
Position 1299: 0.00040675203083960287
Position 3707: 0.00040245649288601004
Position 3050: 0.0003804919801924506
Position 3739: 0.0003566969404796746
Position 1594: 0.00034599343303022025
Position 2320: 0.0003363437789290551
Position 2290: 0.00030842344387409763
Position 3867: 0.00030602101658076325
Position 3461: 0.00027309797222959775
Position 2223: 0.0002659065408577654
Position 2324: 0.0002586970436461902
Position 738: 0.0002520951631342898
Position 1790: 0.000250343142646855
Position 2001: 0.00023287644446462626
Position 1483: 0.0002315174670480316
Position 2371: 0.00022495996903490362
Position 839: 0.00019129566615544194
Position 1944: 0.00018896711395761164
Position 3192: 0.00018393109526332517
Position 2147: 0.0001737247030748068
Position 2381: 0.0001572193952581323
Position 1470: 0.00014611254071980517
Position 3714: 0.00014534676817925377
Position 1633: 0.00014416051192198693
Position 1495: 0.00013217933771055847
Position 1207: 0.00013189174012226564
Position 1690: 0.00011515872903367352
Position 2890: 0.0001066703484501515
Position 1673: 0.0001051978751059373
Position 1503: 0.00010162071526128197
Position 580: 9.622850162271984e-05
Position 1376: 6.891397627637296e-05
Position 1478: 6.840393237029675e-05
Position 611: 6.522437935334763e-05
Position 3854: 6.361231616748156e-05
Position 1661: 5.7472787548617786e-05
Position 1654: 5.109637695773518e-05
Position 2102: 4.7618902825207617e-05
Position 1597: 4.564850197479228e-05
Position 827: 4.239830729820536e-05
Position 210: 3.7653485642368097e-05
Position 1144: 2.8242337903655335e-05
Position 1703: 2.594329055294724e-05
Position 1616: 1.9868665025916616e-05
Position 1198: 1.0882471208924846e-05
Position 160: 7.979312125017517e-06
Position 166: 4.2331507830898256e-06
Position 121: 2.5384612213882987e-06
Position 90: 1.4077116273214336e-06
Position 437: 1.2604872966427275e-06
Position 141: 5.243914214794842e-07
Position 246: 8.473665004493712e-08
Position 557: 6.560923803586617e-08
Position 171: 1.5601462360653603e-08
Position 443: 1.5024485673079113e-08
Position 235: 1.2417354887723262e-08
Position 951: 1.160537294223105e-08
Position 439: 1.059866428457947e-08
Position 187: 7.541301845998192e-09
Position 460: 3.947787247565642e-09
Position 250: 1.0471891664589935e-09
Position 291: 1.152260845411426e-10
Position 476: 5.6678205917688545e-12
Position 483: 2.186004852077585e-12
