Gene = homer
Position 668: 1.8563271436872665e-05
Position 3248: 1.7239165068798256e-05
Position 287: 1.7107420780817986e-05
Position 1071: 1.418127756243103e-05
Position 1176: 1.1620440927182517e-05
Position 392: 1.1585828410107153e-05
Position 1222: 1.1566527566977984e-05
Position 374: 1.1144165107970145e-05
Position 2288: 1.0971035809658853e-05
Position 408: 1.0759247922842686e-05
Position 353: 1.0558377416417376e-05
Position 82: 8.790574208270212e-06
Position 1069: 7.3857009178200856e-06
Position 1994: 6.729693648009014e-06
Position 495: 5.7242536573575965e-06
Position 1345: 4.5092499808847585e-06
Position 1371: 4.3621372577874e-06
Position 790: 4.294633828577307e-06
Position 64: 4.196957705215697e-06
Position 1490: 3.3935872868092733e-06
Position 271: 3.374115502181669e-06
Position 1618: 3.24126549465198e-06
Position 1161: 3.2002540055918257e-06
Position 488: 2.9283034631760926e-06
Position 2386: 2.85020700898557e-06
Position 400: 2.4793597921334964e-06
Position 2236: 2.375112091220939e-06
Position 418: 2.2314761727984426e-06
Position 382: 1.8482788519824604e-06
Position 1142: 1.7948839242354755e-06
Position 1920: 1.736559452512704e-06
Position 2241: 1.5462470686760233e-06
Position 591: 1.2113453698817663e-06
Position 2281: 1.1669379672775439e-06
Position 2199: 1.1027549686984167e-06
Position 2862: 1.0689577329822938e-06
Position 2010: 1.0565261127942112e-06
Position 2396: 7.54941270845114e-07
Position 2423: 7.500791324923081e-07
Position 502: 7.00678988091747e-07
Position 2053: 6.830155279554027e-07
Position 1586: 4.738167968718676e-07
Position 1591: 4.4295115600253654e-07
Position 2546: 4.3677741029696525e-07
Position 2278: 4.347602054376661e-07
Position 2572: 3.745333931394869e-07
Position 1831: 3.512672747330436e-07
Position 3052: 3.335819625585043e-07
Position 3417: 2.769702691454429e-07
Position 2880: 2.589295781464362e-07
Position 1580: 2.3619893495430772e-07
Position 3009: 1.700508269061159e-07
Position 2970: 1.4389825428739458e-07
Position 1151: 1.1472553199759692e-07
Position 2406: 1.138347523657144e-07
Position 1998: 8.80498368775636e-08
Position 1634: 8.57193195930036e-08
Position 2194: 6.816295605825515e-08
Position 2575: 6.446759982115679e-08
Position 2884: 6.115915891388428e-08
Position 2391: 4.54093487949084e-08
Position 1294: 3.697268598191494e-08
Position 1602: 2.8287036107451412e-08
Position 3037: 2.4859670306439983e-08
Position 1522: 2.2019193447048166e-08
Position 420: 1.3950082138667144e-08
Position 3016: 1.3043450930465055e-08
Position 2257: 8.830966854799805e-09
Position 2013: 5.6093456888031535e-09
Position 1276: 4.448438223120614e-09
Position 1284: 3.2135701370194978e-09
Position 1881: 2.4278701281389774e-09
Position 280: 9.166507851377277e-10
Position 1721: 3.5275506841371645e-10
Position 2255: 2.4025495296283595e-10
Position 1728: 1.7762981482403696e-10
Position 2220: 1.438148174192783e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2227: 0.9947770468814504
Position 1762: 0.9942209086228295
Position 1272: 0.9938053972042766
Position 1904: 0.9706714681406906
Position 2416: 0.9631548209701681
Position 928: 0.662976641013668
Position 953: 0.19372406977681988
Position 2880: 0.08760426760127772
Position 3327: 0.05172129408400283
Position 3151: 0.04061072379894781
Position 1923: 0.027849020907764057
Position 3417: 0.02345534361325423
Position 3106: 0.01786806754761806
Position 980: 0.013715141442391427
Position 784: 0.007721984228187402
Position 3496: 0.006978854325177357
Position 488: 0.006867786085408468
Position 2566: 0.006531134973666915
Position 1279: 0.004468556260849807
Position 1042: 0.004400968219405834
Position 2522: 0.004141253048367319
Position 3740: 0.0040530405135135224
Position 2892: 0.0030428494072623734
Position 3177: 0.0026965661446881847
Position 1069: 0.0025375688695336088
Position 1130: 0.002529543856568245
Position 3297: 0.002438881385972135
Position 3858: 0.0021292867810315877
Position 2428: 0.0020525558117783053
Position 387: 0.0020237548322972455
Position 3009: 0.0019530572141503717
Position 405: 0.001645197563748251
Position 808: 0.0015116176323188599
Position 829: 0.0013803484945882432
Position 680: 0.0013611601292055084
Position 2236: 0.001220404392854297
Position 3719: 0.0008348104245112791
Position 3723: 0.000817601555085701
Position 604: 0.0007933308898185956
Position 3288: 0.0007097558562778995
Position 3217: 0.0006423387274235248
Position 3079: 0.0006373202099228455
Position 292: 0.0005936202432656916
Position 1142: 0.0005665043982386776
Position 1991: 0.0005656765064940536
Position 2832: 0.000508057136703396
Position 1290: 0.0004674940084863551
Position 1284: 0.0004554684975475619
Position 453: 0.000411271586331312
Position 3540: 0.00040470083500836575
Position 108: 0.0003760404728642164
Position 3051: 0.0003750539891875664
Position 2477: 0.0003304797841792598
Position 2434: 0.00031217287725311677
Position 2572: 0.00029195855900206245
Position 2423: 0.00029123526885716086
Position 848: 0.00019529518397945668
Position 814: 0.0001940333977387587
Position 1139: 0.00017586751037015143
Position 3248: 0.00016272685131139914
Position 1490: 0.00015167997655147727
Position 1940: 0.00014377146110488908
Position 1027: 0.00013688460313262808
Position 2266: 0.00012944239189340324
Position 1407: 0.00012180205851493458
Position 2505: 0.00011351534892051721
Position 240: 0.00010770154345204131
Position 2642: 0.00010595099531632387
Position 2593: 9.968280644228258e-05
Position 360: 9.910121351124357e-05
Position 449: 8.85075942251015e-05
Position 1517: 8.840396363378312e-05
Position 3822: 7.690500975071733e-05
Position 1473: 7.683406129524675e-05
Position 986: 6.873402118729137e-05
Position 465: 6.64983679360135e-05
Position 3910: 6.510367926814143e-05
Position 2904: 6.324078812947365e-05
Position 728: 6.074271161071154e-05
Position 95: 4.628628739344386e-05
Position 502: 4.528156203176259e-05
Position 1006: 4.159637256451414e-05
Position 1560: 4.077356715154715e-05
Position 49: 4.0512905024593815e-05
Position 2815: 3.56655267873089e-05
Position 1955: 3.020310169952921e-05
Position 2605: 2.7600632782712093e-05
Position 1293: 2.5437778053948605e-05
Position 1503: 2.3073527960896062e-05
Position 2659: 2.269138126568546e-05
Position 3913: 2.1995743980880258e-05
Position 471: 2.15808758977509e-05
Position 2293: 2.0666923399369702e-05
Position 1085: 2.0456709945700368e-05
Position 756: 1.9175867454341087e-05
Position 1778: 1.884541901629671e-05
Position 2022: 1.771700669116591e-05
Position 2296: 1.7619287377941768e-05
Position 3057: 1.4972514704498882e-05
Position 1527: 1.4661671147095169e-05
Position 2241: 1.4300974676864534e-05
Position 2800: 1.2889906922904382e-05
Position 685: 1.2227062035778397e-05
Position 2114: 1.1834266029316722e-05
Position 851: 1.1455178102742577e-05
Position 1200: 7.95120986610074e-06
Position 613: 7.420045678092808e-06
Position 1934: 6.909893353129863e-06
Position 1958: 6.387882794449284e-06
Position 1980: 6.074670898848264e-06
Position 562: 5.2650342829124985e-06
Position 1570: 5.089248190254709e-06
Position 1299: 4.347310023530171e-06
Position 1808: 3.4757831099624186e-06
Position 2653: 3.1720509964104038e-06
Position 1988: 2.2689334869297988e-06
Position 55: 2.1787147590085515e-06
Position 433: 2.1332857333096975e-06
Position 132: 2.0464784638290726e-06
Position 1388: 2.004236506389551e-06
Position 1420: 1.934512066951673e-06
Position 1443: 1.9254263967482243e-06
Position 1302: 1.7135732194274674e-06
Position 1642: 1.62562772163916e-06
Position 2836: 1.5738200857731958e-06
Position 1662: 1.5541451907906334e-06
Position 843: 1.5228926843490515e-06
Position 1741: 1.3672335086197116e-06
Position 171: 1.3327000331998887e-06
Position 1831: 1.316722646527092e-06
Position 151: 1.2499789884812076e-06
Position 2040: 1.171521898148977e-06
Position 2851: 1.1231042499188952e-06
Position 2326: 1.1173790396610762e-06
Position 1151: 1.078898966730622e-06
Position 2342: 9.611962489100094e-07
Position 1613: 8.901926589854762e-07
Position 2143: 6.850419445504609e-07
Position 1076: 6.759825488674812e-07
Position 1311: 6.238371150641726e-07
Position 1961: 5.947491727899147e-07
Position 2278: 5.843152645485541e-07
Position 2611: 5.416014533473037e-07
Position 2587: 4.200857366654303e-07
Position 139: 3.028944113227107e-07
Position 2910: 2.5626426660421175e-07
Position 2623: 2.4396514096647754e-07
Position 2028: 2.3253467123908178e-07
Position 535: 2.1296678636721742e-07
Position 1659: 1.7844922422511203e-07
Position 2129: 9.643676330146777e-08
Position 1709: 9.388881994895676e-08
Position 2362: 8.770459957425882e-08
Position 2693: 7.803140150150742e-08
Position 2524: 7.764781591067482e-08
Position 1665: 7.448454412270295e-08
Position 522: 7.328069382975037e-08
Position 1793: 6.683364529444844e-08
Position 1841: 5.730387609676412e-08
Position 2099: 5.2376719987387974e-08
Position 529: 4.7713021947464005e-08
Position 2481: 4.2994502709899136e-08
Position 2782: 3.991778157605655e-08
Position 1281: 3.9034897197661625e-08
Position 2096: 3.481964100065828e-08
Position 2085: 3.42693179724769e-08
Position 2156: 3.218597426925118e-08
Position 542: 2.3152831753932245e-08
Position 2075: 1.8639963330182438e-08
Position 2305: 1.6903459171642816e-08
Position 2181: 1.5651911542231177e-08
Position 143: 1.1999108984323298e-08
Position 2031: 1.1467650510016858e-08
Position 2336: 1.0959667387085856e-08
Position 1719: 7.862648905020701e-09
Position 2245: 3.619881931448413e-09
Position 2042: 3.467902376266362e-09
Position 2199: 2.5150708753976852e-09
Position 1714: 1.378533630070111e-09
Position 1846: 1.3081674547999765e-09
Position 1853: 5.723381286184366e-10
Position 2060: 4.3844537963470625e-10
Position 509: 3.2530524401317094e-12
