Gene = Acn
Position 2377: 0.0014418186024982849
Position 2027: 0.0013831441823525113
Position 1731: 0.0012866164219906854
Position 1591: 0.0011989560900320354
Position 2585: 0.00114264697372215
Position 1917: 0.0009721126439649738
Position 1394: 0.000875131022319865
Position 3343: 0.0008531018375495289
Position 1100: 0.0007912576405741121
Position 2405: 0.0006840332533028737
Position 3047: 0.0006094352720585769
Position 1542: 0.0005963821722743637
Position 1153: 0.00056850456057706
Position 2129: 0.0005342748775799588
Position 866: 0.00041293008883295243
Position 1843: 0.0003923990218024114
Position 76: 0.0003554150002401126
Position 176: 0.00035421377194019794
Position 117: 0.0003351604019449277
Position 2565: 0.00030978671859557453
Position 1337: 0.00030844161862141636
Position 1304: 0.0002442160856814216
Position 1521: 0.00023329071711406595
Position 3428: 0.00020648838117551943
Position 1341: 0.00020417836072535045
Position 2606: 0.00019472764452516366
Position 209: 0.00018426565852495288
Position 994: 0.00018150901603421692
Position 1406: 0.00018064827593186446
Position 129: 0.00016633446368275584
Position 1051: 0.00016596456692664723
Position 887: 0.00014311170684433056
Position 1717: 0.00014248519645449176
Position 2839: 0.00012976794637014193
Position 2627: 0.0001129188065579452
Position 2138: 0.00010293967747215174
Position 2380: 9.823452482368269e-05
Position 81: 9.761461390787612e-05
Position 890: 8.865751274551701e-05
Position 1010: 8.214553111911933e-05
Position 1108: 7.82503268674617e-05
Position 962: 7.774660766692037e-05
Position 1031: 7.563034832215863e-05
Position 2836: 7.527815362301198e-05
Position 2523: 6.702191004328691e-05
Position 2815: 6.5755434306999e-05
Position 1739: 6.07383512492388e-05
Position 2032: 5.191870271760001e-05
Position 991: 4.234873827557262e-05
Position 907: 3.76564042287983e-05
Position 769: 3.585781925520595e-05
Position 371: 3.5450104721468464e-05
Position 925: 3.479926170520994e-05
Position 689: 3.3777680466925915e-05
Position 814: 3.337943921171236e-05
Position 879: 3.312589269318844e-05
Position 380: 3.300833145722788e-05
Position 2821: 3.039049300622765e-05
Position 1360: 2.7498079402976957e-05
Position 1424: 2.5635855638357822e-05
Position 736: 2.4980607975951354e-05
Position 195: 2.052038945351e-05
Position 1232: 2.0061964701702118e-05
Position 184: 1.8798735435944228e-05
Position 1457: 1.841792104594414e-05
Position 1242: 1.71388125989225e-05
Position 2618: 1.5009951576902813e-05
Position 1649: 1.4219137691686114e-05
Position 3175: 1.4179929470153742e-05
Position 1496: 1.4177656680660512e-05
Position 586: 1.3915997218138931e-05
Position 1965: 1.3593966674085387e-05
Position 3434: 1.3471276614560796e-05
Position 1462: 1.3368865667370946e-05
Position 730: 1.2882713451134137e-05
Position 114: 1.214370099610093e-05
Position 2570: 1.2066789321097813e-05
Position 565: 1.1654233796505983e-05
Position 2150: 1.0517820028330197e-05
Position 625: 1.0466678986531089e-05
Position 1346: 1.0132473555637834e-05
Position 1439: 1.0046936952769051e-05
Position 733: 9.961828148612281e-06
Position 1442: 9.5065076105835e-06
Position 2216: 7.01120020242703e-06
Position 937: 5.9303704796278515e-06
Position 1270: 4.954035377266854e-06
Position 1691: 4.415210927469089e-06
Position 414: 4.295675605634977e-06
Position 269: 3.615106634470276e-06
Position 389: 3.4927317526952235e-06
Position 2468: 3.3670646293706737e-06
Position 3158: 3.23634559775637e-06
Position 2177: 3.06835048539554e-06
Position 225: 2.765389203812121e-06
Position 952: 2.750581033135585e-06
Position 2491: 2.4065354557179766e-06
Position 1129: 2.3675351160642992e-06
Position 2666: 1.8634606505270828e-06
Position 940: 1.4836040952062377e-06
Position 3351: 1.4644010474989975e-06
Position 216: 8.277622304023096e-07
Position 446: 6.866849186449636e-07
Position 87: 3.7474157515742285e-07
Position 652: 2.1503419354607802e-07
Position 238: 1.9431868529629395e-07
Position 766: 1.86276761351335e-07
Position 694: 1.7484508034104482e-07
Position 298: 1.1136740145973387e-07
Position 637: 1.1131382992792127e-07
Position 649: 7.428528511147424e-08
Position 577: 6.504672069729185e-08
Position 400: 5.8645406390263254e-08
Position 593: 5.863226475317992e-08
Position 715: 5.4226666084133386e-08
Position 453: 4.8741975449381626e-08
Position 419: 2.1307259328344004e-08
Position 535: 1.7875560060799472e-08
Position 499: 1.7556443406449942e-08
Position 456: 1.590517830555723e-08
Position 465: 1.2379544899639976e-08
Position 480: 9.45498075914297e-09
Position 538: 5.598891988613103e-09
Position 282: 4.644639760801578e-09
Position 307: 1.6487544717005677e-10
Position 355: 1.5744063155989148e-10
