Gene = tam
Position 1227: 0.02565845438775636
Position 3419: 0.019553212399201717
Position 2859: 0.014561484325869067
Position 2980: 0.010061035119296182
Position 2793: 0.009284596640391116
Position 871: 0.0071261457040868335
Position 1887: 0.006724236050317595
Position 1958: 0.006534456309820566
Position 427: 0.005613692195960006
Position 1659: 0.005557367696184471
Position 1583: 0.005310593071267896
Position 1290: 0.005126390365649617
Position 3093: 0.003616119269141737
Position 251: 0.003426829678766237
Position 2983: 0.002213103256624583
Position 1328: 0.0022077903642374833
Position 1839: 0.0020482470034506235
Position 3332: 0.0015698753401237888
Position 3462: 0.0015286105039874977
Position 995: 0.0015219402369075045
Position 1865: 0.0014365523132815257
Position 2218: 0.0014324975055963658
Position 3289: 0.0013492503574738263
Position 1174: 0.0011926585351338809
Position 2145: 0.001086706610315948
Position 407: 0.0009493026892650319
Position 1909: 0.0009152786290434332
Position 2254: 0.00091042150854772
Position 1842: 0.0008384096479633757
Position 100: 0.000835284312453101
Position 2700: 0.0008080632323250628
Position 1773: 0.0007191287499147319
Position 3056: 0.0007056309883884186
Position 3030: 0.0006933365332735592
Position 2574: 0.0006640914535118744
Position 1683: 0.0006522007695746669
Position 3772: 0.000632708672967751
Position 467: 0.0006149217806161587
Position 1478: 0.000610094088567784
Position 765: 0.000579690543335946
Position 756: 0.0005515629694171491
Position 567: 0.00046980166307184987
Position 3679: 0.00044883335045412334
Position 2719: 0.00044467039108765796
Position 783: 0.00043420759702279024
Position 1751: 0.0004092811469865456
Position 521: 0.00040627801854114674
Position 952: 0.0003856692590116883
Position 1739: 0.0003621978858615849
Position 257: 0.000289006962145587
Position 1045: 0.0002837363519833355
Position 3777: 0.00028258930506206223
Position 1460: 0.00027796365233182175
Position 2526: 0.00027747432799328216
Position 1415: 0.00027355618995844236
Position 297: 0.0002388904515940183
Position 3351: 0.00022014490581287704
Position 2865: 0.00019315945305591682
Position 2889: 0.00019075472619341723
Position 3113: 0.00018266295853990448
Position 641: 0.00017362027805720382
Position 470: 0.00015876763727628828
Position 1671: 0.00014868598592711845
Position 2382: 0.00013505364876427906
Position 992: 0.00012595515945495152
Position 2196: 0.00012150061130738718
Position 2826: 0.0001120144397505931
Position 1517: 0.00010680305943497674
Position 3758: 0.00010550060205388243
Position 2395: 9.604363322863657e-05
Position 1348: 9.589232574521862e-05
Position 2234: 9.42785438723104e-05
Position 579: 9.304213321566659e-05
Position 3545: 8.538080048282996e-05
Position 1424: 8.319563347598635e-05
Position 2030: 8.112830195199161e-05
Position 307: 8.015978583246634e-05
Position 320: 7.512108760163106e-05
Position 2758: 7.347562233742003e-05
Position 2116: 6.675404748469935e-05
Position 3221: 6.154465942584495e-05
Position 2309: 5.9501304079590993e-05
Position 3145: 5.688817323652732e-05
Position 2211: 5.537100533424312e-05
Position 2328: 5.3735167557745334e-05
Position 1380: 4.9696211705169596e-05
Position 182: 4.8806462266369436e-05
Position 2832: 4.735811714956559e-05
Position 86: 4.28202212462158e-05
Position 3661: 4.124185970528409e-05
Position 2675: 4.073654534568755e-05
Position 1031: 3.49135710678947e-05
Position 200: 3.454937361238842e-05
Position 591: 3.416399238198252e-05
Position 170: 3.257148673296373e-05
Position 323: 3.205765875257891e-05
Position 1666: 3.186479245782528e-05
Position 104: 2.6637537316802663e-05
Position 2543: 2.512684164387676e-05
Position 3728: 2.364256721575768e-05
Position 1596: 2.276681276490199e-05
Position 2907: 2.200414386797881e-05
Position 964: 2.1584360297925814e-05
Position 1475: 2.0222290501987883e-05
Position 197: 1.9761675160760493e-05
Position 444: 1.8574519800934218e-05
Position 3479: 1.7263071921214593e-05
Position 2352: 1.4778163817051809e-05
Position 3668: 1.4092429957482332e-05
Position 2157: 1.4042319712739056e-05
Position 890: 1.329820885605192e-05
Position 1094: 1.2799644635700142e-05
Position 1097: 1.2491409598374125e-05
Position 2419: 1.0810286875033973e-05
Position 1151: 9.757911278660697e-06
Position 2654: 7.08132402310002e-06
Position 620: 6.05181242676596e-06
Position 3683: 5.046676153461577e-06
Position 79: 4.78775228274217e-06
Position 3554: 4.457741674334655e-06
Position 3648: 4.0075823392463985e-06
Position 2388: 3.737441591079421e-06
Position 722: 3.0021689115203122e-06
Position 3646: 2.9081383549889755e-06
Position 742: 2.4303018729298498e-06
Position 145: 2.2559844087840165e-06
Position 688: 1.931519493529672e-06
Position 479: 1.6727755855626028e-06
Position 581: 9.457349760155064e-07
Position 112: 8.003010816269544e-07
Position 348: 7.638636765822238e-07
Position 142: 5.920378428580085e-07
Position 539: 4.970322534755649e-07
Position 121: 3.204766505508895e-07
Position 617: 1.4998112726486454e-07
Position 338: 1.1889071604290999e-07
Position 887: 8.809438829580401e-08
Position 530: 7.872529611805617e-08
Position 971: 7.821497812946531e-08
Position 317: 2.3112776427373846e-08
Position 518: 1.8874700420551308e-08
Position 662: 1.2150095837441699e-08
Position 353: 1.0018189562091083e-08
Position 117: 4.532393895956508e-09
Position 382: 3.1733424577366683e-09
Position 3095: 2.5455626411661847e-09
Position 474: 1.2822244760327235e-09
Position 139: 8.530850411452118e-10
