Gene = chinmo
Position 8561: 0.04472499573649992
Position 52221: 0.04438570701645313
Position 50489: 0.04233504778691589
Position 51068: 0.03505043042701332
Position 52064: 0.031426406916115174
Position 52724: 0.03142106867410355
Position 52373: 0.027402429720577277
Position 49480: 0.024467809975715942
Position 50843: 0.023958086622256257
Position 52190: 0.023394713492087764
Position 2718: 0.021638700851289123
Position 51761: 0.018628721655916138
Position 2416: 0.017732484703767717
Position 51406: 0.016258392236547903
Position 52549: 0.016246072324214256
Position 49286: 0.01579192580968443
Position 52391: 0.014190479293413948
Position 2118: 0.013412597285733503
Position 52171: 0.013290572112348912
Position 13259: 0.013250872977337624
Position 12741: 0.012993298772885943
Position 52915: 0.012544111482052808
Position 52677: 0.012136157424394535
Position 52831: 0.011489040751383456
Position 52780: 0.011103565869932098
Position 50570: 0.01073446180232732
Position 1557: 0.009254730949493003
Position 52262: 0.008526936644291808
Position 51649: 0.007433143067307257
Position 50022: 0.007362844106629176
Position 48937: 0.007071519772445644
Position 1443: 0.007046615380833499
Position 51458: 0.006753422832449932
Position 3606: 0.00649776998512233
Position 46376: 0.0062518347084543745
Position 3986: 0.0053397948349994786
Position 50540: 0.004341599679991532
Position 49871: 0.004261296468829995
Position 51086: 0.004196160064779181
Position 1936: 0.004130800446495052
Position 51847: 0.004027775543755258
Position 49506: 0.0037162010261438862
Position 48248: 0.0035601977680246658
Position 51599: 0.003245664737254507
Position 9002: 0.0030563729444003694
Position 746: 0.002531892875290216
Position 52426: 0.0025129073620587523
Position 47170: 0.0022638636533878105
Position 50141: 0.002071449745328565
Position 51171: 0.0018755499427544117
Position 50600: 0.0017999059336497583
Position 50363: 0.0016769076093397562
Position 3717: 0.0015983263501876995
Position 3504: 0.001554420261043326
Position 252: 0.001503418311506465
Position 51020: 0.0014227557968275128
Position 51526: 0.001396295174995899
Position 48516: 0.001348926158696097
Position 50690: 0.001339244097062373
Position 46918: 0.0013031502908714785
Position 49878: 0.0012779363481823464
Position 50258: 0.0012736254368234633
Position 51091: 0.0012451850359137073
Position 44237: 0.0012191857321832253
Position 43295: 0.0011987572582092816
Position 992: 0.0011591742600398785
Position 3796: 0.0011338007839324722
Position 48693: 0.0011168201749745623
Position 49673: 0.0010785901482589406
Position 49457: 0.000963470669566309
Position 7255: 0.0009595948975413244
Position 2426: 0.0009557210822226179
Position 48509: 0.0009181131034393853
Position 8969: 0.0009136336319338271
Position 780: 0.0008831479865223327
Position 48652: 0.0008798788528391056
Position 45968: 0.0008794617018289505
Position 3750: 0.0008668791753418158
Position 13005: 0.0008064681291158249
Position 507: 0.00080234917852883
Position 3923: 0.0007553352168527956
Position 48328: 0.0006989697134834302
Position 44690: 0.0006784608440461936
Position 44417: 0.0006459245955652402
Position 3579: 0.0005937602328088192
Position 47748: 0.0005789086786153463
Position 49964: 0.0005633432040101343
Position 48873: 0.0005467318871899176
Position 50203: 0.0005275446415800219
Position 2664: 0.0005234955705612268
Position 51209: 0.0005187167872737546
Position 2266: 0.0005011526481995791
Position 1125: 0.0004945453175762356
Position 8706: 0.0004892445182280621
Position 49782: 0.0004821318273242939
Position 50151: 0.0004227442198656442
Position 355: 0.0004224392083583488
Position 49040: 0.00041034949470265174
Position 4076: 0.00040870259070568336
Position 2002: 0.0004015626313718518
Position 518: 0.0003847482907730296
Position 379: 0.00038214205656895224
Position 2032: 0.00036272124443962765
Position 2517: 0.00035942672232789567
Position 1891: 0.0003584385095320909
Position 49293: 0.00034935909054497347
Position 51714: 0.00033478498174034437
Position 50774: 0.00032512796460913246
Position 734: 0.0003170879273936837
Position 48494: 0.0003159745206153021
Position 44198: 0.00031360381476177343
Position 44165: 0.0002928190751774788
Position 44204: 0.00028410454673062695
Position 7759: 0.00027473206619979876
Position 1206: 0.00027214095626265167
Position 44190: 0.00026799850880881423
Position 8314: 0.0002678668606207382
Position 49934: 0.0002541715779540739
Position 49062: 0.0002494416045311286
Position 48095: 0.0002449431657122478
Position 46588: 0.00024378571263014632
Position 47870: 0.00023585018476163924
Position 260: 0.00023578650103860726
Position 6450: 0.00022833059203996846
Position 1175: 0.0002281895580889194
Position 3632: 0.00022372155299581905
Position 46923: 0.00020231138718423906
Position 6638: 0.00019327230669348788
Position 48201: 0.0001886128358528912
Position 2684: 0.00018043906538464804
Position 6790: 0.0001581585308893167
Position 48843: 0.0001563109227391601
Position 1311: 0.00015314846332293392
Position 48292: 0.00015055523488989017
Position 47993: 0.00015046973592202522
Position 46755: 0.00014693999532085138
Position 46506: 0.0001338682865485561
Position 45897: 0.0001302625253150527
Position 44234: 0.00012410441302934086
Position 5919: 0.00012300771755445694
Position 46489: 0.00012295825842916758
Position 47959: 0.00011414690056602732
Position 1228: 0.00011083400107769225
Position 1460: 0.00010908760397011029
Position 3875: 0.00010597930203648802
Position 48545: 0.00010593562143634915
Position 2396: 0.00010442941759478133
Position 49072: 9.954395989759487e-05
Position 3729: 9.900335259986318e-05
Position 2432: 9.104902945097495e-05
Position 47902: 8.494261637787482e-05
Position 3446: 8.33312555669855e-05
Position 6404: 7.34606598386261e-05
Position 47996: 6.837045589862235e-05
Position 48033: 6.761962942878789e-05
Position 46161: 6.400191445732465e-05
Position 47282: 5.016377775850577e-05
Position 1193: 4.778535195085851e-05
Position 46387: 4.5897420903681034e-05
Position 44212: 4.4468246186352745e-05
Position 47463: 4.128552137414336e-05
Position 924: 3.9553496235212765e-05
Position 47064: 3.8857656854064824e-05
Position 45581: 3.4281718063133326e-05
Position 45999: 3.082607901100098e-05
Position 47508: 2.8265611103078102e-05
Position 46575: 2.6664177764362588e-05
Position 46992: 2.4012574342277154e-05
Position 106: 2.3312875489793773e-05
Position 46018: 1.8787704878426374e-05
Position 642: 1.848213159687913e-05
Position 1095: 1.821463998484781e-05
Position 45721: 1.7074059087429102e-05
Position 45146: 1.644109293288146e-05
Position 47643: 1.532474936371899e-05
Position 46076: 1.4639717564942913e-05
Position 761: 1.4390310597437572e-05
Position 486: 1.3694313166313306e-05
Position 45310: 1.2508949770912165e-05
Position 46813: 1.2176308397264614e-05
Position 48156: 1.2146558770349455e-05
Position 4148: 1.1560778578198618e-05
Position 46561: 1.0770240987527676e-05
Position 4452: 1.0459054688433436e-05
Position 46452: 1.035367311903418e-05
Position 48058: 1.0192149169479996e-05
Position 47874: 9.862040245498311e-06
Position 44891: 9.644777917419212e-06
Position 1975: 8.141350913517667e-06
Position 2013: 7.816868443136723e-06
Position 1225: 7.586642891999721e-06
Position 45935: 7.419539557920051e-06
Position 46769: 7.2214026589028915e-06
Position 46015: 6.978186568529506e-06
Position 45724: 6.888355544621211e-06
Position 45526: 6.474349498383092e-06
Position 47489: 6.327938070932674e-06
Position 46593: 5.647178089337683e-06
Position 454: 5.40317711689659e-06
Position 44975: 5.393396578637768e-06
Position 44699: 5.3803148484342395e-06
Position 44823: 5.284713907736155e-06
Position 44773: 5.171296024308029e-06
Position 294: 5.126830837544159e-06
Position 45298: 4.956367561869711e-06
Position 44841: 4.947201392313127e-06
Position 46508: 4.069940204039081e-06
Position 46021: 3.869010359197424e-06
Position 4259: 3.725667983459876e-06
Position 46541: 3.6248489941473287e-06
Position 45485: 3.3694753173955634e-06
Position 45904: 3.2827185606610536e-06
Position 4471: 3.1913471668672436e-06
Position 444: 3.0585843095437363e-06
Position 46086: 2.845791040083422e-06
Position 398: 2.725625074470698e-06
Position 44663: 2.5452145854963855e-06
Position 1058: 2.4505542814788882e-06
Position 755: 2.3957159561167924e-06
Position 44835: 2.2081026754199676e-06
Position 46618: 2.0026023605418455e-06
Position 1594: 1.853941789544049e-06
Position 45765: 1.7947495326771849e-06
Position 45402: 1.7642545961311023e-06
Position 1964: 1.4275483285733198e-06
Position 1757: 1.4047204974666326e-06
Position 465: 1.3297659882910382e-06
Position 1403: 1.3145497170248302e-06
Position 46214: 1.313988121133588e-06
Position 1547: 1.2477891579703682e-06
Position 663: 1.133504311295957e-06
Position 1954: 1.0702327085054119e-06
Position 44942: 1.0081842207806724e-06
Position 1450: 9.519925185543502e-07
Position 44423: 7.960026457947618e-07
Position 44895: 5.783452163731745e-07
Position 44397: 4.3598607980246635e-07
Position 138: 4.2106335172359724e-07
Position 285: 3.296316199494482e-07
Position 44582: 2.024085286938908e-07
Position 44524: 5.453329605624701e-08
Position 44495: 4.868326113652941e-08
Position 44599: 2.5362355855315116e-08
Position 44432: 1.7127269306224938e-08
Position 44402: 1.4323334698397329e-08
Position 1014: 1.1292270870440586e-08
Position 669: 2.56260940452075e-09
Position 656: 1.8388264461424805e-09
Position 44621: 9.119084087589046e-10
Position 44624: 7.747212018323047e-10
Position 684: 6.404482292135151e-10
Position 44594: 4.680127479925747e-10
Position 181: 3.92679137169777e-10
Position 278: 3.637945188299355e-10
Position 408: 2.9107106975525134e-10
Position 153: 2.664957967429356e-10
Position 269: 1.3926219706894678e-10
Position 74: 9.989727619327471e-11
Position 400: 8.782002531438299e-11
Position 350: 6.552098134705806e-11
Position 201: 3.1385005526621325e-11
Position 77: 2.830169858294437e-11
Position 188: 1.7660443939348993e-11
Position 962: 9.52864157476607e-37
Position 1010: 8.898183657883727e-37
Position 941: 7.725054221834949e-37
Position 192: 3.845004406352122e-40
Position 80: 1.578324387553371e-40
Position 83: 1.0102721987612807e-40
Position 419: 1.4756979611439888e-41
Position 163: 6.895038251814422e-42
