Gene = c(2)M
Position 336: 5.162981196237353e-05
Position 1702: 4.650351391785995e-05
Position 1590: 4.440730511585846e-05
Position 607: 4.4050752046530925e-05
Position 528: 4.184852141101454e-05
Position 1023: 3.992199209347641e-05
Position 1321: 3.612420583881516e-05
Position 2116: 3.4419490841221316e-05
Position 397: 3.363605919331223e-05
Position 1361: 3.16710534320442e-05
Position 2478: 3.118266089893079e-05
Position 2186: 2.4118218276033318e-05
Position 2125: 2.311284667693134e-05
Position 49: 2.3086091698580314e-05
Position 1929: 2.293773401172887e-05
Position 1332: 1.8936332784352642e-05
Position 1585: 1.1100855268778617e-05
Position 1599: 8.493161694949873e-06
Position 2397: 7.731798069356288e-06
Position 438: 7.5269182327535755e-06
Position 658: 7.29963419215218e-06
Position 648: 6.5116981639924914e-06
Position 1454: 5.908163955263253e-06
Position 609: 5.762092579415286e-06
Position 1419: 5.018953904684779e-06
Position 1241: 4.935844801680654e-06
Position 633: 4.207567218362513e-06
Position 1245: 3.934955734300011e-06
Position 1395: 1.3628141154905496e-06
Position 142: 8.814267154602751e-07
Position 983: 8.36309264356341e-07
Position 1010: 6.824178467238224e-07
Position 2005: 5.51616043987521e-07
Position 1382: 4.958767377506035e-07
Position 1233: 2.004988206524353e-07
Position 1850: 1.9627128667813082e-07
Position 422: 9.48089614939085e-08
Position 1920: 5.390463222482761e-08
Position 472: 1.4745196260207486e-08
Position 446: 1.3413902492377083e-08
Position 208: 4.1350789733885275e-09
Position 110: 3.6132345974673824e-09
Position 92: 1.8128954736710926e-09
Position 765: 1.4084857914257461e-09
Position 466: 6.357604557451254e-10
Position 155: 2.072319632749347e-11
Position 189: 2.0079529061654953e-11
