Gene = Nle
Position 539: 3.3534058183535677e-06
Position 483: 3.109052092443944e-06
Position 86: 2.8606630079912904e-06
Position 1473: 2.571215055254997e-06
Position 1740: 2.1051554162151157e-06
Position 1338: 1.8812960745360285e-06
Position 958: 1.6885825533630321e-06
Position 269: 1.2141923059418006e-06
Position 1239: 1.1219388032273752e-06
Position 638: 9.804856220996603e-07
Position 600: 9.611619415914817e-07
Position 1446: 8.321412738072516e-07
Position 509: 8.043844060526505e-07
Position 1426: 6.774918742489226e-07
Position 1212: 6.727389300024724e-07
Position 1662: 5.793338738796319e-07
Position 644: 4.915612024584881e-07
Position 1459: 4.3853196244110333e-07
Position 1152: 3.7920774239355743e-07
Position 1453: 3.712987997358191e-07
Position 1146: 2.3156340459029673e-07
Position 1013: 1.446509212148116e-07
Position 281: 9.888375029459682e-08
Position 315: 7.916468900241442e-08
Position 1552: 7.579023950804831e-08
Position 284: 6.719866135923572e-08
Position 1587: 8.000808283541286e-09
Position 1606: 1.3673120776592888e-09
Position 183: 4.5068323036008393e-10
Position 197: 2.7256435844509186e-10
Position 394: 2.6194258203834006e-10
Position 98: 1.5968081883581868e-10
Position 416: 6.755656188906724e-11
Position 1024: 6.12426891976802e-11
Position 469: 5.99998085073773e-11
Position 104: 4.0314305745526665e-11
Position 240: 3.85921278263441e-11
Position 236: 2.2919042710811616e-11
Position 293: 7.476408343173098e-12
Position 102: 4.69428406203984e-12
Position 152: 6.038620908471928e-13
Position 156: 1.7296236166259174e-13
Position 286: 8.757600583709421e-16
