Gene = fal
Position 3452: 9.85306270374498e-05
Position 3320: 9.762967366528696e-05
Position 2219: 9.34321936714767e-05
Position 3980: 8.23792242150779e-05
Position 4023: 8.203199139590633e-05
Position 3771: 7.994965533425522e-05
Position 3915: 7.711900116409323e-05
Position 3777: 7.70589987501481e-05
Position 1045: 7.17690899776286e-05
Position 1746: 6.182308755514534e-05
Position 3402: 6.0899206841048284e-05
Position 1555: 5.802733736730476e-05
Position 2252: 5.8014095655746166e-05
Position 1829: 5.5260959487582874e-05
Position 4172: 5.3982771709714746e-05
Position 2207: 5.337573287301512e-05
Position 2225: 5.3285817252446315e-05
Position 3829: 5.324253486038875e-05
Position 2258: 5.291952677605828e-05
Position 3811: 5.02693958940054e-05
Position 1222: 4.99800448166327e-05
Position 2889: 4.895211199549049e-05
Position 1538: 4.80882487446992e-05
Position 3135: 4.429038931981211e-05
Position 3486: 4.297781307868918e-05
Position 2153: 4.2469912907104454e-05
Position 1758: 4.0733821316839224e-05
Position 2108: 3.7093827088761864e-05
Position 1088: 3.061110204079846e-05
Position 550: 2.8755842926977233e-05
Position 1946: 2.58384842361847e-05
Position 2509: 2.4904500978624522e-05
Position 1820: 2.3524100866945154e-05
Position 3477: 2.198748555549634e-05
Position 354: 2.0779798954366545e-05
Position 3970: 1.8633364436459925e-05
Position 3284: 1.8230543862825702e-05
Position 1282: 1.7453437602130192e-05
Position 164: 1.6071801226443423e-05
Position 2180: 1.3384445339316437e-05
Position 3537: 1.2705357883948782e-05
Position 320: 1.2515130633000315e-05
Position 92: 1.130241029601762e-05
Position 2507: 1.1275217094488914e-05
Position 2131: 1.0866509080283666e-05
Position 1489: 1.0164684549957362e-05
Position 1416: 8.057160585200859e-06
Position 3: 7.668669763099538e-06
Position 98: 5.341230710963668e-06
Position 119: 5.259751647118458e-06
Position 3559: 5.227056277247239e-06
Position 3098: 4.987739138771992e-06
Position 3543: 4.591300161272092e-06
Position 2588: 4.419534036340583e-06
Position 2598: 3.6434632622386535e-06
Position 1182: 2.81671268570433e-06
Position 129: 2.4320695847409863e-06
Position 3051: 1.8897601042463329e-06
Position 2583: 1.5473600555530154e-06
Position 2754: 1.4441322080592188e-06
Position 269: 1.1872033618449554e-06
Position 799: 1.0980777004449535e-06
Position 238: 1.0656988225207114e-06
Position 212: 9.518467386327352e-07
Position 752: 8.628371496661496e-07
Position 141: 7.602985025927904e-07
Position 312: 7.189023096624609e-07
Position 719: 7.115064997555743e-07
Position 2682: 6.253159318913796e-07
Position 2977: 4.2071246641520635e-07
Position 315: 3.662496535390684e-07
Position 218: 3.3382370387442424e-07
Position 3373: 2.853815357589899e-07
Position 1149: 2.845837080631615e-07
Position 963: 2.396687981229967e-07
Position 1003: 2.3137154758179386e-07
Position 2801: 2.2238207482166433e-07
Position 2923: 1.6464164148401728e-07
Position 3397: 1.5677683437955775e-07
Position 2832: 9.37401347181996e-08
Position 2542: 9.203922109103842e-08
Position 3145: 8.546496638130756e-08
Position 659: 8.092635151019695e-08
Position 2979: 5.0507630283596e-08
Position 3018: 4.264071214568149e-08
Position 776: 3.214420288380822e-08
Position 1190: 3.182837853190379e-08
Position 668: 1.929912103575043e-08
Position 2793: 1.851586427290037e-08
Position 737: 1.1445349112279322e-08
Position 2845: 7.609045260370427e-09
Position 1438: 4.376732673180383e-09
Position 2926: 3.065641838512615e-09
Position 2788: 2.1737302181587616e-09
Position 3289: 8.839722786916288e-11
Position 2942: 5.1545884369352313e-11
Position 2790: 1.598865938433021e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2712: 0.9986423241819103
Position 2954: 0.9781437306251206
Position 2481: 0.9653857368151253
Position 2048: 0.8355783941218081
Position 3713: 0.7301023236402235
Position 3886: 0.5002707439486487
Position 1301: 0.1658315988267105
Position 1583: 0.12342155064172983
Position 1786: 0.11922256687634927
Position 3543: 0.08979338080295635
Position 1578: 0.08635966442371663
Position 3397: 0.06349053725806125
Position 3540: 0.059475718325953546
Position 4023: 0.05101715959289445
Position 1337: 0.04843202236499153
Position 4140: 0.0326576273149204
Position 868: 0.019324245133784876
Position 599: 0.018955204322850746
Position 3251: 0.017475320591770337
Position 1061: 0.015248580878636838
Position 1671: 0.015009458883018679
Position 3402: 0.013493649467008545
Position 1395: 0.013125235308923702
Position 456: 0.012642666027512796
Position 1930: 0.012300248445298142
Position 4079: 0.012180009112975452
Position 1717: 0.01044273577276159
Position 1538: 0.009215704342140738
Position 776: 0.009031514408320968
Position 2562: 0.008307629329687222
Position 3443: 0.008002386606963542
Position 3522: 0.00786189666511253
Position 2499: 0.006150451899983515
Position 1772: 0.005956267673935322
Position 1967: 0.0051710386462631855
Position 3420: 0.005125347658078817
Position 3497: 0.0048122764155128445
Position 963: 0.004553698106181742
Position 758: 0.004485524460013287
Position 3685: 0.004410157724532974
Position 1134: 0.003949345874729226
Position 944: 0.003705632158464371
Position 414: 0.003499723671063129
Position 1693: 0.0034716531790076922
Position 1555: 0.0028495356331597103
Position 612: 0.0025899488818900175
Position 2390: 0.0024155626927250223
Position 1970: 0.002387748099205722
Position 1593: 0.002070659960247071
Position 1349: 0.0019546706261596206
Position 3957: 0.0017905194328034914
Position 3550: 0.0017776548171247223
Position 1665: 0.0017677880200091846
Position 4259: 0.0016423602747187378
Position 4088: 0.0015710234172685439
Position 2137: 0.0014364911893481247
Position 668: 0.001140128222296317
Position 1246: 0.0011331972836763596
Position 1197: 0.0011242909367780087
Position 1814: 0.0010364664116585694
Position 3918: 0.0009968893097382322
Position 297: 0.0009917976470542689
Position 1164: 0.0009319123090775506
Position 2724: 0.0008391279060916469
Position 3717: 0.0007051594306084058
Position 498: 0.0006368282231973643
Position 1128: 0.0006145299749457254
Position 2583: 0.0005378708432787732
Position 3452: 0.0005131352005641304
Position 301: 0.0004791493773642013
Position 712: 0.00044311087977897225
Position 3085: 0.0004309915792966342
Position 877: 0.0004240696055308707
Position 1468: 0.0004149363395806481
Position 146: 0.00039716784149423175
Position 4214: 0.00039595050475753764
Position 495: 0.00037872814372977726
Position 1873: 0.00035215151677093945
Position 4171: 0.000341606522015326
Position 2164: 0.00033610294107110447
Position 1249: 0.0003272088835472036
Position 4151: 0.00031833094977861147
Position 2357: 0.0003135082715655762
Position 928: 0.0003073066141617013
Position 1141: 0.0002820054191226092
Position 976: 0.0002667536865562691
Position 377: 0.0002602475162059016
Position 2996: 0.00021829149959978547
Position 1429: 0.00021682769956626996
Position 3011: 0.00021256448185789123
Position 2776: 0.0001792740260327196
Position 1481: 0.0001759845788648222
Position 1938: 0.00016706256634624165
Position 1170: 0.00016442417603907864
Position 2960: 0.00015404138323010208
Position 2000: 0.00014436842024079084
Position 659: 0.0001319515777657415
Position 111: 0.00012050554654832477
Position 2797: 0.0001172875488544474
Position 2360: 0.00011480440220896765
Position 501: 0.00010998870241437988
Position 4261: 0.00010505458686638348
Position 3214: 8.518214040276396e-05
Position 2536: 8.122734688090876e-05
Position 127: 7.016284233175365e-05
Position 2146: 6.233481250211655e-05
Position 3282: 6.0923485529811186e-05
Position 2731: 5.415364000127674e-05
Position 365: 4.279174692579433e-05
Position 209: 4.140700741572576e-05
Position 4041: 3.739558564263843e-05
Position 3350: 3.7207641189873404e-05
Position 2394: 3.5784365870393554e-05
Position 2428: 2.423344443650881e-05
Position 4187: 2.144570786138756e-05
Position 3980: 1.8732470726788304e-05
Position 3962: 1.736052381745299e-05
Position 992: 1.66501426952548e-05
Position 394: 1.5991951727290208e-05
Position 1070: 1.3685992222586962e-05
Position 1176: 1.3584056115506489e-05
Position 3326: 1.0346700465383104e-05
Position 171: 9.857125392970732e-06
Position 385: 9.527909171157041e-06
Position 389: 7.0724385686079236e-06
Position 3743: 5.484598971489607e-06
Position 3720: 5.152451324236778e-06
Position 909: 3.438172967443063e-06
Position 2770: 3.4156086156236208e-06
Position 2742: 3.023342456786345e-06
Position 564: 2.910569678662977e-06
Position 1182: 2.289930498619512e-06
Position 3065: 2.0717430529423046e-06
Position 719: 1.4644690418060786e-06
Position 362: 1.1504904414629458e-06
Position 2911: 8.700109914270048e-07
Position 3197: 8.132292896417394e-07
Position 309: 6.833080459403489e-07
Position 577: 3.490758891370766e-07
Position 2714: 3.1741096106517e-07
Position 53: 1.7163359040550777e-07
Position 181: 1.3372958028878183e-07
Position 2091: 4.4255383876358645e-08
Position 880: 7.832300545099224e-09
Position 238: 6.437373338963208e-09
Position 601: 1.8202462423348534e-10
Position 569: 1.7631649276735427e-10
Position 539: 4.6699212208176256e-11
