Gene = Bet3
Position 689: 2.311896020534876e-08
Position 505: 2.1063418720150617e-08
Position 460: 2.100483950024815e-08
Position 561: 1.5893470461808047e-08
Position 719: 1.51761174068787e-08
Position 141: 2.63757010223528e-09
Position 161: 2.5430818731860256e-09
Position 158: 2.094763111251083e-09
Position 170: 4.1885925179072826e-10
Position 331: 5.413688384718138e-11
Position 176: 5.1588174039059325e-11
Position 148: 2.649324418305095e-11
Position 165: 6.920332056499516e-13
Position 163: 3.950349984699161e-19
