Gene = DCX-EMAP
Position 38068: 4.4382170281664735e-05
Position 37150: 4.250926656962442e-05
Position 37216: 4.186093909516021e-05
Position 37735: 4.007443235823313e-05
Position 36495: 3.941621927753654e-05
Position 36223: 3.735095257121912e-05
Position 36642: 2.9888018710733164e-05
Position 37267: 2.9243391694503537e-05
Position 763: 2.924281162695672e-05
Position 36921: 2.7244195245769736e-05
Position 38093: 2.660003812364279e-05
Position 37974: 2.313284485437735e-05
Position 232: 2.2084937316057473e-05
Position 37121: 2.200338251074726e-05
Position 38287: 2.1529976207663723e-05
Position 37520: 2.0702354946461857e-05
Position 36725: 1.9622641854519366e-05
Position 37940: 1.8670571115957893e-05
Position 36559: 1.737643392614905e-05
Position 37646: 1.6860779388029556e-05
Position 38362: 1.4876170339468086e-05
Position 38761: 1.434909083048593e-05
Position 36940: 1.1988961933912275e-05
Position 37962: 1.0238056811042608e-05
Position 36473: 1.0020031317755457e-05
Position 38340: 9.548378193841453e-06
Position 38388: 9.25054965672428e-06
Position 36872: 9.24770624120278e-06
Position 36270: 9.16205438617214e-06
Position 36841: 8.579940613089096e-06
Position 37343: 8.361811284103572e-06
Position 36857: 6.738535277088182e-06
Position 36852: 6.3873280220962314e-06
Position 858: 6.317528636506101e-06
Position 37581: 6.2710447796371895e-06
Position 735: 5.617264882319766e-06
Position 375: 5.179906036883778e-06
Position 38265: 4.712361346584345e-06
Position 714: 4.648857747229813e-06
Position 39046: 4.5534109540665616e-06
Position 985: 4.3598258070649245e-06
Position 37137: 4.19958257926601e-06
Position 38902: 3.720169603645782e-06
Position 37411: 3.3617709423446615e-06
Position 37597: 2.64794895802568e-06
Position 38499: 2.501849937656912e-06
Position 37985: 2.2553861523528915e-06
Position 1527: 2.0084488564482785e-06
Position 36602: 1.5795378050506575e-06
Position 898: 1.4891592978653527e-06
Position 403: 1.48890528275172e-06
Position 36874: 1.4380977512774082e-06
Position 36625: 1.2131437058356924e-06
Position 39044: 1.1777873455929465e-06
Position 385: 1.0476459895316646e-06
Position 204: 9.83931961948068e-07
Position 37935: 8.386778889145439e-07
Position 35707: 7.275002193585447e-07
Position 855: 7.134950402004117e-07
Position 36434: 6.168317098373838e-07
Position 37555: 5.012509863464257e-07
Position 36975: 4.93991773538103e-07
Position 36606: 3.7838238876823454e-07
Position 784: 3.1322565856474247e-07
Position 36782: 2.8517427595115273e-07
Position 37775: 2.2388719730209417e-07
Position 262: 2.0856371889318772e-07
Position 37419: 2.0516942146340653e-07
Position 775: 1.687037466227857e-07
Position 721: 1.5698041669139543e-07
Position 36395: 1.4268762682933028e-07
Position 37895: 9.908974516773853e-08
Position 84: 7.719197845211652e-08
Position 292: 6.924775184227233e-08
Position 37166: 6.60552169620254e-08
Position 36614: 6.589974669042415e-08
Position 987: 5.3745310062068704e-08
Position 38656: 3.716169077866983e-08
Position 36415: 3.5056856464236505e-08
Position 883: 3.368439213845888e-08
Position 641: 3.272697114947213e-08
Position 445: 3.272178414264562e-08
Position 349: 3.224886098463778e-08
Position 163: 3.1902659567271244e-08
Position 36382: 2.7706506640656228e-08
Position 38158: 2.5847735921981135e-08
Position 36785: 2.4539715767723236e-08
Position 796: 2.2998984112625075e-08
Position 36524: 2.031260388659143e-08
Position 175: 1.6024779145691733e-08
Position 138: 1.4251125381987135e-08
Position 1520: 1.1175182234732979e-08
Position 36583: 9.976916996413405e-09
Position 625: 9.506881873259644e-09
Position 948: 9.30838536362071e-09
Position 36865: 7.151636368735334e-09
Position 36964: 6.7093507752661185e-09
Position 953: 4.591900781125476e-09
Position 114: 3.6739083837584626e-09
Position 1075: 3.537633996529823e-09
Position 1017: 3.338238211802273e-09
Position 471: 3.214188792173353e-09
Position 951: 2.3562451524406672e-09
Position 613: 1.765285231791967e-09
Position 36608: 1.7481432400186582e-09
Position 311: 1.6752626125328642e-09
Position 38022: 1.6515928541201039e-09
Position 946: 1.4954388412425235e-09
Position 37468: 1.4269722716274781e-09
Position 639: 7.715550930164087e-10
Position 87: 6.062975873423621e-10
Position 38035: 5.519530738220213e-10
Position 37915: 4.903227410510353e-10
Position 37531: 3.4351522491606143e-10
Position 37220: 3.098206550652434e-10
Position 1088: 1.387072003496944e-10
Position 1086: 1.2189159825464032e-10
Position 37211: 9.052655851565118e-11
Position 36750: 2.979632013519617e-11
Position 36681: 1.366586811015087e-12
Position 36576: 1.6764944918963177e-14
Position 36347: 5.48741622504602e-15
Position 36729: 4.472521729892783e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 36551: 0.9968720466611017
Position 36711: 0.9964701693376135
Position 37701: 0.9946665368493701
Position 38219: 0.9863018843895606
Position 35602: 0.977549174124242
Position 36318: 0.9704568936100195
Position 35205: 0.9671781652831104
Position 37194: 0.9399631427907958
Position 27919: 0.4908488634722837
Position 36051: 0.3934976242122624
Position 27102: 0.14703350163972465
Position 36034: 0.13719770352464083
Position 38898: 0.06050187535809078
Position 37236: 0.05466933242061259
Position 36339: 0.02528822968959311
Position 37915: 0.01244770544774437
Position 27457: 0.011652073709779272
Position 38656: 0.009207944358077527
Position 38187: 0.0057217652078198665
Position 35610: 0.004477911174907119
Position 38591: 0.0036717335970929323
Position 37738: 0.0035305673085924516
Position 38930: 0.0034530633453544765
Position 39057: 0.003363967277518848
Position 37456: 0.002875277450695671
Position 35565: 0.0027405981800198423
Position 37396: 0.0025276387461154026
Position 36361: 0.0019156402056967254
Position 36289: 0.0017484123997732225
Position 36720: 0.0016945225669745404
Position 37159: 0.0015819234026039123
Position 38691: 0.0011768993712413967
Position 7956: 0.001043672809326044
Position 37931: 0.001025778486238261
Position 37910: 0.0010109448719032076
Position 938: 0.0007711848315132716
Position 38477: 0.0006796365881278748
Position 36270: 0.0005718803299554808
Position 37161: 0.00038914705539024405
Position 36524: 0.0003207486576482051
Position 37784: 0.0003075037432160956
Position 36583: 0.00029844399416373014
Position 37853: 0.0002820325760600622
Position 15307: 0.0002503767537210594
Position 15467: 0.00022469435954103968
Position 37308: 0.00021891075774082473
Position 38145: 0.00020296824778613207
Position 38909: 0.0001838844327906716
Position 38035: 0.00017230004192994981
Position 38499: 0.00016657315311056963
Position 37323: 0.00016018562163880613
Position 38613: 0.00015162682296652368
Position 36993: 0.00013800478438993994
Position 37363: 0.00013076154838760517
Position 36614: 0.00010584113637995635
Position 36981: 0.00010211760521084881
Position 15525: 8.776980815620185e-05
Position 38653: 8.68456894335019e-05
Position 14432: 8.294278551825204e-05
Position 14629: 7.788440568545523e-05
Position 14718: 7.390091300082229e-05
Position 15385: 7.106703350803188e-05
Position 38148: 7.05122838508139e-05
Position 36562: 6.70318012243484e-05
Position 37716: 5.822481686100767e-05
Position 39092: 5.45514717645501e-05
Position 38005: 5.281944313917735e-05
Position 888: 5.252041855287183e-05
Position 37895: 4.653639627013957e-05
Position 36723: 4.576327896900227e-05
Position 38939: 4.4478792070700834e-05
Position 38943: 4.4422465494009565e-05
Position 37940: 4.440735667602708e-05
Position 36507: 4.3984437065810516e-05
Position 36558: 3.87455870979602e-05
Position 15094: 3.768576147279709e-05
Position 8135: 3.623420207809421e-05
Position 37985: 3.520396235014722e-05
Position 7981: 3.311229651559295e-05
Position 38409: 3.1898417515428526e-05
Position 15491: 2.987226919242063e-05
Position 1046: 2.718854600228428e-05
Position 38746: 2.4544166053140365e-05
Position 7448: 2.3673510724084594e-05
Position 38707: 2.3020132588411448e-05
Position 37781: 2.1847480430975516e-05
Position 38262: 1.9728529356430436e-05
Position 15393: 1.971039411493281e-05
Position 37519: 1.8725164362985347e-05
Position 37083: 1.7483665441076376e-05
Position 15293: 1.644935274240905e-05
Position 7639: 1.5345283339896975e-05
Position 6861: 1.525159643661868e-05
Position 38247: 1.5125676344298472e-05
Position 15433: 1.4967868887978571e-05
Position 37203: 1.4711794124610414e-05
Position 15149: 1.3895224460678826e-05
Position 36872: 1.288751718173763e-05
Position 14791: 1.2366586055327492e-05
Position 37511: 1.1539018166562295e-05
Position 7181: 1.1042333597998132e-05
Position 7506: 1.048749156385581e-05
Position 6288: 9.616458834595388e-06
Position 36849: 8.357080776915965e-06
Position 36365: 8.3518747164658e-06
Position 38415: 8.177666371402655e-06
Position 992: 7.366179527767507e-06
Position 7228: 7.324770122948326e-06
Position 8073: 6.9037678496564205e-06
Position 734: 6.737609556257729e-06
Position 7831: 6.577488606277955e-06
Position 39073: 6.505573017528889e-06
Position 6312: 5.6074198615458245e-06
Position 38335: 5.485247973898352e-06
Position 14722: 5.396159243900674e-06
Position 6765: 5.183315568660904e-06
Position 1058: 4.671357458495272e-06
Position 37555: 3.623347579289715e-06
Position 36975: 3.5571756281156773e-06
Position 37042: 2.9859922509014657e-06
Position 38671: 2.962638429176783e-06
Position 7387: 2.6230756305050475e-06
Position 37434: 2.5556207765226703e-06
Position 445: 2.355081098723695e-06
Position 6557: 2.0487981093984727e-06
Position 274: 2.0367936976893434e-06
Position 6401: 1.8781700287625717e-06
Position 37611: 1.850172384583087e-06
Position 36388: 1.7319194697650439e-06
Position 7796: 1.525477268818612e-06
Position 8139: 1.446608605963615e-06
Position 547: 1.357016599562761e-06
Position 304: 1.3397433046908503e-06
Position 7709: 1.3383183939416098e-06
Position 7425: 1.2957910371294785e-06
Position 37808: 1.288592527471092e-06
Position 343: 1.1843924518855241e-06
Position 277: 1.1312146309427134e-06
Position 280: 1.0773458692936095e-06
Position 36813: 1.0037152038655758e-06
Position 36885: 9.942169594691222e-07
Position 37428: 8.131975320593809e-07
Position 37793: 6.412971828155566e-07
Position 752: 6.046597147692996e-07
Position 37464: 5.778752382147232e-07
Position 37624: 5.441078519821585e-07
Position 1166: 3.819116906052389e-07
Position 491: 3.693577886844077e-07
Position 36382: 3.432227636950738e-07
Position 784: 2.7123163933655736e-07
Position 649: 2.5346127750653933e-07
Position 794: 2.473343569587136e-07
Position 37634: 1.883148236709253e-07
Position 37051: 1.315540878504055e-07
Position 36424: 1.152388888224677e-07
Position 37407: 1.002435755669117e-07
Position 37296: 4.262781602789536e-08
Position 36679: 3.1178024576025574e-08
Position 36828: 1.662258428877495e-08
Position 36666: 1.3807275858830577e-08
Position 36593: 1.239252827219301e-08
Position 5760: 8.092998015445776e-09
Position 7694: 7.65185856234271e-09
Position 38373: 5.415806635708824e-09
Position 36642: 4.967709959617979e-09
Position 36676: 3.727219156691683e-09
Position 36495: 1.2788718120385694e-09
Position 38256: 1.1137005421332648e-09
