Gene = D
Position 449: 1.0388795005873126e-05
Position 416: 8.880707919818257e-06
Position 849: 7.181373954967204e-06
Position 835: 4.486063466817013e-06
Position 853: 1.8641373177903061e-06
Position 879: 8.996365323644823e-07
Position 269: 6.267552600708397e-07
Position 51: 6.247745699497257e-07
Position 291: 5.814827931762383e-07
Position 886: 5.814326649190249e-07
Position 311: 2.398910472614316e-07
Position 570: 1.0068150587625809e-07
Position 690: 9.691701449692358e-08
Position 752: 8.751466868996057e-08
Position 900: 8.01136163971618e-08
Position 256: 1.4839133358662427e-08
Position 288: 1.1056469578113665e-08
Position 922: 1.1833106267537301e-09
Position 259: 8.433577933836982e-10
Position 904: 7.578224937976826e-10
Position 579: 5.185243092367901e-10
Position 427: 3.626829793941132e-10
Position 326: 5.830733693071552e-11
Position 339: 2.2406531677826475e-11
Position 348: 2.2583667408421574e-12
Position 319: 5.993628520646319e-13
Position 337: 4.542003214325947e-14
Position 300: 1.2746731461416952e-15
Position 328: 2.0097602348466564e-19
