Gene = Rh50
Position 1162: 3.0698087590598613e-07
Position 3129: 2.926478892719843e-07
Position 270: 2.2301365049021978e-07
Position 275: 1.973241114635757e-07
Position 3185: 1.761536690449469e-07
Position 347: 1.565938824129169e-07
Position 673: 1.5077014914411932e-07
Position 3563: 1.381458594446942e-07
Position 874: 8.085033758274885e-08
Position 3941: 7.911013794537917e-08
Position 863: 7.429997999157612e-08
Position 8269: 7.372944212556059e-08
Position 8606: 6.34931013123432e-08
Position 8358: 6.207416721150393e-08
Position 8633: 5.946340076716754e-08
Position 362: 5.511133417194823e-08
Position 349: 5.0062608533796336e-08
Position 9148: 3.0504553651253875e-08
Position 3569: 3.0267132866660935e-08
Position 9002: 2.4495151092479365e-08
Position 3840: 2.20421325661486e-08
Position 8972: 2.0972860587537403e-08
Position 8746: 1.8657994110712542e-08
Position 4656: 1.721254741802194e-08
Position 265: 1.590472082600167e-08
Position 8864: 1.4595218371332206e-08
Position 688: 1.307839977191347e-08
Position 8849: 1.0649463045362251e-08
Position 1238: 9.661728087814707e-09
Position 414: 6.532340636087187e-09
Position 163: 3.77407565964965e-09
Position 8370: 2.983130726633386e-09
Position 8404: 1.1494787073810514e-09
Position 8732: 6.745053852680963e-10
Position 8361: 6.034760604264495e-10
Position 308: 6.012453740444207e-10
Position 8229: 5.457437428042301e-10
Position 3968: 5.6474955521991606e-11
Position 3660: 4.281283304086022e-11
Position 675: 2.699441222671769e-11
Position 4031: 6.328763215160575e-12
Position 707: 2.5756775463477678e-12
Position 4001: 2.214734324602863e-12
Position 950: 3.710336445138326e-18
Position 903: 3.623188910716581e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 3326: 0.9999281948237186
Position 8227: 0.99794790752217
Position 8390: 0.9972002353057294
Position 7951: 0.9682762408208011
Position 3085: 0.9274372278689486
Position 7088: 0.6756777352717773
Position 2303: 0.4219843785626407
Position 3665: 0.41060369919589523
Position 2238: 0.2567994184467698
Position 1106: 0.09518061778948526
Position 1683: 0.0780117720180946
Position 715: 0.07524358513673872
Position 1702: 0.06699097020383184
Position 8732: 0.050623697473748466
Position 7119: 0.04372014086432763
Position 3984: 0.04037358960522457
Position 1122: 0.039873261460720795
Position 6831: 0.037953760598619116
Position 6834: 0.03678193407672078
Position 3024: 0.02308014144173247
Position 2184: 0.022668541436277088
Position 2902: 0.02154872471150082
Position 8826: 0.021206858038428835
Position 1788: 0.019393234999579366
Position 7442: 0.015325484413990707
Position 6168: 0.01478982139572269
Position 6631: 0.012779433493475918
Position 4300: 0.011012448046615858
Position 1512: 0.01018252823712522
Position 8767: 0.01015181546878483
Position 6821: 0.009875261360366268
Position 688: 0.009859067459581707
Position 874: 0.009378717156829265
Position 2846: 0.009112922462988482
Position 1849: 0.00907609367198832
Position 2604: 0.009015672232694207
Position 2052: 0.008557639137039144
Position 2537: 0.008338955393032773
Position 2187: 0.008136489111569603
Position 7353: 0.007862829853345969
Position 6952: 0.0070213896269222436
Position 259: 0.006410985652698366
Position 7857: 0.005694985753377892
Position 4185: 0.0054772015146976
Position 1485: 0.005178876485084818
Position 1459: 0.005174310688607627
Position 753: 0.005170300256105885
Position 903: 0.005158309871148913
Position 672: 0.005051059692137227
Position 7153: 0.004748232198399635
Position 2626: 0.004657726037983864
Position 146: 0.004512830791278099
Position 2801: 0.004400425526468322
Position 7371: 0.00426379488139097
Position 7881: 0.004244830112759071
Position 854: 0.003871784990875957
Position 8901: 0.0036202768825418473
Position 5690: 0.0035153571875907695
Position 2949: 0.003482654716106205
Position 9578: 0.0033178391252493477
Position 8951: 0.002880481889750345
Position 7496: 0.002760237726649477
Position 9471: 0.0025777907988557766
Position 8806: 0.0025414820373690517
Position 2588: 0.0025165499745596516
Position 7356: 0.0023465598474218235
Position 7666: 0.0022952772547150694
Position 1643: 0.0022599334338039745
Position 1247: 0.0022504864535719915
Position 301: 0.0021623434194868447
Position 6872: 0.001976683358371901
Position 2861: 0.001942271402373413
Position 9336: 0.0018979878361823036
Position 3163: 0.0018547044944507783
Position 6483: 0.0018373304917108154
Position 9209: 0.0018154091496366937
Position 642: 0.0017974183394966336
Position 1557: 0.0017323580394427533
Position 1021: 0.0017173948448746385
Position 8404: 0.001705870914379384
Position 9449: 0.0016399432138490956
Position 7451: 0.001564885599633381
Position 700: 0.0015334022608016972
Position 3000: 0.0015326003026659453
Position 4031: 0.0013486701251927862
Position 2265: 0.001348533461032673
Position 1216: 0.0012756865691362436
Position 1385: 0.0012295967695066697
Position 939: 0.0012115727020888063
Position 7417: 0.0011855279860104443
Position 2091: 0.0011692323685484369
Position 1797: 0.0011486278140134842
Position 9488: 0.0011336132769306595
Position 7921: 0.0011327428410184508
Position 9365: 0.0010793279465166263
Position 8658: 0.0009846703530521897
Position 3905: 0.0009729067019678285
Position 544: 0.0009516623129962859
Position 3944: 0.0009314106704995746
Position 8361: 0.0008923349462792551
Position 3763: 0.000882603179375533
Position 3120: 0.000862828805809053
Position 8740: 0.0008209413947672949
Position 2525: 0.0007807292179840847
Position 2623: 0.0007787776198733966
Position 3797: 0.0007654794758316441
Position 2311: 0.0007167339375410522
Position 9767: 0.0006676411134353403
Position 2417: 0.0006656916588043054
Position 7695: 0.000632946432141792
Position 9591: 0.0006055026798048119
Position 1304: 0.0006004282065320677
Position 3964: 0.0005788912246400754
Position 7883: 0.0005384689144391211
Position 9148: 0.0005286538094721807
Position 4063: 0.0005252812101040756
Position 1296: 0.0005216514750274552
Position 2676: 0.0004913971478675936
Position 1282: 0.00044257687783336435
Position 4233: 0.0004013390215075942
Position 2320: 0.00039829009054257077
Position 275: 0.0003707519014871665
Position 2414: 0.0003477845684627968
Position 7748: 0.0003427799061428207
Position 7385: 0.0003339743008480641
Position 630: 0.00031178391963116386
Position 560: 0.0003054882309309629
Position 7477: 0.0002981074024211961
Position 9536: 0.00029579210781107996
Position 4040: 0.0002917764237115776
Position 109: 0.0002855471405064522
Position 9002: 0.00028333744704148384
Position 2368: 0.0002781348859278975
Position 2305: 0.00027075644500029647
Position 4221: 0.0002591348677820784
Position 6692: 0.000253310364248614
Position 8254: 0.00024747139412645486
Position 9409: 0.0002400031364449349
Position 9695: 0.0002315549961415608
Position 2247: 0.00022843924856902407
Position 9453: 0.000224937366787976
Position 5044: 0.00021593805175029206
Position 6436: 0.00019295906734204408
Position 1747: 0.0001874656255297781
Position 6272: 0.0001870552576111859
Position 2379: 0.00018591047547206893
Position 1231: 0.00016775477976854235
Position 2867: 0.00016457098149395152
Position 6967: 0.0001598757258627392
Position 4197: 0.00015067269770606244
Position 3862: 0.00015043752124660402
Position 8772: 0.00014727394288083483
Position 2440: 0.0001449281070041619
Position 6910: 0.00012846931934544408
Position 1567: 0.00012769873089583518
Position 4329: 0.00012596210813837813
Position 984: 0.00012554231371097153
Position 5159: 0.00011475714236868887
Position 2573: 0.00011409241581354411
Position 3823: 0.00010874059850565189
Position 6572: 0.00010201855016014354
Position 9723: 0.00010116098711869013
Position 9008: 9.990870338668247e-05
Position 1535: 9.770300574821891e-05
Position 424: 9.73814550989378e-05
Position 3098: 9.271140498359218e-05
Position 2101: 9.026038844810932e-05
Position 5888: 8.83605350805437e-05
Position 4004: 7.894677364024705e-05
Position 1591: 7.624202063240772e-05
Position 155: 7.255372897401605e-05
Position 1517: 6.845235975079727e-05
Position 3142: 6.8169624799447e-05
Position 262: 6.651857962157913e-05
Position 9388: 6.528420799354945e-05
Position 6767: 6.227199300318843e-05
Position 9344: 5.810898802587032e-05
Position 6416: 5.429453682888355e-05
Position 8793: 4.936603965680308e-05
Position 347: 4.5981579846939424e-05
Position 5022: 4.432963657921231e-05
Position 5019: 4.273987496913005e-05
Position 9542: 4.220043000404429e-05
Position 9521: 4.108099471009635e-05
Position 662: 3.4605166367759865e-05
Position 2546: 3.3120069620915506e-05
Position 1529: 2.9843069934496865e-05
Position 8431: 2.929536088502022e-05
Position 1711: 2.68749298614962e-05
Position 8990: 2.5378943993812135e-05
Position 3576: 2.4488578456931183e-05
Position 75: 2.344653686843265e-05
Position 8428: 2.0824863119940072e-05
Position 1221: 2.0819791675248027e-05
Position 1138: 1.7795068723991428e-05
Position 601: 1.7103708061082936e-05
Position 989: 1.6590082839557e-05
Position 729: 1.5517160258750004e-05
Position 1470: 1.2840533556129623e-05
Position 8776: 1.2747814532655187e-05
Position 3802: 9.379499439452825e-06
Position 1043: 8.994419508204166e-06
Position 598: 8.586323801518905e-06
Position 2813: 7.640752283325536e-06
Position 2811: 7.509187734759906e-06
Position 2742: 4.8286718684242695e-06
Position 3403: 4.688876121046358e-06
Position 5838: 3.432243980556504e-06
Position 2518: 2.8340984110756527e-06
Position 4722: 1.7733312494350213e-06
Position 83: 1.3785366054410286e-06
Position 720: 1.310794347156155e-06
Position 3633: 1.0320687864487025e-06
Position 4692: 9.850344893167591e-07
Position 3412: 9.455776689100161e-07
Position 3831: 8.485646350282649e-07
Position 114: 7.933027479127976e-07
Position 455: 7.163186076101536e-07
Position 3639: 6.556925267962509e-07
Position 3613: 5.326714591549993e-07
Position 3508: 3.3519828525302924e-07
Position 105: 2.2308992575716615e-07
Position 3434: 1.6329527194771847e-07
Position 4001: 1.3202895656760223e-07
Position 502: 1.244356112338785e-07
Position 608: 9.381130094836032e-08
Position 3369: 7.387652971941283e-08
Position 3419: 6.522727393360784e-08
Position 111: 5.6897030836749484e-08
Position 8446: 3.071389938472331e-08
Position 467: 2.7638156821654208e-08
Position 3438: 1.5383321316544487e-08
Position 3534: 7.434371435698759e-09
Position 646: 6.821247689394553e-09
Position 3588: 5.6100441295327395e-09
Position 4068: 2.7125603532135562e-09
Position 499: 3.127089917516546e-10
Position 119: 2.1693410045507456e-10
Position 207: 9.81856962057169e-11
Position 3623: 5.1954987736222607e-11
Position 4230: 3.708465739950096e-11
Position 4251: 3.202260044036101e-11
Position 8514: 1.1585372309663338e-11
