Gene = Cbl
Position 2196: 2.177621095013865e-08
Position 2023: 1.9107343198146127e-08
Position 2045: 1.817059036037449e-08
Position 1951: 1.1630782379422928e-08
Position 2476: 4.347046756796364e-09
Position 2455: 3.808815517838027e-09
Position 2431: 3.731861920301846e-09
Position 2287: 3.630964739718086e-09
Position 2253: 7.862843060348455e-10
Position 913: 7.25803132374231e-10
Position 2077: 7.094306764027452e-10
Position 313: 6.154159302421266e-10
Position 291: 4.926731275531071e-10
Position 129: 3.54131370276114e-10
Position 2259: 3.1788331381214457e-10
Position 339: 2.9345613610726044e-10
Position 304: 2.5371302250658867e-10
Position 2449: 2.7469010929748792e-11
Position 345: 1.1713776769177864e-11
Position 294: 1.0575512252116451e-11
Position 327: 8.644487317723297e-12
Position 334: 7.62028723408703e-12
Position 322: 6.2775647383423e-12
Position 307: 4.442336316031544e-12
Position 354: 4.43009892518516e-12
Position 316: 3.3402322598722595e-12
Position 288: 2.3532853470796256e-12
Position 371: 1.910245321291037e-12
Position 136: 1.9592949161225875e-14
Position 299: 1.936150894197825e-16
Position 318: 8.735845993214685e-17
Position 309: 3.625718001036825e-17
Position 349: 1.4266929391761362e-17
Position 365: 1.2774986077036787e-18
