Gene = l(2)34Fd
Position 305: 1.6535588874535052e-06
Position 185: 1.6240446078208134e-06
Position 34: 1.4955803648567963e-06
Position 1186: 1.4639762645280735e-06
Position 476: 1.3780312761029583e-06
Position 327: 1.2053594153783349e-06
Position 50: 1.0923665008401001e-06
Position 844: 1.032890953201672e-06
Position 855: 9.924740638020206e-07
Position 197: 9.234046778074787e-07
Position 1052: 9.164255025847275e-07
Position 254: 8.081887661379719e-07
Position 1489: 7.482314071704268e-07
Position 1995: 5.383099333932381e-07
Position 1354: 3.3715297291431744e-07
Position 11: 3.267717968849241e-07
Position 56: 3.0263656962316257e-07
Position 2391: 2.477961333834837e-07
Position 2377: 2.402349048011127e-07
Position 211: 1.6610514537661966e-07
Position 642: 1.5135563144500113e-07
Position 1291: 1.4898642072221626e-07
Position 637: 9.949669557331745e-08
Position 235: 9.384521853292302e-08
Position 9: 3.426718723832608e-08
Position 478: 3.411066913332349e-08
Position 174: 1.8854162178785375e-08
Position 500: 1.1220859183812211e-08
Position 1649: 3.044570363244298e-09
Position 1746: 1.4178884575809838e-09
Position 1279: 1.0405371230296594e-09
Position 1282: 4.701419075997983e-10
Position 1016: 3.0006959955560007e-10
Position 1492: 2.8145582939147746e-10
Position 699: 1.9841095846949418e-10
Position 1207: 1.948028309829969e-10
Position 1836: 1.7831435635774146e-10
Position 1242: 3.132455825684986e-11
Position 1220: 2.662126645398745e-11
Position 1813: 1.865723061549388e-11
Position 78: 3.4801169205980814e-12
Position 1312: 1.0997014355489219e-14
Position 1045: 9.11519075901356e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.9960967632923475
Position 666: 0.9817134544495647
Position 211: 0.9414549210909523
Position 847: 0.02513556436666187
Position 1649: 0.021101961966478025
Position 728: 0.008496136665453272
Position 1038: 0.006094354159166969
Position 690: 0.002524320347725606
Position 2280: 0.0020089482123603723
Position 456: 0.0019932527012377476
Position 1617: 0.0017979630078884465
Position 340: 0.001059655096543228
Position 1174: 0.0008449499686680252
Position 254: 0.0008332124973460118
Position 1466: 0.0007942606668148156
Position 2208: 0.0005926245330189482
Position 241: 0.0005544480693515702
Position 271: 0.0005408591107482974
Position 1791: 0.0005407388817037568
Position 1052: 0.0005009199935092166
Position 1014: 0.0004596577483257082
Position 2084: 0.00034362115919676185
Position 1525: 0.00028685867430153705
Position 286: 0.0002826408514387181
Position 1225: 0.00027385619642215036
Position 468: 0.00019666330079904807
Position 1308: 0.00018625848992184877
Position 2164: 0.0001643902247378105
Position 534: 0.0001588595347552749
Position 1659: 0.00015287420096429233
Position 2304: 0.00013195890269766954
Position 969: 0.00013165556497052956
Position 748: 0.0001307374565601861
Position 757: 0.00011822876247161011
Position 699: 0.00011695417876643386
Position 775: 0.00011532087048441547
Position 415: 9.700601938022014e-05
Position 1179: 9.367219282372913e-05
Position 1594: 9.309400200127409e-05
Position 1485: 8.770652059114447e-05
Position 1746: 7.544174466439999e-05
Position 1905: 7.236579847130156e-05
Position 315: 6.785907908540788e-05
Position 822: 6.423736065692434e-05
Position 799: 5.56382438255423e-05
Position 433: 5.2912152078459103e-05
Position 1726: 4.7582536234998265e-05
Position 2004: 4.6915728102629594e-05
Position 2091: 4.380632469002664e-05
Position 1361: 4.322706705220617e-05
Position 1318: 4.282416108907327e-05
Position 1480: 3.99640956652094e-05
Position 2301: 3.2291836078862006e-05
Position 1734: 3.217806118771719e-05
Position 654: 2.8288408030553034e-05
Position 103: 2.7239103312026568e-05
Position 117: 2.2591699683334946e-05
Position 1530: 2.2332221093528186e-05
Position 2310: 2.2192272282952346e-05
Position 987: 2.027689312845553e-05
Position 870: 1.850368497592497e-05
Position 472: 1.644246710981473e-05
Position 379: 1.4921385615589288e-05
Position 922: 1.4835972093959632e-05
Position 1633: 1.4701122350995778e-05
Position 1797: 1.441762279054616e-05
Position 2331: 1.4402625881575119e-05
Position 802: 1.4383641274102602e-05
Position 1374: 1.4353456791560011e-05
Position 1673: 1.4306789806074528e-05
Position 1584: 1.4029826307786428e-05
Position 232: 1.2521153515083067e-05
Position 1992: 1.180074778856898e-05
Position 2293: 1.0904280414215715e-05
Position 2328: 8.09403169576846e-06
Position 1089: 7.945682875864953e-06
Position 1967: 7.661895476337075e-06
Position 1860: 7.249531362023127e-06
Position 1603: 7.0126737076035205e-06
Position 855: 7.009689617651977e-06
Position 1278: 6.977536820963117e-06
Position 185: 6.964741207051782e-06
Position 367: 5.0253581610678765e-06
Position 505: 4.648955981907104e-06
Position 1923: 4.325939248363894e-06
Position 2171: 3.963284472454813e-06
Position 1809: 3.921705270437378e-06
Position 1656: 3.8866461908895805e-06
Position 1191: 3.7935228411889857e-06
Position 790: 3.793199019436373e-06
Position 87: 3.4928228129189676e-06
Position 2316: 3.3771803212426607e-06
Position 2307: 3.241059135290081e-06
Position 2052: 3.00130345472511e-06
Position 2184: 2.7783707940205567e-06
Position 568: 2.7657544997061155e-06
Position 1806: 2.674916453217814e-06
Position 2232: 2.6348719548646153e-06
Position 2105: 2.4818738751863003e-06
Position 2168: 2.472882749679481e-06
Position 2181: 2.0378641249177774e-06
Position 1698: 1.6882689939406952e-06
Position 642: 1.6764105848387098e-06
Position 2031: 1.6238353589061401e-06
Position 759: 1.511962992327628e-06
Position 277: 1.327810119201668e-06
Position 540: 1.1588878730044852e-06
Position 448: 1.0785020850435345e-06
Position 1989: 1.0627290310061498e-06
Position 2055: 1.001996828215562e-06
Position 1489: 9.383602707924285e-07
Position 267: 8.95354792272826e-07
Position 2028: 8.225971726807982e-07
Position 1980: 8.03657230792238e-07
Position 2442: 7.823596230929826e-07
Position 1550: 7.114211930094645e-07
Position 1540: 7.019281206427933e-07
Position 787: 6.816461723398318e-07
Position 873: 6.399444473263632e-07
Position 2010: 6.378799492623827e-07
Position 1560: 6.091068365272522e-07
Position 1101: 4.787970750761206e-07
Position 582: 4.2886827140530487e-07
Position 577: 3.8876749137987925e-07
Position 1857: 3.7995661777865836e-07
Position 1710: 2.896297726264878e-07
Position 151: 2.181994593441444e-07
Position 182: 2.1215329563204743e-07
Position 197: 1.69456849319296e-07
Position 388: 1.6900971416013486e-07
Position 327: 1.4463008829092034e-07
Position 141: 1.2748036824683886e-07
Position 161: 1.0946762062273503e-07
Position 612: 2.5669883533144662e-08
Position 69: 2.2539660680299745e-08
Position 605: 4.1610129700683154e-10
Position 131: 3.744953603314975e-10
Position 165: 6.847010970505029e-14
Position 158: 1.5237858523279765e-14
