Gene = Daxx
Position 490: 1.8718600080290187e-06
Position 416: 1.8415965874722563e-06
Position 1433: 1.8415259559558545e-06
Position 109: 1.5691112004438481e-06
Position 523: 1.4489412094656105e-06
Position 565: 1.4039015529003204e-06
Position 142: 1.3648383399286684e-06
Position 506: 1.3185360905017203e-06
Position 430: 1.1413736337864986e-06
Position 103: 2.0343396396107362e-07
Position 256: 6.669816576407712e-08
Position 1025: 1.300859383404187e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5561: 0.8203315523415252
Position 5242: 0.7715100888971179
Position 1053: 0.7487195979457089
Position 5081: 0.3632397365044967
Position 4606: 0.20094528586588697
Position 4311: 0.1688523507321542
Position 6416: 0.08579696864361103
Position 1321: 0.045865685175707376
Position 3390: 0.030668862329448432
Position 3629: 0.029009547805994844
Position 4980: 0.02450925049372409
Position 4425: 0.019439269514979537
Position 4648: 0.014150136121015865
Position 1711: 0.01130614048220252
Position 3681: 0.0112082843761566
Position 3926: 0.008632041864433749
Position 3788: 0.008603254760105565
Position 5498: 0.008413271542007208
Position 3632: 0.008239256049533841
Position 476: 0.008015875226623828
Position 4276: 0.007335849002134041
Position 3363: 0.006582547794961743
Position 857: 0.005968612772516873
Position 473: 0.004879504754825383
Position 506: 0.004303293773462427
Position 4692: 0.004150605191367266
Position 4451: 0.004103138808957687
Position 1803: 0.003950752563465073
Position 4069: 0.003756725874327872
Position 1806: 0.003478430914530043
Position 1749: 0.003425822691563313
Position 1349: 0.0033490645784540825
Position 5527: 0.0032846579922217217
Position 4237: 0.0030937862315700173
Position 5263: 0.0030519212463386396
Position 4652: 0.002547229839208272
Position 6230: 0.0019945127720898013
Position 1764: 0.0017823135139318263
Position 1034: 0.001715262693660707
Position 1752: 0.0016095359908818616
Position 1377: 0.001438370007579966
Position 6068: 0.0014102755847729496
Position 1250: 0.0013449218962202408
Position 1112: 0.0013360324034374
Position 428: 0.0012856113870186256
Position 3123: 0.001182758886172518
Position 3162: 0.001124944402244315
Position 6539: 0.0010636859452269427
Position 6096: 0.0010555023720158
Position 6626: 0.0010062969368418242
Position 3129: 0.000994268825937079
Position 1149: 0.0008410740125891624
Position 1578: 0.0008255999719606346
Position 1192: 0.0007404070213828802
Position 1698: 0.0006476312406182716
Position 523: 0.0005367360397296214
Position 5976: 0.00048218017807615963
Position 392: 0.00047951783730713904
Position 1374: 0.00047776862664260813
Position 983: 0.0004640460315373306
Position 736: 0.00044275875158077864
Position 1739: 0.0004013914748770957
Position 2985: 0.00038025668991417265
Position 565: 0.00037882453683534174
Position 1398: 0.0003309462315865758
Position 5900: 0.00030843745962569064
Position 1551: 0.000230672191837614
Position 490: 0.00021166889694167301
Position 1878: 0.00020879701427781907
Position 1219: 0.000189845482667448
Position 6347: 0.0001523325892562618
Position 683: 0.00013696167911030565
Position 600: 0.00013631710815724605
Position 1812: 0.00013059247032988505
Position 3087: 0.00012742240578313743
Position 3096: 0.0001273378759997179
Position 1275: 0.00012589223974563768
Position 1174: 0.00011889444985427866
Position 1848: 0.00010449420068651601
Position 2925: 9.606898392446479e-05
Position 341: 8.95077595644761e-05
Position 5503: 8.688728794462464e-05
Position 246: 8.639617218407633e-05
Position 1278: 8.202203887400388e-05
Position 1767: 8.050833693149819e-05
Position 2259: 7.880050839973806e-05
Position 1773: 6.619660214690986e-05
Position 3201: 6.26870984957131e-05
Position 2601: 5.858017373053106e-05
Position 1867: 4.726848653832488e-05
Position 373: 4.7019217599688226e-05
Position 6599: 4.572303176274209e-05
Position 759: 4.402499777543668e-05
Position 1842: 3.9939014753584935e-05
Position 378: 3.796839936614041e-05
Position 1648: 3.391661679920803e-05
Position 1470: 3.14986841483158e-05
Position 2922: 2.9414606927308737e-05
Position 96: 2.859667287570052e-05
Position 3022: 2.780970643830923e-05
Position 1590: 2.3936072010889716e-05
Position 3711: 2.1894414030866345e-05
Position 3345: 2.174544374505204e-05
Position 109: 2.014214956368028e-05
Position 165: 1.9761788705203828e-05
Position 538: 1.5841037426351877e-05
Position 2169: 1.5811069784228805e-05
Position 532: 1.5394327770773334e-05
Position 1635: 1.3619663740503883e-05
Position 3427: 1.2539268878414215e-05
Position 467: 1.2458231459784199e-05
Position 1463: 1.146234671120427e-05
Position 5784: 1.1119289220645945e-05
Position 4228: 9.595378410693385e-06
Position 3093: 7.765374520976163e-06
Position 3279: 7.664571135348233e-06
Position 116: 6.907480011809965e-06
Position 162: 6.891259015256921e-06
Position 3394: 6.404673649631191e-06
Position 3610: 5.816037736025524e-06
Position 3592: 5.734864208368109e-06
Position 868: 4.268848637260656e-06
Position 914: 3.5891432977152176e-06
Position 2064: 3.4075845325106122e-06
Position 2049: 3.2694404569885296e-06
Position 3291: 3.106016200490222e-06
Position 228: 2.6810079636130884e-06
Position 961: 2.640024604618261e-06
Position 845: 2.300029992400932e-06
Position 2208: 1.995211428072076e-06
Position 2617: 1.6513112706967938e-06
Position 2589: 1.5498851283241915e-06
Position 2541: 1.5367145254286593e-06
Position 103: 1.341920476993898e-06
Position 2298: 1.0105856886586578e-06
Position 2226: 8.843567307523594e-07
Position 989: 8.53508775138181e-07
Position 2097: 7.601188835109404e-07
Position 1584: 6.296709676296068e-07
Position 1118: 3.1224499016059934e-07
Position 406: 2.7503681158889974e-07
Position 994: 2.474359197693653e-07
Position 547: 2.1220392695726744e-07
Position 1269: 2.102915203785758e-07
Position 1421: 1.6558249768274382e-07
Position 185: 1.19558197200684e-07
Position 198: 9.278493939542888e-08
Position 203: 8.477894217496938e-08
Position 692: 2.959752676211942e-09
Position 1851: 1.6685920775650943e-09
Position 1611: 6.793464379608463e-10
Position 207: 2.700986114059545e-10
Position 353: 2.3171377543254658e-10
Position 617: 1.7674112709070895e-10
Position 318: 2.2386150789169295e-11
Position 302: 3.3575315914031497e-12
Position 223: 4.923444423859717e-13
Position 309: 1.1011839121165379e-13
Position 321: 3.363033589600274e-15
