Gene = her
Position 132: 0.0005301860486176385
Position 392: 0.0004853924851956093
Position 2437: 0.00046451310969061635
Position 1970: 0.0003076611078618159
Position 1496: 0.00024546792719528016
Position 1902: 0.00023591594640490757
Position 1240: 0.00021943459388434466
Position 2484: 0.0002071083814188184
Position 933: 0.00020279168117807075
Position 488: 0.00018407870094468474
Position 2121: 0.00018135803120810566
Position 921: 0.00016849846696881916
Position 1506: 0.00016611082953838603
Position 635: 0.0001398764395743203
Position 103: 0.0001354066999783049
Position 1524: 0.00013284449728459495
Position 2327: 0.0001315933646510595
Position 1493: 0.00011849623207363297
Position 1018: 0.00011807490763379558
Position 353: 0.00011278537559310989
Position 2234: 0.00010291532017258338
Position 1153: 9.756556518915654e-05
Position 1888: 9.730996353075103e-05
Position 1960: 9.615536468262765e-05
Position 989: 8.97047386744894e-05
Position 623: 8.935558286866483e-05
Position 508: 8.813562452927302e-05
Position 443: 8.354142166112104e-05
Position 666: 8.208755431268615e-05
Position 572: 7.511352654270527e-05
Position 277: 7.308711428911452e-05
Position 1292: 6.998171174785861e-05
Position 1168: 6.700137747296791e-05
Position 1946: 6.658546162850341e-05
Position 752: 6.610388609624145e-05
Position 2009: 6.456850415841293e-05
Position 1769: 6.392185894782822e-05
Position 841: 6.176417734635395e-05
Position 289: 5.569774891063296e-05
Position 1219: 5.4788023457499396e-05
Position 152: 5.127205901806839e-05
Position 800: 4.024869622767354e-05
Position 2166: 3.99128233769592e-05
Position 539: 3.4498753145020186e-05
Position 1562: 3.315409375125323e-05
Position 992: 3.2661904387061725e-05
Position 461: 2.653350197319861e-05
Position 407: 2.300881109479871e-05
Position 827: 1.9907890856712012e-05
Position 2357: 1.90935356538373e-05
Position 893: 1.8635057713137922e-05
Position 803: 1.5017737826148928e-05
Position 872: 1.4513738535101779e-05
Position 160: 1.4343991130867043e-05
Position 1571: 1.4149299810870814e-05
Position 958: 1.3183831914613312e-05
Position 977: 1.3066787936137225e-05
Position 1671: 1.2827743475698035e-05
Position 456: 1.1518581909653925e-05
Position 1956: 8.529504622619175e-06
Position 759: 8.337254541035114e-06
Position 1828: 7.994493830420858e-06
Position 298: 7.077389012247532e-06
Position 785: 6.862925839145646e-06
Position 937: 6.134128150651475e-06
Position 482: 6.037553562854585e-06
Position 1682: 5.614634285319659e-06
Position 1864: 5.389341285675033e-06
Position 857: 4.909521030634228e-06
Position 998: 4.843600860688034e-06
Position 2399: 4.13499685016838e-06
Position 1553: 4.104050039486116e-06
Position 890: 4.021658396625373e-06
Position 580: 3.991730854397132e-06
Position 1943: 3.915254340270838e-06
Position 852: 3.6518477378892094e-06
Position 791: 3.482062208466745e-06
Position 1259: 2.886981964346239e-06
Position 776: 2.8314262073786987e-06
Position 767: 2.5803681688801312e-06
Position 995: 2.3339381207253033e-06
Position 1289: 2.1862424534475308e-06
Position 848: 1.485673373181347e-06
Position 231: 1.3912112151116445e-06
Position 806: 1.390137758318592e-06
Position 1207: 7.507890551791763e-07
Position 326: 6.676732889643796e-07
Position 740: 4.15902311577637e-07
Position 1084: 3.194390742298749e-07
Position 1306: 2.3129640026207372e-07
Position 1380: 2.329049668398009e-08
Position 120: 1.5579717954107388e-10
Position 1679: 4.3392465746069356e-11
Position 323: 4.947933551978221e-13
Position 227: 4.76753707651666e-13
