Gene = ifc
Position 2261: 1.0826049962688077e-06
Position 865: 5.374922193114347e-07
Position 765: 4.3940015987839744e-07
Position 1083: 3.319988002312107e-07
Position 1542: 2.757187589282594e-07
Position 1080: 8.596366593925243e-08
Position 1034: 5.01344981689102e-08
Position 1387: 4.1675814558540986e-08
Position 132: 8.921507051333031e-09
Position 338: 3.865710734195043e-09
Position 776: 3.683656296385293e-09
Position 2204: 2.3256187320325147e-09
Position 634: 2.0971437964764753e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1267: 0.9013883539580068
Position 2235: 0.8450046495807366
Position 1053: 0.6712857761310929
Position 2495: 0.07761148725397156
Position 1409: 0.06915885525209767
Position 1923: 0.058457741400137694
Position 853: 0.05383618951425902
Position 1024: 0.04915147978928333
Position 999: 0.025001464617290227
Position 1233: 0.016941294254216956
Position 1030: 0.011412589694897354
Position 1935: 0.009527141899363455
Position 627: 0.00908670016412424
Position 1005: 0.007378696998442011
Position 2250: 0.005954000698022583
Position 332: 0.005898237500245976
Position 1448: 0.005403534425532665
Position 821: 0.0036074866791951997
Position 1997: 0.0024956159059951635
Position 688: 0.002322309189353072
Position 132: 0.001711201347183929
Position 308: 0.001603767833661581
Position 1034: 0.0013219392662807367
Position 2204: 0.001036270436510571
Position 445: 0.0007224230740268152
Position 1516: 0.0006302514190768762
Position 2022: 0.0006298742159809321
Position 1490: 0.0003544625896049732
Position 765: 0.0003362943475878903
Position 1736: 0.00033498130074049884
Position 1275: 0.000259842631641604
Position 1120: 0.0002529749347661038
Position 524: 0.00020912160424725468
Position 448: 0.00017959366544644686
Position 242: 0.00016653188271178668
Position 873: 0.0001555130642353534
Position 155: 0.00015466283792282823
Position 1524: 0.00012484785303677498
Position 2343: 0.00011851722406512141
Position 1974: 9.494846244330713e-05
Position 2429: 7.218280666075408e-05
Position 1785: 5.663313818357122e-05
Position 278: 5.032898345257793e-05
Position 1944: 4.0952901515441925e-05
Position 1947: 3.979309930901197e-05
Position 179: 3.783970551934633e-05
Position 948: 3.132235167409222e-05
Position 98: 2.365066737202833e-05
Position 1980: 1.961794429033406e-05
Position 642: 1.9551142553246015e-05
Position 908: 1.904477759176861e-05
Position 1367: 1.8672321095549892e-05
Position 833: 1.7238370955977165e-05
Position 2071: 1.7077765127382847e-05
Position 159: 1.5413751923630337e-05
Position 878: 1.4934159678151982e-05
Position 826: 1.2035322338407142e-05
Position 1592: 1.1081721888470489e-05
Position 1427: 1.0906757195716201e-05
Position 649: 7.5804035278976034e-06
Position 981: 7.468844075663487e-06
Position 138: 6.366062524815848e-06
Position 1684: 5.33653728544249e-06
Position 1565: 4.9843371473703e-06
Position 2155: 3.6709391093115275e-06
Position 634: 2.9489769314624447e-06
Position 1782: 2.2431553029452e-06
Position 233: 1.971169363378895e-06
Position 416: 1.8797162670957486e-06
Position 918: 1.805208675503698e-06
Position 1131: 1.5135250231403002e-06
Position 146: 1.2669088163689884e-06
Position 46: 8.891375971605203e-07
Position 248: 4.3999053935817017e-07
Position 251: 2.570765877265207e-07
Position 197: 1.8105713480618858e-07
Position 1316: 1.3860446783731244e-07
Position 218: 1.2746695547135423e-07
Position 194: 1.0835159790813401e-07
Position 230: 9.45880712828949e-09
Position 798: 4.57225590163857e-12
Position 508: 6.854250582159549e-14
