Gene = sunn
Position 2097: 4.2946695945150086e-05
Position 3283: 4.263014589242744e-05
Position 578: 3.740248599361784e-05
Position 233: 3.695483651080486e-05
Position 1251: 3.529778790989294e-05
Position 2323: 3.3535410378268676e-05
Position 1101: 3.3019855437031984e-05
Position 19: 3.292849888550235e-05
Position 61: 3.185991704152358e-05
Position 1713: 3.0543966391777964e-05
Position 870: 3.036545638207126e-05
Position 254: 2.9647988534432323e-05
Position 1818: 2.7173106646353738e-05
Position 331: 2.682917871150153e-05
Position 533: 2.4834282275699352e-05
Position 2365: 2.3535709500705607e-05
Position 368: 2.2095275522565742e-05
Position 1271: 2.1127124588306597e-05
Position 163: 2.1020231137019096e-05
Position 1379: 2.0162160037345427e-05
Position 132: 1.6507079847250397e-05
Position 2996: 1.5290163938044232e-05
Position 2413: 1.268833735680747e-05
Position 397: 9.328032214136975e-06
Position 417: 9.308428649530697e-06
Position 1260: 8.833528886856375e-06
Position 1506: 8.611946870139385e-06
Position 544: 8.109952278850928e-06
Position 49: 7.365079943064127e-06
Position 520: 7.331482829099092e-06
Position 1732: 7.225264207832552e-06
Position 775: 6.6966134052430085e-06
Position 1190: 4.054661891286511e-06
Position 299: 3.644976218589192e-06
Position 2299: 3.531238962779792e-06
Position 1872: 3.2044847476409806e-06
Position 130: 3.1660395592206727e-06
Position 1263: 3.0737825349183735e-06
Position 2631: 2.4495480765733235e-06
Position 1834: 1.9785782064584235e-06
Position 1228: 1.9782760290188435e-06
Position 206: 1.907062618701135e-06
Position 2175: 1.7217617839207144e-06
Position 1867: 1.3709874180964675e-06
Position 1133: 1.2278981514538452e-06
Position 2332: 1.1729774462097342e-06
Position 2489: 6.876514755477038e-07
Position 972: 5.581622318371921e-07
Position 262: 5.504513825227093e-07
Position 170: 4.809166862590806e-07
Position 2103: 4.507238492971172e-07
Position 2472: 4.254140568116241e-07
Position 272: 2.6147742999487183e-07
Position 2060: 2.440298875182142e-07
Position 270: 1.5562420372597557e-07
Position 1841: 1.5346467702419203e-07
Position 1460: 7.690572304545817e-08
Position 2782: 5.962227499155541e-08
Position 969: 5.7806645503757134e-08
Position 637: 4.892877904785479e-08
Position 926: 4.192621298485872e-08
Position 241: 3.759710103935336e-08
Position 975: 3.4768479711222816e-08
Position 2787: 1.7141876369028392e-08
Position 1175: 1.2462727546894963e-08
Position 2953: 8.971956455457841e-09
Position 1432: 8.820676416609904e-09
Position 2924: 4.139012753131259e-09
Position 1446: 9.88249228252319e-10
Position 2985: 2.1873770202677068e-10
Position 1486: 2.9356318974951934e-11
Position 1166: 2.3083346706953386e-11
Position 1021: 2.146359040700892e-11
Position 1439: 2.762228737411858e-12
Position 1424: 2.5281742810551436e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1130: 0.9981793783470381
Position 2453: 0.9977000184133876
Position 2034: 0.9888564253917832
Position 1427: 0.9693613786451122
Position 688: 0.8935416375414885
Position 2939: 0.6046621595533321
Position 949: 0.5532540622629876
Position 3364: 0.4999813048319978
Position 202: 0.19082827888146522
Position 2659: 0.1503548019428469
Position 1816: 0.14321548740752524
Position 865: 0.11409866960580477
Position 3389: 0.11119833855054889
Position 899: 0.07394397964318172
Position 3165: 0.07175701529862452
Position 166: 0.06355151623007445
Position 3175: 0.05083456797315474
Position 956: 0.045195976134042117
Position 1710: 0.0449680403000105
Position 3443: 0.04468855498369551
Position 2996: 0.04332079619553607
Position 3038: 0.033538576192798535
Position 2964: 0.032198811085037915
Position 695: 0.029932226831558675
Position 3074: 0.028772254209339525
Position 3350: 0.028031258301502715
Position 848: 0.0222264756467838
Position 3124: 0.018665899160031175
Position 2211: 0.018270427206255196
Position 870: 0.014133133909500505
Position 2891: 0.01374464474942511
Position 2673: 0.013544067046853321
Position 2800: 0.010126165443349596
Position 170: 0.009341844109617109
Position 3619: 0.008930070973713672
Position 3554: 0.006817298873983081
Position 654: 0.0064142504759343195
Position 3054: 0.005185352843594217
Position 1692: 0.004771086349552919
Position 3464: 0.004148309802049365
Position 2698: 0.004139907531201049
Position 3202: 0.004129763505253896
Position 520: 0.0033985311476691714
Position 2057: 0.002643837577984861
Position 529: 0.0022401312845341474
Position 2966: 0.0019722229431287193
Position 1557: 0.0018427106356689556
Position 1004: 0.001606844083840332
Position 2620: 0.0016011165729749787
Position 2613: 0.0015524826177589104
Position 1531: 0.0013897670758478973
Position 875: 0.0013658106131512917
Position 1680: 0.0013211422863927578
Position 1435: 0.001309424501883039
Position 3647: 0.0012885694824642119
Position 1650: 0.0012407882501487574
Position 2472: 0.0011759085580177917
Position 1158: 0.0010423253486295892
Position 3254: 0.0009150155346042217
Position 468: 0.0008630777588140172
Position 3579: 0.0008117816314842276
Position 250: 0.0007734289874801672
Position 1848: 0.0006497383618756605
Position 2371: 0.0005244910721899159
Position 431: 0.0005005277603006433
Position 3226: 0.0004589304035626567
Position 96: 0.00044419633851278383
Position 1501: 0.0004199204457362491
Position 3448: 0.0004176304959352328
Position 1628: 0.0003681528958166449
Position 304: 0.0003056270947841597
Position 460: 0.00028933819654152523
Position 1140: 0.0002820650997867197
Position 2908: 0.0002722889389929088
Position 753: 0.00027154355706435006
Position 2149: 0.00025419673700132915
Position 1186: 0.0002541948578459447
Position 1887: 0.000224354811715687
Position 238: 0.00021672036451451045
Position 3411: 0.0002149975797844059
Position 397: 0.00021179386651682078
Position 1444: 0.00018653630783101036
Position 1271: 0.00017776904031531005
Position 1713: 0.00017673655096798457
Position 585: 0.0001657528394018217
Position 2111: 0.00016481647651555326
Position 297: 0.00015522670611079704
Position 1732: 0.00014593899698181207
Position 487: 0.00014275770772379868
Position 538: 0.00014012288409672154
Position 2970: 0.00013311007480964844
Position 1439: 0.0001195461872070424
Position 2708: 0.00011352559163195009
Position 1818: 9.61781139658844e-05
Position 3332: 9.427680875357125e-05
Position 2279: 9.237673332200713e-05
Position 1563: 8.051435391021286e-05
Position 2103: 6.819171640581808e-05
Position 312: 6.804513608804158e-05
Position 1470: 6.236049198938343e-05
Position 262: 6.223872372318737e-05
Position 3626: 6.0732653432466515e-05
Position 2615: 5.4902087983999295e-05
Position 559: 4.339575676281059e-05
Position 1101: 4.332672581632103e-05
Position 3205: 3.990871363453087e-05
Position 3428: 3.726396886055198e-05
Position 2200: 3.414938551421544e-05
Position 3663: 3.129084968009143e-05
Position 3514: 2.7787126894320033e-05
Position 3470: 2.4905876816907068e-05
Position 2593: 2.2878678503616356e-05
Position 316: 2.1620498683200545e-05
Position 1928: 1.984810973078999e-05
Position 452: 1.841885535694043e-05
Position 1611: 1.7688857720759066e-05
Position 2160: 1.7589349471085805e-05
Position 1790: 1.6189979163484997e-05
Position 2052: 1.5819534048105904e-05
Position 2973: 1.1021429842327995e-05
Position 1286: 9.390755843686949e-06
Position 570: 8.514403269039339e-06
Position 1536: 7.109703316062433e-06
Position 1957: 6.192716071647321e-06
Position 2238: 5.733207542279613e-06
Position 177: 5.483277660971398e-06
Position 115: 4.9647298278616095e-06
Position 3594: 4.853862978362319e-06
Position 609: 3.787288372512148e-06
Position 1291: 3.161500470653341e-06
Position 2589: 2.8998980619724155e-06
Position 1473: 2.8824425845021013e-06
Position 564: 2.777216248043892e-06
Position 2253: 2.762497625153676e-06
Position 1379: 2.553764203421022e-06
Position 82: 2.418424505004118e-06
Position 1213: 2.367017400942598e-06
Position 766: 1.8236108382341817e-06
Position 1325: 1.5518495685818362e-06
Position 111: 1.4662863131702878e-06
Position 627: 1.446982096114876e-06
Position 1988: 1.4393034308889093e-06
Position 1446: 1.2702082472617407e-06
Position 1190: 1.0877933943982429e-06
Position 1175: 6.700018587935586e-07
Position 2316: 6.254338408943413e-07
Position 2806: 5.898715915316353e-07
Position 550: 5.850798117356484e-07
Position 2504: 5.660454794484208e-07
Position 2584: 4.7673198469748463e-07
Position 2512: 3.421280055270909e-07
Position 2839: 2.3280887022204006e-07
Position 2831: 2.241827905842821e-07
Position 2419: 5.22661994755765e-08
Position 323: 4.091591533705666e-08
Position 2403: 1.1351455855880826e-09
Position 2413: 1.1042122235222024e-11
Position 2399: 1.0768349243923395e-11
