Gene = flr
Position 2494: 6.328985324056637e-05
Position 137: 6.308835591935035e-05
Position 29: 5.979588305539957e-05
Position 3339: 5.9095708611582446e-05
Position 338: 5.808974697293512e-05
Position 3549: 5.253949418362916e-05
Position 1166: 4.914077488293548e-05
Position 328: 4.9135182921951935e-05
Position 3247: 4.595123329879237e-05
Position 1271: 3.87503383340935e-05
Position 1444: 3.737595844390184e-05
Position 709: 3.7006772225653246e-05
Position 575: 3.3559212202588104e-05
Position 690: 3.324398092051188e-05
Position 1181: 3.259066043786852e-05
Position 1383: 2.604157455350721e-05
Position 3009: 1.8222625038319648e-05
Position 3482: 1.8208012492737275e-05
Position 24: 1.573955548156243e-05
Position 2353: 1.4990103867385667e-05
Position 330: 1.4825462517547563e-05
Position 2897: 1.3812666000771279e-05
Position 2601: 1.3713031874680803e-05
Position 2143: 1.3478106648492264e-05
Position 1622: 1.3312916411221605e-05
Position 556: 1.3278306547888818e-05
Position 1848: 1.3164893180737472e-05
Position 213: 1.2981348996568234e-05
Position 2113: 1.2847025867305013e-05
Position 760: 1.2083125538274037e-05
Position 2671: 1.205648692100488e-05
Position 1762: 1.1861729763124598e-05
Position 711: 1.1754282988113433e-05
Position 10: 1.1117883002079526e-05
Position 2746: 1.0227609562781251e-05
Position 3273: 1.0031349758517746e-05
Position 972: 9.699066588246147e-06
Position 656: 9.567222686326398e-06
Position 2224: 9.443697892139806e-06
Position 765: 9.351251007445073e-06
Position 352: 8.364235649741633e-06
Position 528: 8.162930864561117e-06
Position 2973: 7.206141339018621e-06
Position 164: 5.78348502111875e-06
Position 667: 5.281993946100031e-06
Position 1168: 5.172226172953702e-06
Position 1526: 4.9267556320640975e-06
Position 873: 4.737270314326307e-06
Position 2269: 4.48499985959909e-06
Position 3205: 4.3070358049193275e-06
Position 1626: 4.219209376725553e-06
Position 844: 3.6160233554846747e-06
Position 2452: 3.0561090611901475e-06
Position 3016: 2.9278317574679807e-06
Position 628: 2.594611460319083e-06
Position 3367: 2.3822287269270243e-06
Position 1257: 2.1947617412298582e-06
Position 2209: 1.977173593625129e-06
Position 2035: 1.8842626957952337e-06
Position 1185: 1.8687592121132086e-06
Position 2097: 1.628671879814703e-06
Position 735: 1.3618545557457162e-06
Position 1846: 1.264902677356488e-06
Position 1250: 9.536749598090283e-07
Position 2267: 5.46960878460623e-07
Position 1705: 4.989436608969496e-07
Position 3425: 4.323552987880686e-07
Position 1679: 3.102771529803277e-07
Position 3184: 2.9418889081441155e-07
Position 1252: 1.7982660130295856e-07
Position 1263: 1.471325475372792e-07
Position 31: 1.4103315539789147e-07
Position 3427: 5.49605533607287e-08
Position 696: 1.683014415936349e-08
Position 1869: 4.4036146107257355e-09
Position 1647: 4.014671195101842e-09
Position 2922: 3.3004527529818953e-09
Position 1675: 3.2710551524413927e-09
Position 2718: 2.7057708262306087e-09
Position 2158: 2.6183115662005543e-09
Position 1660: 1.87874264464732e-09
Position 2611: 1.0459607830115021e-09
Position 1903: 7.63805553937767e-10
Position 1616: 6.162451788995388e-10
Position 1863: 6.091250535660786e-10
Position 433: 5.383851141243129e-10
Position 1641: 5.041307826704919e-10
Position 1692: 4.152195983545393e-10
Position 1555: 8.942769692628115e-11
Position 1652: 8.815539468156593e-11
Position 1699: 7.717131995468772e-11
Position 521: 7.116704423183241e-11
Position 1594: 5.143447833280174e-11
Position 1774: 3.8347678807742255e-11
Position 2982: 1.2998271906625795e-11
Position 2951: 1.1030776610114287e-11
Position 3240: 4.390532266206494e-12
Position 1461: 4.034927564595714e-12
Position 1813: 2.804057761829781e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1822: 0.9889443897637513
Position 3151: 0.9883728615451377
Position 1493: 0.9786218381935645
Position 473: 0.9684344023190994
Position 1214: 0.9434516264226617
Position 2933: 0.6816130707673269
Position 801: 0.11648499267658882
Position 2965: 0.035770152738531506
Position 200: 0.02823475104926301
Position 3299: 0.020505548770104447
Position 2948: 0.014356407382567743
Position 1826: 0.008045353954990939
Position 2616: 0.007936323717328489
Position 765: 0.0056271743371216106
Position 3165: 0.005585155969700536
Position 2649: 0.0047805676622557055
Position 1166: 0.0041656348103771374
Position 1571: 0.0038890776496713696
Position 683: 0.0034339599959829943
Position 786: 0.003350051942457484
Position 1044: 0.0023274043208362486
Position 1357: 0.002011820299054213
Position 1908: 0.001973546715489883
Position 2059: 0.0016608778345432323
Position 2599: 0.0015912072708701018
Position 2739: 0.001551698006542353
Position 2920: 0.0015010767899990317
Position 1452: 0.0013900687074040496
Position 2028: 0.0009395877344269926
Position 3418: 0.0007880299301037829
Position 1561: 0.0007590654704708772
Position 832: 0.0006981502829431858
Position 1052: 0.0006866101107352591
Position 3222: 0.0005667552441290647
Position 311: 0.0005383608062930835
Position 2622: 0.000525326804811362
Position 820: 0.00045816908288610534
Position 287: 0.0004092559409709274
Position 1127: 0.0003091853546654622
Position 732: 0.0002808277784137239
Position 1022: 0.00026240300546719096
Position 2718: 0.00025208769693403627
Position 314: 0.0002254040628967723
Position 906: 0.0002115546247960784
Position 3601: 0.00019329538587650562
Position 903: 0.00019043744364437745
Position 2063: 0.00019041058244761053
Position 2277: 0.00016903474190787523
Position 1257: 0.0001572873969179079
Position 3308: 0.00012034653612081327
Position 3303: 0.00011808519060469847
Position 2817: 0.00011371600479246965
Position 433: 0.00011337314835893804
Position 1221: 0.0001093072955213907
Position 2342: 0.00010294913411141114
Position 2541: 0.00010235796478852043
Position 3016: 0.0001003488848961104
Position 2421: 8.922614511598264e-05
Position 890: 8.526409671101368e-05
Position 2113: 7.614216069702546e-05
Position 2094: 7.534308390087572e-05
Position 2324: 7.52217694912725e-05
Position 541: 7.360408591427131e-05
Position 1601: 7.104448248824908e-05
Position 3358: 6.859586101484848e-05
Position 300: 5.9249648164392074e-05
Position 3425: 5.6955075747451056e-05
Position 2529: 5.482198655095153e-05
Position 3339: 5.323801155804331e-05
Position 2477: 4.85340443358061e-05
Position 2191: 4.76995370452036e-05
Position 1869: 4.6860086380047546e-05
Position 378: 4.3999124389899155e-05
Position 1079: 3.4776862028716645e-05
Position 1831: 3.269170707840294e-05
Position 3347: 3.204296456521691e-05
Position 1244: 3.008101054331042e-05
Position 1590: 2.9557385722059865e-05
Position 427: 2.6711718595793783e-05
Position 1988: 2.666869924448976e-05
Position 1507: 2.515479442376743e-05
Position 220: 2.4520760129725825e-05
Position 2492: 2.3938223879498904e-05
Position 773: 2.180764552284224e-05
Position 2378: 2.1280962287496573e-05
Position 2847: 2.0195731222992576e-05
Position 2625: 1.680857398422872e-05
Position 2951: 1.668706571352751e-05
Position 2655: 1.5900766914896277e-05
Position 2194: 1.1821347650058329e-05
Position 3083: 1.1647077070124338e-05
Position 1854: 1.1518990279500199e-05
Position 3237: 1.1142502280771425e-05
Position 3533: 1.0432567870649681e-05
Position 240: 8.288921183340494e-06
Position 1875: 7.809845022642552e-06
Position 703: 7.506452257259118e-06
Position 2289: 7.049042473785298e-06
Position 1421: 6.821224221719125e-06
Position 1692: 6.74888700615083e-06
Position 430: 5.944940142801392e-06
Position 1404: 5.153106290316355e-06
Position 151: 4.971279127600593e-06
Position 1887: 4.466067787231153e-06
Position 1383: 4.243927028339488e-06
Position 1631: 4.11681748951953e-06
Position 2172: 3.652618961008615e-06
Position 70: 3.4663385258142685e-06
Position 65: 2.9654192975223115e-06
Position 1966: 2.657301686001682e-06
Position 1609: 2.4693620937281528e-06
Position 2660: 2.390189298123098e-06
Position 97: 2.3738075692355945e-06
Position 547: 2.151106027421187e-06
Position 616: 1.6505221889760038e-06
Position 3106: 1.4790489578772936e-06
Position 1282: 1.369664995122042e-06
Position 1534: 1.2549717422189765e-06
Position 320: 1.165083271042447e-06
Position 133: 1.0497335552311612e-06
Position 1456: 9.648788620145792e-07
Position 3278: 9.117455828995995e-07
Position 3554: 8.414231347591603e-07
Position 1582: 8.131801409441327e-07
Position 1310: 7.261389507808517e-07
Position 690: 7.087473039938947e-07
Position 439: 5.833539886782292e-07
Position 257: 5.717021461764793e-07
Position 1320: 5.504649681168023e-07
Position 3544: 5.353587530268823e-07
Position 1537: 3.991234659259718e-07
Position 1705: 3.6669450511722777e-07
Position 77: 2.814520107118643e-07
Position 1733: 2.3020043746935875e-07
Position 1271: 1.9352775649913648e-07
Position 237: 1.6030001733732958e-07
Position 323: 1.4899090063614932e-07
Position 213: 8.887528968709048e-08
Position 153: 4.2775311745998084e-08
Position 244: 2.4091005646681047e-08
Position 80: 1.1987592853638759e-08
Position 318: 3.3519308459358824e-09
Position 1884: 9.42056894695812e-10
Position 600: 8.882004029266902e-10
Position 164: 8.729704779685102e-10
Position 595: 5.780202470794768e-10
Position 344: 2.2464934019514044e-10
Position 87: 1.9266590883032626e-10
Position 424: 1.4431362033583446e-10
Position 335: 1.0854645183867416e-10
Position 202: 4.5449128590008204e-11
Position 204: 3.721102138301974e-11
Position 2169: 2.7120905847075842e-11
Position 137: 1.813783076584345e-12
