Gene = Bacc
Position 3824: 3.5076685460743593e-05
Position 872: 3.015297372788505e-05
Position 2101: 2.643377107638673e-05
Position 1868: 2.5585364334990637e-05
Position 1497: 2.4385990458343767e-05
Position 796: 1.805979619572818e-05
Position 373: 1.7119668487951666e-05
Position 656: 1.6439240672504478e-05
Position 804: 1.4368167127005127e-05
Position 830: 1.3504275770829712e-05
Position 608: 1.2910926011624453e-05
Position 4045: 1.1919034659960824e-05
Position 1489: 1.0664225672027555e-05
Position 175: 9.398766446556448e-06
Position 1492: 9.338426109603502e-06
Position 1425: 8.886619802947445e-06
Position 2374: 8.709187674862744e-06
Position 1411: 6.902293800606849e-06
Position 243: 6.749691204344086e-06
Position 3912: 6.4074279203027e-06
Position 3730: 6.040820903936669e-06
Position 909: 6.033321673931738e-06
Position 1319: 5.309942003377617e-06
Position 634: 4.5694253927654065e-06
Position 290: 4.206797960184876e-06
Position 1189: 4.138183075156105e-06
Position 757: 3.6827815094805572e-06
Position 584: 3.6108092377820322e-06
Position 1243: 3.0147617174767346e-06
Position 3860: 2.9391585222214956e-06
Position 159: 2.4763811232496765e-06
Position 581: 1.9947367850531535e-06
Position 4999: 1.965585384777343e-06
Position 1524: 1.1294341192534678e-06
Position 811: 1.019453270018073e-06
Position 3660: 8.569741218708055e-07
Position 1468: 8.046208474401337e-07
Position 1131: 7.67202976722212e-07
Position 590: 3.476818715896765e-07
Position 4279: 2.43877707634343e-07
Position 1636: 2.406563577540401e-07
Position 1306: 1.937351550460353e-07
Position 587: 1.5319027390702318e-07
Position 4096: 1.478801094722499e-07
Position 4442: 9.809102090175932e-08
Position 1905: 4.676923287499226e-08
Position 4529: 1.794532788861836e-08
Position 4308: 5.901756122474782e-09
Position 4252: 4.8412643944144e-09
Position 4135: 2.017763923248111e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3562: 0.9905500604222408
Position 3799: 0.926874142329412
Position 1604: 0.3163769129495828
Position 2995: 0.3070078768371809
Position 4144: 0.13756300055026502
Position 2188: 0.12517792672103945
Position 2659: 0.07927497705917377
Position 926: 0.07861656092674522
Position 2533: 0.06980760112741226
Position 2403: 0.06921828864369681
Position 4774: 0.06566143358661919
Position 2694: 0.04258279906698715
Position 4252: 0.025291820651157437
Position 2441: 0.020885837231873167
Position 1367: 0.01406843575385376
Position 3962: 0.013109348033667884
Position 993: 0.013014494619969596
Position 4311: 0.012625047006333172
Position 5059: 0.012274686310089154
Position 511: 0.010817796230438917
Position 498: 0.009947160449078922
Position 4391: 0.008389589853069562
Position 3959: 0.006743244961566864
Position 3575: 0.006698028689694845
Position 4271: 0.006535190274607632
Position 335: 0.006420197903822837
Position 4965: 0.00598047139916324
Position 2491: 0.004626788468223987
Position 5296: 0.004442107955769117
Position 526: 0.004396686266459236
Position 5261: 0.004354070257243709
Position 2706: 0.0039362974809217105
Position 1403: 0.003839657934363948
Position 955: 0.0037611378513069064
Position 1701: 0.003508189568591597
Position 3313: 0.003418275534375955
Position 1496: 0.0033585936452642045
Position 469: 0.0030220990427289253
Position 1837: 0.0026132134470078948
Position 1634: 0.0024737123723379095
Position 1050: 0.0023405696643544888
Position 4599: 0.002176772079671645
Position 4575: 0.0015603257442894395
Position 1294: 0.0014425115407297618
Position 1981: 0.0012694780690207074
Position 4661: 0.0012693917183568355
Position 4593: 0.0011959873859174641
Position 5180: 0.0010749617635910506
Position 4852: 0.0010733458911124343
Position 1337: 0.0009927753780061535
Position 2474: 0.000973060202285867
Position 187: 0.0009705701203203932
Position 3912: 0.000962643278437331
Position 5136: 0.000916837440405588
Position 4428: 0.0008559603145186507
Position 937: 0.0008468792938966926
Position 2503: 0.0007201301018704276
Position 4805: 0.0007091008198835707
Position 5140: 0.0006774582992714296
Position 1457: 0.0006405144753541879
Position 3501: 0.0006045942545807874
Position 1267: 0.0005796394606863322
Position 2226: 0.0005682019207159507
Position 2008: 0.0005234542005053451
Position 4187: 0.0004885131108366674
Position 1612: 0.00048004246897993423
Position 5319: 0.00043101786463563144
Position 5480: 0.000422025105101603
Position 4637: 0.00041226249751393754
Position 5307: 0.00038493800993433534
Position 3194: 0.00038290245659430817
Position 3087: 0.00037103440486303666
Position 4425: 0.0003621544569783232
Position 1182: 0.00035821775834575124
Position 1309: 0.00034840362758195256
Position 4340: 0.00034007624126617715
Position 4298: 0.0002789700014584704
Position 1748: 0.0002541945992359129
Position 4210: 0.0002375325542999652
Position 175: 0.00023205659272462444
Position 4288: 0.0002145606739894043
Position 1650: 0.0002087458119750704
Position 883: 0.0001598143895187591
Position 3919: 0.00015777031870702751
Position 1020: 0.00015193632150146461
Position 4817: 0.00014289785685933976
Position 315: 0.00011688658144594531
Position 3980: 0.00011557081017702926
Position 3416: 0.0001141778298129052
Position 1934: 0.00010809369893759428
Position 1644: 9.588592366848142e-05
Position 266: 8.712942126885656e-05
Position 1306: 8.48891032127614e-05
Position 2341: 8.351227931699652e-05
Position 434: 6.596280430973548e-05
Position 3456: 4.919274889278975e-05
Position 3843: 4.4308761291937933e-05
Position 227: 4.0480323645780794e-05
Position 1062: 3.6271709939796775e-05
Position 318: 3.062198560253143e-05
Position 3428: 2.9299801615852932e-05
Position 4729: 2.279803200218104e-05
Position 1270: 2.2304835221664314e-05
Position 779: 1.2567639922090947e-05
Position 1137: 1.2318453901404448e-05
Position 3512: 7.911147801384732e-06
Position 2201: 7.878721746224827e-06
Position 1482: 7.221809889575827e-06
Position 1343: 5.920548115623707e-06
Position 794: 5.892602285019448e-06
Position 1195: 5.683049787199241e-06
Position 3529: 5.526021553958181e-06
Position 1239: 3.719431491039933e-06
Position 1314: 3.527346813046503e-06
Position 202: 3.2781461169683285e-06
Position 400: 3.173101023718758e-06
Position 312: 2.5134111576047863e-06
Position 1017: 1.8232681169666526e-06
Position 243: 1.7666815689573683e-06
Position 281: 1.5895029128669827e-06
Position 1513: 1.5402542797249545e-06
Position 214: 1.4823008445019133e-06
Position 674: 1.0654508095689603e-06
Position 4051: 1.0566356612068605e-06
Position 634: 8.864594534061785e-07
Position 1535: 8.191249755721882e-07
Position 354: 6.381117892684401e-07
Position 1416: 6.379422626092066e-07
Position 2921: 5.889630837140304e-07
Position 275: 4.4399815691989016e-07
Position 359: 4.180223149300241e-07
Position 3860: 3.5549197496806027e-07
Position 233: 3.160700629140467e-07
Position 757: 3.0111294066362596e-07
Position 1508: 2.815384182131964e-07
Position 410: 2.3616299736753242e-07
Position 1068: 1.587914506038083e-07
Position 1203: 1.470199155918387e-07
Position 1030: 1.4541751021103885e-07
Position 2512: 1.4152538557804695e-07
Position 1086: 1.319914683077135e-07
Position 768: 1.2704963574110485e-07
Position 735: 1.198962402512392e-07
Position 751: 4.286638815318471e-09
Position 716: 1.8137022788929696e-09
Position 852: 1.3936640959252407e-09
Position 1213: 7.858224806619636e-10
Position 322: 7.743000733880434e-10
Position 383: 3.076583127760634e-13
Position 447: 6.636510997363101e-16
