Gene = TMS1
Position 2206: 4.37008170644196e-08
Position 1027: 4.050646925777694e-08
Position 1300: 2.008261238520619e-08
Position 2320: 2.50559882860583e-09
Position 534: 1.5522767287875932e-10
Position 539: 5.601384777188983e-11
Position 525: 5.595567667244564e-11
Position 2071: 1.2338067553979453e-11
Position 1547: 3.6220653797023666e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2298: 0.9995085529313942
Position 1315: 0.9973689664889527
Position 1146: 0.9971955313943119
Position 525: 0.9927734572998649
Position 1561: 0.9793447003764669
Position 1836: 0.3725159887089173
Position 2080: 0.23019689907639013
Position 2071: 0.22180122372186797
Position 2083: 0.1983665594062975
Position 84: 0.05955648975522658
Position 897: 0.029313951764410148
Position 2092: 0.02866953878725327
Position 725: 0.008365087141263532
Position 675: 0.007535215015526208
Position 1563: 0.005624985233911681
Position 2655: 0.004565592132238101
Position 1579: 0.0031571982345605203
Position 1816: 0.0027201767799849355
Position 2098: 0.0023557196750784984
Position 867: 0.0018177621650512365
Position 1567: 0.001461232444694936
Position 2462: 0.0013049945354107052
Position 1627: 0.0011935786289794317
Position 225: 0.0009481109636638932
Position 457: 0.0009153790805065017
Position 1032: 0.000792774380679435
Position 2433: 0.0007050186078115902
Position 1150: 0.00038659492230090154
Position 553: 0.00029527242318213697
Position 1649: 0.0002625011181745876
Position 1380: 0.00026063760014369963
Position 1901: 0.00022154409240748385
Position 1721: 0.00020533313008131885
Position 1162: 0.00019205993545539035
Position 1400: 0.0001802727506108081
Position 799: 0.00015185146002454503
Position 107: 0.0001398630634396835
Position 1438: 0.00011260262307667449
Position 370: 0.0001060955047676624
Position 222: 9.194162893300978e-05
Position 95: 8.62890998927518e-05
Position 1912: 8.401940651027706e-05
Position 2117: 8.279275337583317e-05
Position 308: 6.042164462321444e-05
Position 150: 5.220165560809256e-05
Position 875: 5.1139774666532364e-05
Position 687: 4.945145451961282e-05
Position 338: 4.628897134939832e-05
Position 806: 4.1266018476808524e-05
Position 581: 3.441066193915304e-05
Position 1295: 3.280155388782288e-05
Position 2447: 3.189239429181895e-05
Position 2100: 3.0594086525299524e-05
Position 1599: 2.8030253620485047e-05
Position 690: 2.606491385249305e-05
Position 2279: 2.5486827173524117e-05
Position 474: 2.4885237431405415e-05
Position 1760: 1.7586178088499216e-05
Position 1408: 1.5686057780695354e-05
Position 2142: 1.1920215042746276e-05
Position 1317: 1.1880074765682628e-05
Position 2538: 1.1335816496222276e-05
Position 2607: 1.0197904079505388e-05
Position 312: 9.99492275083029e-06
Position 2402: 7.702586480071632e-06
Position 2149: 7.668691523601187e-06
Position 1339: 4.456087852473765e-06
Position 2317: 4.300705360284734e-06
Position 557: 3.7012941252073937e-06
Position 318: 3.5214279549952106e-06
Position 2353: 3.084632459262316e-06
Position 740: 2.9209331616014084e-06
Position 461: 2.4451445926350956e-06
Position 2364: 2.284686841431851e-06
Position 2124: 1.561373409373016e-06
Position 1081: 1.190527175531219e-06
Position 158: 8.275181780460842e-07
Position 754: 7.84197636679042e-07
Position 2438: 4.993730488479248e-07
Position 2263: 4.219770482786605e-07
Position 1517: 3.5546374575260954e-07
Position 766: 3.290018211107008e-07
Position 1764: 2.1959671183865874e-07
Position 544: 1.2109324612945456e-07
Position 1484: 1.1056236092578564e-07
Position 182: 8.982768267015881e-08
Position 58: 8.906364075440914e-08
Position 129: 8.844795354830227e-08
Position 2480: 6.652617111140375e-08
Position 1503: 4.949722264228663e-08
Position 1743: 4.8548572843911217e-08
Position 2335: 4.618789475752373e-08
Position 777: 4.414929187676757e-08
Position 1440: 3.443579379032699e-08
Position 2489: 2.1346648734729153e-08
Position 2520: 1.1507232095008666e-08
Position 1767: 7.167506631734999e-09
Position 1261: 3.0561471458258373e-09
Position 163: 2.025541805020691e-09
Position 331: 1.7511572316645941e-09
Position 246: 1.1870949788728348e-09
Position 186: 8.282566273246154e-10
Position 174: 5.886204737055243e-13
