Gene = ND-B17
Position 411: 2.3269896542447895e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 426: 0.9976483335753867
Position 1226: 0.8875658989785389
Position 624: 0.24362560684948575
Position 653: 0.03060174675473578
Position 1200: 0.023750272064260287
Position 1274: 0.01939823338267991
Position 777: 0.017762242267914403
Position 1481: 0.010622790585674242
Position 628: 0.00820043300275498
Position 735: 0.0057603900369481075
Position 992: 0.0032835569040597637
Position 637: 0.002466067811807673
Position 604: 0.001718130690851175
Position 1271: 0.001680835168813687
Position 1730: 0.0015679913332359928
Position 1160: 0.0013099283358336982
Position 1084: 0.0012466006222588931
Position 1649: 0.001156035357278591
Position 668: 0.001140274903267351
Position 1137: 0.0010654742725406717
Position 1071: 0.0008239198985977301
Position 937: 0.0006952310641582253
Position 435: 0.00045628469831274346
Position 1241: 0.0003142997878459299
Position 329: 0.00015001626512189034
Position 1304: 0.00013007112623748815
Position 1110: 0.00012641897070951347
Position 1601: 0.00011192880345054109
Position 224: 9.940638443684143e-05
Position 1094: 8.979314995648114e-05
Position 642: 7.61314607351086e-05
Position 895: 4.088286398087257e-05
Position 1487: 2.8997656432174663e-05
Position 1088: 2.5192354680472785e-05
Position 1535: 2.4712050881962892e-05
Position 203: 2.0546036762868187e-05
Position 1027: 1.849050656074939e-05
Position 108: 1.4527829477600716e-05
Position 1036: 1.3722905325848134e-05
Position 1000: 1.2322851589406251e-05
Position 402: 7.989573817988882e-06
Position 1689: 7.571483819248746e-06
Position 389: 7.360403089438206e-06
Position 1682: 7.000948422433267e-06
Position 80: 4.829491188034846e-06
Position 263: 4.5758544896110835e-06
Position 239: 4.313039563807168e-06
Position 468: 2.319224822530508e-06
Position 1673: 1.35706460136026e-06
Position 570: 1.0347706870759309e-06
Position 1530: 1.03459764164884e-06
Position 233: 1.0195123319248775e-06
Position 1740: 9.940274596212937e-07
Position 1415: 8.949379200626381e-07
Position 140: 4.108128559276489e-07
Position 302: 3.638884063793175e-07
Position 242: 2.3466734000457438e-07
Position 206: 9.902939329285675e-08
Position 284: 3.007780797912946e-08
Position 361: 9.776183036716842e-09
Position 405: 7.337431586682803e-09
Position 278: 5.992756208259893e-09
Position 516: 4.251523365406111e-09
Position 525: 3.773266536892619e-09
Position 179: 2.3159552574239916e-09
Position 173: 1.2861495566177508e-09
Position 553: 3.4991351733829435e-12
Position 533: 5.886440644538678e-14
