Gene = Snoo
Position 16899: 1.3353581411063587e-07
Position 16932: 1.0692159517948585e-07
Position 16696: 7.089537479907227e-08
Position 4577: 3.3154263685164714e-08
Position 4300: 3.0551966347490645e-08
Position 4297: 2.7382852477031417e-08
Position 4523: 1.1619197023094646e-08
Position 4376: 8.359565574352879e-09
Position 3626: 7.3675157147829605e-09
Position 9074: 6.543436688197788e-09
Position 13100: 4.389184886729204e-09
Position 11062: 2.9673720627121647e-09
Position 12184: 2.42640631453614e-09
Position 10686: 2.3947077383251646e-09
Position 12123: 2.360067414422228e-09
Position 12490: 2.1121075294675302e-09
Position 4256: 2.0135615793102768e-09
Position 572: 1.977336923235632e-09
Position 4561: 1.6533526161005914e-09
Position 3731: 1.5276329151264746e-09
Position 1208: 1.1787257719198873e-09
Position 267: 1.0836182415022111e-09
Position 13302: 1.0788579205809171e-09
Position 4193: 1.019884520414171e-09
Position 230: 9.094306302012195e-10
Position 3817: 8.076110504892505e-10
Position 692: 7.893764103267149e-10
Position 365: 7.704504361145438e-10
Position 893: 5.898972291325965e-10
Position 1311: 5.063262410004564e-10
Position 746: 4.870305708795532e-10
Position 7171: 4.483525365378687e-10
Position 680: 3.5387980345765576e-10
Position 10273: 2.8648615005498313e-10
Position 11513: 2.789576184047854e-10
Position 1400: 2.66512867775477e-10
Position 11596: 2.650939908701377e-10
Position 190: 2.411600019074914e-10
Position 3998: 2.3468682795842207e-10
Position 466: 2.1245475706696888e-10
Position 1026: 2.078024498464756e-10
Position 3559: 1.9629983905131407e-10
Position 11754: 1.5091669800229424e-10
Position 3944: 1.4943431759262957e-10
Position 370: 1.4657937613335995e-10
Position 1753: 1.297023388646518e-10
Position 1377: 1.28481873471673e-10
Position 4237: 1.2056720458247716e-10
Position 1554: 1.1574001356529334e-10
Position 4039: 1.122820428786338e-10
Position 404: 1.0663211033457114e-10
Position 577: 9.658626214762125e-11
Position 1004: 8.71999443933103e-11
Position 1566: 8.128373869926274e-11
Position 1259: 7.793445008381623e-11
Position 3166: 7.552146320866099e-11
Position 1981: 7.500019794120077e-11
Position 851: 7.149951182389542e-11
Position 2060: 7.035379586241721e-11
Position 224: 6.929107443212741e-11
Position 1956: 6.592443542536168e-11
Position 11016: 6.34077236925238e-11
Position 239: 6.18599051154254e-11
Position 2964: 5.2651125736622014e-11
Position 1714: 4.9716133658033714e-11
Position 1367: 4.5403501046152495e-11
Position 2387: 4.0524879311381335e-11
Position 779: 3.98532931492801e-11
Position 1020: 3.886110196661794e-11
Position 10630: 3.398541745784627e-11
Position 863: 3.347677723970906e-11
Position 1698: 2.7467694781054288e-11
Position 273: 2.662006638939248e-11
Position 409: 2.3572606668699988e-11
Position 1104: 2.1875078216663924e-11
Position 493: 1.382993689185195e-11
Position 9296: 1.3692888200568672e-11
Position 308: 1.3150512543623617e-11
Position 1638: 1.0702624695169529e-11
Position 1321: 5.392155179234314e-12
Position 428: 4.893820572062619e-12
Position 146: 4.600061437984009e-12
Position 1382: 4.2822380142189744e-12
Position 342: 4.025371880601287e-12
Position 4787: 3.929083988270628e-12
Position 1859: 3.7063383505766624e-12
Position 1959: 2.9129035108275465e-12
Position 3081: 2.807845040739491e-12
Position 5906: 2.383213755588759e-12
Position 5103: 1.159877449404994e-12
Position 6446: 1.0695060479222983e-12
Position 1215: 6.704147184450929e-13
Position 1796: 6.637615187188268e-13
Position 6771: 3.7367633335227365e-13
Position 170: 3.4756273015922847e-13
Position 4804: 3.037477594045996e-13
Position 447: 2.539315010741771e-13
Position 6605: 2.274416703380359e-13
Position 732: 1.160132703827579e-13
Position 416: 4.653101637160935e-14
Position 199: 4.018251348345878e-14
Position 5196: 3.961817722501806e-14
Position 574: 3.4430239872634216e-14
Position 526: 3.080869931903486e-14
Position 211: 1.0684539981809664e-14
Position 374: 5.842565250037408e-20
Position 233: 3.607644684762673e-20
Position 608: 4.709435123419678e-21
Position 390: 4.705621178317614e-21
Position 383: 4.205852834642095e-21
Position 314: 3.6269067260172905e-21
Position 305: 3.027260722737114e-21
Position 495: 9.852550443785578e-22
Position 101: 1.9635753903515324e-22
