Gene = Mob2
Position 3636: 0.03347069660822575
Position 3300: 0.021865448214305985
Position 7714: 0.021054699448617147
Position 7178: 0.019428814524582755
Position 38437: 0.01613643706323452
Position 7799: 0.015914155160647633
Position 7841: 0.01357329980697931
Position 36744: 0.013456064070635992
Position 38051: 0.01303628455807877
Position 38689: 0.010420122617184339
Position 419: 0.010305431501185158
Position 617: 0.009369951353311763
Position 3072: 0.007640909863673441
Position 38942: 0.007006773645293561
Position 38393: 0.006359378536970906
Position 39037: 0.006082645731801838
Position 37929: 0.005360564607308392
Position 6987: 0.004136640680889468
Position 36700: 0.003936218896910723
Position 38987: 0.0035706240328808357
Position 38403: 0.0029723091664378308
Position 2942: 0.0029231887927067607
Position 37547: 0.0028583177877429
Position 36938: 0.002426648945939589
Position 38748: 0.002365832822661599
Position 35526: 0.0020303322512789553
Position 35201: 0.0019681547500804398
Position 39150: 0.0019627660217468265
Position 3533: 0.0019300238330711888
Position 3085: 0.0018320790953327349
Position 3306: 0.001238424471780929
Position 38462: 0.0012103982694047367
Position 3837: 0.0011870642226607506
Position 2912: 0.001176721341891671
Position 38663: 0.0011604317847851314
Position 3039: 0.001111635047457984
Position 3412: 0.0010294053593187544
Position 3397: 0.0010195044549665762
Position 7581: 0.000896236225492639
Position 39175: 0.0008877638367882272
Position 37032: 0.0008706467514738398
Position 35412: 0.0008660573345917822
Position 36913: 0.0008170248810523025
Position 1965: 0.0007235781585787918
Position 1990: 0.0007172100217920554
Position 6750: 0.0007034691581624099
Position 3474: 0.000685910401497664
Position 37035: 0.0006310662750640992
Position 2974: 0.0006107123719784986
Position 38613: 0.0005963496765758078
Position 1996: 0.0005414977712440872
Position 37950: 0.000523218279007924
Position 1222: 0.0005102158608884819
Position 38585: 0.0004940093389502776
Position 2875: 0.0003813008140293669
Position 37972: 0.0002888968970614674
Position 35204: 0.00028645072791677996
Position 2276: 0.0002798342369356838
Position 682: 0.0002720627509587253
Position 2381: 0.0002720473309101362
Position 3220: 0.00026778857373283054
Position 3163: 0.00025907347498536974
Position 37155: 0.0002369305083520623
Position 3335: 0.0001992270534916473
Position 5040: 0.00019682720054774126
Position 2309: 0.00019295925007917949
Position 1019: 0.0001898470309442601
Position 3371: 0.0001816672642553084
Position 2054: 0.000181031748103
Position 2841: 0.0001761765122716319
Position 1525: 0.0001704400258790473
Position 37638: 0.00016355858737473905
Position 36807: 0.0001592005844489256
Position 37327: 0.00012364130160253455
Position 2495: 0.00011868560052097756
Position 37904: 0.00011406616305598575
Position 39331: 0.00010989387064531161
Position 38567: 9.422061457943166e-05
Position 3126: 9.337647873894651e-05
Position 36766: 9.036981662458161e-05
Position 1798: 8.242284187008228e-05
Position 37438: 8.082080263827572e-05
Position 623: 5.317929602799917e-05
Position 36885: 4.650052565735142e-05
Position 393: 4.3314364111662024e-05
Position 36804: 3.895068023013728e-05
Position 23242: 5.029013684513513e-13
Position 20636: 2.8815848305964884e-14
Position 17196: 5.772191460569364e-16
Position 12171: 5.121680743573762e-18
Position 12726: 1.2361288482178478e-18
Position 8114: 7.176995767893631e-19
Position 11888: 6.351175987257888e-19
Position 9586: 4.1572587029879573e-19
Position 8530: 2.6021251212084664e-19
Position 9914: 1.8384222942803839e-19
Position 10601: 1.2264538921293052e-19
Position 8542: 1.0397860233617777e-19
Position 8276: 6.284156361495165e-20
Position 10214: 4.5021564901703656e-20
Position 8837: 2.687399891515804e-20
Position 8177: 2.3877101288082423e-20
Position 9630: 5.73445160516628e-21
Position 8218: 5.340040523617954e-21
Position 1428: 3.9472571131428956e-21
Position 4207: 3.852507891679873e-21
Position 4094: 3.6921702544502164e-21
Position 4849: 3.659225022437571e-21
Position 8169: 3.339668651707235e-21
Position 142: 2.8691897521221797e-21
Position 1562: 2.3041354986310407e-21
Position 4500: 1.956469697213427e-21
Position 840: 1.7778572758249183e-21
Position 1575: 1.7731399484748482e-21
Position 9549: 1.6490219947923729e-21
Position 235: 1.4099299231718069e-21
Position 6326: 1.2221180111422331e-21
Position 1431: 1.214655439551521e-21
Position 6234: 1.2141116131900895e-21
Position 264: 1.0396769107842089e-21
Position 7555: 1.0373416148146444e-21
Position 1079: 9.563786767786169e-22
Position 1488: 9.328050149622248e-22
Position 5077: 8.548162829390265e-22
Position 1824: 8.33203085214647e-22
Position 1415: 8.074473625954847e-22
Position 281: 7.412242250481226e-22
Position 6374: 6.986364136572281e-22
Position 4228: 6.282902078546576e-22
Position 5768: 5.849588113636024e-22
Position 1225: 5.366192912033818e-22
Position 6782: 4.465485299412939e-22
Position 4452: 3.7232910079033708e-22
Position 874: 3.6702925415421183e-22
Position 261: 3.6358578752191728e-22
Position 5245: 3.313272823033986e-22
Position 5526: 2.2712739561277036e-22
Position 885: 2.1707335072473966e-22
Position 1626: 1.9277154257690245e-22
Position 4830: 1.5490182267591841e-22
Position 1453: 1.3754134422885748e-22
Position 227: 1.197110694952447e-22
Position 1863: 1.1164479552735633e-22
Position 731: 1.116116152075173e-22
Position 4534: 1.0825462223556968e-22
Position 4221: 8.309468987949959e-23
Position 1616: 7.388832922244751e-23
Position 1600: 5.839325352546501e-23
Position 1297: 4.7381804419973334e-23
Position 4661: 4.7097597542931387e-23
Position 4161: 4.655857672093699e-23
Position 4602: 4.227786909968245e-23
Position 4097: 3.951071833022088e-23
Position 1398: 3.95064433139187e-23
Position 1303: 2.5373018582204178e-23
Position 1042: 2.4008271611325646e-23
Position 4042: 2.140996757777507e-23
Position 844: 1.7988190864603334e-23
Position 387: 8.137680312843864e-24
Position 1582: 4.755833944442851e-24
Position 79: 4.6220046113094836e-24
Position 1381: 4.607396454748513e-24
Position 1457: 4.416046222127199e-24
Position 1594: 4.1661548124608345e-24
Position 2719: 3.24218345930403e-24
Position 959: 2.9887781812814816e-24
Position 644: 2.7169991766751225e-24
Position 75: 2.570298320962341e-24
Position 1022: 2.5362141816002183e-24
Position 1367: 2.3197292869776025e-24
Position 2506: 1.6672276703754285e-24
Position 852: 1.5577291608987152e-24
Position 626: 8.105945706220027e-25
Position 1642: 1.7141439245087073e-25
Position 662: 4.8088970572255003e-26
Position 698: 3.067869601587644e-26
Position 295: 4.51756410390072e-27
Position 363: 1.2299401622075459e-27
Position 695: 9.500997393427123e-28
Position 81: 7.462959206654284e-28
Position 273: 6.827966570356568e-28
Position 733: 4.783178692959631e-29
Position 213: 3.838604948515546e-29
Position 215: 2.163090237094708e-30
Position 344: 2.040268501906072e-31
Position 160: 8.801226752828311e-32
