Gene = Su(z)12
Position 1255: 9.3625792982366e-06
Position 1973: 8.523479461243827e-06
Position 37: 8.447433003354544e-06
Position 382: 7.57449101937614e-06
Position 1366: 6.4387115906791686e-06
Position 585: 6.339608813125354e-06
Position 1757: 5.656813199723691e-06
Position 1951: 5.58691908716067e-06
Position 163: 5.1559467650240745e-06
Position 2387: 4.257486916993143e-06
Position 3573: 4.121720662096196e-06
Position 404: 3.958305219074705e-06
Position 416: 3.832093722600196e-06
Position 2819: 3.4255722262131767e-06
Position 209: 2.968763538871418e-06
Position 221: 2.9437076328488266e-06
Position 3599: 2.7916000247267146e-06
Position 1434: 2.3694448750693178e-06
Position 2769: 2.2604481831953122e-06
Position 3484: 1.6471666476569584e-06
Position 683: 1.2215020001270062e-06
Position 379: 1.1445912729873854e-06
Position 3795: 1.1094200847626066e-06
Position 3360: 1.0389576007282246e-06
Position 4: 9.933725807731966e-07
Position 6: 9.756223904556941e-07
Position 2635: 8.971580349257878e-07
Position 2310: 7.900821903633266e-07
Position 374: 5.55757522473689e-07
Position 3232: 5.374823504642461e-07
Position 388: 5.366765013509831e-07
Position 3693: 4.931989789550671e-07
Position 206: 4.851560627908112e-07
Position 4253: 4.165939965595175e-07
Position 4583: 3.6587298402468456e-07
Position 2201: 3.476542722680802e-07
Position 4592: 3.4358168447920204e-07
Position 4417: 3.390171662865047e-07
Position 2807: 2.905954430883034e-07
Position 2167: 2.1410356203009465e-07
Position 2458: 2.0739895440214518e-07
Position 165: 1.7744659878286121e-07
Position 2018: 1.769622017249009e-07
Position 3788: 1.5647553457306388e-07
Position 340: 1.1818981832485748e-07
Position 517: 1.115289956175085e-07
Position 447: 1.0520103164104749e-07
Position 198: 6.437149611079109e-08
Position 2006: 4.798480360622853e-08
Position 1476: 3.019273085547036e-08
Position 696: 2.6197747170558084e-08
Position 1500: 1.804645218778064e-08
Position 395: 9.149092860275061e-09
Position 1364: 2.404200279793179e-09
Position 1863: 1.661164500232512e-09
Position 1519: 1.4725045067951707e-09
Position 2593: 1.018857633725343e-09
Position 2767: 5.665604515376871e-10
Position 2048: 3.8436760546828635e-10
Position 1197: 3.016252293632226e-10
Position 2557: 2.4757428163605814e-10
Position 2035: 1.3460794575126897e-10
Position 2280: 1.2603714751814245e-10
Position 2302: 1.2566675017545035e-10
Position 2072: 1.1146728617236618e-10
Position 2004: 9.581401942380503e-11
Position 1577: 8.128762864374011e-11
Position 2295: 2.466016146016717e-11
Position 1783: 1.7077954767651547e-11
Position 1582: 2.6794166069193013e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 2475: 0.9995767413357863
Position 1557: 0.9874034589189196
Position 730: 0.9511293822374528
Position 1005: 0.7895292217870025
Position 4171: 0.6417408874199279
Position 1317: 0.10304080523685208
Position 4180: 0.09660038615874687
Position 4843: 0.08955353465041538
Position 935: 0.08753252045151687
Position 3941: 0.08258567733808815
Position 3696: 0.07187743627991945
Position 1401: 0.05893582046737336
Position 825: 0.05378519441355877
Position 4818: 0.048539655758894705
Position 5009: 0.03991942192607806
Position 3706: 0.039109019559758526
Position 159: 0.02724186999751385
Position 3693: 0.023206825757876828
Position 859: 0.02123714760010994
Position 2023: 0.018893477097427676
Position 2042: 0.01625036967657239
Position 1359: 0.015296890288517764
Position 1173: 0.014059524795876304
Position 3729: 0.012663413600706766
Position 4706: 0.01054725656088777
Position 1031: 0.010326381733254647
Position 3360: 0.010326000960682476
Position 953: 0.009166957415655316
Position 5012: 0.007902063242676113
Position 3484: 0.005536447762961998
Position 3411: 0.005399705087370025
Position 4191: 0.004171685832172137
Position 3512: 0.004134397176601678
Position 888: 0.003833243856629406
Position 1690: 0.0035341823133871342
Position 3644: 0.0034525564992502564
Position 1712: 0.0034519006158861025
Position 908: 0.003349417815280704
Position 4595: 0.0030457280967991474
Position 4300: 0.0029746140273297847
Position 206: 0.0029505334014751573
Position 366: 0.0024869677252298767
Position 163: 0.0023571589043144365
Position 1933: 0.0019897326763011094
Position 1341: 0.0019590502446642515
Position 1823: 0.0019430075226440325
Position 5036: 0.0018663689404990996
Position 2981: 0.0018019935946591219
Position 4205: 0.001795605974176764
Position 2680: 0.0017650457612125915
Position 1286: 0.001725660585468001
Position 4197: 0.001721750571274331
Position 3734: 0.001717191498709654
Position 4763: 0.0014451610483414677
Position 2965: 0.001202924879791107
Position 741: 0.0011879274406206726
Position 831: 0.001133372153222828
Position 1320: 0.0011333581440196268
Position 5082: 0.0010826011066584823
Position 5063: 0.001063254899352315
Position 1224: 0.0009933173730539736
Position 1781: 0.0009812624000464765
Position 1458: 0.0009206538986757535
Position 4572: 0.0009016280167149427
Position 2039: 0.0008830849936942398
Position 1778: 0.0007746594551997396
Position 1170: 0.0007506081534787862
Position 2156: 0.0007476498137193198
Position 2717: 0.0007242923183203321
Position 1388: 0.0006187028855736736
Position 3952: 0.0006049888680835023
Position 4969: 0.0006039289412772795
Position 1425: 0.0005558659328895008
Position 1218: 0.0005462297773806295
Position 4632: 0.0004425467868305332
Position 5041: 0.000431508210217364
Position 2302: 0.00040116047266075604
Position 3984: 0.0003867547426908199
Position 2519: 0.00034265398488741316
Position 1221: 0.00029121304326281934
Position 1741: 0.0002818320916950309
Position 1628: 0.00027660410349217214
Position 2969: 0.00023852995783109053
Position 483: 0.00023474105694186662
Position 3106: 0.00022665545698894403
Position 1574: 0.0002168416371265991
Position 2000: 0.00021641721528966652
Position 2323: 0.00020746508241052485
Position 4325: 0.0001869971578253571
Position 402: 0.00018151628378084355
Position 3808: 0.00017962481324650302
Position 249: 0.0001701189785576541
Position 3086: 0.00016752581197708127
Position 3819: 0.00015665727804957305
Position 3822: 0.00015087758091934564
Position 271: 0.00014641134275686536
Position 4322: 0.0001462009464149747
Position 1856: 0.0001453500083659401
Position 962: 0.00013513448119274393
Position 3138: 0.00012586616047400686
Position 3081: 0.00012523952427789228
Position 212: 0.0001089702899378475
Position 1041: 8.738137000857942e-05
Position 1116: 7.627820428111667e-05
Position 732: 7.052510851625254e-05
Position 842: 6.784506820396659e-05
Position 5201: 6.497111852286696e-05
Position 416: 6.20048943228431e-05
Position 4021: 5.922713659077932e-05
Position 1519: 5.8910260052913126e-05
Position 3573: 5.660929427228427e-05
Position 555: 5.514250620525921e-05
Position 1673: 5.0527407559705466e-05
Position 3594: 4.832196522966822e-05
Position 3077: 4.7578625900136784e-05
Position 221: 3.688125368302575e-05
Position 1296: 3.654225770251924e-05
Position 5051: 3.501275918086105e-05
Position 1472: 3.4531218278060955e-05
Position 505: 3.4492330852406555e-05
Position 3585: 3.27358189253114e-05
Position 1134: 3.195470837028654e-05
Position 1122: 2.858327600899719e-05
Position 95: 2.6532047068026962e-05
Position 653: 2.6455331221207793e-05
Position 5188: 2.6240257112861613e-05
Position 2929: 2.3577601073017258e-05
Position 1253: 2.2953878584464616e-05
Position 1650: 2.2134383161897334e-05
Position 4319: 2.1709296999151792e-05
Position 1301: 2.092002475586266e-05
Position 844: 2.0334512971569843e-05
Position 4427: 1.9525847607226374e-05
Position 2827: 1.9448603701724422e-05
Position 274: 1.877674769643888e-05
Position 1850: 1.548992252169365e-05
Position 4328: 1.5221368437411282e-05
Position 799: 1.4686783471363779e-05
Position 181: 1.3703753077551237e-05
Position 2833: 1.3298110628759565e-05
Position 2114: 1.3168953679237882e-05
Position 1184: 1.264959903081962e-05
Position 2824: 1.2494781855075116e-05
Position 3144: 1.2029162360538404e-05
Position 3599: 1.1494490395079745e-05
Position 1796: 1.1340121828465362e-05
Position 1275: 1.0688077589128114e-05
Position 1290: 9.954003146875494e-06
Position 1068: 9.442790696229044e-06
Position 501: 9.007631857727526e-06
Position 3458: 8.698108594609932e-06
Position 2987: 8.310478965106505e-06
Position 629: 7.19636901060468e-06
Position 1328: 7.009933448924522e-06
Position 130: 7.0076898884132636e-06
Position 2123: 5.823253212712944e-06
Position 3018: 5.669202121205004e-06
Position 3043: 5.471149886409839e-06
Position 255: 5.180694864171646e-06
Position 1440: 4.959406226316072e-06
Position 2737: 4.936105259927091e-06
Position 1076: 4.36513591221967e-06
Position 1083: 2.8864024383256954e-06
Position 1868: 2.203621380599736e-06
Position 632: 2.0354907231946746e-06
Position 2521: 1.7822275754197294e-06
Position 2953: 1.6378361257578589e-06
Position 1697: 1.5799176510849276e-06
Position 2863: 1.558170011440271e-06
Position 1625: 1.4896361100553284e-06
Position 1661: 1.2900824743166166e-06
Position 3241: 1.1080033361715064e-06
Position 2848: 1.1055942167258986e-06
Position 104: 1.0638292955069962e-06
Position 3033: 8.690106226428799e-07
Position 3147: 7.89549708583617e-07
Position 2494: 6.728782816705909e-07
Position 3216: 5.804006734617622e-07
Position 1488: 4.6280561415118365e-07
Position 2803: 4.5705957338295326e-07
Position 2569: 3.936268618393141e-07
Position 2815: 3.6926696496691894e-07
Position 2539: 3.477238133220023e-07
Position 2866: 3.1652742552561313e-07
Position 635: 3.143613048323396e-07
Position 608: 2.2682933503873354e-07
Position 1101: 2.234287948598429e-07
Position 1065: 1.967540192007671e-07
Position 704: 1.4713070570595793e-07
Position 242: 8.799893267579134e-08
Position 2572: 7.482211350700616e-08
Position 2844: 5.888672808813298e-08
Position 308: 5.800074223612244e-08
Position 2926: 4.369543422811929e-08
Position 671: 2.111075366083466e-08
Position 916: 2.0194692699538168e-08
Position 282: 1.5980596712039744e-08
Position 771: 7.708302118160501e-09
Position 638: 6.423252889671522e-09
Position 602: 4.142341637689516e-09
Position 662: 3.2458717882718327e-09
Position 782: 2.2453454974883915e-09
Position 668: 5.128705605016616e-10
Position 1332: 4.0420839351289126e-10
