Gene = Slmap
Position 1123: 0.016141779031948737
Position 6499: 0.013691268622383578
Position 5254: 0.010482453899644072
Position 5703: 0.009380014612776969
Position 1345: 0.008984356110099189
Position 272: 0.00870353091857176
Position 5728: 0.008194649728999847
Position 1716: 0.007394868894040269
Position 5700: 0.007075227429255265
Position 6047: 0.006610402846755165
Position 2759: 0.006293142290509015
Position 1537: 0.006184074852045639
Position 1907: 0.004273034029269496
Position 6306: 0.004127755955579118
Position 1638: 0.0036000196699203088
Position 1894: 0.0032671211345302754
Position 1826: 0.0029484943444066615
Position 1238: 0.0027068644812681657
Position 3221: 0.002589664884951893
Position 1610: 0.002550762231638668
Position 5400: 0.0025307961848070877
Position 1783: 0.002474083352768523
Position 1422: 0.002280773151133475
Position 6424: 0.0021128531629084004
Position 819: 0.0019351837870926493
Position 814: 0.0019132454825656192
Position 1458: 0.0019083090733861686
Position 1324: 0.0018846196492247128
Position 1992: 0.0017898816243295788
Position 1283: 0.0017777249458006922
Position 3429: 0.0016591724934462732
Position 629: 0.0016554349377879084
Position 1904: 0.0015977644334073044
Position 3625: 0.001390213938937606
Position 847: 0.0013696028276275049
Position 4178: 0.0012839296104541847
Position 4729: 0.0011855401709446745
Position 1597: 0.0010670534609824778
Position 610: 0.0010520021397327673
Position 3604: 0.0008028929096585664
Position 1934: 0.0007989183976575686
Position 6736: 0.0007008530327104912
Position 626: 0.0006980093033107543
Position 881: 0.0006531812897124892
Position 4670: 0.000610557511586012
Position 1351: 0.0005996897232586477
Position 5865: 0.0005971474451189025
Position 1247: 0.0005679703011119287
Position 5058: 0.000538130181413786
Position 1271: 0.0005143312649811975
Position 434: 0.0004908571534585285
Position 361: 0.0004729781268645635
Position 1695: 0.0004191888244951468
Position 6096: 0.00040875204461766803
Position 5451: 0.0003976722059496221
Position 1842: 0.00038439509593525415
Position 6044: 0.0003666858455848123
Position 668: 0.0003198585794297585
Position 1683: 0.000285239147208214
Position 3410: 0.0002789162559242974
Position 5878: 0.0002682804258319121
Position 6109: 0.0002654787399732871
Position 1258: 0.0002539488782134367
Position 315: 0.00024400090042178408
Position 6668: 0.00021623107001872617
Position 1011: 0.00021002450464324148
Position 111: 0.00019227399418302382
Position 5271: 0.0001920335859454414
Position 1771: 0.00018831594899066867
Position 3461: 0.00018046772017896303
Position 1287: 0.0001722244957720499
Position 5738: 0.00016638725051105286
Position 141: 0.00015261700237247306
Position 2921: 0.00015041256421201069
Position 1492: 0.00013790153142777657
Position 1938: 0.00013780408384826573
Position 1864: 0.00013580914395996567
Position 1467: 0.00013258609846591413
Position 3483: 0.00012979106332606312
Position 4606: 0.00012555338992694542
Position 1547: 0.00012373459981373041
Position 1255: 0.00011624130879248708
Position 1045: 0.00011479481840412715
Position 766: 9.290594889002088e-05
Position 1646: 8.557573503198734e-05
Position 6336: 8.17104569621306e-05
Position 2836: 7.932175898550763e-05
Position 6524: 7.753565329511752e-05
Position 117: 7.508037052130752e-05
Position 2314: 7.02401259375034e-05
Position 685: 6.788356713901564e-05
Position 1386: 6.630603308537482e-05
Position 6129: 6.622277107667827e-05
Position 2010: 6.401735482390482e-05
Position 413: 6.372501239562278e-05
Position 1150: 6.0578193746496326e-05
Position 1158: 5.5914366587053675e-05
Position 1393: 5.4838168694195907e-05
Position 2612: 5.4112815653428655e-05
Position 1431: 5.266803168126206e-05
Position 2729: 4.846050660102903e-05
Position 918: 4.6176666814540494e-05
Position 853: 4.241242245350086e-05
Position 209: 4.1214442624799316e-05
Position 1042: 3.9848982639411506e-05
Position 160: 3.459078980069381e-05
Position 1080: 3.372132502288333e-05
Position 5683: 3.344818197228184e-05
Position 2492: 3.2985881187146624e-05
Position 688: 3.1812066081049174e-05
Position 1654: 2.26770652964768e-05
Position 1315: 1.964374109394169e-05
Position 1442: 1.8303770695659073e-05
Position 138: 1.64632551415905e-05
Position 2773: 1.2194699634055443e-05
Position 2041: 1.0173939852796726e-05
Position 3576: 1.0038788974693669e-05
Position 597: 8.714094956851084e-06
Position 84: 5.964230909303644e-06
Position 180: 4.265436045334752e-06
Position 2443: 2.9020305987587e-06
Position 2459: 2.442072757296266e-06
Position 1058: 2.1467371669145915e-06
Position 1357: 2.0523995020747804e-06
Position 2251: 7.345509413059254e-07
Position 185: 2.0808856921567995e-07
Position 926: 7.040046813028363e-08
Position 56: 3.381334044504182e-08
Position 1086: 2.9273463040950637e-08
Position 1008: 4.928060862177806e-09
Position 190: 4.41610275426722e-09
