Gene = Atxn7
Position 419: 6.458823875693835e-08
Position 2049: 5.7289232327313806e-08
Position 140: 3.945188273449148e-08
Position 1746: 2.7323554542261153e-08
Position 468: 2.459801716394268e-08
Position 402: 1.6002782298582844e-08
Position 470: 9.629137158304671e-09
Position 417: 7.778810297227225e-09
Position 393: 1.7898606169880426e-09
Position 446: 8.192240076361578e-10
Position 456: 5.448386541754471e-10
Position 395: 3.782504345254189e-10
Position 184: 2.709804694107833e-10
Position 406: 1.8120198828305494e-10
Position 435: 1.7512846901400069e-10
Position 512: 1.335328322482398e-10
Position 873: 2.1145122548278227e-11
Position 437: 1.4019714064208603e-11
Position 173: 1.2195000898062307e-11
Position 408: 1.5656468970404892e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2494: 0.9327890406249879
Position 1290: 0.7632120234023396
Position 146: 0.4568066922108693
Position 2298: 0.15714535401851398
Position 2313: 0.12062534526336784
Position 3788: 0.05071071047797903
Position 1156: 0.024506627866556916
Position 2500: 0.021186157171381104
Position 2144: 0.011948368869097878
Position 2704: 0.011758911165681124
Position 4498: 0.007214489484416888
Position 676: 0.0036303134475128116
Position 2836: 0.0026530270637737208
Position 1829: 0.0026487543103850693
Position 1616: 0.0026177305529689007
Position 1935: 0.0025049763736293834
Position 1099: 0.0022319068151967817
Position 1869: 0.0018675106293298243
Position 785: 0.0017937415429398905
Position 999: 0.0017119861938433537
Position 366: 0.0015238422523728289
Position 1046: 0.0014990649259749018
Position 4179: 0.0014177727850374865
Position 3901: 0.001385620736054124
Position 4093: 0.0013133234344092687
Position 646: 0.0011668275416105525
Position 4230: 0.0011489605265305593
Position 1128: 0.0011376686897988392
Position 4176: 0.0010897534189501278
Position 4509: 0.0010878866091997223
Position 4579: 0.0009931144129639031
Position 1226: 0.0008513461414473148
Position 630: 0.0007657683737652494
Position 4417: 0.0007056057748983666
Position 4481: 0.0007030004756681574
Position 1510: 0.0006637467252831237
Position 4251: 0.0006180613326531356
Position 1213: 0.0006159555271909594
Position 4311: 0.0005759955802915051
Position 2239: 0.000526569946515044
Position 2575: 0.0005244353049164518
Position 2974: 0.0005105829899513492
Position 1300: 0.000427735512114723
Position 1028: 0.00042177379145050416
Position 4227: 0.000402368820068033
Position 1972: 0.00040171083676091723
Position 2525: 0.00038204656415499137
Position 1956: 0.000342666903159702
Position 4135: 0.0003304364178297202
Position 427: 0.00032818908924856427
Position 2349: 0.00030536333741162236
Position 4639: 0.0003042576566504824
Position 1503: 0.00022755615761461476
Position 2992: 0.00021927845710837903
Position 4182: 0.00021441612962163785
Position 1771: 0.0002140381293008081
Position 478: 0.00019847037420349468
Position 1348: 0.0001969263111837528
Position 2968: 0.00019358514724250684
Position 1317: 0.00018706901211700306
Position 727: 0.00017046171676132622
Position 3869: 0.00016018970103668468
Position 4308: 0.00015750308504121767
Position 3798: 0.0001550362690678089
Position 2386: 0.00014292283147148462
Position 791: 0.00014047086350998686
Position 4153: 0.00013718441735694178
Position 1420: 0.00013558166749909014
Position 1716: 0.0001225211086075463
Position 4005: 0.00010481245080583659
Position 156: 0.00010119468805030727
Position 2641: 9.771389621075977e-05
Position 2899: 8.570283888057139e-05
Position 2508: 7.829724047161553e-05
Position 522: 7.424066231479344e-05
Position 696: 6.531530298155233e-05
Position 4590: 5.957298111937859e-05
Position 108: 5.230701089316676e-05
Position 1015: 3.9378644157453074e-05
Position 1546: 3.7795431424193895e-05
Position 2578: 3.120392419299433e-05
Position 715: 2.7770606017003893e-05
Position 307: 2.65696768217331e-05
Position 2533: 2.1584396347426073e-05
Position 290: 1.4204163419222934e-05
Position 688: 1.4198221739417638e-05
Position 435: 1.0003552187421087e-05
Position 184: 8.546116508283074e-06
Position 3136: 7.060326278934695e-06
Position 4138: 6.3407780579625545e-06
Position 4275: 4.5958267019401645e-06
Position 3707: 3.4979933748056458e-06
Position 456: 2.3929374133824587e-06
Position 112: 2.2553010967616368e-06
Position 210: 1.8635359741585924e-06
Position 828: 9.617704861158787e-07
Position 242: 2.5910100579193414e-08
Position 531: 2.013258010951002e-08
Position 121: 1.976492406179345e-08
Position 506: 1.1553548138778262e-08
Position 484: 4.000689335483138e-09
Position 537: 2.55495079893861e-09
Position 125: 5.77533148872975e-10
Position 247: 3.424414025124094e-10
Position 503: 6.43476386018973e-11
Position 581: 2.6252515823740285e-11
Position 488: 1.1886856489546991e-11
Position 357: 4.902329867118507e-15
