Gene = Edc3
Position 2563: 3.92210973804803e-07
Position 2195: 3.4070034208217066e-07
Position 809: 2.2185337244146708e-07
Position 3075: 1.4249773188406458e-07
Position 2461: 1.212473049564145e-07
Position 2613: 9.476708108306765e-08
Position 2285: 1.0553678862299369e-08
Position 2244: 2.851553757028881e-09
Position 764: 5.443383461398482e-10
Position 424: 3.2270122760208615e-10
Position 429: 3.1050089961796385e-11
Position 357: 4.165130999946019e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9966182801745322
Position 2580: 0.9472093638382971
Position 2440: 0.9103956386883749
Position 1240: 0.7726063174141125
Position 141: 0.7357754376033868
Position 2896: 0.14843670494158684
Position 2455: 0.08462243566141989
Position 326: 0.07410806069321917
Position 3919: 0.07235435175628314
Position 2018: 0.06546934834069516
Position 3932: 0.06128050305778944
Position 1007: 0.040643472010580384
Position 1306: 0.027295252656032956
Position 3768: 0.024518147463293942
Position 2024: 0.0162307578762109
Position 1267: 0.01621579636787673
Position 2681: 0.015859756841640347
Position 1044: 0.01575153929010261
Position 1892: 0.01414952248888241
Position 3262: 0.013120153282467224
Position 288: 0.012767201082003033
Position 3880: 0.011474974455168837
Position 2600: 0.010951065709577759
Position 1080: 0.009265193165756044
Position 3792: 0.008541674564716419
Position 1027: 0.007224490352061105
Position 3583: 0.005912118165374224
Position 371: 0.0058067313481502065
Position 4389: 0.005459303174089702
Position 187: 0.005441056998732727
Position 3168: 0.004863499132717811
Position 173: 0.004234976922770213
Position 2937: 0.0040027448693104265
Position 1829: 0.003974526375639854
Position 1166: 0.003684834341197332
Position 3281: 0.0036642825897827895
Position 2237: 0.002991623389314733
Position 1204: 0.002977644666103033
Position 583: 0.002962093990221399
Position 3405: 0.002792705695382689
Position 4016: 0.0024117725022106975
Position 429: 0.002250695802638989
Position 3597: 0.002129162704029288
Position 467: 0.0021039191939533713
Position 3544: 0.002019976269475426
Position 4089: 0.0019131572805342642
Position 1157: 0.0015559251457228271
Position 4355: 0.001478397777664743
Position 3935: 0.0014498760936859246
Position 2848: 0.0013728337156281353
Position 1791: 0.0013599856584354155
Position 4424: 0.0012252968888327848
Position 4224: 0.0011728422824903715
Position 4149: 0.001164527206964416
Position 1343: 0.0010966733164479259
Position 438: 0.0009360436190572918
Position 1681: 0.0008703490749658012
Position 3474: 0.0008567607170213104
Position 1490: 0.0008227523545760053
Position 4112: 0.0007950954476282633
Position 701: 0.0007192064565289436
Position 3807: 0.000691655590397804
Position 3213: 0.000575196846451918
Position 2810: 0.0005454829798198303
Position 1833: 0.0005382918166795159
Position 285: 0.0005194137624343439
Position 1751: 0.0004818884454284072
Position 3143: 0.0004682563987679683
Position 1274: 0.00046566731572377374
Position 3779: 0.00044219677360566754
Position 1112: 0.000431389188969691
Position 2733: 0.00041929692564785735
Position 3900: 0.0004141430318961035
Position 330: 0.0003954710033996369
Position 545: 0.00039097274129368514
Position 3101: 0.0003808461861605035
Position 411: 0.0003647512770806403
Position 1915: 0.000352232544932976
Position 4476: 0.00034514453295178196
Position 1151: 0.00032581505324673105
Position 3301: 0.0003080239855095609
Position 2638: 0.00030014357199654676
Position 3068: 0.00029406572507634265
Position 2243: 0.00028154689712630296
Position 3845: 0.00024190268711123664
Position 1170: 0.00024179133453875818
Position 755: 0.00024100244040207395
Position 608: 0.0002134355357767858
Position 2856: 0.00019638170035716707
Position 668: 0.00018991694953894207
Position 722: 0.00018353031398235433
Position 1724: 0.00018253176298826037
Position 3321: 0.00016654208475070214
Position 1441: 0.00015440493550575527
Position 770: 0.00014623661991775797
Position 482: 0.0001345595262076788
Position 1444: 0.00013356944962714996
Position 749: 0.00013171589972678824
Position 2951: 9.925134187566485e-05
Position 1048: 9.796413834242942e-05
Position 1465: 8.350370926860319e-05
Position 4233: 7.881501463022796e-05
Position 3707: 7.497987495122385e-05
Position 479: 7.242718241775403e-05
Position 1734: 6.669830946610125e-05
Position 207: 6.03685560040328e-05
Position 642: 5.366879620647347e-05
Position 3075: 5.103911104249971e-05
Position 725: 4.731513970873204e-05
Position 776: 4.088122802353389e-05
Position 895: 3.631657928578938e-05
Position 269: 2.8729288925691368e-05
Position 698: 2.8287991271597086e-05
Position 566: 2.7943299823897074e-05
Position 542: 2.711649504830941e-05
Position 303: 2.5928180831914062e-05
Position 3603: 2.4506065701669215e-05
Position 375: 2.392797769572787e-05
Position 704: 1.837660995654547e-05
Position 728: 1.617755720404e-05
Position 335: 1.4020909054058615e-05
Position 746: 1.2620881307558926e-05
Position 2504: 1.1839730748003828e-05
Position 204: 1.1664704815867969e-05
Position 719: 1.1165055032239754e-05
Position 761: 1.0010905339412385e-05
Position 3317: 9.183156712175143e-06
Position 814: 6.714215423089681e-06
Position 707: 6.060384545815203e-06
Position 612: 5.962104020391794e-06
Position 911: 5.455031501251366e-06
Position 242: 4.712340403225417e-06
Position 341: 4.31890399414941e-06
Position 210: 3.6126106702247237e-06
Position 1280: 3.1056772643613903e-06
Position 902: 2.6942224847026623e-06
Position 2234: 2.3322217232286104e-06
Position 764: 1.8856287303876324e-06
Position 837: 1.2770763341324797e-06
Position 2423: 1.2680293160014806e-06
Position 2344: 1.137356967737415e-06
Position 2744: 8.161880688337535e-07
Position 143: 7.903691915833259e-07
Position 2626: 7.721469076500428e-07
Position 2747: 6.664549617165025e-07
Position 773: 6.536664595096534e-07
Position 2293: 2.3557116801207465e-07
Position 2768: 1.1196980420200589e-07
Position 952: 1.0138361833814928e-07
Position 112: 9.448897127606968e-08
Position 653: 7.585244629310448e-08
Position 2516: 6.876793131960612e-08
Position 494: 5.3429842810350516e-08
Position 2765: 4.550017628898526e-08
Position 917: 2.9220839500912454e-08
Position 246: 1.4813733658438714e-08
Position 2363: 1.1886299167033235e-08
Position 2375: 8.516173187392152e-09
Position 449: 5.740380824326026e-09
Position 511: 5.4235248634583595e-09
Position 114: 5.28497254703842e-09
Position 2553: 4.132205071644304e-09
Position 2530: 2.1572127974085717e-09
Position 250: 4.612029111584684e-12
Position 223: 3.031980837261812e-12
Position 217: 6.090349280728661e-13
Position 214: 9.981813718348446e-14
Position 227: 1.0103257931367643e-14
Position 219: 3.043217518138109e-15
Position 225: 6.825911343833571e-17
