Gene = qua
Position 9499: 0.00013654851910339418
Position 8671: 0.00013464183513464515
Position 10023: 0.0001266541571172544
Position 3163: 0.0001254755795807416
Position 7589: 0.00011949212545887652
Position 3175: 0.00011614249148184758
Position 426: 0.00011412148054443702
Position 821: 0.00010592665089360235
Position 496: 0.00010390133124373644
Position 343: 9.896253527007377e-05
Position 4328: 9.439567639404657e-05
Position 1270: 9.272804527962656e-05
Position 9099: 8.75728877906514e-05
Position 8293: 8.363823952150827e-05
Position 4113: 7.901152975286348e-05
Position 9946: 7.870008068725156e-05
Position 8562: 7.544354306694748e-05
Position 7649: 7.186348570943112e-05
Position 4349: 6.882591970411929e-05
Position 598: 6.86974978556083e-05
Position 8252: 6.844699496163899e-05
Position 326: 6.53845315239344e-05
Position 576: 6.23963688419173e-05
Position 847: 5.753139131442769e-05
Position 9941: 5.625182632585031e-05
Position 473: 5.090204572258204e-05
Position 8365: 4.889683914683794e-05
Position 1244: 4.3417391236025484e-05
Position 935: 4.2790527994525605e-05
Position 8015: 4.1229870731134e-05
Position 8362: 3.7024437944426156e-05
Position 3996: 3.4448650680644625e-05
Position 854: 3.436457673914301e-05
Position 7548: 2.4691410009352714e-05
Position 259: 2.1628076379005717e-05
Position 1028: 2.073863218693886e-05
Position 8066: 2.0621763284177723e-05
Position 3618: 2.021855015945764e-05
Position 299: 2.0200871893111244e-05
Position 686: 1.9976348490212033e-05
Position 10325: 1.86480980399793e-05
Position 8106: 1.594000621747065e-05
Position 7766: 1.5139506743902811e-05
Position 8287: 1.0343265944552922e-05
Position 8175: 8.353863714767558e-06
Position 9916: 8.158563851939432e-06
Position 2735: 7.858929110626299e-06
Position 10045: 7.184683859083343e-06
Position 582: 6.154183039670902e-06
Position 4392: 5.836844436686349e-06
Position 470: 5.4589805075944506e-06
Position 10331: 5.1633080006174485e-06
Position 7862: 4.2003130392437064e-06
Position 692: 4.117928686871941e-06
Position 2165: 3.4126945333970708e-06
Position 2103: 3.2737246789915283e-06
Position 10238: 3.1855064628546306e-06
Position 1199: 3.16240038588472e-06
Position 2198: 2.9496762576469435e-06
Position 9999: 2.8495058099661205e-06
Position 2550: 2.471719325017974e-06
Position 10062: 2.240808086561218e-06
Position 1728: 1.982593003816345e-06
Position 8892: 1.9696989602349568e-06
Position 9168: 1.7809443473121683e-06
Position 10196: 1.5228972903558133e-06
Position 216: 1.4415379644935044e-06
Position 159: 1.2593398213419534e-06
Position 2285: 1.218282819559745e-06
Position 150: 1.18660601986768e-06
Position 2959: 1.0585264303727202e-06
Position 219: 1.0114369415322425e-06
Position 1683: 9.92720945215492e-07
Position 2144: 9.125709283756447e-07
Position 2625: 7.068584859558426e-07
Position 2579: 5.468185037084318e-07
Position 2382: 5.266876869275031e-07
Position 4046: 4.4665932659190487e-07
Position 10211: 3.7926704976573803e-07
Position 564: 3.3246998859053085e-07
Position 397: 3.131325304147584e-07
Position 2034: 3.0888247131010576e-07
Position 2207: 3.039833115834268e-07
Position 280: 2.5738262907155877e-07
Position 2604: 2.516269667605734e-07
Position 1764: 2.356972405083649e-07
Position 1520: 1.8126489979480395e-07
Position 918: 1.3784720775269189e-07
Position 10343: 9.810597060695612e-08
Position 308: 8.302716233767716e-08
Position 2367: 6.395953323435067e-08
Position 1816: 6.317011749993841e-08
Position 1688: 6.290071117092994e-08
Position 144: 5.137692270358839e-08
Position 318: 3.711627542916732e-08
Position 131: 2.6721071920736885e-08
Position 944: 4.815619396803161e-09
Position 229: 2.7486315352111393e-09
Position 57: 1.972174787429922e-09
Position 1319: 8.441441319235696e-10
Position 1201: 7.860880563110058e-10
Position 478: 6.769584856900798e-11
Position 61: 3.2565178989360405e-12
