Gene = mtsh
Position 524: 3.6502031866958125e-05
Position 701: 3.604754752169329e-05
Position 1174: 3.127355554033479e-05
Position 2931: 2.8132799538232317e-05
Position 1475: 2.8037706437923068e-05
Position 987: 2.4936224752564876e-05
Position 1177: 2.420561357577184e-05
Position 776: 2.184165684481325e-05
Position 98: 1.3044988788117005e-05
Position 227: 1.259725853084279e-05
Position 685: 1.118341217898028e-05
Position 1497: 8.109088317072422e-06
Position 740: 6.616686053399814e-06
Position 89: 3.4466229593618225e-06
Position 285: 2.842858148144062e-06
Position 1542: 2.442458396851393e-06
Position 131: 2.206319779030134e-06
Position 1447: 1.757422071079491e-06
Position 1555: 1.4019112195874311e-06
Position 1539: 1.1738942672442415e-06
Position 149: 9.936004406963024e-07
Position 470: 8.20567774305491e-07
Position 80: 3.6845869584235625e-07
Position 969: 3.6456102172606476e-07
Position 1294: 1.272042573034072e-07
Position 1042: 1.0657502848464551e-07
Position 1010: 7.565281948949315e-08
Position 814: 7.522532671118847e-08
Position 1076: 5.8101213936343946e-08
Position 757: 4.358082509598085e-08
Position 795: 2.254669000560553e-08
Position 64: 2.072759468387468e-08
Position 752: 7.939387191760222e-09
Position 365: 1.3511559277700439e-09
Position 1054: 5.946835172770812e-10
Position 854: 8.789402837829323e-11
Position 867: 7.955216154204665e-11
Position 163: 2.42126422349414e-14
