Gene = Cnb
Position 458: 0.0003278596891939337
Position 1586: 0.0002992846496650179
Position 1597: 0.0002854962688341275
Position 1956: 0.0002803210836080663
Position 618: 0.00025035573057397025
Position 1298: 0.0002457542678000237
Position 2323: 0.0001986264245009978
Position 1785: 0.0001809569062448857
Position 994: 0.00014712912004594486
Position 563: 0.00013258237165019438
Position 1010: 0.0001318705904857821
Position 1059: 0.00012710252396013315
Position 2448: 0.0001255155017130445
Position 1752: 0.00011873306536442683
Position 1275: 0.00010596477473937366
Position 1755: 0.00010538574218752308
Position 1709: 9.718670207713378e-05
Position 2424: 8.551346573280884e-05
Position 2482: 8.519856439568449e-05
Position 2220: 7.455167710708257e-05
Position 2678: 7.149195293180546e-05
Position 1281: 7.117525136291882e-05
Position 1161: 6.792499856987545e-05
Position 2690: 6.628744473081944e-05
Position 1155: 6.313357480966248e-05
Position 1302: 6.301122176873678e-05
Position 360: 6.241437393172225e-05
Position 2685: 4.8989684638368006e-05
Position 1007: 4.607957906815998e-05
Position 1126: 4.415530572237832e-05
Position 431: 4.109521887293849e-05
Position 1758: 3.427409606337732e-05
Position 1827: 3.247755171174115e-05
Position 2313: 3.2339815996285464e-05
Position 2328: 3.224954309697438e-05
Position 1248: 2.7559819040214433e-05
Position 1078: 2.3637410274747807e-05
Position 2017: 2.2517431688044728e-05
Position 1104: 2.0314882882722476e-05
Position 462: 1.9430443958113103e-05
Position 1773: 1.940187000214327e-05
Position 1824: 1.631920818030949e-05
Position 96: 1.539604739976425e-05
Position 2487: 1.3153392112434003e-05
Position 388: 1.2643852443253835e-05
Position 902: 1.2130730509863064e-05
Position 436: 8.996612983645949e-06
Position 1329: 8.625315981038197e-06
Position 519: 7.3597095513783845e-06
Position 894: 7.335557692138683e-06
Position 1212: 6.841378982401352e-06
Position 996: 6.460678170869197e-06
Position 1343: 5.744603179069986e-06
Position 856: 5.650286658009784e-06
Position 479: 5.258398262489129e-06
Position 2571: 4.071154686016018e-06
Position 878: 4.070052952466132e-06
Position 2034: 3.202137847129746e-06
Position 1833: 3.0503327255584017e-06
Position 575: 2.5485943398855547e-06
Position 2428: 2.3995414968350045e-06
Position 818: 2.0257051156589204e-06
Position 2506: 1.814664453334252e-06
Position 2185: 1.7360373566080131e-06
Position 1770: 1.6917072218234262e-06
Position 1474: 1.163540863373026e-06
Position 1546: 1.0653233515943758e-06
Position 2031: 1.0173261954535834e-06
Position 2191: 9.364292536418657e-07
Position 2118: 9.217612591321313e-07
Position 2496: 8.261038994131229e-07
Position 2255: 7.831392966973903e-07
Position 1989: 7.743079743708173e-07
Position 1649: 6.791912609678977e-07
Position 2055: 2.1495723107258032e-07
Position 2542: 2.110729181270753e-07
Position 2179: 2.052882576026833e-07
Position 444: 9.194250474535172e-08
Position 105: 8.04773740421695e-08
Position 471: 1.9640929421834002e-08
Position 2344: 1.6945507959878296e-08
Position 2395: 1.5654707238058854e-08
Position 2436: 1.2969940166186717e-08
Position 2259: 1.0973094159315572e-08
Position 225: 7.809582855598478e-09
Position 584: 6.831263697641739e-09
Position 2194: 4.647962327764373e-09
Position 581: 1.8593856008334616e-09
Position 2272: 1.7264060743274536e-09
Position 371: 5.0534348069568154e-14
