Gene = MCU
Position 30867: 4.19549950580149e-08
Position 29: 3.531236076740555e-08
Position 901: 3.482355351300741e-08
Position 28116: 1.2775290640009967e-08
Position 651: 1.2679204040511772e-08
Position 618: 1.2357284356119872e-08
Position 336: 1.2228213528013306e-08
Position 632: 9.187363230405353e-09
Position 323: 8.04970885291211e-09
Position 595: 6.272120070585599e-09
Position 472: 6.17013684364063e-09
Position 2356: 5.18131998064489e-09
Position 485: 4.3475615447869724e-09
Position 27549: 3.4300882282179166e-09
Position 3302: 2.9699000595039635e-09
Position 2311: 1.5619554860370892e-09
Position 1627: 1.4324432277346451e-09
Position 3189: 1.169262888396522e-09
Position 3076: 8.442083577320354e-10
Position 3612: 7.347901033227493e-10
Position 1994: 3.811968910745104e-10
Position 8: 3.2647374745885656e-10
Position 2220: 2.674315911783391e-10
Position 2477: 1.5530667689759656e-10
Position 3519: 1.2638907352767481e-10
Position 291: 6.646074904418228e-11
Position 3502: 4.6522242405937554e-11
Position 3508: 4.243501926585565e-11
Position 293: 3.4352955565131923e-11
Position 2670: 3.3745664969824346e-11
Position 2482: 2.5000872632323072e-11
Position 2464: 2.4547733946171143e-11
Position 2906: 1.5607147653179157e-11
Position 2644: 1.1999158872445576e-11
Position 2469: 1.090063235363327e-11
Position 2802: 4.500864625712021e-12
Position 2573: 3.0797104440427925e-12
Position 2269: 2.5471258923124277e-12
Position 585: 5.346685030780941e-14
Position 458: 4.236280920925284e-14
Position 566: 3.705429049307122e-14
Position 17410: 1.4784612367169137e-14
Position 18643: 1.144255030726003e-14
Position 681: 2.106040292782418e-16
Position 12489: 3.404307657125722e-17
Position 12500: 3.343698470497155e-17
Position 12484: 2.0106163929967993e-17
Position 12558: 1.9214424178428996e-17
Position 12096: 1.1178721376459598e-17
Position 886: 1.0177594157831383e-17
Position 12622: 4.924781345763717e-18
Position 12193: 1.788047161736182e-18
Position 12011: 1.2873818136746897e-18
Position 4307: 5.082825216764445e-22
Position 3931: 3.635345717520102e-24
Position 3938: 2.4858410221834725e-24
Position 3891: 1.5143763812640103e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 40475: 0.9841502448482066
Position 11583: 0.977955886380139
Position 40740: 0.8931571527821551
Position 11828: 0.6055527489837338
Position 11753: 0.3868788148105019
Position 40793: 0.10380207970774509
Position 41200: 0.07603815905297015
Position 41452: 0.03563446532417497
Position 11435: 0.01730790386630033
Position 41647: 0.00976893808862
Position 41169: 0.009456680331938644
Position 11728: 0.003704902371178808
Position 11392: 0.002991264654600905
Position 11915: 0.002988446384269006
Position 1547: 0.002151382322519758
Position 9494: 0.0008225014789278231
Position 9333: 0.0005150090806256504
Position 1512: 0.00045738835278158116
Position 1048: 0.00039446818386844416
Position 2050: 0.00034904379179517055
Position 2201: 0.0002576702044494123
Position 302: 0.00025152530017754883
Position 1060: 0.00023354948370755843
Position 1025: 0.00022226289393267399
Position 3660: 0.00020515590016567358
Position 9299: 0.00019220795347219783
Position 1853: 0.00014263228762792494
Position 2214: 0.0001416550376690483
Position 693: 0.0001347039370860916
Position 1501: 0.00012749644994405085
Position 11975: 0.00012158359761412169
Position 1072: 0.00010142688534127516
Position 9422: 7.967781816546833e-05
Position 1083: 7.547814748833976e-05
Position 943: 5.274663931896554e-05
Position 2984: 4.598078407504219e-05
Position 478: 3.946369474197717e-05
Position 5331: 3.579894700225274e-05
Position 3588: 3.539896142015466e-05
Position 1108: 3.283380337700225e-05
Position 1925: 2.9082276668743424e-05
Position 1949: 2.6511749325273035e-05
Position 5866: 2.5477783778514415e-05
Position 5354: 2.522841306605799e-05
Position 854: 1.7432760978657426e-05
Position 458: 1.4044314080538065e-05
Position 192: 1.2617989831948415e-05
Position 1102: 1.0834904048212156e-05
Position 1983: 1.0681954033320958e-05
Position 1249: 9.956210357329379e-06
Position 2386: 9.529398702897493e-06
Position 2378: 8.097530605849084e-06
Position 660: 7.292690537574345e-06
Position 1630: 7.163367341391973e-06
Position 5829: 6.913104281171019e-06
Position 12011: 6.775274702064908e-06
Position 882: 6.271522312198893e-06
Position 1035: 5.320962168134588e-06
Position 2741: 4.742805983229912e-06
Position 2964: 4.645360902120678e-06
Position 2355: 4.25038437253207e-06
Position 554: 3.997133189489727e-06
Position 1291: 3.5058996404704693e-06
Position 196: 2.1608368905512396e-06
Position 765: 2.1410059147528518e-06
Position 1254: 2.1288361424905772e-06
Position 30737: 1.1505821180204457e-06
Position 32859: 8.831080599778233e-07
Position 32999: 3.2282957801285165e-07
Position 32950: 1.6963430052685804e-07
Position 26875: 6.555865759878381e-08
Position 28841: 4.430467418721426e-08
Position 28306: 4.2302535342668845e-08
Position 30939: 4.19549950580149e-08
Position 27796: 1.8085860373904052e-08
Position 27773: 7.157233550285233e-09
Position 29251: 5.918525957047897e-09
Position 2666: 4.899365307010417e-09
Position 1562: 2.2449117213998593e-09
Position 29143: 1.9955201119925284e-09
Position 1654: 1.9548279541146976e-09
Position 1719: 1.8343611554790626e-09
Position 1171: 1.7148941848026816e-09
Position 1466: 1.5138460833934975e-09
Position 1168: 1.4228798235254863e-09
Position 1725: 1.3896222512591561e-09
Position 1640: 1.2274730800484395e-09
Position 27618: 1.074534742130182e-09
Position 1587: 1.0508133244735163e-09
Position 1553: 1.0418887137818061e-09
Position 657: 7.046441229333107e-10
Position 1028: 6.649151075940887e-10
Position 1123: 6.033964012202485e-10
Position 27680: 5.50950341582689e-10
Position 2751: 5.081797801677538e-10
Position 868: 4.959319844839513e-10
Position 1428: 4.359145374670339e-10
Position 2269: 4.236083231286824e-10
Position 27883: 4.110175200290667e-10
Position 1149: 3.781323392957946e-10
Position 320: 3.547082081642899e-10
Position 415: 3.5218070276307176e-10
Position 2397: 3.196281719005186e-10
Position 2223: 3.0506661758565656e-10
Position 26892: 2.503173833467541e-10
Position 122: 2.4307158226459664e-10
Position 501: 1.9918191048541725e-10
Position 173: 1.8729536958434248e-10
Position 26449: 1.6531401741294098e-10
Position 816: 1.511819826952952e-10
Position 255: 1.2268243063295724e-10
Position 1352: 1.1450951050102376e-10
Position 26853: 1.0041422566263073e-10
Position 1484: 9.432795624172736e-11
Position 25604: 8.958199588982344e-11
Position 24954: 8.670296611232803e-11
Position 1272: 7.232073131069654e-11
Position 886: 5.996584901589394e-11
Position 26350: 5.450103196716947e-11
Position 25061: 5.436594920562459e-11
Position 369: 3.3065339508594183e-11
Position 25662: 3.0043748598651805e-11
Position 234: 2.1621996194633996e-11
Position 23345: 1.5552083698841852e-11
Position 1383: 1.1972983463414186e-11
Position 22694: 1.1017611518057671e-11
Position 11835: 9.06539461862171e-12
Position 207: 7.99299398774209e-12
Position 23297: 5.879293572301535e-12
Position 24523: 5.357102725787514e-12
Position 2699: 5.087805471853102e-12
Position 20116: 1.2434463944196989e-12
Position 22946: 1.1038248542184567e-12
Position 19583: 9.225778486007045e-13
Position 22433: 3.8564935948085737e-13
Position 19603: 3.600223092038304e-13
Position 21514: 3.2633175143314295e-13
Position 20857: 2.80015848648118e-13
Position 21861: 2.5620206225128237e-13
Position 21694: 2.384891676266224e-13
Position 20234: 2.327925108321794e-13
Position 20725: 1.8107854086241153e-13
Position 19622: 1.1665305798383017e-13
Position 18723: 8.219619291931078e-14
Position 17862: 7.812836686002223e-14
Position 19569: 5.5047923392725154e-14
Position 20121: 5.503043436394811e-14
Position 19028: 5.152696804339486e-14
Position 17467: 3.453259011597205e-14
Position 19082: 2.8091425772660172e-14
Position 15939: 2.1789728887721013e-14
Position 19055: 1.621825565970951e-14
Position 16014: 1.5751050736322305e-14
Position 17123: 1.022077759280825e-14
Position 16992: 8.439621375804625e-15
Position 16532: 8.07442309575109e-15
Position 15482: 7.0965926317236926e-15
Position 19218: 6.365965461661399e-15
Position 15540: 5.2924747738261566e-15
Position 332: 5.263733547910155e-15
Position 17790: 4.650568323718542e-15
Position 17608: 4.306301746424726e-15
Position 17679: 2.718883525603445e-15
Position 16957: 2.3273387946834257e-15
Position 221: 2.275211408215529e-15
Position 17901: 1.963106276122277e-15
Position 14542: 1.879617429647684e-15
Position 18434: 1.694800678880751e-15
Position 17771: 1.5232810438787064e-15
Position 16755: 1.2472926538637363e-15
Position 510: 1.2185374244407488e-15
Position 99: 1.057299128992014e-15
Position 265: 1.0498780649194095e-15
Position 12254: 9.582865249743617e-16
Position 12722: 9.43269205588727e-16
Position 15105: 8.595878790335117e-16
Position 15513: 8.381537385439779e-16
Position 15624: 6.833365026721441e-16
Position 15151: 6.739463611773307e-16
Position 507: 6.686142170560556e-16
Position 12661: 5.923052727417016e-16
Position 14825: 4.409220819024383e-16
Position 14799: 3.5961536255734497e-16
Position 15122: 3.4862475367136256e-16
Position 15456: 3.369583712317812e-16
Position 12551: 3.332679313578982e-16
Position 15009: 3.3202596002918147e-16
Position 14736: 3.237798516327943e-16
Position 12362: 3.1599319966068134e-16
Position 16622: 2.622053058963695e-16
Position 12289: 1.9725259580432214e-16
Position 14932: 1.8599793341980853e-16
Position 15254: 1.8398841387597583e-16
Position 15950: 1.7902752151312098e-16
Position 14861: 1.6518234857428875e-16
Position 15048: 1.625103872315278e-16
Position 14971: 1.52824126382267e-16
Position 12852: 1.5190619361980808e-16
Position 13243: 1.4879253568158387e-16
Position 15729: 1.3764084444448378e-16
Position 201: 1.2513065176585323e-16
Position 14625: 8.788840800535454e-17
Position 13082: 8.565635999018942e-17
Position 12193: 6.870402130106497e-17
Position 12130: 6.458391393558936e-17
Position 13573: 5.686434075336522e-17
Position 12586: 5.4508498873800795e-17
Position 11805: 5.338253504450468e-17
Position 12157: 4.842318597747255e-17
Position 12658: 4.719512762076916e-17
Position 12469: 4.425905227109971e-17
Position 13837: 4.1748689524921477e-17
Position 218: 4.0187911648979875e-17
Position 14077: 3.700154419186782e-17
Position 13855: 3.193964186955514e-17
Position 13932: 3.001720304062415e-17
Position 13518: 2.7331658773495654e-17
Position 12307: 2.4578148835740796e-17
Position 13161: 1.6048465628246935e-17
Position 12373: 1.5772695012421903e-17
Position 12423: 1.5271284057381312e-17
Position 343: 1.406227677691148e-17
Position 267: 1.3024135859593024e-17
Position 12804: 1.2427779361023322e-17
Position 11930: 1.1147052255302229e-17
Position 12631: 9.719115643646995e-18
Position 12696: 9.420115914518881e-18
Position 353: 8.089815828468342e-18
Position 12595: 6.932279444638001e-18
Position 12518: 5.322071990047602e-18
Position 13300: 3.98703627552635e-18
Position 13207: 3.5850254855994155e-18
Position 12952: 2.9253732826009062e-18
Position 12638: 1.989917923322749e-18
Position 12072: 1.273405663953815e-19
Position 8255: 7.328093838660999e-21
Position 4039: 6.99712437227899e-21
Position 6338: 7.143618164222891e-22
Position 4372: 5.082825216764468e-22
Position 334: 1.4806448868664534e-22
Position 357: 5.179485407243001e-23
Position 359: 9.637163686305591e-25
Position 336: 1.202609049378457e-25
Position 345: 1.1677732229619346e-25
Position 355: 7.768429789231915e-26
