Gene = TfAP-2
Position 26138: 0.0007766822540961596
Position 25964: 0.0006736025564950213
Position 23063: 0.0006672556755056676
Position 2376: 0.0006517387161930191
Position 903: 0.0005691543823756364
Position 126: 0.0005509675560625944
Position 23890: 0.0005202693258897957
Position 3007: 0.0005021840806201857
Position 24961: 0.00038533651537513575
Position 1870: 0.00037682903468411324
Position 2994: 0.0003417975625245302
Position 25645: 0.00031848637021135505
Position 4404: 0.00029550284690815304
Position 24500: 0.00028984428655306327
Position 24685: 0.0002810790186591638
Position 25967: 0.00027840029840717824
Position 24817: 0.00027268814277983113
Position 2318: 0.00024661446255169143
Position 25650: 0.00024489416314642693
Position 24777: 0.00023782359590187777
Position 4220: 0.00023648652472474827
Position 26269: 0.0002334012288309285
Position 25707: 0.0002314516842182988
Position 2969: 0.00022491060875814845
Position 4334: 0.0002155350193612125
Position 24757: 0.00018492676142162825
Position 26165: 0.00015084957969433815
Position 24963: 0.0001324119325003703
Position 272: 0.00010908451686552876
Position 24631: 0.00010859470305859154
Position 409: 0.00010717256271466752
Position 1558: 8.84638343361615e-05
Position 26243: 8.721368396147234e-05
Position 25361: 7.469974879930141e-05
Position 25609: 7.394887479378501e-05
Position 25616: 6.944318946670454e-05
Position 25220: 5.6754925249396155e-05
Position 26424: 5.5444661754939264e-05
Position 768: 5.426498601760168e-05
Position 646: 5.341999889883598e-05
Position 26135: 5.039566481435975e-05
Position 1124: 5.012793563040482e-05
Position 634: 4.960486798721762e-05
Position 25733: 4.9530080512862214e-05
Position 2810: 4.456242968622081e-05
Position 195: 4.3934116082112086e-05
Position 24682: 4.270328990229827e-05
Position 614: 4.0931544692284276e-05
Position 2092: 4.0716394583373e-05
Position 24634: 3.840243796116477e-05
Position 25292: 3.691790753861963e-05
Position 4286: 3.6120449701885166e-05
Position 626: 3.278702388582755e-05
Position 26294: 3.192232210674067e-05
Position 290: 2.9848488569880997e-05
Position 2102: 2.9032089557400266e-05
Position 24527: 2.6556257762910965e-05
Position 25437: 2.5882976306749018e-05
Position 25725: 2.5815874847543366e-05
Position 2178: 2.336409320695088e-05
Position 25508: 2.1264031989064106e-05
Position 26090: 2.0458977921269516e-05
Position 26248: 1.8743550113216746e-05
Position 594: 1.8249025814823895e-05
Position 25970: 1.6782841917077375e-05
Position 1770: 1.4080921594254479e-05
Position 1924: 1.366076768955404e-05
Position 3102: 1.3456272994516893e-05
Position 854: 1.298713300811441e-05
Position 1483: 1.2773299446715196e-05
Position 215: 1.151297348501204e-05
Position 2630: 1.0345876856978066e-05
Position 24650: 9.074276040922193e-06
Position 1835: 8.31970156424516e-06
Position 25444: 7.816368226255566e-06
Position 17: 7.734183895017482e-06
Position 26079: 7.534073898252512e-06
Position 406: 6.868617143834561e-06
Position 1878: 6.229938832964825e-06
Position 1289: 5.530463995290389e-06
Position 2113: 5.12778072021211e-06
Position 25571: 5.052572138627046e-06
Position 26087: 4.826971010635811e-06
Position 172: 4.488551596226432e-06
Position 1882: 4.2215332878933185e-06
Position 177: 4.217402768817332e-06
Position 25346: 4.0427736823057015e-06
Position 1255: 3.7908279069884997e-06
Position 1523: 3.59243700087765e-06
Position 390: 3.4703793039589127e-06
Position 58: 3.3567654682896987e-06
Position 2123: 3.312166810801955e-06
Position 1777: 3.1356908183487186e-06
Position 1874: 2.9055399202383897e-06
Position 1971: 2.674667404314739e-06
Position 2083: 2.5401276067304224e-06
Position 1117: 2.2385849385003142e-06
Position 714: 1.792026767263218e-06
Position 1429: 1.6847830307701285e-06
Position 25277: 1.546667772034482e-06
Position 1994: 1.492428201377275e-06
Position 26084: 1.4508397756751623e-06
Position 760: 1.4373336361986297e-06
Position 1513: 1.362732439565491e-06
Position 1459: 1.2512620667723272e-06
Position 25935: 1.2165228106818394e-06
Position 1238: 1.2125420143471827e-06
Position 26320: 1.0122511940909752e-06
Position 793: 9.298973617607085e-07
Position 26359: 7.888872590141681e-07
Position 364: 7.480391531669632e-07
Position 1468: 7.166931774570393e-07
Position 25383: 6.299059613612566e-07
Position 113: 5.690574781026845e-07
Position 25318: 5.17160671897755e-07
Position 720: 4.626561993926063e-07
Position 25206: 4.6146272253900294e-07
Position 419: 4.442483324075327e-07
Position 1178: 3.9547952652299035e-07
Position 888: 3.779632588703993e-07
Position 1059: 3.443946542864154e-07
Position 1381: 2.839584776231633e-07
Position 25299: 2.7594719390297456e-07
Position 26054: 2.554136549838811e-07
Position 1131: 2.2943625019902958e-07
Position 25248: 1.0685481078829374e-07
Position 476: 9.820536544554804e-08
Position 815: 8.085645729231123e-08
Position 255: 7.015185503151337e-08
Position 661: 6.838337286058214e-08
Position 817: 5.648398754935973e-08
Position 1128: 4.63597215947843e-08
Position 181: 4.345697937107168e-08
Position 229: 3.620992549845795e-08
Position 847: 3.260745057890978e-08
Position 115: 2.4471115720115828e-08
Position 25739: 2.166519768358977e-08
Position 237: 1.810581630694904e-08
Position 23: 1.3407994344326696e-08
Position 25995: 6.968747754805099e-09
Position 26081: 5.3628009976543375e-09
Position 73: 2.142108676059624e-09
Position 7: 1.6985573506308881e-09
Position 26030: 1.6738726232474778e-09
Position 32: 1.6283269024156008e-09
Position 371: 1.3275299755030409e-09
Position 907: 2.9388110802527545e-10
Position 432: 2.5155476260604656e-10
Position 25770: 5.523595053141103e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 26015: 0.9990499452321194
Position 22590: 0.9989287618758244
Position 25416: 0.9986828337849045
Position 22890: 0.982383699251628
Position 25784: 0.9702132722408982
Position 25166: 0.909706134355113
Position 24314: 0.8467008641813667
Position 24848: 0.459486060085325
Position 24590: 0.18416302645759625
Position 4101: 0.13722034601857927
Position 23380: 0.10371133896347405
Position 23115: 0.08420769668106382
Position 12425: 0.06419455509866706
Position 23540: 0.05593696581594609
Position 25092: 0.040305339822091724
Position 24349: 0.028844500996737923
Position 2493: 0.027643842180017232
Position 23403: 0.02723937815335216
Position 4403: 0.02716502124198422
Position 11890: 0.02697729493964804
Position 24018: 0.025350181841570778
Position 13733: 0.01994293483104396
Position 24151: 0.01977076949746736
Position 25805: 0.01604810563033356
Position 26339: 0.015594053279452805
Position 3697: 0.015313706715427745
Position 23705: 0.014531785964092776
Position 3752: 0.013583968360568285
Position 1623: 0.012533065622695275
Position 25739: 0.011450913245159483
Position 25596: 0.010429749988681425
Position 4046: 0.009793817400282281
Position 26480: 0.009482828628521726
Position 23305: 0.009413540988156522
Position 24352: 0.00919737993520703
Position 25001: 0.009076682411729039
Position 24871: 0.008828583107066067
Position 23482: 0.008549166653736943
Position 4425: 0.008220630944685425
Position 22872: 0.008015123865501086
Position 24782: 0.007881739116373541
Position 13865: 0.007213576955138658
Position 13844: 0.006341271725715338
Position 26151: 0.006202786554558918
Position 13401: 0.0052293992263690685
Position 4248: 0.00493757191492059
Position 3185: 0.004115624081704664
Position 3342: 0.003730315032353381
Position 2317: 0.0037179221652087866
Position 24634: 0.0036706959119120444
Position 13226: 0.0035676959995923777
Position 4223: 0.0021391128182060484
Position 4462: 0.0020188810205430748
Position 341: 0.001807501937086109
Position 4269: 0.0017498861007552182
Position 3775: 0.0016630122259950243
Position 24278: 0.0014656068100318844
Position 25794: 0.00139621407836549
Position 23674: 0.0013624254703840345
Position 4285: 0.0013362726760421057
Position 2455: 0.0008913693836666214
Position 4075: 0.0008649944816118109
Position 4692: 0.000842659730240325
Position 24184: 0.0008126187593756612
Position 2885: 0.0007839366438969952
Position 24677: 0.0006923791669752254
Position 4676: 0.0006797239388136719
Position 4232: 0.0006169387653659732
Position 4014: 0.0005890696722302457
Position 129: 0.0005793115043096125
Position 23908: 0.0005564448394746906
Position 4721: 0.0005443829241019219
Position 364: 0.0005360340629228266
Position 3878: 0.00047580529422793557
Position 4062: 0.00046711944512735305
Position 2217: 0.000456975767985497
Position 26194: 0.00042455526511870235
Position 25491: 0.0004081896093239088
Position 2726: 0.00039044187701078696
Position 384: 0.0003886292770445774
Position 4330: 0.0003560558051440629
Position 23716: 0.0003557498642320258
Position 25136: 0.00035114247764776214
Position 25232: 0.00034698285271193255
Position 158: 0.0003151000015282323
Position 24267: 0.0003150406628671003
Position 4628: 0.0003098324494893253
Position 24260: 0.0003081950579890463
Position 1582: 0.00030176074882624134
Position 126: 0.0002897736814720289
Position 23314: 0.000265761822625585
Position 25069: 0.00026250613734141924
Position 23130: 0.0002501751967173217
Position 25187: 0.00022935266881071668
Position 26243: 0.00021057296745984576
Position 23343: 0.00020435535458684833
Position 23820: 0.00019353974591509887
Position 171: 0.0001931134891402367
Position 3580: 0.00019053793238024287
Position 4524: 0.000184696205616929
Position 4391: 0.0001774979308038856
Position 23257: 0.0001752603969917723
Position 23710: 0.00015924432450799836
Position 4031: 0.00015692854102558373
Position 25850: 0.00013225880456652165
Position 3105: 0.00012772563236459886
Position 3058: 0.00011857344263435158
Position 462: 0.00011722115939812811
Position 3118: 0.00011354803839354753
Position 379: 0.00010968574254838895
Position 900: 9.873416881053457e-05
Position 25818: 9.136969425165253e-05
Position 26427: 8.862804436326421e-05
Position 26051: 8.821463794777668e-05
Position 25276: 7.861903614781204e-05
Position 26463: 7.743964683791395e-05
Position 26366: 7.659021524859679e-05
Position 25215: 7.32845811200895e-05
Position 255: 7.28886608329624e-05
Position 25176: 6.719359234206578e-05
Position 200: 6.0017058408230975e-05
Position 25600: 5.7869533563439854e-05
Position 290: 3.733104560816137e-05
Position 195: 3.127307978513546e-05
Position 539: 2.9217157501682342e-05
Position 3904: 2.6695870090143565e-05
Position 177: 2.600204845496078e-05
Position 1255: 2.5565903787812497e-05
Position 23453: 2.489957748190388e-05
Position 960: 2.0331279108222532e-05
Position 25874: 1.9714348840622595e-05
Position 23196: 1.914606286575826e-05
Position 287: 1.8653289891914417e-05
Position 23269: 1.8620068871189308e-05
Position 1100: 1.7442718330097716e-05
Position 692: 1.6946735604278296e-05
Position 23137: 1.1722255496710259e-05
Position 907: 1.0228294928359925e-05
Position 768: 9.849407111631348e-06
Position 1695: 9.60090139468594e-06
Position 1546: 9.17891752601452e-06
Position 1721: 8.69583258533993e-06
Position 1513: 8.671731052459143e-06
Position 25796: 7.850358431853433e-06
Position 1023: 7.596858450907983e-06
Position 25558: 6.841418001011329e-06
Position 936: 6.831660163941127e-06
Position 626: 6.592599874788681e-06
Position 24682: 6.503652020634138e-06
Position 25725: 6.185785988343375e-06
Position 2509: 6.105504098072884e-06
Position 497: 6.097977092219479e-06
Position 1599: 4.736521208738027e-06
Position 225: 4.6318603611856545e-06
Position 2175: 4.538342516983086e-06
Position 314: 4.39059154259683e-06
Position 26248: 4.0645878015892225e-06
Position 237: 3.9701300317539725e-06
Position 26373: 3.3226083277712468e-06
Position 25423: 3.186648597165602e-06
Position 1149: 2.749832079728225e-06
Position 25429: 2.7212297529159232e-06
Position 381: 2.623955446708758e-06
Position 24957: 2.3240391083127352e-06
Position 1906: 1.510840675352449e-06
Position 1816: 1.4984527375420148e-06
Position 25678: 8.51516944966735e-07
Position 26174: 6.759511430196858e-07
Position 25952: 4.620017784937089e-07
Position 793: 4.5724568314292903e-07
Position 25456: 4.260235561203737e-07
Position 398: 4.0919826194591497e-07
Position 26120: 3.3544942440121884e-07
Position 406: 3.195622478154152e-07
Position 661: 2.6897197221386413e-07
Position 25843: 1.7738982971132037e-07
Position 1360: 1.3957131495763298e-07
Position 26129: 1.015357280769159e-07
Position 25639: 9.948028935290246e-08
Position 26030: 9.321358290941139e-08
Position 25681: 7.345697157030279e-08
Position 2424: 7.24586309034217e-08
Position 25658: 4.280364524809811e-08
Position 25707: 3.280194179580179e-08
Position 1187: 2.269960786887294e-08
Position 1379: 1.2866100450897336e-08
Position 1074: 1.2637652949652073e-08
Position 543: 1.1642313113924323e-08
Position 546: 1.0418843031633326e-08
