Gene = Mrtf
Position 41814: 3.1321527259258546e-05
Position 32: 2.276919979348816e-05
Position 699: 1.97460752089469e-05
Position 10: 1.7919186150131682e-05
Position 41924: 1.6148205042059417e-05
Position 351: 1.3167873785171257e-05
Position 694: 1.1772884094461871e-05
Position 134: 1.1696324413862433e-05
Position 38: 1.1353797354390272e-05
Position 1086: 1.0835096703412475e-05
Position 646: 1.0319641077867652e-05
Position 932: 9.630984477403445e-06
Position 1531: 9.441310268144342e-06
Position 958: 7.914799916364074e-06
Position 332: 7.753282991194783e-06
Position 50: 7.174075472624237e-06
Position 1680: 5.890667509383652e-06
Position 1012: 5.461451922162829e-06
Position 349: 4.969326619439408e-06
Position 2938: 3.523261301169658e-06
Position 689: 2.611173617920357e-06
Position 904: 2.29411676359838e-06
Position 79: 2.111770433132021e-06
Position 141: 2.028741395763863e-06
Position 310: 1.6565181852938467e-06
Position 868: 1.519704276037978e-06
Position 147: 1.4233961559059993e-06
Position 906: 1.3656905082460146e-06
Position 119: 1.3036892431937088e-06
Position 876: 1.0975754630621645e-06
Position 431: 8.191092395971032e-07
Position 783: 7.457457662382959e-07
Position 759: 5.655755264203831e-07
Position 1345: 5.553122911550974e-07
Position 42841: 5.106480959718087e-07
Position 149: 4.371488720689351e-07
Position 2493: 3.672322679522128e-07
Position 444: 3.337994311298198e-07
Position 1395: 3.1460618158315757e-07
Position 1472: 2.9833633265293444e-07
Position 578: 2.696266036948237e-07
Position 1210: 2.3002219574264737e-07
Position 371: 2.14696889340401e-07
Position 508: 1.4225189599899575e-07
Position 552: 1.23181335638165e-07
Position 512: 8.513962546401428e-08
Position 563: 8.388643089033788e-08
Position 581: 6.438739899785679e-08
Position 836: 5.8114635476346806e-08
Position 42786: 5.39071216332772e-08
Position 546: 4.0937998638116855e-08
Position 531: 7.81092152537207e-09
Position 788: 1.29041539073832e-32
Position 1430: 8.338838897869098e-33
Position 809: 4.7562129338665074e-33
Position 738: 4.332150438843566e-33
Position 1249: 2.6239176992292726e-33
Position 845: 2.4961253823218433e-33
Position 840: 2.4735132701985354e-33
Position 1219: 2.308393428000213e-33
Position 1031: 1.2928629116067274e-33
Position 741: 1.187675591854255e-33
Position 1006: 1.0136094670256337e-34
Position 479: 1.9110183944943813e-39

Sorted 3' Splice Sites (High to Low Probability):
Position 37066: 1.0000000000000036
Position 37975: 0.997146279061394
Position 41793: 0.9371161998753836
Position 42477: 0.6276262955418174
Position 464: 0.3922049731160601
Position 48699: 0.3577636842821749
Position 38190: 0.3372370231284259
Position 14450: 0.19136399347167568
Position 38243: 0.1875940953231724
Position 48209: 0.13312254793718437
Position 17913: 0.1256619401609474
Position 41958: 0.10808447092546984
Position 48519: 0.10161070442234754
Position 41426: 0.0832249228312745
Position 47821: 0.06643076732680316
Position 46547: 0.061191339677693614
Position 47758: 0.05793506588084052
Position 48175: 0.0550791363053232
Position 38260: 0.018537148993881356
Position 38349: 0.016339371171568196
Position 47325: 0.01356658358983616
Position 42175: 0.011815194772029003
Position 38194: 0.01031459539687288
Position 43239: 0.009773739748308
Position 38226: 0.008970645150457725
Position 48908: 0.008449260225711169
Position 41092: 0.00818687336016614
Position 38980: 0.00707533485210129
Position 40500: 0.005819227747786097
Position 43261: 0.004891294020743321
Position 38362: 0.004361047225895893
Position 38809: 0.003790538403702128
Position 38641: 0.0036506260485563357
Position 39116: 0.00362623948655895
Position 4759: 0.003017648653314765
Position 42160: 0.0029571564104194565
Position 38371: 0.0028743321059063244
Position 42262: 0.0027971715066269507
Position 37983: 0.0023859243667382016
Position 39019: 0.0022900288109689304
Position 38368: 0.0021980412050224695
Position 41667: 0.002120426870774478
Position 738: 0.002003823222377349
Position 41967: 0.0019028098309307308
Position 42126: 0.0018897814251799296
Position 43246: 0.001854186244409809
Position 39137: 0.0018540659764863985
Position 1759: 0.00163026856741349
Position 771: 0.0015989752316837803
Position 40677: 0.0015102465286792684
Position 468: 0.0014192245884974454
Position 41997: 0.001305762464781822
Position 42390: 0.0012053947916281895
Position 44681: 0.0010602399731412019
Position 47345: 0.0010482189988022675
Position 3795: 0.0009218081810597116
Position 40018: 0.0009049872294310928
Position 42064: 0.0008334049880805389
Position 43340: 0.0007951971621002695
Position 43430: 0.000786659288384637
Position 405: 0.000751016652181708
Position 41362: 0.0007235241794499266
Position 43674: 0.0006972152854752399
Position 42138: 0.0006474477751621712
Position 45389: 0.000611910103877833
Position 43424: 0.0006030137910766324
Position 41909: 0.0005757880132925131
Position 4728: 0.0005454605593170212
Position 4684: 0.00053199815735872
Position 38800: 0.00045992806877746427
Position 39560: 0.00045773722074276527
Position 44219: 0.0004565079138956509
Position 38790: 0.00044850450204349495
Position 38894: 0.00041341924113272305
Position 44247: 0.0003955659140590081
Position 38201: 0.00034962149364147946
Position 44149: 0.00034769740310520617
Position 44531: 0.0003259593225378
Position 42417: 0.0003193308697862286
Position 42515: 0.0003066953696235213
Position 38547: 0.000303641684082576
Position 1041: 0.0002927108265178819
Position 41513: 0.0002855522124360634
Position 41924: 0.0002836806482132043
Position 43008: 0.00027571185855780123
Position 41700: 0.00026839753435582855
Position 4804: 0.00024943581011569333
Position 759: 0.0002483635288320423
Position 43599: 0.00024073426616260743
Position 1292: 0.0002390166319499365
Position 38166: 0.00023434571023314013
Position 41031: 0.00022218292114456378
Position 4389: 0.00021058776021353035
Position 44321: 0.00020347268830650875
Position 45078: 0.0001969968853007229
Position 45986: 0.00019638395821636263
Position 1206: 0.00019469974127339531
Position 1638: 0.00019190073740310638
Position 43720: 0.00017252254503941425
Position 41169: 0.00015398948948032597
Position 43969: 0.00015327834422406848
Position 4687: 0.000144669393529743
Position 41375: 0.00014356544997779446
Position 40997: 0.0001331940065356356
Position 3756: 0.00012456928334880998
Position 470: 0.0001244256825205317
Position 45008: 0.00012307522888891983
Position 3028: 0.00011766084040931305
Position 44438: 0.00010446068950582541
Position 41802: 9.80379706943005e-05
Position 3920: 9.549329463237636e-05
Position 692: 9.234104506595717e-05
Position 43829: 8.851886255999193e-05
Position 45374: 8.845226872263666e-05
Position 38700: 8.214200861828167e-05
Position 38402: 7.849537290259055e-05
Position 41834: 7.274773807265033e-05
Position 38519: 7.053085629704875e-05
Position 4560: 6.73357787881471e-05
Position 43596: 6.515624095186265e-05
Position 2591: 6.201982157011864e-05
Position 4462: 6.0314478790864105e-05
Position 39032: 6.013278054491622e-05
Position 1726: 5.930292669547102e-05
Position 3770: 5.8622848204885305e-05
Position 38693: 5.8061396826154813e-05
Position 4279: 4.8038079703793204e-05
Position 40804: 4.789047730536588e-05
Position 41118: 4.636059509802321e-05
Position 43905: 4.1692058617103745e-05
Position 1493: 4.1596282316120385e-05
Position 42797: 3.977663354682785e-05
Position 42956: 3.736464208121999e-05
Position 43980: 3.3461898491241827e-05
Position 38731: 3.191597903115138e-05
Position 43835: 3.0298933816784234e-05
Position 42934: 2.4916126069655376e-05
Position 41928: 4.956390715342233e-06
Position 38162: 7.073180628331937e-07
Position 38419: 4.681981590645757e-07
Position 39367: 4.548565393415866e-07
Position 38170: 3.5095056501602273e-07
Position 39502: 2.065570119980535e-07
Position 39315: 1.3471528586622547e-07
Position 992: 6.79066005022482e-30
Position 1550: 2.020076015664887e-30
Position 999: 5.311797465606607e-31
Position 840: 4.868561974549058e-31
Position 682: 4.440392244545663e-31
Position 79: 4.296788472162662e-31
Position 345: 4.081704714572339e-31
Position 997: 3.778616914145926e-31
Position 1004: 2.68403648156372e-31
Position 340: 2.067098271566294e-31
Position 699: 1.7555403041824064e-31
Position 954: 1.534550619542515e-31
Position 1089: 7.782582402134858e-32
Position 1086: 7.545502996281917e-32
Position 855: 1.678045419073332e-32
Position 904: 1.5370702857583004e-32
Position 479: 1.4457593887907532e-32
Position 173: 1.2470582230883739e-32
Position 119: 6.126424605949209e-33
Position 176: 5.569129523656452e-33
Position 862: 4.303846587853074e-33
Position 206: 4.078232799941514e-33
Position 597: 3.629184710494432e-33
Position 868: 4.725288555126867e-34
Position 364: 6.12038407108487e-35
Position 264: 4.4204770670084494e-35
Position 213: 2.615774918596691e-35
Position 182: 2.2227456528794256e-35
Position 328: 1.873905536148722e-36
Position 278: 2.551224322427655e-38
Position 836: 3.229908088515039e-39
