Gene = sick
Position 2164: 0.0009038518974265195
Position 2112: 0.0009023275572195764
Position 1565: 0.0008007666702834808
Position 7822: 0.0006322920796899386
Position 528: 0.0005665288745452404
Position 6594: 0.00044745065885310717
Position 2159: 0.00031398185819719686
Position 3800: 0.0003097370750758457
Position 1063: 0.0002980315880374337
Position 7998: 0.000239533707685525
Position 2248: 0.00023613452775010063
Position 751: 0.00020319765640430633
Position 657: 0.00020097200548114925
Position 769: 0.0001947009299965918
Position 1415: 0.00017702420112201029
Position 5359: 0.0001623740064788087
Position 2191: 0.0001619153974966561
Position 640: 0.0001539467825830215
Position 679: 0.00015058349838167575
Position 5533: 0.000148215290452853
Position 1452: 0.00010483950442059846
Position 1892: 9.604932030575126e-05
Position 458: 9.048698673012068e-05
Position 689: 8.792872691121068e-05
Position 344: 7.784495961452231e-05
Position 22647: 6.59320661091784e-05
Position 1139: 5.823985714730923e-05
Position 12148: 5.1614239365400904e-05
Position 137: 5.1585085358708635e-05
Position 6274: 5.063524307259394e-05
Position 1486: 4.62300108830066e-05
Position 1698: 4.2264255471819725e-05
Position 206: 2.9663319506235614e-05
Position 5698: 2.5883942231958126e-05
Position 4500: 1.8482565528789702e-05
Position 11266: 1.2996679382431433e-05
Position 12329: 1.1554206200781864e-05
Position 2393: 5.323795148665438e-06
Position 4120: 2.121036574967361e-06
Position 19249: 1.1762210185507212e-06
Position 6924: 7.905107631184913e-07
Position 18029: 2.2950915022067202e-07
Position 1577: 1.469752250810105e-07
Position 885: 1.0407432907971554e-07
Position 134: 8.01754245313429e-08
Position 5661: 7.984238485349573e-08
Position 839: 7.25903272821655e-08
Position 3188: 5.937251255044728e-08
Position 606: 5.2094354560499175e-08
Position 4620: 5.138643198919264e-08
Position 5501: 4.870310938763275e-08
Position 1167: 4.409659484521926e-08
Position 2119: 4.130361339452368e-08
Position 1971: 3.368080197205707e-08
Position 1127: 2.5747271441793846e-08
Position 555: 2.0021917625242047e-08
Position 1821: 1.8763414265605756e-08
Position 558: 1.7246696996319054e-08
Position 424: 1.67977159445601e-08
Position 18460: 1.3788081272498884e-08
Position 433: 1.2555862978222835e-08
Position 808: 1.1809581553731661e-08
Position 1916: 1.1502588580839026e-08
Position 2069: 1.078960666299327e-08
Position 1613: 9.932416513427505e-09
Position 1276: 8.235806455117926e-09
Position 430: 3.2771113091526146e-09
Position 1919: 3.2400635921513046e-09
Position 14833: 2.563044469880082e-09
Position 439: 1.7240316124730926e-09
Position 16502: 1.4734703962793141e-09
Position 14225: 1.1393496250281174e-09
Position 788: 6.987420207851576e-10
Position 663: 6.368090225356608e-10
Position 436: 4.856007076049373e-10
Position 15336: 3.6403656916957285e-10
Position 77: 2.3863223291263285e-10
Position 1497: 1.9717429102775672e-10
Position 14137: 1.9203399535225902e-10
Position 1023: 1.844249315997445e-10
Position 1029: 1.528307837108308e-10
Position 877: 1.4367322834187334e-10
Position 334: 1.36224821289606e-10
Position 936: 1.1598884697908543e-10
Position 13714: 9.690103713156085e-11
Position 13027: 9.606196170833437e-11
Position 13312: 8.296196772903819e-11
Position 13471: 7.741869148589021e-11
Position 14298: 7.716295573304206e-11
Position 11952: 7.20102217604764e-11
Position 12166: 6.849733242319435e-11
Position 92: 6.011016650083821e-11
Position 53: 5.2538042546398265e-11
Position 153: 4.505452609169674e-11
Position 11535: 4.3045805772625005e-11
Position 95: 3.933763317511725e-11
Position 13139: 3.707485421376974e-11
Position 11429: 3.3151668893462766e-11
Position 12513: 3.011939850421253e-11
Position 12959: 2.437548003580553e-11
Position 13168: 2.2794615121749788e-11
Position 146: 2.105802506095727e-11
Position 12124: 1.8813982241235402e-11
Position 976: 1.5493254668834505e-11
Position 668: 1.4732397830084347e-11
Position 771: 1.3426971883790138e-11
Position 162: 1.0256574255817455e-11
Position 11357: 8.331164557740188e-12
Position 12199: 7.622425439851043e-12
Position 11316: 6.53560432090356e-12
Position 8351: 3.6592036370834084e-12
Position 11376: 2.3103018469223657e-12
Position 8651: 4.4827773757902103e-13
Position 8290: 2.626728150716822e-13
Position 9346: 2.374150008139609e-13
Position 8200: 1.7587912708887594e-13
Position 9343: 1.6297337371685497e-13
Position 7429: 1.0715339221010296e-13
Position 8483: 6.208071055814528e-14
Position 6847: 4.352944052727659e-14
Position 6852: 3.3582198313464e-14
Position 7825: 2.4814441311763092e-14
Position 4717: 2.2096659416979174e-14
Position 5830: 9.67419131777778e-15
Position 6717: 7.644389114130966e-15
Position 6406: 7.23578725376876e-15
Position 6161: 4.4162430093393144e-15
Position 4075: 3.602818532236273e-15
Position 5384: 2.3070628677685704e-15
Position 4872: 8.315426791951689e-16
Position 4955: 7.652512668704328e-16
Position 2840: 7.032493894180476e-16
Position 2767: 3.8121919796203224e-16
Position 2808: 2.849335837980581e-16
Position 2772: 2.2659209752780884e-16
Position 2819: 1.6694396349176252e-16
Position 2716: 8.426146096433494e-17
Position 3037: 7.320731355528225e-17
Position 2904: 6.302819709122331e-17
Position 157: 2.808799747216445e-29
