Gene = fok
Position 4098: 0.0010247279435287927
Position 2376: 0.0009712142591498191
Position 647: 0.0009529543270849023
Position 630: 0.000865484984037546
Position 720: 0.0008435187974774181
Position 995: 0.0005978467955059138
Position 297: 0.0005291748465591354
Position 3238: 0.0005182592530043165
Position 3941: 0.0004417384199425135
Position 1367: 0.00041965715453184455
Position 1138: 0.00041945037298526147
Position 1093: 0.0003140808673122144
Position 1097: 0.00026847278176676554
Position 3624: 0.00026282607444860166
Position 907: 0.00022488006275993042
Position 854: 0.0002203489439188761
Position 1509: 0.00021790368832418235
Position 1143: 0.00020287540044511556
Position 2924: 0.00018848125269983732
Position 333: 0.00018653041593959222
Position 662: 0.00017397583562512724
Position 1635: 0.00015189630095092496
Position 4498: 0.00015053214963356245
Position 361: 0.00011636960944494383
Position 634: 9.826519481080825e-05
Position 5785: 8.528592756617663e-05
Position 1104: 8.173852621187026e-05
Position 1339: 7.431299584467064e-05
Position 1146: 7.30664048144841e-05
Position 1041: 7.220484398270752e-05
Position 963: 7.125245022449334e-05
Position 2059: 6.610168216762786e-05
Position 163: 6.589147369831874e-05
Position 1355: 6.402673398152943e-05
Position 761: 6.189269930941674e-05
Position 897: 4.514050916673774e-05
Position 969: 4.167834827658128e-05
Position 2116: 4.14811485444281e-05
Position 2373: 3.834516070119797e-05
Position 1499: 3.603375025804362e-05
Position 3414: 3.5426169674320366e-05
Position 310: 3.5110232399403494e-05
Position 1019: 3.247074988429291e-05
Position 1210: 3.204985253528084e-05
Position 2584: 3.179538006099446e-05
Position 862: 3.0080971363641825e-05
Position 2113: 2.8065802076074177e-05
Position 1736: 2.4944093235881083e-05
Position 397: 2.3965069299717174e-05
Position 514: 1.906297915467188e-05
Position 561: 1.6499631494064945e-05
Position 1032: 1.2524773264991464e-05
Position 543: 1.0039956616060303e-05
Position 159: 9.932992745141558e-06
Position 2543: 1.259880740260178e-06
Position 923: 9.887323885690297e-07
Position 558: 6.892325740414006e-07
Position 2074: 5.752231220836566e-07
Position 2580: 4.5625341042863796e-07
Position 1611: 4.559469960807659e-07
Position 2068: 2.4746723971846713e-07
Position 198: 2.382131361368684e-07
Position 147: 1.9818018537957e-07
Position 1178: 1.3822157061207176e-07
Position 731: 9.263569071281135e-08
Position 1192: 8.704477286057144e-08
Position 745: 6.647104036220444e-08
Position 758: 5.7127310233187375e-08
Position 229: 4.4925216305981814e-08
Position 60: 4.476422392838849e-08
Position 492: 3.9215847466151724e-08
Position 181: 2.513821720216694e-08
Position 518: 1.6108803895381127e-08
Position 470: 1.6086996475776778e-08
Position 419: 1.2286471365306303e-08
Position 481: 1.1291578375003789e-08
Position 525: 1.0400530067074196e-08
Position 550: 9.07824962894041e-09
Position 241: 1.8726390432378456e-09
Position 486: 1.8626429958858855e-09
Position 443: 7.939700161165912e-10
Position 237: 5.231940193633991e-10
Position 190: 4.814797423751353e-10
Position 233: 1.1900315812783088e-11
Position 422: 6.592235096979198e-12
Position 66: 5.444185155134286e-12
Position 69: 1.9405818646296484e-12
Position 111: 4.368169416094122e-13
Position 72: 1.7691220658722515e-13
Position 123: 8.277154627429274e-14
Position 192: 7.286021645597769e-14
Position 231: 1.1364023633105363e-14
Position 79: 1.3166621346664527e-16
Position 52: 1.1163019622913408e-16
