Gene = Plap
Position 2742: 2.7374423158906345e-05
Position 1928: 2.5791114782230325e-05
Position 1500: 2.056026138331568e-05
Position 1393: 1.754524227074495e-05
Position 1238: 1.671978002616427e-05
Position 978: 1.5084491763781299e-05
Position 203: 1.4573175215266437e-05
Position 105: 1.3223149900631525e-05
Position 452: 1.0490601636356582e-05
Position 2797: 9.272767986609708e-06
Position 693: 8.816943719980768e-06
Position 41: 7.950351643926043e-06
Position 424: 6.6469662527697954e-06
Position 591: 2.9484032627657006e-06
Position 855: 2.421561628160461e-06
Position 873: 2.081578374119468e-06
Position 948: 1.7462407046032382e-06
Position 1419: 1.2855357223469597e-06
Position 193: 5.745970779337715e-07
Position 1532: 5.308047254040366e-07
Position 1117: 4.965812626071476e-07
Position 1564: 4.6484773348186213e-07
Position 980: 3.732747702890466e-07
Position 1081: 3.6684410327411106e-07
Position 1396: 3.486596830897922e-07
Position 1690: 3.129305167184324e-07
Position 810: 2.5930908273281015e-07
Position 1615: 1.6737642355888268e-09
Position 1811: 1.071620481760298e-09
Position 2691: 1.0169651358744056e-09
Position 969: 1.3734772982225591e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2410: 0.7234865310808575
Position 834: 0.6362163585295029
Position 1726: 0.547167852194201
Position 803: 0.2970272969449048
Position 1734: 0.12900091210448025
Position 3065: 0.0889892455482677
Position 540: 0.028686900975574765
Position 2957: 0.014015941484199336
Position 2039: 0.013738915113007023
Position 1698: 0.013305484312872075
Position 1984: 0.01210272680351878
Position 203: 0.009419434279667769
Position 1486: 0.008153278440799131
Position 165: 0.006522666070980313
Position 368: 0.005851925789185134
Position 2229: 0.005682838075174551
Position 2029: 0.005225159324129159
Position 2852: 0.004918085887845067
Position 994: 0.004838792845633132
Position 1509: 0.0019709961318510206
Position 1090: 0.0019668741064687253
Position 2105: 0.001671906870026189
Position 2075: 0.0016589602513488774
Position 1933: 0.0012448797487525892
Position 1895: 0.00118441741497547
Position 170: 0.0009728992045819642
Position 1615: 0.0009446031272556426
Position 406: 0.000793837160185989
Position 2629: 0.0007924872967074926
Position 2054: 0.0007505660758793092
Position 2431: 0.0007122934561868414
Position 2375: 0.0007095574870252194
Position 1612: 0.0005745430121140172
Position 1535: 0.0005231181216888197
Position 508: 0.00047736041115405554
Position 2299: 0.00045194176768442815
Position 2123: 0.0004482668881394902
Position 77: 0.0003901941573023354
Position 2684: 0.00033537757585496385
Position 560: 0.0002637134373885093
Position 415: 0.0002472883258107218
Position 1025: 0.00016054166633004937
Position 190: 0.00014245926550838722
Position 2523: 0.00013980379498785322
Position 1579: 0.00012241810729401865
Position 343: 0.00011575670280289658
Position 89: 0.00011372017554199147
Position 843: 0.00010859037181066577
Position 2252: 0.00010382747410392672
Position 2446: 0.00010057573623684511
Position 1967: 7.443021696130258e-05
Position 1848: 6.804662333662181e-05
Position 1769: 5.582869124728841e-05
Position 3175: 5.145461882061734e-05
Position 2085: 4.424601391844499e-05
Position 1390: 3.991733125141514e-05
Position 1192: 3.647059274920417e-05
Position 632: 3.441981145337439e-05
Position 1166: 3.3174562763407656e-05
Position 960: 3.275964291179947e-05
Position 1137: 3.1402943910821875e-05
Position 930: 2.7501054883888883e-05
Position 879: 2.5653236268264962e-05
Position 821: 2.2772793055021957e-05
Position 1215: 2.0871607947121763e-05
Position 873: 2.01445720755313e-05
Position 1058: 1.936008403421842e-05
Position 606: 1.8870360195336205e-05
Position 1019: 1.590728383443367e-05
Position 327: 1.5333928413208905e-05
Position 676: 1.1587380563882478e-05
Position 564: 1.0449915948526184e-05
Position 3135: 9.276508876843337e-06
Position 810: 7.958139795288934e-06
Position 1200: 4.428576934319441e-06
Position 1131: 2.840188752789235e-06
Position 1374: 2.7086330939678273e-06
Position 927: 2.702496640585927e-06
Position 569: 2.1697651087414884e-06
Position 899: 1.9703757308226253e-06
Position 1415: 1.7645872167704281e-06
Position 521: 1.6483923347276425e-06
Position 578: 1.5630746318173789e-06
Position 652: 1.307154388855633e-06
Position 1682: 1.212995981196542e-06
Position 585: 7.622801243027206e-07
Position 684: 6.415936576696625e-07
Position 172: 4.494249779713738e-07
Position 711: 3.938841851929605e-07
Position 93: 3.7393740857779484e-07
Position 1600: 3.481058611881166e-07
Position 611: 2.6794007491296626e-07
Position 99: 1.0480199970658092e-07
Position 102: 3.173446947965073e-08
Position 1197: 1.717116809754288e-08
Position 729: 7.068017326253381e-09
Position 1308: 3.733966308770198e-09
Position 1035: 3.2651054662660873e-09
Position 468: 8.302674178018585e-10
Position 721: 7.053892677117588e-10
Position 105: 4.169434322333827e-10
Position 213: 4.1296282999934485e-10
Position 1343: 2.8615258134437674e-10
