Gene = dlt
Position 3168: 0.00023745362767722535
Position 1187: 0.00023418599930593594
Position 459: 0.0001989283575983225
Position 1027: 0.0001872785208918974
Position 457: 0.00018155715026061395
Position 1650: 0.00014477458838827494
Position 421: 0.00013469719312880684
Position 935: 0.00012459712934382813
Position 2722: 0.00011832995425320275
Position 51: 0.00011318804780876029
Position 455: 0.00010323454321058813
Position 547: 9.254076201924007e-05
Position 484: 8.404675607697878e-05
Position 481: 7.58620251079341e-05
Position 588: 6.752053950371071e-05
Position 1460: 6.0910242807542896e-05
Position 423: 5.9328729100864574e-05
Position 2567: 5.868491561261875e-05
Position 174: 4.973203799108881e-05
Position 718: 4.859624561174689e-05
Position 1025: 4.809602696013042e-05
Position 2517: 4.721405087173854e-05
Position 813: 4.664783516638741e-05
Position 134: 4.509776984280267e-05
Position 478: 4.1773188645658036e-05
Position 2775: 4.0945648600677813e-05
Position 443: 4.0583095705944554e-05
Position 28: 3.876293511803442e-05
Position 3067: 3.6311533605279535e-05
Position 2565: 3.4613754147010684e-05
Position 1271: 3.362073224480726e-05
Position 2118: 3.3452360885098156e-05
Position 33: 3.2685374671091105e-05
Position 475: 3.2599989790874876e-05
Position 702: 3.2269628441677954e-05
Position 611: 3.0724004899448556e-05
Position 1388: 2.9920956156844833e-05
Position 712: 2.1894804270860615e-05
Position 225: 2.1541249810214858e-05
Position 914: 2.0172109235786513e-05
Position 397: 1.932524443783926e-05
Position 316: 1.6107457825315284e-05
Position 693: 1.3635864471432568e-05
Position 705: 1.3635839327743137e-05
Position 151: 1.3615831095731676e-05
Position 169: 1.2168302767544467e-05
Position 672: 1.1999227966276888e-05
Position 774: 1.1530296721537131e-05
Position 323: 1.1437680399697969e-05
Position 1169: 9.699237598986574e-06
Position 1038: 9.288961719524418e-06
Position 1933: 8.907923332961627e-06
Position 885: 7.354138272922287e-06
Position 729: 7.2430202465506586e-06
Position 876: 6.616239317911109e-06
Position 2030: 6.021568201681928e-06
Position 3776: 5.388372531920359e-06
Position 549: 5.22951924353417e-06
Position 653: 4.718923477672382e-06
Position 2213: 2.51073418305568e-06
Position 1266: 2.3010991074420382e-06
Position 2248: 1.822711557876119e-06
Position 145: 8.515599924302213e-07
Position 432: 8.430403291416301e-07
Position 626: 7.14609224961153e-07
Position 628: 4.200086071790872e-07
Position 2346: 2.765286133401632e-07
Position 651: 1.537709890912968e-08
Position 155: 7.806692090721218e-09
Position 467: 8.569143247650703e-10
Position 427: 7.445999826408499e-10
Position 203: 1.9420491310272241e-10
Position 425: 2.272457760224396e-11
Position 404: 3.241132166048558e-13
Position 412: 5.829254131349383e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1827: 0.9506070208889633
Position 2860: 0.5417092868717762
Position 2108: 0.5217985917494384
Position 2191: 0.2733959600774504
Position 2665: 0.06836386961133524
Position 2880: 0.06337221012527562
Position 4327: 0.06237423369544859
Position 4197: 0.04348909421069362
Position 158: 0.031217332767706194
Position 3721: 0.026985394696663025
Position 5506: 0.02418773661459131
Position 3849: 0.01706839429097498
Position 5527: 0.014946689731963538
Position 3898: 0.013859926993576778
Position 1336: 0.011945764352322492
Position 3280: 0.009818917888921095
Position 5249: 0.007165425897941234
Position 3901: 0.007152737078635065
Position 3412: 0.0069434761676812765
Position 1623: 0.0058455979453283635
Position 3229: 0.00558802943204173
Position 3644: 0.005177657950480857
Position 3787: 0.004478884867312075
Position 5200: 0.003980605569616078
Position 2262: 0.00397391536613379
Position 3506: 0.0036725169077317077
Position 798: 0.0036565450913654007
Position 1512: 0.0035509095710121686
Position 1538: 0.003477632794217907
Position 4001: 0.003148484698414129
Position 684: 0.0030171270432798243
Position 1713: 0.0028753870657692512
Position 4405: 0.0024873550168833256
Position 5236: 0.0022604449195565016
Position 3534: 0.0021491337613010497
Position 2522: 0.0018965490123696307
Position 1770: 0.0017265557983455143
Position 3079: 0.0016641873798649365
Position 2449: 0.0016264015032907402
Position 646: 0.0012900550096471152
Position 1271: 0.001282993723056316
Position 2494: 0.0012116241221994978
Position 2928: 0.0010485258625931796
Position 1922: 0.0010483004113959545
Position 2197: 0.0009280413018032106
Position 2491: 0.0009228022812994592
Position 3664: 0.0008588695266950955
Position 2586: 0.0008521103155774546
Position 1476: 0.0007591088728931252
Position 914: 0.0005164401874867137
Position 1486: 0.0005097887622292265
Position 3378: 0.0005083044041316641
Position 611: 0.0004644475014094894
Position 397: 0.0004081205768434669
Position 391: 0.00040429672174449176
Position 2826: 0.0003843769789957784
Position 3604: 0.0003753641137273965
Position 2994: 0.00037192631454131445
Position 4052: 0.00036489866365666543
Position 440: 0.00036120600858189576
Position 1789: 0.0003342792393569045
Position 3226: 0.0002562249991507006
Position 344: 0.0002523952527822222
Position 3172: 0.0002337457986241677
Position 2084: 0.00019102986212595318
Position 4252: 0.00018510436128771487
Position 2314: 0.00017359173275780093
Position 210: 0.00016935679197424794
Position 2670: 0.00014582116075171578
Position 145: 0.00013850308043306982
Position 1429: 0.00012955511107625489
Position 338: 0.0001287007561462344
Position 1108: 0.00011013955424750475
Position 2317: 9.898813158991498e-05
Position 761: 8.429514732330837e-05
Position 2124: 8.231130240245669e-05
Position 1682: 7.540329992237984e-05
Position 1628: 5.8935399928810376e-05
Position 2685: 5.742081606305098e-05
Position 705: 5.5432918912380114e-05
Position 2625: 4.648133412401656e-05
Position 3016: 4.172660362756351e-05
Position 169: 3.980338530408449e-05
Position 1943: 3.5677489615198195e-05
Position 2047: 3.196339413425321e-05
Position 1169: 2.827617717449016e-05
Position 854: 2.7519220932096916e-05
Position 1023: 2.6187111499774913e-05
Position 1894: 2.581638369186835e-05
Position 662: 2.0794473321608142e-05
Position 443: 1.5004119927020692e-05
Position 1420: 1.1368507229734145e-05
Position 557: 9.724738154956e-06
Position 1978: 8.35127528221951e-06
Position 3099: 7.60777275918935e-06
Position 115: 5.494663916869481e-06
Position 245: 4.838734118552062e-06
Position 1359: 2.52885225214193e-06
Position 446: 1.869258565369781e-07
Position 583: 1.8535065436704361e-07
Position 702: 8.565062655382383e-08
Position 588: 7.273627502771214e-08
Position 718: 6.851629331211771e-08
Position 1122: 5.5785201843853994e-08
Position 128: 2.7482203469432078e-08
Position 84: 1.2191537044857458e-08
Position 277: 3.212578954787657e-09
Position 308: 2.748011515857505e-09
Position 501: 2.307762101989701e-09
Position 288: 2.071569846474661e-10
Position 98: 1.1688365835662914e-10
Position 134: 9.951062427971671e-11
Position 281: 1.6801636944741236e-12
Position 283: 5.281795630954363e-16
