Gene = CTPsyn
Position 10307: 2.579453331027057e-05
Position 2031: 2.4417720992223854e-05
Position 2294: 2.3987688546595746e-05
Position 2063: 2.15214831598804e-05
Position 13327: 2.1337589045313986e-05
Position 823: 1.8204030804409835e-05
Position 404: 1.6710581139520943e-05
Position 750: 1.628720588488434e-05
Position 357: 1.5996252220436032e-05
Position 13265: 1.5243168990147842e-05
Position 1494: 1.4661899823160477e-05
Position 14788: 1.4337630571882783e-05
Position 536: 1.3869953481126333e-05
Position 14409: 1.3606869441706364e-05
Position 13809: 1.266208401513062e-05
Position 1095: 1.1750572016167581e-05
Position 359: 1.131403888134855e-05
Position 304: 1.1110936051829344e-05
Position 746: 9.947650324931742e-06
Position 220: 9.447128606796172e-06
Position 2020: 7.908688029621379e-06
Position 768: 6.6054189141508465e-06
Position 528: 6.560585884985412e-06
Position 488: 6.295061035808959e-06
Position 618: 6.149440341336389e-06
Position 2028: 5.946944628021036e-06
Position 13782: 5.700710782008933e-06
Position 13024: 5.491839279015489e-06
Position 196: 5.4758811667759584e-06
Position 1467: 5.120112025098353e-06
Position 85: 5.018604171754903e-06
Position 12963: 4.580954796694371e-06
Position 816: 4.077481087371066e-06
Position 333: 3.323063164161639e-06
Position 1320: 3.2744012764132245e-06
Position 13359: 3.006039074895146e-06
Position 1088: 2.8799066650682853e-06
Position 844: 2.7907997394352848e-06
Position 201: 2.662160993435583e-06
Position 12934: 2.374416125367235e-06
Position 890: 2.14511624601125e-06
Position 476: 2.0105676098989328e-06
Position 818: 1.6969030411471636e-06
Position 13508: 1.660310889172111e-06
Position 1115: 1.383831486326779e-06
Position 1001: 1.3434216015937642e-06
Position 1458: 1.1885292079605573e-06
Position 108: 1.0565162287983978e-06
Position 1471: 1.0518362400589467e-06
Position 13258: 6.30743180326965e-07
Position 2190: 5.32469723172955e-07
Position 525: 5.25950562923966e-07
Position 13851: 3.3416082943543927e-07
Position 2435: 3.246113837365014e-07
Position 14364: 2.9213697859013253e-07
Position 144: 2.823170069968927e-07
Position 1068: 2.6613657573362936e-07
Position 733: 2.6429423611659923e-07
Position 459: 2.0880255319366322e-07
Position 639: 2.0742739871220342e-07
Position 2924: 2.0638497531448287e-07
Position 1937: 1.7447019654358458e-07
Position 14507: 1.640195890579861e-07
Position 2684: 1.4762417793458654e-07
Position 785: 1.2655320710513023e-07
Position 1045: 1.2399856620849675e-07
Position 802: 9.429162553735201e-08
Position 1135: 9.317503107461219e-08
Position 14047: 8.148430169984167e-08
Position 13614: 7.800153226517667e-08
Position 502: 7.449654161596087e-08
Position 735: 6.629958306083657e-08
Position 14446: 6.256443730780588e-08
Position 1941: 6.053218492184668e-08
Position 2059: 5.695340282717852e-08
Position 13428: 3.116209818271372e-08
Position 471: 2.4153371273056136e-08
Position 464: 2.128933836461408e-08
Position 13146: 1.095210977334286e-08
Position 14628: 8.727852309857094e-09
Position 13789: 5.369254631071304e-09
Position 14020: 4.91080316845167e-09
Position 14196: 3.1911448849634373e-09
Position 641: 2.4748743858213016e-09
Position 721: 1.7200875723563163e-09
Position 13616: 1.4948429410673848e-09
Position 677: 8.560367906373186e-10
Position 765: 4.368094607844924e-10
Position 754: 4.1631037864162444e-10
Position 13589: 3.0285576561059493e-10
Position 14265: 2.38416228085323e-10
Position 607: 1.8538063854454828e-10
Position 13475: 1.7369258351913196e-10
Position 13208: 1.6009998886922624e-10
Position 13806: 1.570050831630462e-10
Position 13379: 1.4262990397091987e-10
Position 652: 1.359566552413902e-10
Position 13461: 1.0562495999656752e-10
Position 13768: 7.606195585985853e-11
Position 682: 6.433224726862423e-11
Position 727: 6.375755490403958e-12
Position 779: 5.4092491092026485e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13172: 0.9891691928975165
Position 13738: 0.9674343607115199
Position 12901: 0.9634822012458298
Position 11629: 0.8985296051792426
Position 11423: 0.8787037073074934
Position 309: 0.5073879578826798
Position 12730: 0.2934991491886562
Position 10881: 0.2389534596856381
Position 10169: 0.21678792885559464
Position 10178: 0.1278198306276518
Position 10701: 0.11571291883798913
Position 415: 0.07069796454518594
Position 11331: 0.06949485238703479
Position 10932: 0.06147258416101863
Position 13748: 0.03220770724471474
Position 351: 0.027815939518288868
Position 9155: 0.01800512257051202
Position 2522: 0.017005035797484132
Position 1043: 0.010713740105734622
Position 13201: 0.009575924797505075
Position 13609: 0.009290677951655274
Position 2183: 0.007537558726958784
Position 2605: 0.0073854018182850905
Position 10100: 0.007075298121407925
Position 9453: 0.006994581048818055
Position 14864: 0.005941234620795837
Position 2133: 0.0055786532072212595
Position 9379: 0.005270764540290672
Position 9472: 0.0041271644600725165
Position 11175: 0.004102345124361877
Position 1539: 0.0036192761501142017
Position 11760: 0.0035722075756147494
Position 9760: 0.0035019687968611047
Position 1113: 0.00338299455752995
Position 2268: 0.003076967094884682
Position 12399: 0.0026711918648998976
Position 178: 0.0026608050261643142
Position 8854: 0.0026524685952505765
Position 13393: 0.0026303707552928234
Position 314: 0.002609673945597478
Position 2443: 0.0026055001457253326
Position 14833: 0.0022202025109474837
Position 471: 0.002138000863735515
Position 13313: 0.0021025906456781053
Position 12669: 0.002012823121778849
Position 8524: 0.002001746461728092
Position 13333: 0.002000301954485052
Position 13881: 0.0019050793948741053
Position 12500: 0.0017675447147201641
Position 14567: 0.0017048616747035313
Position 648: 0.001650668049558712
Position 1564: 0.0015769515240497706
Position 71: 0.001459766978093342
Position 2288: 0.001127131581030522
Position 11687: 0.0010795542491531032
Position 14184: 0.000994660474674443
Position 14481: 0.0009230459183870578
Position 14166: 0.0008860909890718775
Position 13120: 0.0008298767733768925
Position 14284: 0.0007870986560922423
Position 572: 0.0007169876135439322
Position 1423: 0.0006962325485755301
Position 13645: 0.0006188240859659213
Position 11181: 0.000617498039953245
Position 13327: 0.0005792688718728389
Position 12522: 0.0005763254760778357
Position 13345: 0.0005520977617631534
Position 727: 0.0005070351284626236
Position 8317: 0.0004331419611867419
Position 14812: 0.0004071816742089598
Position 108: 0.0003590522242098195
Position 1209: 0.00034338914977134484
Position 14297: 0.0003118965391929012
Position 12824: 0.00030370164805205963
Position 14317: 0.00027989845790718867
Position 11943: 0.0002514354954970334
Position 790: 0.0002513660956602801
Position 14980: 0.00024450555635126655
Position 435: 0.0001981170888190674
Position 428: 0.00019179245956771703
Position 11658: 0.0001660654286670891
Position 2496: 0.0001655204960737335
Position 6540: 0.00016396279132699376
Position 2189: 0.00015009150955892786
Position 2489: 0.00014221154170152229
Position 13428: 0.0001258980968137956
Position 13141: 0.00012004737683390501
Position 13851: 0.0001154641489610187
Position 12847: 0.00011456481647604497
Position 1088: 8.622443670504335e-05
Position 2611: 8.010175964315237e-05
Position 3116: 6.99958923180916e-05
Position 12844: 5.991538715450184e-05
Position 3310: 5.9438429343792976e-05
Position 550: 5.808853430454848e-05
Position 13439: 5.472742346799517e-05
Position 13237: 5.3247075561954826e-05
Position 273: 4.910441439925923e-05
Position 13606: 4.50180824837043e-05
Position 14594: 4.445146409229692e-05
Position 13298: 3.0450454542254847e-05
Position 13437: 2.9797751250682877e-05
Position 14150: 2.9623970309914845e-05
Position 2818: 2.8652528410863465e-05
Position 12694: 2.8487826010248577e-05
Position 13255: 2.6657044413250715e-05
Position 1908: 2.513037062246366e-05
Position 14942: 2.441644463009715e-05
Position 14940: 2.2573748855121192e-05
Position 1283: 1.903218634384837e-05
Position 772: 1.8278932316735478e-05
Position 13507: 1.6726610689334465e-05
Position 14422: 1.5136732454690001e-05
Position 13132: 1.45029586473003e-05
Position 6129: 1.2662155612892733e-05
Position 14956: 1.1599471921112526e-05
Position 11947: 1.0913790977917005e-05
Position 12747: 8.505304310521908e-06
Position 12472: 7.451482510049831e-06
Position 1335: 6.666887192411236e-06
Position 1001: 6.3865827739936425e-06
Position 11691: 5.708824273618293e-06
Position 13552: 5.638616683868143e-06
Position 3052: 5.3263606362128444e-06
Position 14211: 4.539855285637365e-06
Position 11667: 4.510374856061968e-06
Position 5843: 4.442489484186098e-06
Position 13411: 4.4154123850197524e-06
Position 13225: 3.1613593325964427e-06
Position 13794: 2.647950933089357e-06
Position 11964: 2.370161937125259e-06
Position 13249: 2.1340617253759103e-06
Position 1141: 1.6794384566784195e-06
Position 1547: 1.2574014728693422e-06
Position 12021: 9.61079148692017e-07
Position 11673: 9.156424129759116e-07
Position 485: 6.271661279288113e-07
Position 85: 4.842914083611877e-07
Position 13668: 4.579067091113593e-07
Position 1629: 3.253543205439154e-07
Position 1151: 2.8059713927055647e-07
Position 1058: 1.3711639463183088e-07
Position 733: 1.2983722249761694e-07
Position 959: 1.1262808436613719e-07
Position 744: 5.016131843780986e-08
Position 2031: 4.341162970811461e-08
Position 357: 4.1468922989882804e-08
Position 1829: 2.8348063369782666e-08
Position 1155: 1.9402793121259813e-08
Position 615: 1.8462574352657745e-08
Position 2238: 1.692635607384381e-08
Position 2146: 1.4661310529408613e-08
Position 750: 1.222680335373034e-08
Position 1331: 6.613716743996162e-09
Position 1240: 6.4839730322005895e-09
Position 13403: 5.357867032611275e-09
Position 488: 4.9658563713586605e-09
Position 822: 3.1863575823220487e-09
Position 617: 1.7607807388681113e-09
Position 607: 2.6755344440564986e-10
Position 220: 5.388080771045859e-13
Position 245: 1.7085885004957604e-13
