Gene = da
Position 103: 2.1680701224673582e-05
Position 1448: 1.9441965100164054e-05
Position 1497: 1.7675268920531367e-05
Position 126: 1.5339781269290795e-05
Position 1275: 1.4248156348012466e-05
Position 1356: 1.424705117806427e-05
Position 411: 1.2497877888336833e-05
Position 337: 1.1646629090383237e-05
Position 146: 1.0547332299891682e-05
Position 783: 8.633452369112425e-06
Position 934: 8.524036633041534e-06
Position 643: 7.227379354578804e-06
Position 551: 6.662726115000397e-06
Position 331: 6.465460142836861e-06
Position 2240: 5.0950909202591445e-06
Position 841: 4.8719958871180265e-06
Position 2341: 4.323143942335932e-06
Position 863: 4.212368017565559e-06
Position 285: 3.6724186121218986e-06
Position 1093: 3.109986495801565e-06
Position 898: 2.968960546415314e-06
Position 456: 2.0368138647379775e-06
Position 1989: 1.86174525289875e-06
Position 856: 1.767551479325825e-06
Position 1098: 1.630719202617927e-06
Position 2199: 1.5599556874630235e-06
Position 1309: 1.3989354385936262e-06
Position 235: 1.3200778834142825e-06
Position 229: 1.2249424234366747e-06
Position 220: 1.0502915740322178e-06
Position 2462: 1.0343994966335246e-06
Position 998: 9.96677501507932e-07
Position 2238: 9.758705984230465e-07
Position 355: 6.06021644527563e-07
Position 128: 6.056690399540725e-07
Position 187: 3.978046483462307e-07
Position 924: 3.6903827832439247e-07
Position 1154: 3.3329356927750114e-07
Position 365: 2.874070308065308e-07
Position 1011: 2.799633897729989e-07
Position 680: 9.898077796258337e-08
Position 839: 7.328534624182568e-08
Position 820: 3.278129159072327e-08
Position 754: 2.9904532107369365e-08
Position 518: 1.1985010389142773e-08
Position 592: 1.1224058795725174e-08
Position 478: 7.387542709417933e-09
Position 288: 6.265011094116846e-09
Position 760: 3.6684453938520813e-09
Position 526: 1.324994394016525e-10
Position 535: 1.169263842346279e-10
Position 467: 8.785136040464352e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1943: 0.7793158597479283
Position 4718: 0.26648536163031844
Position 1265: 0.2126958369188086
Position 4919: 0.10044175314296058
Position 1707: 0.09365980955189934
Position 475: 0.015368759466571031
Position 1079: 0.013380812950284862
Position 2566: 0.009408705061993403
Position 2544: 0.007740376522459147
Position 5061: 0.006876416749470441
Position 4038: 0.006319331736493728
Position 4964: 0.0054454983869829145
Position 1907: 0.004352724413395942
Position 1584: 0.003911964000806922
Position 4862: 0.003698066999365641
Position 4008: 0.0033717860909204932
Position 558: 0.003050444993339936
Position 2004: 0.0028633707423706724
Position 1448: 0.0026737560313675507
Position 1744: 0.0026509401898204043
Position 2524: 0.002596212683435027
Position 2212: 0.0021178906820597276
Position 2708: 0.0020105628770012303
Position 1033: 0.001998375510226638
Position 2323: 0.0019159150444936534
Position 2733: 0.0017710768336901544
Position 1528: 0.0017413621033573962
Position 1269: 0.001734297466211226
Position 4487: 0.0014487296009656524
Position 1113: 0.0014364554395643748
Position 1231: 0.001434292624698509
Position 4412: 0.0013984894264420734
Position 732: 0.0013266975901221763
Position 229: 0.0012338577452325524
Position 5035: 0.001226452547226917
Position 1860: 0.0011238418702339762
Position 3045: 0.0010172711757631776
Position 965: 0.0009284172920944713
Position 1084: 0.0008964402590251026
Position 1428: 0.0008541880269970303
Position 1225: 0.0007863341827771011
Position 1609: 0.0005389736425412539
Position 1606: 0.0005172453336246937
Position 1661: 0.0005088264428843541
Position 1303: 0.00046235239927734596
Position 895: 0.000441143406756264
Position 184: 0.00039064509661301155
Position 1853: 0.0003889780272599231
Position 1911: 0.0003767967603303084
Position 324: 0.0003537575498135748
Position 668: 0.0003510418655026216
Position 4041: 0.0002519708473053849
Position 1887: 0.0002486789212487955
Position 4625: 0.0002468740795893307
Position 4162: 0.0002443887117596201
Position 4361: 0.0002265490328703326
Position 901: 0.00021183124844815956
Position 1379: 0.00018089475077639265
Position 3372: 0.0001778205828260981
Position 3017: 0.00017402803412744583
Position 3244: 0.0001569043279032441
Position 3350: 0.00014952110512859112
Position 1731: 0.00013571106818949032
Position 1801: 0.00011386704478958326
Position 1667: 9.016861241259342e-05
Position 461: 7.630345550641334e-05
Position 2096: 7.121001189274962e-05
Position 2126: 6.631229230921688e-05
Position 942: 5.691068622349517e-05
Position 974: 4.933202229824477e-05
Position 2199: 4.383598930383878e-05
Position 1967: 4.263113618708172e-05
Position 1594: 3.9700631280072544e-05
Position 704: 3.182827953652521e-05
Position 387: 2.42515631187185e-05
Position 402: 2.238819733216695e-05
Position 326: 2.024819448885835e-05
Position 2572: 1.8885174314823307e-05
Position 2292: 1.8622296065216403e-05
Position 913: 1.737385026844217e-05
Position 690: 1.1639331608997882e-05
Position 856: 1.1588934190242478e-05
Position 793: 9.840318639735144e-06
Position 930: 9.563965238523774e-06
Position 1133: 8.639333388940506e-06
Position 301: 8.435371184776519e-06
Position 1240: 6.016454253227521e-06
Position 235: 4.568381192457552e-06
Position 1137: 2.0438710001329595e-06
Position 421: 1.3945982593486287e-06
Position 264: 1.2502775211194732e-06
Position 1093: 1.0891655154142002e-06
Position 157: 1.0468506657474847e-06
Position 783: 9.363201244113486e-07
Position 411: 8.507375377701907e-07
Position 1193: 5.840874124564829e-07
Position 126: 3.872139748702253e-09
Position 159: 3.533348973555808e-09
Position 427: 8.313494641185779e-14
