Gene = defl
Position 516: 2.7431025257924918e-05
Position 509: 2.6246041887230672e-05
Position 378: 2.3344889400212308e-05
Position 581: 1.998485961651993e-05
Position 1544: 1.3089694361313669e-05
Position 2778: 1.2496581785503806e-05
Position 558: 1.1909304613415006e-05
Position 2299: 1.142069543130707e-05
Position 341: 8.659081351446502e-06
Position 449: 6.944476908055919e-06
Position 316: 5.242811142669346e-06
Position 2498: 4.633311896497642e-06
Position 1141: 3.0205715760192227e-06
Position 313: 2.7333792538596537e-06
Position 1925: 2.6259913693535726e-06
Position 1489: 2.493138029336802e-06
Position 955: 1.762456563796837e-06
Position 1224: 1.6816666396520453e-06
Position 869: 1.4566728027598821e-06
Position 1204: 9.779357961782156e-07
Position 1208: 8.424949953108907e-07
Position 847: 8.240834517596066e-07
Position 380: 6.212409116756014e-07
Position 724: 5.788874154415534e-07
Position 1984: 4.7468498011507183e-07
Position 39: 2.874934764341973e-07
Position 45: 9.011454698970722e-08
Position 47: 7.358971016243091e-08
Position 722: 1.3503609450129374e-08
Position 121: 4.908891683178195e-09
Position 887: 1.9999018503393445e-09
Position 50: 1.2327263119259584e-09
Position 1799: 5.845014450947205e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1645: 0.8634802277017907
Position 2695: 0.1920742165181785
Position 1422: 0.1679222998006586
Position 1105: 0.10513911598898258
Position 1661: 0.0711528008223622
Position 907: 0.04282463917538017
Position 1237: 0.04044020032658352
Position 2988: 0.035905550696396005
Position 2513: 0.03308754154233103
Position 688: 0.030470029833709802
Position 2878: 0.02811852606350568
Position 2104: 0.02637591026466338
Position 391: 0.0204951456650868
Position 1344: 0.01918085145208554
Position 1851: 0.016340326437725494
Position 1042: 0.015179874541783525
Position 1708: 0.011193734093483917
Position 1504: 0.0107963587356487
Position 3025: 0.010232064774337279
Position 1451: 0.008662489458248816
Position 3247: 0.008599161166605284
Position 1912: 0.008302139861304281
Position 2161: 0.008280543474579308
Position 3242: 0.007450785778503976
Position 2704: 0.006770934015975037
Position 1102: 0.00636269954604333
Position 538: 0.0061708080130003385
Position 1150: 0.005928195672685075
Position 429: 0.004857055783109344
Position 1687: 0.004729450202066701
Position 1532: 0.003867453771041302
Position 345: 0.0038147090234212054
Position 2953: 0.003651216498024223
Position 532: 0.003468776795540949
Position 1075: 0.0025972678830612243
Position 648: 0.0022839797329472973
Position 388: 0.0022160529182206653
Position 570: 0.0021849117933246585
Position 1978: 0.002079936054114812
Position 803: 0.002077344736667055
Position 612: 0.001899253773011776
Position 2770: 0.0018647117338850007
Position 2041: 0.0017070691821582126
Position 2794: 0.0016915610428536922
Position 2644: 0.0016531678362437156
Position 1969: 0.0016481289271390543
Position 1535: 0.0016320446419489344
Position 1045: 0.0015465815526530206
Position 325: 0.0013031315410787293
Position 3262: 0.0012633989379610196
Position 1921: 0.0012168088603686786
Position 2197: 0.0010423550640721302
Position 1217: 0.0008262194609690015
Position 2713: 0.000736978145598954
Position 2299: 0.000733151483742369
Position 934: 0.0006986216895168174
Position 2320: 0.0006593046849680498
Position 1869: 0.0006117068557734799
Position 2233: 0.00047892017516806915
Position 2074: 0.00045340501976568614
Position 101: 0.00045012121315743343
Position 1242: 0.0004284983540612554
Position 2587: 0.00042332036552819797
Position 1726: 0.0003873149759395115
Position 1048: 0.00035764828537662865
Position 2224: 0.0003204313087981196
Position 2108: 0.00028012877750738257
Position 830: 0.00023654554513890774
Position 1932: 0.00023554671175694887
Position 1189: 0.00022602256671429792
Position 1127: 0.00019862132758120327
Position 1711: 0.00018187525521377117
Position 1435: 0.0001757155034880806
Position 1080: 0.00014926045913688519
Position 1214: 0.00014639303387164326
Position 771: 0.00014279835313618387
Position 628: 0.00013514603880773743
Position 808: 0.00011255200060012873
Position 2143: 0.00010835104369528454
Position 160: 0.0001022295546921698
Position 609: 9.291406605761005e-05
Position 1827: 8.906448995287473e-05
Position 105: 7.882176870871331e-05
Position 768: 7.448775957303225e-05
Position 2437: 7.326629937720097e-05
Position 1158: 7.034910805524569e-05
Position 755: 5.778560919743294e-05
Position 2258: 4.524200258361148e-05
Position 1315: 4.5220772575895806e-05
Position 1252: 4.359943860517565e-05
Position 1365: 3.833441106071636e-05
Position 661: 3.0487125098488837e-05
Position 633: 1.6839528915206305e-06
Position 286: 1.3362429606540346e-06
Position 217: 9.527776769199603e-07
Position 247: 4.621008800944449e-07
Position 412: 4.514544713646862e-07
Position 238: 3.7619682859125e-07
Position 529: 2.637998841226281e-07
Position 586: 2.533912324604604e-07
Position 706: 6.487403945899531e-08
Position 283: 5.993551732707833e-08
Position 592: 2.9083873357596022e-08
Position 397: 7.0985035470091045e-09
Position 235: 3.3944677516636065e-09
Position 181: 1.988559201602482e-09
Position 147: 4.416541048305498e-11
Position 228: 3.6586290886654915e-11
Position 253: 2.9761347635207e-11
