Gene = ush
Position 292: 2.478093799028453e-07
Position 904: 2.3253329151856202e-07
Position 963: 1.1420769226417959e-07
Position 528: 9.304825874624371e-08
Position 141: 8.791250175315057e-08
Position 965: 8.179824164147705e-08
Position 1031: 7.556317658167446e-08
Position 431: 5.913603678624935e-08
Position 620: 4.917243607216939e-08
Position 510: 3.273251977126906e-08
Position 505: 3.2156067070203115e-08
Position 338: 6.396449794591399e-09
Position 1024: 5.923606232657146e-09
Position 415: 3.638811306659601e-09
Position 340: 2.806911962307332e-09
Position 988: 2.5534098084491513e-09
Position 512: 1.6886801293971675e-09
Position 725: 4.1919044866299744e-10
Position 971: 2.7988032366051766e-10
Position 1191: 2.1608046740958818e-10
Position 1019: 1.6181371967616407e-10
Position 2711: 1.1151009637773597e-10
Position 708: 6.683386601181713e-12
Position 13505: 1.9057655963253523e-13
Position 9880: 5.6805206941295475e-14
Position 10064: 3.0770188726926655e-14
Position 848: 2.6789697149133444e-14
Position 789: 2.536829473088141e-14
Position 7736: 1.5224912335662731e-15
Position 4775: 7.073419822029976e-17
Position 3842: 6.976433177747622e-17
Position 3811: 4.208206191208734e-17
Position 1147: 2.3248027788061058e-17
Position 2338: 5.6911046221863835e-18
Position 2279: 3.792390627780683e-18
Position 3769: 4.471463355713381e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 25258: 0.9999986635558902
Position 33844: 0.8436515736471153
Position 13296: 0.7893642574756098
Position 12632: 0.7369376439539149
Position 32645: 0.6250996967710993
Position 11861: 0.4752714610127435
Position 33333: 0.294559974897367
Position 12414: 0.17298604212220445
Position 11896: 0.05463886696530248
Position 14408: 0.04726283767778045
Position 11537: 0.04094033309917281
Position 346: 0.02142208030636816
Position 13972: 0.018348379881304267
Position 9985: 0.012135361360029318
Position 3177: 0.010661428340442071
Position 8990: 0.00978154915097662
Position 319: 0.008027338132276303
Position 12697: 0.007614762065074422
Position 13627: 0.007309159682367277
Position 2901: 0.006906897874084116
Position 4937: 0.005712842148917659
Position 5936: 0.005657674200480858
Position 10202: 0.005022870615101375
Position 3210: 0.004831566998474625
Position 12871: 0.004709507304785278
Position 3378: 0.0038640035893804372
Position 11211: 0.003343852644160624
Position 13669: 0.003010854952083275
Position 3363: 0.0028813097604082558
Position 2525: 0.002818142534980844
Position 210: 0.002025226346654702
Position 2072: 0.001880077525171056
Position 1172: 0.0018727477102227
Position 3354: 0.0018236514817655508
Position 2481: 0.0016065818268842123
Position 29483: 0.001484670453024686
Position 713: 0.001480221947726592
Position 9038: 0.0012445867964377348
Position 6433: 0.0011312237480754074
Position 8871: 0.0007718298211229731
Position 28148: 0.0007598453172741332
Position 8114: 0.0006505334065525686
Position 1073: 0.0005347945962934889
Position 25528: 0.00038189508514296466
Position 1930: 0.00037359308753334263
Position 442: 0.00036969007227805593
Position 25523: 0.0003550216657213905
Position 7893: 0.0003140306869276849
Position 412: 0.0003132316733800097
Position 26159: 0.00023782509337101778
Position 2204: 0.00023521766287834295
Position 27263: 0.00023366249040044233
Position 2551: 0.00016640476237854085
Position 2096: 0.00015897187861873692
Position 1042: 0.00015678729697945725
Position 27572: 0.00014416962827922762
Position 458: 0.0001333939732168516
Position 1951: 0.0001235768288520654
Position 4571: 0.00011784257868312849
Position 382: 0.00011559188490751686
Position 3298: 0.00011246233999016797
Position 174: 0.00010881392407177642
Position 162: 9.10516967434953e-05
Position 1780: 8.914832991913607e-05
Position 26102: 8.187330310900742e-05
Position 5802: 7.54301254784176e-05
Position 26550: 7.202194078386473e-05
Position 3953: 6.792339718166453e-05
Position 6310: 6.584188821810511e-05
Position 25594: 6.161918437785937e-05
Position 2268: 5.4648856441393705e-05
Position 26279: 5.145903419093681e-05
Position 25836: 4.8432962307027364e-05
Position 221: 4.075474883069938e-05
Position 2847: 3.628469867927612e-05
Position 25754: 3.587147908967054e-05
Position 3048: 2.0279561496831856e-05
Position 2735: 1.995817155113829e-05
Position 2923: 1.8431906881686283e-05
Position 1607: 1.5024825519750395e-05
Position 1620: 1.4622313030496221e-05
Position 2331: 1.4528770324637803e-05
Position 1710: 1.3284461491158293e-05
Position 1441: 1.2942656036429908e-05
Position 668: 1.2244831176555298e-05
Position 1178: 1.206904878555152e-05
Position 1948: 1.0925025279107856e-05
Position 2406: 1.0760698327518607e-05
Position 784: 9.688608786450058e-06
Position 1815: 9.208301184726292e-06
Position 1713: 6.855941702434658e-06
Position 1216: 6.048875618876405e-06
Position 1268: 3.7035865455517126e-06
Position 2350: 3.6473937020858174e-06
Position 1446: 2.937431675603257e-06
Position 486: 2.902577577960346e-06
Position 787: 2.7767605595019136e-06
Position 2380: 2.7550022535349423e-06
Position 1659: 2.6607499526683443e-06
Position 468: 2.2566242237353385e-06
Position 4374: 2.2408432964593885e-06
Position 352: 1.972094961001269e-06
Position 3428: 1.7445800077084393e-06
Position 851: 1.471468492616426e-06
Position 23586: 1.293155006576002e-06
Position 569: 1.2076913064629367e-06
Position 1676: 4.961980052421117e-07
Position 1157: 4.934283567087467e-07
Position 1318: 4.431654815900899e-07
Position 1485: 4.3773571353441253e-07
Position 826: 3.6998841106446127e-07
Position 1537: 3.35223175308244e-07
Position 2224: 2.8146198091250914e-07
Position 387: 7.96481500454994e-08
Position 21394: 3.796852526648036e-08
Position 495: 7.1239372683294245e-09
Position 528: 6.786953638549382e-09
Position 630: 5.093115594626812e-09
Position 614: 4.111756999344706e-09
Position 18947: 3.836803591127558e-09
Position 483: 3.708169028173739e-09
Position 602: 3.0278451338185023e-09
Position 596: 2.66572549517594e-09
Position 258: 2.334828414293187e-09
Position 620: 9.678704073436077e-10
Position 394: 8.595476402052464e-10
Position 525: 8.337018056848226e-10
Position 389: 2.2154824083282635e-10
Position 17374: 1.7963442500195496e-10
Position 15197: 8.471504115603487e-11
Position 15330: 8.257270174209186e-11
Position 16585: 6.714610989691937e-11
Position 503: 5.6822261447386784e-11
Position 135: 4.3781291555706144e-11
Position 90: 4.342547031604434e-11
Position 354: 3.35079717140064e-11
Position 15381: 1.5435835345817706e-11
Position 13332: 1.901148393981114e-12
Position 12765: 1.404357936653787e-12
Position 13056: 9.271211571350037e-13
Position 9756: 8.422457835585952e-14
Position 7186: 1.742962951648623e-14
Position 6634: 1.0578835866546486e-14
Position 735: 6.890195464359504e-15
Position 7802: 5.647543095122879e-15
Position 6684: 3.6505726023058286e-15
Position 8074: 2.72450066770203e-15
Position 8046: 2.0293019439122288e-15
Position 7087: 1.4888759462747828e-15
Position 6913: 4.0106840052069146e-16
Position 3862: 2.446994008743543e-16
Position 5566: 2.3962146279555336e-16
Position 3916: 1.7429479643848847e-16
Position 5737: 1.1622146686106536e-16
Position 4619: 5.1258576619396966e-17
Position 3802: 3.988014024476527e-17
Position 3273: 1.9602062882127552e-17
Position 500: 1.6422424838027475e-17
Position 4055: 1.6382630439584572e-17
Position 111: 1.0830485246965794e-17
Position 116: 4.1109856427594794e-18
Position 2602: 2.1285611620895977e-18
Position 99: 9.280434930636554e-21
