Gene = cpb
Position 247: 1.3440699361046908e-05
Position 982: 1.155890848202544e-05
Position 1643: 1.0516679141496903e-05
Position 1959: 9.917805822498833e-06
Position 1091: 9.17260408808662e-06
Position 1431: 8.42892663822947e-06
Position 538: 8.135080795257506e-06
Position 968: 7.451408042127976e-06
Position 1163: 7.432512072264365e-06
Position 656: 7.205309304572894e-06
Position 1759: 6.476551503875724e-06
Position 1730: 5.281053211479565e-06
Position 971: 4.830112207030666e-06
Position 1624: 4.692082463243676e-06
Position 1105: 4.636966383892397e-06
Position 1256: 4.499766795810432e-06
Position 653: 4.489243277447187e-06
Position 1763: 4.196345963079738e-06
Position 916: 3.7457784123707614e-06
Position 1569: 3.2052411547222453e-06
Position 1532: 3.0667998781776264e-06
Position 1725: 2.513247618551265e-06
Position 605: 2.133661197988155e-06
Position 1310: 1.6760197407930928e-06
Position 647: 1.4272394912736142e-06
Position 998: 1.1897103816283812e-06
Position 189: 1.1228615718329554e-06
Position 2019: 1.0377679345350838e-06
Position 238: 5.801911759929633e-07
Position 143: 5.186820057502291e-07
Position 120: 4.99809319077859e-07
Position 64: 3.9762801636306976e-07
Position 128: 3.931719022350826e-07
Position 169: 1.2278464292042218e-07
Position 152: 8.314578554841382e-08
Position 103: 6.620894232291644e-08
Position 198: 5.6275880568537125e-08
Position 82: 2.689487665314211e-08
Position 821: 2.541121005813096e-08
Position 791: 2.1805029532896344e-08
Position 71: 1.2852457379971861e-08
Position 195: 1.2472975901856054e-08
Position 122: 1.0691581777161836e-08
Position 73: 7.622606624385612e-09
Position 837: 6.634040632153227e-09
Position 920: 4.0147093557272305e-09
Position 909: 3.998090589936283e-09
Position 560: 3.632954108178313e-09
Position 340: 1.98661614867143e-09
Position 563: 1.6683164640832936e-09
Position 665: 1.4668237257936215e-09
Position 411: 5.854714805042416e-10
Position 217: 4.0823522952755334e-10
Position 202: 2.418480396933391e-11
Position 416: 5.713755718708154e-15
