Gene = PGRP-LC
Position 421: 2.1221812496592824e-06
Position 69: 1.0267742434912345e-06
Position 242: 9.82127687473936e-07
Position 2217: 9.322348133294018e-07
Position 6955: 8.760587134837473e-07
Position 7407: 8.623610188683007e-07
Position 447: 6.984264590983025e-07
Position 434: 3.565104118045705e-07
Position 851: 1.8604538160560254e-07
Position 647: 6.921675410877789e-08
Position 798: 6.058335267104561e-08
Position 763: 5.471726958308519e-08
Position 866: 4.9756370765527425e-08
Position 520: 4.740218799287868e-08
Position 765: 3.342603669895885e-08
Position 566: 3.332897326588832e-08
Position 796: 3.2042389056189186e-08
Position 729: 2.85516436469803e-08
Position 459: 9.989462385820016e-09
Position 801: 9.019944743479946e-09
Position 475: 5.342469239399561e-09
Position 892: 1.1754675585104357e-09
Position 896: 1.004308389925438e-09
Position 937: 8.72365092623391e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7997: 0.9183699548780094
Position 3354: 0.8033234616394489
Position 6089: 0.8018829779411424
Position 8829: 0.6727718850902555
Position 6798: 0.607024089087181
Position 4381: 0.4087809532467647
Position 6539: 0.3719148667527347
Position 7748: 0.32821436790538144
Position 7762: 0.3075618564822243
Position 6314: 0.22839217630927616
Position 6065: 0.18152555052721522
Position 7017: 0.17642428285541364
Position 1545: 0.12171321400629866
Position 495: 0.10748333064951665
Position 2137: 0.10265042865805667
Position 475: 0.08074069952281222
Position 6823: 0.07152641896698429
Position 7780: 0.06392358722658387
Position 124: 0.05788036767946293
Position 4160: 0.05702641139148743
Position 1954: 0.0567385729806072
Position 5019: 0.054916820425816776
Position 7686: 0.044947885648431704
Position 3620: 0.04179030476314125
Position 5060: 0.03345946126198996
Position 6723: 0.030917799930014905
Position 7236: 0.0290705531731742
Position 3951: 0.02901727560228728
Position 368: 0.027746523966740218
Position 9149: 0.02195938220902696
Position 4213: 0.021494569853861178
Position 7067: 0.021475700097620974
Position 7529: 0.01677586795648454
Position 6320: 0.014953324870643624
Position 6846: 0.014346321418443372
Position 287: 0.013431632729818007
Position 6337: 0.013309534396985893
Position 3528: 0.013012280614911446
Position 1591: 0.01230620066069357
Position 8035: 0.01146996872661176
Position 6418: 0.011056978066125388
Position 5489: 0.010950504493320887
Position 9433: 0.00929690619693042
Position 5122: 0.009210021761185717
Position 4681: 0.008775799409483658
Position 7566: 0.008140553469138882
Position 4401: 0.0069850829021388255
Position 6485: 0.006721798759606112
Position 4868: 0.0062058761757093775
Position 5680: 0.006056046018722974
Position 3570: 0.0051066920722125505
Position 419: 0.0049519549676448
Position 1358: 0.004907156229515413
Position 7717: 0.004193985496057182
Position 3606: 0.004003281268556211
Position 2762: 0.003949425856155882
Position 4454: 0.003555798593193882
Position 3976: 0.003124768870197811
Position 5098: 0.003028945470295366
Position 6740: 0.0030244430379787537
Position 5565: 0.0027885026527983757
Position 6843: 0.0027033226517053847
Position 5850: 0.0025738789210307316
Position 1054: 0.002474869448254375
Position 7595: 0.0024275002048500943
Position 2269: 0.0022879856749778026
Position 1262: 0.002075677706924489
Position 6567: 0.0020684615265043507
Position 239: 0.0020268055843931224
Position 8616: 0.0019938330690429337
Position 931: 0.001920035685733222
Position 6472: 0.0018471244179629417
Position 4496: 0.0018419354146697905
Position 7021: 0.0016293842744633266
Position 1397: 0.0015158516119163831
Position 2522: 0.001433671942376534
Position 4417: 0.001371115420178618
Position 4880: 0.0012519198114747294
Position 1224: 0.001225792930715836
Position 6041: 0.001123407597583447
Position 5575: 0.0011224245696659415
Position 3511: 0.001120278282069326
Position 8032: 0.0011172727026279134
Position 7281: 0.001105258481622009
Position 2314: 0.0010818693999377136
Position 3082: 0.001016378146774111
Position 7087: 0.0009735737542871393
Position 7980: 0.0009683128023759504
Position 2337: 0.0009185793198557501
Position 1361: 0.0008734273764111583
Position 8231: 0.000859905783774835
Position 7217: 0.0007806389562384937
Position 8536: 0.000777521783278327
Position 1915: 0.0007403160754758693
Position 7893: 0.0007390717512771901
Position 8247: 0.0007299470902880512
Position 6733: 0.0006621347836130652
Position 7264: 0.0006617318898465009
Position 8220: 0.0006554682216811186
Position 5436: 0.0006415546940909425
Position 6347: 0.0006369823198550798
Position 4755: 0.0005751236389926054
Position 92: 0.0005495187508957265
Position 9469: 0.0005180813164341882
Position 8198: 0.00039962651357112496
Position 3166: 0.000397035209388496
Position 8724: 0.0003764525959599449
Position 253: 0.000364270213445411
Position 2065: 0.00035434201014386215
Position 5330: 0.00035360359321369466
Position 2190: 0.000334939984533111
Position 941: 0.0003276706768767855
Position 1634: 0.00032447714179124264
Position 2106: 0.000323260721209236
Position 8428: 0.00032027594043287526
Position 1880: 0.0003098911064622449
Position 1835: 0.0003095106490228922
Position 207: 0.0002729775462634305
Position 7434: 0.0002720595414035934
Position 2429: 0.00026943473732739297
Position 2819: 0.00025354732963178965
Position 1096: 0.00025046625523653245
Position 503: 0.00024338537331465153
Position 7507: 0.00024218889091240982
Position 5546: 0.00024101793382486046
Position 8650: 0.0002346337076306711
Position 5373: 0.0002178470364776135
Position 6579: 0.00021359583133216735
Position 557: 0.00021015361510460907
Position 7240: 0.0001707265577756935
Position 1213: 0.00014814083991323236
Position 3202: 0.00014158667810847657
Position 1022: 0.0001353738074514682
Position 5993: 0.00013469986619897076
Position 657: 0.0001228095146203508
Position 2816: 0.00011347941696500627
Position 2654: 0.00010484535408341972
Position 1608: 0.00010203312805298018
Position 9494: 9.83417950399321e-05
Position 6549: 9.604086397950072e-05
Position 5939: 9.197886212555181e-05
Position 715: 8.196959680420501e-05
Position 2489: 6.779371911322047e-05
Position 1600: 6.736787057432814e-05
Position 6893: 6.434889766226153e-05
Position 225: 5.9077321056380676e-05
Position 5187: 5.7476612202673616e-05
Position 1985: 4.6068199882234116e-05
Position 2155: 4.2143016111218465e-05
Position 202: 4.110332927996729e-05
Position 8307: 3.7760490264986686e-05
Position 1440: 3.7096590883979236e-05
Position 8689: 3.3934371580321224e-05
Position 665: 3.221917753470379e-05
Position 5503: 2.8715081269428753e-05
Position 8408: 2.8213528568192947e-05
Position 8261: 2.1903131284106043e-05
Position 8022: 1.6816691848189815e-05
Position 1375: 1.1933386217170791e-05
Position 1162: 1.141987545855815e-05
Position 1726: 1.1319168754575373e-05
Position 346: 8.158561179521066e-06
Position 78: 7.053848416060158e-06
Position 300: 6.3690241349955195e-06
Position 308: 4.206288706360758e-06
Position 1273: 2.978092536504348e-06
Position 5431: 1.159986239349545e-06
Position 5420: 1.1545029042298387e-06
Position 5279: 1.1058865133635094e-06
Position 1967: 6.22598312091948e-07
Position 571: 4.600643899645553e-07
Position 312: 1.9631629100147672e-07
Position 774: 5.89257150556649e-08
Position 316: 1.942852729139872e-08
Position 595: 1.1257048561174314e-08
Position 763: 3.0489166246223763e-09
Position 505: 1.906712347835613e-09
Position 584: 4.5253167618264727e-10
Position 597: 9.154011411150669e-11
Position 326: 1.0094979699468118e-11
Position 74: 4.857902144464028e-12
Position 328: 5.705603988246345e-14
