Gene = mio
Position 2885: 0.0002838261818730003
Position 1202: 0.0002597345051116533
Position 1182: 0.0002534361816275467
Position 2103: 0.00022794980703060724
Position 1761: 0.00014323017594934043
Position 95: 0.00013287242361059248
Position 1022: 0.00011199223847730235
Position 2173: 0.00010429892112930241
Position 2549: 9.82106653270455e-05
Position 2220: 9.37617240913365e-05
Position 1026: 9.320775530237536e-05
Position 522: 8.475183719670949e-05
Position 509: 8.350981039653403e-05
Position 676: 8.165288660028457e-05
Position 1880: 7.872729338190661e-05
Position 927: 6.766743196773659e-05
Position 392: 5.607379399750024e-05
Position 3182: 5.5921599881756e-05
Position 2291: 5.2876774822581705e-05
Position 470: 5.028075109492364e-05
Position 2903: 4.966167344063705e-05
Position 3120: 4.847905560726987e-05
Position 2746: 4.713952848300758e-05
Position 2603: 4.6672507216521086e-05
Position 1941: 4.1249878954315016e-05
Position 2921: 3.661196833830383e-05
Position 3285: 3.565409218672978e-05
Position 1079: 3.108552222517912e-05
Position 1770: 3.0419939945214545e-05
Position 1428: 2.8393118067097176e-05
Position 1478: 2.7358461312964314e-05
Position 3243: 2.7083810047490532e-05
Position 2113: 2.5929476358451103e-05
Position 3161: 2.3326377271881944e-05
Position 467: 2.279540613348974e-05
Position 3292: 2.2353227358556218e-05
Position 1431: 2.0682613426755548e-05
Position 1742: 2.006292619732702e-05
Position 673: 1.9272381400203793e-05
Position 1922: 1.7628859850975107e-05
Position 1873: 1.694757115943441e-05
Position 583: 1.687329223195182e-05
Position 2396: 1.6744392727718074e-05
Position 1599: 1.6075788515624927e-05
Position 2068: 1.456423939361548e-05
Position 2153: 1.3742084132034201e-05
Position 3042: 1.1766727324893255e-05
Position 1425: 1.1746820324435053e-05
Position 2204: 1.0994002148100042e-05
Position 2321: 1.0147661479280465e-05
Position 1814: 9.055229117517192e-06
Position 2367: 8.899283407946199e-06
Position 3224: 8.009100303047434e-06
Position 2891: 7.018063494934191e-06
Position 2285: 6.109563984028101e-06
Position 2734: 5.961938652082106e-06
Position 1011: 5.539462831223111e-06
Position 3262: 5.5089784307249975e-06
Position 2229: 5.003344844684272e-06
Position 2059: 4.7641566623274305e-06
Position 162: 4.739126601812973e-06
Position 3227: 4.555651162918517e-06
Position 2525: 4.227588394525119e-06
Position 3146: 3.651936092033644e-06
Position 833: 3.3289579919791997e-06
Position 2132: 3.2296860200943623e-06
Position 1032: 3.1598295598189673e-06
Position 2455: 3.036235258285109e-06
Position 1925: 2.9565453758880102e-06
Position 3093: 2.495051250735677e-06
Position 1209: 2.2260613455512232e-06
Position 1961: 2.212013121268722e-06
Position 2960: 2.1908153201444915e-06
Position 665: 2.0926850024208986e-06
Position 2201: 1.907909411352985e-06
Position 1187: 1.74723877079477e-06
Position 887: 1.624569852300681e-06
Position 271: 1.616798144267617e-06
Position 205: 1.0113978402081863e-06
Position 1946: 8.980273431509173e-07
Position 1964: 8.738450100486382e-07
Position 1969: 8.25834328794388e-07
Position 399: 7.283705513372583e-07
Position 2426: 5.54742542425502e-07
Position 3107: 3.287377127934822e-07
Position 236: 2.370450095816031e-07
Position 2413: 1.7295477616091777e-07
Position 482: 1.6568161818546504e-07
Position 348: 1.6488480634265762e-07
Position 224: 1.001480301301269e-07
Position 3268: 9.524211112905224e-08
Position 703: 5.400400304387192e-08
Position 258: 4.501380081557899e-08
Position 658: 4.103090197988364e-08
Position 766: 4.071169159368047e-08
Position 246: 3.723233174096474e-08
Position 433: 1.1974384693798571e-08
Position 763: 5.255140458217055e-09
Position 255: 2.690757638152465e-09
Position 789: 2.543310689905358e-09
Position 141: 2.3784665082439844e-09
Position 775: 2.122196704369348e-09
Position 477: 8.14040403779652e-10
Position 759: 4.0095435431985225e-10
