Gene = Ance-3
Position 7099: 5.348610800882279e-11
Position 6165: 1.2259767967779653e-11
Position 6616: 4.544608044439303e-12
Position 5263: 2.4009169049811945e-12
Position 5373: 1.659208670639431e-12
Position 6594: 1.2375241439562674e-12
Position 6937: 1.12700024430472e-12
Position 6499: 7.203005928943208e-13
Position 6620: 4.372172428678067e-13
Position 4463: 4.303702341814661e-13
Position 3794: 1.7487015560232097e-13
Position 16699: 5.1301914253771153e-14
Position 5015: 2.6638028736856745e-14
Position 6151: 2.5771518121911856e-14
Position 5781: 1.8182833257396556e-14
Position 4585: 8.397803678754315e-15
Position 4137: 5.61194504127613e-15
Position 4165: 1.7036948664179321e-15
Position 4184: 1.684738945112931e-15
Position 4081: 1.6368037063434919e-15
Position 12403: 9.93792490239803e-16
Position 4106: 8.296236060941851e-16
Position 9857: 3.4049731249475e-16
Position 9244: 2.497345174749446e-16
Position 4011: 1.309887822590885e-16
Position 9017: 8.435127814810058e-17
Position 4154: 7.839753717642432e-17
Position 3525: 7.456994395013351e-17
Position 4175: 5.61721184446991e-17
Position 8541: 4.0017740759859514e-17
Position 8446: 2.870299760179202e-17
Position 3536: 2.6912570134527996e-17
Position 9024: 1.6671903479362347e-17
Position 4049: 1.548170129238373e-17
Position 8748: 1.383527574567435e-17
Position 4129: 1.0703908015259927e-17
Position 4032: 8.935967614826619e-18
Position 9439: 5.3851006776209765e-18
Position 10324: 2.218951439716918e-18
Position 8041: 4.829065413852064e-19
Position 3583: 1.8701626635802632e-19
Position 3627: 9.403124185784537e-20
Position 3928: 4.357820823397803e-20
Position 3436: 3.668920111981393e-20
Position 5085: 1.7049803226897287e-20
Position 5089: 1.3323310879539434e-20
Position 3898: 1.2413367120375766e-20
Position 3740: 4.188610463527218e-21
Position 3428: 8.762099744560454e-23
Position 3903: 6.155019458661609e-23
Position 3723: 1.6707932306010122e-23
Position 4412: 7.172353698634613e-24
Position 3939: 1.2607957933418897e-24
Position 4024: 2.2739713465865853e-26
Position 3896: 1.4036737407915297e-26
Position 3634: 9.361632236170929e-27
Position 3612: 9.131940016890252e-27
Position 3585: 3.0207525148578275e-32
Position 3450: 5.283329907834628e-33

Sorted 3' Splice Sites (High to Low Probability):
Position 40539: 0.9999999833656006
Position 3421: 0.9973128427798933
Position 3251: 0.9965749090110697
Position 673: 0.9612867533600262
Position 2200: 0.9170854270723099
Position 1680: 0.8986136621415196
Position 1895: 0.44604390836197993
Position 1006: 0.4088107887881631
Position 2449: 0.2975914619163951
Position 2742: 0.2631811725599636
Position 1936: 0.23717597646856456
Position 985: 0.22011773699387768
Position 1961: 0.14736524041392554
Position 1994: 0.08876847010242507
Position 1958: 0.07285948622169988
Position 1695: 0.06544854364081004
Position 3045: 0.04509094291336732
Position 1657: 0.022391708216986727
Position 798: 0.02105617447271483
Position 2796: 0.01654354870900486
Position 2595: 0.014298006812104871
Position 3069: 0.01191031269936308
Position 375: 0.009823570606528356
Position 2993: 0.007601817590289574
Position 146: 0.004586908994711665
Position 2368: 0.003968240558600318
Position 2259: 0.00373479984926662
Position 2730: 0.003366946806814144
Position 1595: 0.0028255774535510944
Position 1970: 0.002512384571150701
Position 1713: 0.002361573386373962
Position 2768: 0.00210947416390543
Position 3423: 0.0018460574844514949
Position 2760: 0.0018325937466794025
Position 1391: 0.00179825779140153
Position 2517: 0.0016158586997113984
Position 1373: 0.0013917965644736291
Position 2847: 0.0010735110897347807
Position 1036: 0.0010678863105840482
Position 320: 0.001012123800610557
Position 2688: 0.000991189842422657
Position 1512: 0.0009649793124131689
Position 2062: 0.0007871530131337511
Position 682: 0.0007498205399125999
Position 3443: 0.0007349158613015755
Position 3072: 0.0007232759763540725
Position 2220: 0.0006464405897754104
Position 2283: 0.0006433590551839327
Position 1399: 0.0006318014569509177
Position 872: 0.0006214063062311576
Position 290: 0.0006013338020635488
Position 2302: 0.0005668521562838326
Position 1916: 0.00046091808583313747
Position 1778: 0.000394093965545873
Position 1563: 0.00032855173172440823
Position 2702: 0.00032735635189456384
Position 3108: 0.0003054893753872122
Position 3230: 0.00030150643481654464
Position 1487: 0.00028219803233043005
Position 1054: 0.0002716076326724177
Position 1298: 0.00026335384082085735
Position 326: 0.00020584817691719307
Position 1351: 0.00020502869347666363
Position 3120: 0.00020356207095225773
Position 756: 0.00020100463751002078
Position 2457: 0.00020023451198177258
Position 3004: 0.0001984531386276029
Position 875: 0.0001918507629640426
Position 2837: 0.00017183259062540285
Position 381: 0.00016607556569882647
Position 1515: 0.00016571103976349168
Position 1024: 0.00016458243104586274
Position 2969: 0.00016030897634201072
Position 2409: 0.0001577390449482664
Position 1057: 0.00014496637447479718
Position 217: 0.00014254687815957822
Position 1737: 0.00013804002347477922
Position 2350: 0.0001338428680508543
Position 1878: 0.00013116121570081032
Position 2490: 0.00012809829352618415
Position 1873: 0.00012754066502089267
Position 2000: 0.0001268190248881375
Position 1222: 0.00012336994458685322
Position 626: 0.00011393766085794885
Position 347: 0.00011143718226738486
Position 3450: 0.0001061838743106096
Position 964: 7.51983904388022e-05
Position 3081: 7.257710676936396e-05
Position 484: 7.194673446493134e-05
Position 1355: 7.020638270965197e-05
Position 2693: 6.597946825830298e-05
Position 901: 6.515013656901667e-05
Position 1290: 5.2981158141192815e-05
Position 1825: 4.863458716837009e-05
Position 2328: 4.82263728841345e-05
Position 265: 4.324564545086554e-05
Position 1403: 4.089843579990556e-05
Position 569: 3.88305811826554e-05
Position 181: 3.879097902987825e-05
Position 618: 3.8367955134647284e-05
Position 1033: 3.690414957365484e-05
Position 231: 3.4919588370791225e-05
Position 1463: 3.4753553254627845e-05
Position 429: 3.311851027744593e-05
Position 1546: 3.118045611641842e-05
Position 1051: 3.073460411189499e-05
Position 741: 2.9298826503073714e-05
Position 2020: 2.815324762248869e-05
Position 253: 2.7585393015810398e-05
Position 1467: 2.640766504298231e-05
Position 1533: 2.2177933483263976e-05
Position 2867: 1.9288196488816725e-05
Position 1749: 1.8494888922368307e-05
Position 1637: 1.5306594861857674e-05
Position 3184: 1.515111388949109e-05
Position 273: 1.2184102274735348e-05
Position 2715: 9.966982933167225e-06
Position 96: 8.872651932248978e-06
Position 219: 8.028005865000575e-06
Position 686: 7.277106146273707e-06
Position 765: 5.8983578945223975e-06
Position 2039: 5.650537342002918e-06
Position 1794: 4.413203733458396e-06
Position 3131: 3.5525103283755186e-06
Position 2117: 3.1730281675444937e-06
Position 1360: 3.0281743431889416e-06
Position 2066: 2.7059402170249607e-06
Position 2288: 2.697282581807565e-06
Position 338: 2.5217356814582186e-06
Position 3307: 2.4645245676636183e-06
Position 436: 2.0691024891270175e-06
Position 2015: 1.7144334202855218e-06
Position 456: 1.5920762811914176e-06
Position 1570: 1.0852294290712396e-06
Position 3077: 1.0001712774282947e-06
Position 89: 4.270506027082573e-07
Position 1838: 4.0550129540437243e-07
Position 2174: 2.6324829489768264e-07
Position 3153: 2.0713525471752352e-07
Position 2120: 1.8706011248420646e-07
Position 70: 3.5724800556777176e-08
Position 702: 3.1693839079712766e-08
Position 76: 3.0648674204642155e-08
Position 524: 1.8572907224379693e-08
Position 26979: 7.617521015462529e-09
Position 490: 6.979116779947158e-09
Position 25832: 4.68388844074467e-09
Position 1066: 3.547655922420247e-09
Position 1178: 3.214386972262747e-09
Position 22928: 2.9907624631555413e-09
Position 1096: 1.8153830325711737e-09
Position 24781: 1.2406368070382298e-09
Position 1135: 3.780491150200022e-10
Position 15062: 8.931621955725662e-11
Position 8143: 8.282546414514088e-11
Position 22517: 6.700464496399928e-11
Position 6735: 4.361651791116943e-11
Position 14643: 4.213237912435727e-11
Position 7914: 2.4138634030245626e-11
Position 6226: 1.9446608127172665e-11
Position 21238: 1.9388507017345132e-11
Position 6069: 1.6781016801060957e-11
Position 19977: 1.321289768372979e-11
Position 7640: 9.04643710656986e-12
Position 6255: 7.683686947163354e-12
Position 7412: 5.053937977364619e-12
Position 6764: 1.84186704248416e-12
Position 6273: 1.4280117759582418e-12
Position 5839: 1.3732956971157195e-12
Position 7541: 1.2488701083746974e-12
Position 7938: 1.2371092015806457e-12
Position 5186: 1.2342618228278325e-12
Position 6997: 1.1269966295853027e-12
Position 5121: 1.1081560519072397e-12
Position 6344: 9.677063347612785e-13
Position 17881: 8.850413325006619e-13
Position 4367: 6.360645711766429e-13
Position 4270: 6.304275137911926e-13
Position 6030: 5.573597621126663e-13
Position 6801: 5.123318319741402e-13
Position 7517: 3.822597508525704e-13
Position 16000: 3.530322818323102e-13
Position 6890: 3.4631170470366596e-13
Position 17673: 3.0863357385983584e-13
Position 3599: 2.0866900901445726e-13
Position 5760: 1.961918934255497e-13
Position 5075: 1.912952866631478e-13
Position 5885: 1.5562165529320562e-13
Position 17632: 1.3767712859210227e-13
Position 17334: 1.1591860556823402e-13
Position 6164: 1.0733679518969104e-13
Position 6522: 8.501296298368174e-14
Position 4105: 8.209956428349985e-14
Position 4385: 7.88840292327443e-14
Position 4231: 6.701792808643983e-14
Position 16761: 5.1301914253771153e-14
Position 6709: 5.125477209762778e-14
Position 4960: 4.9020175376646835e-14
Position 4274: 4.653550573592984e-14
Position 4080: 3.7275777903931133e-14
Position 4183: 3.560071076620868e-14
Position 6270: 2.63717176049039e-14
Position 4657: 2.5016146018535947e-14
Position 13806: 2.3199176835695535e-14
Position 3978: 2.101722955146049e-14
Position 5159: 1.9131086422096792e-14
Position 3428: 1.7971350277032082e-14
Position 4520: 1.2749501186016809e-14
Position 4129: 1.012277247413318e-14
Position 4319: 8.505603336063779e-15
Position 5294: 7.69635522152458e-15
Position 4931: 6.237407551309254e-15
Position 13582: 6.03439397978856e-15
Position 3620: 5.721832403906632e-15
Position 6519: 5.2053019676319635e-15
Position 4535: 4.891361557168357e-15
Position 5263: 4.706469128540232e-15
Position 4539: 4.637932924897136e-15
Position 13244: 4.066281002581551e-15
Position 4654: 4.0160476107046586e-15
Position 5210: 3.41469691553357e-15
Position 12491: 2.636373921547491e-15
Position 14095: 2.0630656122895424e-15
Position 11096: 1.7267658231630565e-15
Position 13486: 1.6925521835740999e-15
Position 9534: 1.4459657826165426e-15
Position 4325: 1.4296407643797172e-15
Position 4796: 1.2562716192526577e-15
Position 4341: 1.2459527324874208e-15
Position 10530: 9.00918324975389e-16
Position 13211: 8.604431902818072e-16
Position 3639: 8.568155149551253e-16
Position 52: 8.231258697996916e-16
Position 3601: 7.272335290880357e-16
Position 8580: 6.682356807986905e-16
Position 12771: 5.283712155370046e-16
Position 10347: 4.8842289241071685e-16
Position 3462: 4.646560599780881e-16
Position 8416: 3.8178527461779226e-16
Position 4462: 3.209150945353091e-16
Position 4596: 3.190751991397761e-16
Position 12717: 3.1617157808889776e-16
Position 11224: 2.9819540562785517e-16
Position 8540: 2.1796787966086215e-16
Position 10328: 2.1430280687409196e-16
Position 10419: 1.7123990529512082e-16
Position 8685: 1.4490397439490316e-16
Position 9639: 1.2247187739422137e-16
Position 9602: 1.2191583291547998e-16
Position 11071: 1.0686618511850135e-16
Position 11533: 1.066556187612247e-16
Position 10570: 8.314110706071663e-17
Position 3983: 7.430415385162753e-17
Position 4011: 6.916713972076217e-17
Position 3610: 5.642240135193518e-17
Position 11240: 5.593977147338792e-17
Position 8835: 4.6738625345428173e-17
Position 10174: 4.618620862842071e-17
Position 3954: 3.4490140123066695e-17
Position 4982: 3.1194080172537623e-17
Position 9623: 2.3631593294124208e-17
Position 10372: 2.3130666989434643e-17
Position 3740: 1.9022088346105184e-17
Position 11123: 1.8606520141345894e-17
Position 8789: 1.8338938222673016e-17
Position 3903: 1.7660241285910193e-17
Position 3959: 1.671054199047239e-17
Position 10268: 1.6054428790057747e-17
Position 8856: 1.4294306182551442e-17
Position 3806: 1.0813913541348726e-17
Position 3634: 9.569076410042285e-18
Position 4354: 8.86937566043099e-18
Position 3617: 6.28051639797562e-18
Position 4235: 6.0061625164169075e-18
Position 4019: 4.516152700601707e-18
Position 4194: 4.009898915114547e-18
Position 3467: 3.543523319936196e-18
Position 3999: 3.2720679725885572e-18
Position 7250: 1.4079017816108058e-18
Position 3923: 9.45372645350627e-19
Position 5439: 2.0500167512125157e-19
Position 3547: 1.335788186471323e-19
Position 3501: 1.0210162207952168e-19
Position 3775: 7.806542616454008e-20
Position 3787: 5.151250142173431e-20
Position 3889: 1.727279921223167e-20
Position 3521: 5.937612377103321e-21
Position 4350: 7.27333174826809e-23
Position 4423: 4.7761126067804536e-23
