Gene = ND-MLRQ
Position 131: 9.482872148737564e-05
Position 859: 9.318372913243114e-05
Position 3859: 9.252518108031963e-05
Position 698: 8.171729636067368e-05
Position 423: 7.799390401644804e-05
Position 702: 6.989354655049406e-05
Position 1714: 6.323529468799785e-05
Position 1942: 6.259066735245979e-05
Position 1750: 6.204693181679456e-05
Position 2396: 4.577824521981741e-05
Position 281: 4.1228025703952556e-05
Position 558: 3.985594364280032e-05
Position 155: 3.4186966123474666e-05
Position 461: 3.4060152287463865e-05
Position 116: 3.232287677721697e-05
Position 567: 2.386474670989124e-05
Position 552: 2.015380700384088e-05
Position 9: 1.5626337307607802e-05
Position 1245: 1.5195862675082442e-05
Position 431: 1.48185075220069e-05
Position 3887: 1.3315575546878918e-05
Position 60: 1.106385988785394e-05
Position 122: 9.421879560620318e-06
Position 19: 3.6788763975400757e-06
Position 225: 2.0676646161673022e-06
Position 795: 1.8329027209788704e-06
Position 586: 1.5664549717045247e-06
Position 100: 1.358608810284508e-06
Position 546: 1.2747003334543359e-06
Position 2696: 1.1934097444386202e-06
Position 62: 7.792037917373758e-07
Position 2774: 2.455021978814481e-07
Position 426: 1.3696986738653997e-07
Position 714: 4.0534139281914276e-08
Position 292: 2.4433643282502946e-08
Position 173: 1.605029508918818e-08
Position 207: 9.796149831525566e-09
Position 223: 6.992583733292906e-09
Position 229: 3.785603177570295e-09
Position 253: 3.7552353910382096e-09
Position 180: 3.236341674068881e-09
Position 202: 2.272649592142537e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 207: 0.8390823956606261
Position 2130: 0.6271593169885822
Position 1431: 0.5907094179723004
Position 5290: 0.274685506632211
Position 103: 0.16177954367481448
Position 6516: 0.12001743581844217
Position 4337: 0.07810512175563747
Position 454: 0.06583846794045692
Position 5427: 0.04877319623836207
Position 920: 0.033158856545691305
Position 2817: 0.027283398463357828
Position 1846: 0.0259517598831368
Position 618: 0.02018597074283068
Position 666: 0.019745239495945702
Position 647: 0.018786599693694964
Position 1573: 0.013167965815120036
Position 2647: 0.012730424344502089
Position 577: 0.010375110418627298
Position 5362: 0.00973215082324136
Position 2323: 0.009158340414849609
Position 2290: 0.007199067316714428
Position 115: 0.007157673501984628
Position 552: 0.006863156570878002
Position 4201: 0.006589826005132455
Position 1605: 0.006039812311170274
Position 5125: 0.005603121583655604
Position 2612: 0.005408092579164441
Position 3978: 0.0050831735354281565
Position 1478: 0.004749573655483995
Position 6302: 0.00402476309980234
Position 5007: 0.003869249251542666
Position 1676: 0.00339636742171282
Position 1722: 0.0023698320648643098
Position 5444: 0.002261928090367081
Position 1540: 0.00215870379982948
Position 3278: 0.0017882511429899385
Position 859: 0.0014844569252642536
Position 4399: 0.001373396695574968
Position 558: 0.0010936708001683577
Position 608: 0.0010607157760984553
Position 1197: 0.0010325729194999229
Position 1895: 0.000989895777774693
Position 2966: 0.000832967555434329
Position 3167: 0.0007722944821588807
Position 3125: 0.0007187360792812952
Position 2331: 0.0006458090076863341
Position 3439: 0.0005151217948928332
Position 148: 0.0004973737232680446
Position 1112: 0.00044418903254333033
Position 956: 0.0004264730352999982
Position 408: 0.00042364797111021224
Position 2365: 0.0004105824653570991
Position 4621: 0.0004043364663356224
Position 1367: 0.00033948604203643375
Position 1396: 0.0002977940574910091
Position 3670: 0.0002890447036120076
Position 173: 0.0002734112008329404
Position 1004: 0.00026344747167756125
Position 622: 0.00022224404158027817
Position 2997: 0.00022220662968774942
Position 3744: 0.0001762638161532914
Position 2309: 0.00014910307683344863
Position 595: 0.00013821160865267715
Position 3022: 0.0001314335625844621
Position 978: 0.00012834637598324895
Position 1519: 0.00011321812414950994
Position 413: 9.953720438483144e-05
Position 1978: 9.73061366405737e-05
Position 3103: 6.782339870711662e-05
Position 1282: 5.923658135368205e-05
Position 1159: 5.3749577271986076e-05
Position 1256: 5.073836764244265e-05
Position 2208: 5.067564662109067e-05
Position 2502: 5.066897623121988e-05
Position 2408: 4.7915938873775055e-05
Position 726: 4.215370891236722e-05
Position 1578: 4.017321971161233e-05
Position 2458: 3.2240887124062696e-05
Position 2486: 2.8873192314783587e-05
Position 2211: 2.0771678659874485e-05
Position 235: 1.8017547575163567e-05
Position 745: 8.339946043562949e-06
Position 131: 7.580089841018942e-06
Position 1497: 1.734434470701783e-06
Position 1205: 1.441321076276e-06
Position 631: 7.010609894843917e-07
Position 625: 5.23683092107632e-07
Position 583: 4.544720402025861e-07
Position 629: 1.8202606722939097e-07
Position 771: 1.3340954071796096e-07
Position 742: 1.2875191287087257e-07
Position 354: 6.567650411435544e-08
Position 331: 5.942321291593557e-08
Position 333: 3.043205341278378e-08
Position 250: 2.5710661626827055e-08
Position 241: 2.3848474191011242e-08
Position 359: 7.0801850666507965e-09
Position 155: 4.767194240623909e-09
Position 340: 3.8586150255332143e-10
Position 345: 3.39546702009059e-10
