Gene = amd
Position 1523: 7.08430111041465e-05
Position 2474: 6.099609028762406e-05
Position 201: 4.433948880588436e-05
Position 1657: 4.353820699259956e-05
Position 3656: 3.627207262814135e-05
Position 783: 3.254791115091715e-05
Position 3630: 3.103937359479892e-05
Position 1204: 3.0494357716657812e-05
Position 2896: 2.9043659256752047e-05
Position 9: 2.5081240867411587e-05
Position 2033: 1.9832633302063937e-05
Position 2002: 1.1445208996026438e-05
Position 829: 1.0145955624560351e-05
Position 1943: 8.181558753326824e-06
Position 475: 7.897146862521997e-06
Position 136: 7.798717475720822e-06
Position 581: 6.55897685588597e-06
Position 764: 5.092462790785761e-06
Position 1478: 4.933069746097971e-06
Position 161: 4.272967734089329e-06
Position 1075: 2.988807528467247e-06
Position 854: 2.7255061555148952e-06
Position 947: 1.9305383056443476e-06
Position 1073: 1.0492621493706185e-06
Position 913: 1.002174222895342e-06
Position 903: 9.804180326820645e-07
Position 131: 8.332367280436301e-07
Position 429: 8.33215913831786e-07
Position 575: 8.32696977953103e-07
Position 242: 5.442238918235624e-07
Position 1037: 5.219689248294547e-07
Position 628: 2.7636585687950187e-07
Position 420: 2.49653803490803e-07
Position 2784: 2.4757645895645585e-07
Position 707: 2.088018479045396e-07
Position 244: 1.8422481158556857e-07
Position 665: 1.6790404590595168e-07
Position 718: 1.2973012905225121e-07
Position 289: 1.0607211745660056e-07
Position 1307: 9.65328908522961e-08
Position 1419: 7.099127276534544e-08
Position 1489: 6.733597492005297e-08
Position 595: 5.4812341748315493e-08
Position 3525: 2.1225931805863343e-08
Position 262: 4.421928232337377e-09
Position 630: 3.071660384914248e-11
Position 720: 1.2573288739154716e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2639: 0.9946661017593302
Position 257: 0.9897487080954288
Position 1608: 0.4089586151095231
Position 1282: 0.17968925197028432
Position 911: 0.050250208928917885
Position 3719: 0.030789571978338856
Position 3408: 0.0208694401107918
Position 639: 0.01960011315902029
Position 1798: 0.013658159623757457
Position 866: 0.013520198024413583
Position 1140: 0.012970968434374758
Position 1468: 0.010740067593784987
Position 718: 0.0073956702097980965
Position 1979: 0.005671566796551766
Position 3567: 0.004709677367929153
Position 773: 0.004364647532134576
Position 1061: 0.004306503977390366
Position 1842: 0.0037237916894007255
Position 1692: 0.003100345231245867
Position 984: 0.0030153245278523484
Position 2410: 0.002891480591719155
Position 752: 0.0027614809926508233
Position 3749: 0.0023654467041911782
Position 1523: 0.0023122506649831016
Position 1629: 0.0021079096439249557
Position 3590: 0.0019294910033120889
Position 2094: 0.0017384362129464453
Position 837: 0.001530731082817004
Position 1047: 0.001469099247722944
Position 3620: 0.0014403033330063733
Position 660: 0.001355746907547879
Position 1024: 0.0013404821121853275
Position 2915: 0.0012187845127593314
Position 300: 0.0011044389875523432
Position 112: 0.001027031934463243
Position 1163: 0.00095953414444394
Position 1818: 0.0008056854280740077
Position 2435: 0.0007901749857700471
Position 1612: 0.0007872322306817915
Position 852: 0.0007667537622300386
Position 3233: 0.000713343032085249
Position 1033: 0.0006854359590553286
Position 3494: 0.0006680138662613999
Position 3485: 0.000660984455631633
Position 1312: 0.0006412453326496728
Position 2977: 0.0005986807578847127
Position 1898: 0.0005268120012915693
Position 324: 0.0005172159660102058
Position 839: 0.0005140376051360029
Position 81: 0.00047279705397352753
Position 2062: 0.00043719661050630517
Position 3943: 0.00041934241099181167
Position 2028: 0.00033062436782307464
Position 2647: 0.00032537053929710037
Position 2661: 0.0003031008621922527
Position 272: 0.00027681125898429903
Position 1879: 0.00026852666746529473
Position 2568: 0.00022438767487852055
Position 1539: 0.00020389933233467286
Position 1428: 0.00020033625458724778
Position 998: 0.00018379673190326907
Position 3812: 0.00017686424286341058
Position 1704: 0.00017390364196295173
Position 1346: 0.0001632331213700119
Position 3119: 0.00015199717401960741
Position 3617: 0.00014880312522748052
Position 3464: 0.00014436257866019212
Position 3191: 0.00014247452360718703
Position 3722: 0.00013821003736603468
Position 601: 0.0001081474956396681
Position 2827: 0.00010282995200149875
Position 1391: 9.442103819806529e-05
Position 3635: 8.957573234323497e-05
Position 1809: 8.467055032152384e-05
Position 1186: 8.393439844231752e-05
Position 1571: 7.802593224284005e-05
Position 1120: 7.263093580058768e-05
Position 3912: 6.768793161954398e-05
Position 3274: 6.026184612653017e-05
Position 533: 5.9601147268974624e-05
Position 312: 5.5135839026755624e-05
Position 1548: 5.216542089133807e-05
Position 1858: 5.1375506993637274e-05
Position 3326: 3.860421129214392e-05
Position 3885: 3.1097788838684393e-05
Position 2157: 2.878807401331413e-05
Position 1952: 2.575128602235656e-05
Position 1560: 2.5618283453593643e-05
Position 2041: 2.1181008707689967e-05
Position 3287: 2.115016122353102e-05
Position 1646: 2.0457863036186682e-05
Position 1912: 1.7170063983649172e-05
Position 1552: 1.6980713256611657e-05
Position 2796: 1.686134129914111e-05
Position 309: 1.6043249035149424e-05
Position 1073: 9.062504120247639e-06
Position 530: 8.545051752560987e-06
Position 665: 6.563578857397106e-06
Position 1327: 4.907871573279985e-06
Position 854: 4.4975604889270265e-06
Position 613: 4.328357910064591e-06
Position 1198: 4.286588661293707e-06
Position 2511: 4.101613299221396e-06
Position 1170: 3.976924288906315e-06
Position 2287: 3.9507381081972146e-06
Position 913: 1.5953867291742095e-06
Position 1364: 7.244139271984585e-07
Position 351: 4.359410181055175e-07
Position 131: 3.912656888214316e-07
Position 488: 5.025280711463802e-08
Position 497: 2.6198115994383905e-08
Position 868: 2.3065920161957527e-08
Position 360: 1.9550139401598303e-08
Position 161: 1.7291236290505346e-08
Position 194: 7.006919705425969e-09
Position 342: 2.827291126208819e-09
Position 321: 2.0215321093383153e-09
Position 181: 7.022630232597051e-10
Position 453: 5.549278766921998e-11
Position 224: 3.9995938905618336e-11
Position 52: 3.827316013168241e-12
Position 196: 6.14632003981084e-13
Position 475: 1.031058346027928e-13
