Gene = Atox1
Position 672: 3.2275972519716774e-05
Position 1064: 2.2009266806199606e-05
Position 1160: 1.3849427014327497e-05
Position 68: 1.10554780751144e-05
Position 822: 9.860483328022594e-06
Position 1126: 8.963454690156813e-06
Position 1180: 5.9764435279459445e-06
Position 645: 5.550412072782412e-06
Position 908: 4.868891528703285e-06
Position 104: 2.043897727286199e-06
Position 1010: 7.901841405311732e-07
Position 80: 3.7096705557985134e-07
Position 141: 3.53693902474858e-07
Position 1052: 3.211750212369481e-07
Position 152: 1.8648335924507646e-07
Position 335: 1.5028624588337833e-07
Position 1106: 5.300522934118825e-08
Position 122: 1.531307073727063e-08
Position 166: 8.03072085564891e-09
Position 149: 4.968379193676858e-09
Position 169: 3.9052253263435865e-09
Position 312: 2.930905419111518e-09
Position 114: 2.1632385552059377e-09
Position 72: 1.4495970950648146e-09
Position 592: 9.920253999284213e-10
Position 375: 5.143838713967711e-10
Position 381: 4.952053429129847e-10
Position 242: 2.0678085030318697e-10
Position 175: 1.7268754084378216e-10
Position 224: 1.3325052731152514e-10
Position 178: 6.55558910626697e-11
Position 181: 3.965354833303228e-11
Position 101: 1.2229016472008628e-11
Position 395: 1.0557014686453149e-11
Position 184: 4.390646506609599e-12
Position 399: 4.34933375815318e-12
Position 403: 4.2773359101634604e-12
Position 388: 4.192175915828653e-12
Position 99: 3.811539870594906e-12
Position 345: 8.54320454142834e-13
Position 187: 4.671780001996047e-13
Position 190: 2.258495331055701e-13
Position 244: 4.810364449847831e-14
Position 219: 4.722265665855632e-14
Position 193: 3.077421843255745e-14
Position 109: 6.097595424762253e-15
Position 349: 5.755260340854242e-15
Position 201: 1.2592572849988076e-15
