Gene = dib
Position 507: 4.5787860898589254e-05
Position 628: 3.3514360162694534e-05
Position 1858: 2.367538190918302e-05
Position 489: 2.339717348157579e-05
Position 2112: 2.0700892510123524e-05
Position 518: 1.888553921426367e-05
Position 2154: 1.7714925453628265e-05
Position 62: 1.627523980657348e-05
Position 343: 1.3317711909937347e-05
Position 384: 1.2376602852439696e-05
Position 258: 1.2301088159927744e-05
Position 2141: 1.1369722347228425e-05
Position 2082: 9.82813123751067e-06
Position 1734: 9.794651234895593e-06
Position 1856: 8.69959124605879e-06
Position 2051: 6.587701466278229e-06
Position 1172: 6.080564494467287e-06
Position 1967: 5.886087193511444e-06
Position 880: 5.559341577187403e-06
Position 463: 5.4400614040839045e-06
Position 328: 4.5538162762375e-06
Position 2189: 3.6089017213391195e-06
Position 50: 2.9200022291540367e-06
Position 1405: 2.5747890201918e-06
Position 737: 2.274555349756092e-06
Position 944: 2.2743282909310077e-06
Position 89: 2.1337083371854706e-06
Position 2196: 1.95293698016837e-06
Position 696: 1.649433371558648e-06
Position 1559: 1.5136036270258077e-06
Position 772: 1.4948291576025882e-06
Position 1241: 1.2458951906920108e-06
Position 276: 1.138326937022444e-06
Position 439: 9.280104457258525e-07
Position 711: 6.981069669890984e-07
Position 1182: 4.842916980691797e-07
Position 1382: 2.635300742617745e-07
Position 1408: 2.0554274356447792e-07
Position 1643: 8.706398428895031e-08
Position 1690: 5.261252564988158e-08
Position 1745: 5.044243103414989e-08
Position 1430: 3.324798775355879e-08
Position 1651: 3.144128707353611e-08
Position 1641: 2.699149901512238e-08
Position 765: 6.074251057934707e-09
Position 1770: 2.6653201589933687e-09
Position 1979: 1.873116576332443e-09
Position 1919: 1.5815856876782502e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1398: 0.990031428774436
Position 1682: 0.9253463551734815
Position 737: 0.8415677012431007
Position 1939: 0.38685655015110115
Position 1124: 0.2072526907096508
Position 1963: 0.13265359411179278
Position 1898: 0.10073538324347799
Position 1919: 0.03759532937355235
Position 2096: 0.016442014845766056
Position 772: 0.012259319477129115
Position 2120: 0.008536723316619201
Position 2226: 0.007749612936664761
Position 863: 0.006622201282352143
Position 1038: 0.0047531761796588915
Position 787: 0.004654526748462906
Position 269: 0.0038817786557325765
Position 2007: 0.003746852596376201
Position 1382: 0.0034527847337257308
Position 2196: 0.0030349727569709693
Position 258: 0.0027567734500234223
Position 2032: 0.0022930148843758424
Position 1985: 0.0021463871928623316
Position 1416: 0.001811359583461421
Position 296: 0.0015760160308301463
Position 1144: 0.0014516533218634905
Position 2099: 0.0014295329825989088
Position 1641: 0.001400257866056877
Position 1474: 0.001185715462522596
Position 2238: 0.0009420940143544868
Position 644: 0.0008290996836593542
Position 335: 0.0007891411140845044
Position 2169: 0.0007750266452417688
Position 703: 0.0007690871593459711
Position 684: 0.0005532024475094452
Position 196: 0.000411255042186434
Position 303: 0.00037744243424898857
Position 215: 0.00036495536924050284
Position 1595: 0.0003551979470619544
Position 1220: 0.00033833151262998966
Position 1061: 0.0003251712159442611
Position 687: 0.00025207920548048413
Position 2134: 0.0002072900021717303
Position 1993: 0.00019931356965097744
Position 1995: 0.00019182365275806915
Position 446: 0.00016556595637508395
Position 711: 0.00013968652113545128
Position 207: 0.00011287733225815221
Position 1711: 0.00010169632310380934
Position 537: 7.99975435772246e-05
Position 696: 6.885797043334015e-05
Position 2045: 6.523273245611853e-05
Position 1426: 5.9026178908039425e-05
Position 1443: 5.749956824793015e-05
Position 1770: 5.3991073000350304e-05
Position 1795: 4.8132243026600884e-05
Position 498: 4.626056608500023e-05
Position 340: 4.463080280842883e-05
Position 221: 4.4600552154920296e-05
Position 846: 3.5682691642467096e-05
Position 1249: 3.2519192281969675e-05
Position 1138: 3.1000372958011054e-05
Position 801: 2.9557974651652292e-05
Position 794: 2.4975177905353325e-05
Position 1189: 2.2644335697241864e-05
Position 922: 2.0515473565612827e-05
Position 918: 1.8705213997364948e-05
Position 526: 1.861448094230686e-05
Position 455: 1.834591543820561e-05
Position 320: 1.7218653515218303e-05
Position 761: 1.533661573632554e-05
Position 371: 1.5142886457379391e-05
Position 2049: 1.2078681327584652e-05
Position 986: 1.1691731768223059e-05
Position 113: 1.1631649018461066e-05
Position 575: 1.0426239355516508e-05
Position 1739: 8.920230796871035e-06
Position 903: 8.418131330478081e-06
Position 1452: 8.026421467082677e-06
Position 343: 7.288005418453615e-06
Position 868: 7.0942296633897846e-06
Position 1159: 5.923678966252635e-06
Position 515: 4.930561343834879e-06
Position 605: 4.850706642678703e-06
Position 877: 4.2556882287491005e-06
Position 583: 3.6066765808589247e-06
Position 835: 3.2397869743511704e-06
Position 1027: 2.9740718734285758e-06
Position 1572: 2.5240255045480643e-06
Position 458: 1.942964487592739e-06
Position 1290: 1.5244911732084921e-06
Position 1303: 1.3576819428387323e-06
Position 89: 1.3500446013883323e-06
Position 1167: 1.1591107371461434e-06
Position 1727: 1.0336238998312823e-06
Position 1488: 8.516606294381411e-07
Position 1440: 7.178904160018121e-07
Position 1317: 5.600860452029434e-07
Position 473: 5.442067885097384e-07
Position 104: 5.256146999752743e-07
Position 85: 4.5836823632429286e-07
Position 518: 4.301176849817816e-07
Position 373: 3.3109175240527804e-07
Position 123: 2.1937706806251156e-07
Position 1496: 1.3347686949149592e-07
Position 475: 6.924865203266442e-08
Position 1614: 4.554362124014075e-08
Position 463: 4.231980760693105e-08
Position 507: 3.011556966972521e-08
Position 227: 2.755434689666016e-08
Position 1803: 1.6779028853338254e-08
Position 1162: 1.4089566865573628e-09
Position 1797: 9.857861459625643e-10
Position 1351: 3.30592364842041e-11
Position 132: 4.857977331708659e-12
