Gene = Cka
Position 1667: 0.0012857600234876289
Position 1413: 0.0012782751023671158
Position 2345: 0.001203659840970802
Position 184: 0.0012001087110045307
Position 5896: 0.0011259636289425064
Position 655: 0.001035385669550405
Position 1390: 0.0009210492119295119
Position 2148: 0.0008226487515960738
Position 9838: 0.0007903307532849651
Position 440: 0.0007797075462441565
Position 883: 0.0007742221839571506
Position 8802: 0.0007709474901795891
Position 674: 0.0007663185646223705
Position 5473: 0.00075568648396957
Position 7443: 0.0007452775034133357
Position 8883: 0.0007392795040945806
Position 6965: 0.0006528828014024869
Position 6370: 0.0005887932246404537
Position 9844: 0.0005718389863851587
Position 8675: 0.000556530405097804
Position 1417: 0.0005452312037180248
Position 5940: 0.0005344974784713264
Position 2541: 0.0005161034254874269
Position 6681: 0.0005103540377571994
Position 7044: 0.0005101705305920984
Position 4426: 0.0004596492082062801
Position 3414: 0.00045696958318910144
Position 570: 0.00045095609194662406
Position 4810: 0.00044870420988975165
Position 6033: 0.0004464454486789733
Position 6289: 0.0004168155375630503
Position 3037: 0.00037072986330536516
Position 2236: 0.000360979913369707
Position 6622: 0.0003487250889483548
Position 6454: 0.0003456872909099086
Position 6607: 0.0003416836382443537
Position 1006: 0.00034128248686123225
Position 2232: 0.00033009953434622415
Position 2098: 0.00030799651175705985
Position 4733: 0.0002577022138706082
Position 3325: 0.000256396312745857
Position 5804: 0.00024836400903298687
Position 6256: 0.0002472073705903379
Position 1073: 0.00024218322802308415
Position 8089: 0.00019681864117583755
Position 5901: 0.00019449672122159476
Position 1509: 0.00019171988861034234
Position 6902: 0.00019131459215624197
Position 587: 0.00018857154443303797
Position 1989: 0.00018740869826135712
Position 4477: 0.0001854747389793768
Position 2287: 0.00016262898751441337
Position 231: 0.00015947045239289356
Position 5462: 0.00015503034272256272
Position 8608: 0.00014609772023628926
Position 5124: 0.00014080549134583764
Position 4940: 0.00013834118222000628
Position 696: 0.00013422816544234002
Position 6121: 0.00013338390349632037
Position 4666: 0.0001282949054720692
Position 591: 0.00011556623353671027
Position 7429: 0.0001112041169142255
Position 6406: 0.00011105678779757937
Position 624: 0.00011012803142362625
Position 1368: 9.942337374333786e-05
Position 8251: 9.793728960327157e-05
Position 3554: 8.768048821980723e-05
Position 2132: 8.297482246093707e-05
Position 614: 6.204638087429644e-05
Position 383: 6.065653715250395e-05
Position 2456: 5.86029716894961e-05
Position 721: 5.4397607000604654e-05
Position 3010: 5.213002817107229e-05
Position 3187: 4.821807925193056e-05
Position 700: 4.683760293733796e-05
Position 1356: 4.6140715143614434e-05
Position 2322: 4.538936757578302e-05
Position 195: 4.065360177399461e-05
Position 7256: 3.529549924127886e-05
Position 649: 3.3440511022220774e-05
Position 300: 3.1379829682165e-05
Position 7144: 3.123791795859858e-05
Position 4752: 3.118938548853304e-05
Position 727: 3.092647526881267e-05
Position 3113: 3.0830476326936595e-05
Position 5722: 2.7304343973290194e-05
Position 2095: 2.4471164265098096e-05
Position 4234: 1.7828412846400237e-05
Position 3154: 1.4565081811819518e-05
Position 2907: 1.3297839997630808e-05
Position 6172: 1.181913758174139e-05
Position 2863: 1.1770441707653295e-05
Position 6565: 1.1745635182908892e-05
Position 2544: 1.131668645215068e-05
Position 470: 9.190123935348451e-06
Position 2904: 8.688500381991385e-06
Position 377: 7.737202586817636e-06
Position 4217: 7.4024156184660225e-06
Position 4707: 6.579136204282329e-06
Position 4554: 5.244800522578932e-06
Position 4605: 5.071635177068956e-06
Position 4088: 3.554276052966198e-06
Position 5906: 3.475393182984564e-06
Position 733: 2.565461468309944e-06
Position 748: 2.3518129096581495e-06
Position 4198: 1.5107754954262496e-06
Position 2120: 9.992040718375167e-07
Position 2866: 9.354452320447052e-07
Position 2357: 8.381465414729028e-07
Position 239: 7.978143932379056e-07
Position 6625: 7.882502192592775e-07
Position 2016: 7.214368670443181e-07
Position 3558: 6.855093421896625e-07
Position 3579: 5.934986317400718e-07
Position 6141: 5.892389798060547e-07
Position 2213: 5.17149657977926e-07
Position 3781: 4.976751653470339e-07
Position 5830: 3.887954598598968e-07
Position 745: 2.73576200336624e-07
Position 705: 1.7976391373959587e-07
Position 715: 1.7849930826661897e-07
Position 280: 1.2400596896501007e-07
Position 94: 1.2347020031150234e-07
Position 119: 7.924380676784048e-08
Position 74: 6.898417526155578e-08
Position 6568: 5.974225608602314e-08
Position 339: 2.719816226726835e-08
Position 2749: 1.1497334785341418e-08
Position 125: 7.29934428575645e-09
Position 99: 6.742553176086364e-09
Position 123: 5.409818831884277e-09
Position 314: 1.0709690582621889e-09
Position 323: 7.479706185539056e-10
Position 78: 1.9246192079214005e-10
Position 329: 5.582559400485088e-12
Position 276: 6.908422764212431e-13
Position 76: 1.0116211946672377e-13
