Gene = l(2)37Cd
Position 210: 1.2342727384974318e-07
Position 460: 1.1323352082526511e-07
Position 1267: 1.1185942603974394e-07
Position 595: 1.0980554959984372e-07
Position 1198: 8.61069595780612e-08
Position 726: 4.5146187155671774e-08
Position 937: 4.223493653573428e-08
Position 485: 3.5162156645184094e-08
Position 757: 2.7111892655575883e-08
Position 15: 1.829620227961133e-08
Position 1477: 1.2971279459722848e-08
Position 1086: 1.2019965360732016e-08
Position 289: 9.697532954365025e-09
Position 696: 6.238641525386995e-09
Position 766: 2.5207362239604935e-09
Position 713: 1.7481494789432707e-09
Position 291: 1.5402648729048503e-09
Position 1184: 3.492640176339907e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 453: 0.9884911965221742
Position 194: 0.977929610514697
Position 710: 0.9073082046143769
Position 1076: 0.10865111161694067
Position 681: 0.041328406214075915
Position 2017: 0.02652525320464327
Position 1777: 0.01149076249491182
Position 1534: 0.010840158877950215
Position 799: 0.00904978738358937
Position 1178: 0.0066376069057529795
Position 722: 0.005775086603180979
Position 499: 0.005499991041327571
Position 1284: 0.005478999079812726
Position 1152: 0.004732554612489173
Position 802: 0.0025110549057374807
Position 1521: 0.0015143936304806323
Position 1493: 0.0013808314645817636
Position 1855: 0.0013467420302528158
Position 927: 0.0013261731504121894
Position 1900: 0.0010075462687104604
Position 652: 0.0009861170925075254
Position 1212: 0.000765026294049046
Position 1734: 0.0006217914656773418
Position 1331: 0.0006136580220392103
Position 1729: 0.00047424955639393005
Position 1931: 0.00045105416191021326
Position 2053: 0.00041255679481663895
Position 521: 0.0004067683693381264
Position 1209: 0.00038707846222974836
Position 2033: 0.0003453046791594785
Position 1786: 0.00031873925411372145
Position 1524: 0.00031653447566543823
Position 644: 0.0002807995907974434
Position 1961: 0.00027311117031347424
Position 1128: 0.00024178988428368725
Position 951: 0.00021897250820743954
Position 1044: 0.00021876259539121813
Position 1821: 0.0001343483175521668
Position 691: 0.00013350893984597517
Position 855: 0.0001263495092347967
Position 1557: 0.0001256440127924311
Position 1221: 0.0001256010812734187
Position 726: 0.00012051938575453535
Position 1414: 8.90618410920029e-05
Position 1869: 8.265693616224513e-05
Position 897: 7.427905544206317e-05
Position 1317: 5.8118271911196136e-05
Position 1540: 5.6971347542355145e-05
Position 154: 4.15381260892063e-05
Position 1947: 4.0715310713993054e-05
Position 1139: 3.988780701755296e-05
Position 884: 3.8906697068878026e-05
Position 1473: 3.416517133949394e-05
Position 132: 2.7208068999535555e-05
Position 831: 2.710295718887471e-05
Position 1260: 2.6709709787308096e-05
Position 901: 2.4753659714057442e-05
Position 1549: 2.214462529910969e-05
Position 545: 2.13600354783606e-05
Position 1697: 1.892333487156124e-05
Position 1660: 1.8225111645101424e-05
Position 1392: 1.5225295781417087e-05
Position 1909: 1.5107391558463744e-05
Position 210: 9.379434997151448e-06
Position 933: 5.6528022791402795e-06
Position 584: 5.492280409738238e-06
Position 284: 2.333509540755395e-06
Position 326: 4.86448706164851e-07
Position 524: 4.778928591039463e-07
Position 242: 4.571219430895395e-07
Position 313: 1.525378372872171e-07
Position 837: 1.3340996829340437e-07
Position 379: 1.0915914666946438e-07
Position 100: 5.0764571123806164e-08
Position 376: 4.6581471200673064e-08
Position 332: 4.114353921520568e-08
Position 816: 2.1598544502244448e-08
Position 621: 2.9139730259027474e-09
Position 629: 2.074657042906869e-09
Position 404: 1.8314017302558738e-09
Position 46: 1.523085147825401e-09
Position 588: 3.7096201695843547e-10
Position 382: 1.7686913444555433e-10
Position 397: 5.481324189490944e-11
Position 623: 3.797990790600684e-11
Position 76: 1.439413743285124e-11
Position 63: 2.9572688527057083e-12
Position 54: 1.1490569974652866e-12
Position 401: 6.2145467841247444e-15
