Gene = stai
Position 23322: 6.116074299703963e-08
Position 3485: 5.592211177483798e-08
Position 23310: 3.942118905217711e-08
Position 195: 2.41522826176877e-08
Position 215: 7.015377869095042e-09
Position 1474: 4.820919965302805e-09
Position 177: 3.1338679016637346e-09
Position 22619: 2.927235501169841e-09
Position 23098: 2.3981800853262673e-09
Position 1543: 7.65855854057847e-10
Position 23265: 3.228139640719124e-10
Position 22605: 2.9567244105264853e-10
Position 1479: 2.5817447519665653e-10
Position 21766: 2.945346559361925e-11
Position 21863: 1.710950783233162e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 21396: 0.9811793971701366
Position 22600: 0.9645447216072524
Position 21886: 0.9342842550686994
Position 21627: 0.899484958808118
Position 22320: 0.7948082553068908
Position 1316: 0.5830371384443106
Position 9395: 0.16519005394247546
Position 21634: 0.0833328111701453
Position 1023: 0.06248620458989563
Position 1253: 0.05226758279329718
Position 10115: 0.04613909858278861
Position 22353: 0.0364900819921168
Position 21898: 0.0353202367405983
Position 22115: 0.02810538523849004
Position 22084: 0.02782561239351084
Position 21863: 0.024673541907334336
Position 21402: 0.018820602468979382
Position 21637: 0.01232019902865834
Position 2879: 0.010738677140071146
Position 162: 0.010317365815719447
Position 10173: 0.009231886626602837
Position 12652: 0.008847067697700255
Position 688: 0.0072517705311661304
Position 12533: 0.007238206212100868
Position 23960: 0.007057034130641498
Position 650: 0.007011621924556575
Position 172: 0.00655277740471495
Position 12331: 0.00544756820851194
Position 10060: 0.004950510775152031
Position 10134: 0.0040683886511924386
Position 9490: 0.0038300106490381696
Position 11845: 0.00367475049066592
Position 11696: 0.003591503021655333
Position 22796: 0.003551096117654478
Position 11950: 0.0034580892870356914
Position 22125: 0.003129496402337735
Position 23679: 0.0031097510214229233
Position 12191: 0.003041592466387895
Position 10132: 0.0030343978571598846
Position 24173: 0.0029520786996427065
Position 21729: 0.0029269916248161
Position 1698: 0.002493153666531137
Position 215: 0.0024585472013504877
Position 10150: 0.002455209082998304
Position 9006: 0.002435174134370259
Position 9478: 0.0023058687571281557
Position 12053: 0.001901709812525989
Position 7886: 0.0017833077728760121
Position 23464: 0.0017548634357027158
Position 9935: 0.0016978276433588745
Position 8569: 0.0016614809014091421
Position 11848: 0.0016224626399475512
Position 948: 0.0016085852166159984
Position 22841: 0.0016071297956199806
Position 11976: 0.0015097120791327434
Position 21931: 0.0014954656816037646
Position 11674: 0.001471899961010632
Position 257: 0.00143023992342446
Position 1342: 0.0014249674399091602
Position 10237: 0.0014204973360550763
Position 12050: 0.0013706274105521011
Position 741: 0.0011888108030681291
Position 578: 0.0011823331996848434
Position 3264: 0.0011357793884929671
Position 21666: 0.0010242215924553349
Position 1665: 0.0009562884040103609
Position 11154: 0.0009516199401466564
Position 1631: 0.0009163404534541028
Position 7632: 0.0008707942777366881
Position 21910: 0.000771800575733511
Position 1729: 0.000741765390508134
Position 22530: 0.0007262621666240582
Position 2121: 0.0006652776806412983
Position 2644: 0.0006613730956844321
Position 1673: 0.0005904953389662358
Position 8218: 0.0004853280834273289
Position 22233: 0.00045333713553297736
Position 10189: 0.0004427681023208411
Position 401: 0.00041936126454520604
Position 2711: 0.0003626324301550561
Position 22377: 0.00035695344510981903
Position 3186: 0.00035340346854188884
Position 1508: 0.00033951236709512165
Position 23108: 0.00030503316950804
Position 23338: 0.00029939143173570126
Position 23092: 0.00026911740364471025
Position 23024: 0.0002597086451958998
Position 331: 0.0002368582462234664
Position 22800: 0.00022717566821011902
Position 1474: 0.00021939402770091435
Position 22866: 0.00021299420081180324
Position 23181: 0.00020932821381989156
Position 24097: 0.00020471646650364005
Position 515: 0.00020107103814390087
Position 91: 0.00018897755917411682
Position 23395: 0.0001834496869569076
Position 23427: 0.0001777221796512296
Position 1232: 0.000164081726771895
Position 2260: 0.00015638075678971376
Position 22214: 0.00015571904660553661
Position 1384: 0.00015552654197530273
Position 926: 0.00013269211412570607
Position 2922: 0.00013031917483811488
Position 23029: 0.0001270692633488117
Position 7658: 0.00012208970995129155
Position 21934: 0.00012000659963560446
Position 2693: 0.00011682408727306964
Position 8856: 0.00011436822485942592
Position 23763: 0.00010311582475420539
Position 1261: 0.00010250243357808015
Position 21937: 0.00010040401790873528
Position 2976: 9.071076958993586e-05
Position 3353: 7.563402794290948e-05
Position 22237: 7.35378554651777e-05
Position 23812: 7.262540696554217e-05
Position 24258: 7.262318690167438e-05
Position 22852: 6.782254045902316e-05
Position 326: 6.635595009665593e-05
Position 221: 5.206768590518358e-05
Position 22682: 4.454577378868045e-05
Position 177: 4.3655006958818444e-05
Position 5744: 2.8762990784345084e-05
Position 23733: 2.8208736821948637e-05
Position 4909: 2.6223460979771458e-05
Position 3863: 2.371914889733531e-05
Position 531: 2.19057371718357e-05
Position 22995: 1.993015823212491e-05
Position 269: 1.9665084969900205e-05
Position 22861: 1.8588735313334878e-05
Position 1324: 1.658920230246561e-05
Position 23478: 1.3674355568899682e-05
Position 22073: 1.0540199217021015e-05
Position 811: 9.32055990544171e-06
Position 22543: 8.609241489343872e-06
Position 23692: 8.523541544690293e-06
Position 23580: 6.4665389314757205e-06
Position 3535: 5.470753336642984e-06
Position 7675: 4.363158865642227e-06
Position 7813: 4.23592779936048e-06
Position 23202: 4.108971944519537e-06
Position 23187: 3.994142894268271e-06
Position 98: 3.854791737524466e-06
Position 21843: 3.5558015431717487e-06
Position 7810: 3.207410573404224e-06
Position 22540: 3.131467884713797e-06
Position 21949: 3.096276525403209e-06
Position 7786: 2.985117456435521e-06
Position 22428: 2.8964187041694748e-06
Position 22872: 2.8558854178497587e-06
Position 22633: 2.727156248562186e-06
Position 23033: 2.6730708228700135e-06
Position 1636: 2.6474679682574005e-06
Position 4884: 2.433597071704977e-06
Position 4097: 2.4326030291104032e-06
Position 1756: 2.3747572438041313e-06
Position 3042: 2.260200310192807e-06
Position 22663: 1.8243750933110373e-06
Position 21982: 1.6191625128562563e-06
Position 3928: 1.2151590634857362e-06
Position 195: 1.1195319621886276e-06
Position 3710: 9.23057310210788e-07
Position 1180: 8.060351310714359e-07
Position 1471: 7.882783874822199e-07
Position 4000: 7.504216499428383e-07
Position 3900: 7.364447874576516e-07
Position 21952: 6.403299560181341e-07
Position 3707: 6.085914365969691e-07
Position 2402: 5.105123469532054e-07
Position 747: 4.22651994109935e-07
Position 22264: 3.961091946520853e-07
Position 22027: 1.194246077464983e-07
Position 1133: 1.1169338961714011e-07
Position 4608: 9.066414073415035e-08
Position 21967: 7.735272200714315e-08
Position 444: 7.71467601567312e-08
Position 21973: 6.468457113075688e-08
Position 973: 3.4070736066841226e-08
Position 756: 3.3369092686490586e-08
Position 22006: 1.884652860925205e-08
Position 1371: 1.7241835417792334e-08
Position 823: 1.1720772545966645e-08
Position 964: 1.103944380502174e-08
Position 336: 6.27944825316918e-09
Position 453: 5.069403257377994e-09
Position 22627: 1.99787048789332e-09
Position 548: 1.3021377922146864e-09
Position 22404: 2.2630614567404553e-10
Position 765: 1.8041529244312733e-10
Position 271: 7.995094756006657e-11
