Gene = Tsf2
Position 1587: 1.4219088788676254e-07
Position 142: 1.3647078601669504e-07
Position 2962: 1.326736676234948e-07
Position 155: 1.2999946320386684e-07
Position 3076: 1.2361815379064426e-07
Position 2647: 1.2217404112863454e-07
Position 1728: 1.0325807495872478e-07
Position 1694: 9.207704881708987e-08
Position 215: 5.6005136308950775e-08
Position 2314: 4.510229969898645e-08
Position 1810: 4.369303421531485e-08
Position 1675: 2.5911302583716146e-08
Position 133: 2.034200793175269e-08
Position 127: 1.2340337903106077e-08
Position 1888: 1.1362515166806241e-08
Position 2665: 8.723349198488778e-09
Position 1789: 4.4089639026300944e-09
Position 1782: 3.2054055657452207e-09
Position 2051: 3.071950135079055e-09
Position 2023: 2.3288686321923305e-09
Position 2128: 1.8686466035614012e-09
Position 1784: 4.694431154490892e-10
Position 1163: 3.2095822597950923e-10
Position 1217: 1.9646291044117319e-10
Position 1058: 7.352867640217697e-11
Position 711: 6.658117406036056e-11
Position 1992: 5.995348511965099e-11
Position 2041: 4.2460251513536676e-11
Position 1514: 1.0502229350586364e-12
Position 1680: 7.199001445287751e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1917: 0.9897286445284228
Position 752: 0.9866476526394632
Position 1686: 0.9799965179279553
Position 245: 0.9723396415456506
Position 951: 0.8565889166678349
Position 1171: 0.7776135940182021
Position 2805: 0.12062574717455926
Position 557: 0.05738705984066678
Position 1466: 0.035199810192629744
Position 1720: 0.017629156128852738
Position 1158: 0.01707082966270644
Position 1298: 0.014904492135125144
Position 517: 0.011573619268103498
Position 720: 0.01155637371203648
Position 1245: 0.010538801549174866
Position 2849: 0.00754875901261193
Position 2363: 0.0071638610081044924
Position 3174: 0.006625168739539653
Position 119: 0.005009935894006838
Position 2390: 0.0049872120833368075
Position 122: 0.00478292027892461
Position 3281: 0.004723656642560984
Position 976: 0.0041374642726722515
Position 1992: 0.003987399601064277
Position 2844: 0.003934954666594877
Position 1180: 0.003046660595580898
Position 2739: 0.0022166415931280234
Position 2762: 0.0018533136190741614
Position 2870: 0.00172646579482253
Position 442: 0.0016366643901076171
Position 2604: 0.0015506159612955848
Position 1514: 0.0014374499378643397
Position 3156: 0.001431360843095626
Position 3133: 0.0013849446023270339
Position 2330: 0.001257805780057487
Position 1173: 0.0012380321175952606
Position 3069: 0.001115423170570732
Position 1304: 0.0011096578884194877
Position 3001: 0.001034265023549091
Position 142: 0.0010116277366709367
Position 1694: 0.0009187675795328133
Position 1930: 0.0008645800850892424
Position 1004: 0.0007947828908742341
Position 3021: 0.0007305429576754682
Position 1428: 0.0007127070610226849
Position 405: 0.0006459852171076918
Position 1740: 0.0006284993538869569
Position 1522: 0.0005874562180946197
Position 1261: 0.0005514578615153954
Position 1948: 0.0005180486289626261
Position 2637: 0.0004402553880735087
Position 1377: 0.0004210485345365364
Position 2922: 0.00036856463453118925
Position 584: 0.00036501772224271424
Position 1443: 0.00033923397232436375
Position 3113: 0.00033762875856441037
Position 1747: 0.00033310826101560646
Position 3201: 0.00032635272302249286
Position 2178: 0.00031947211240287873
Position 568: 0.0002749238381190392
Position 1962: 0.00024487834223294096
Position 2172: 0.0002101060753288864
Position 439: 0.000188723343466016
Position 1511: 0.00018361462867189923
Position 2756: 0.00016564594936571353
Position 2685: 0.00016544433129206585
Position 1496: 0.00016248916553511826
Position 2295: 0.0001518615121537914
Position 1728: 0.00014834578577166006
Position 1473: 0.00014666282721531717
Position 1317: 0.00014526314794798396
Position 2307: 0.0001324943942058525
Position 1326: 0.00012893550924149202
Position 1572: 0.00012361981295128753
Position 760: 0.00011921017566790227
Position 2490: 0.0001163612136736406
Position 797: 0.0001057215497825403
Position 2631: 7.689037384499812e-05
Position 2284: 6.757201527126653e-05
Position 271: 6.582667362350331e-05
Position 571: 6.563037737333144e-05
Position 1488: 6.125946187859493e-05
Position 3223: 5.6422331012247475e-05
Position 2529: 5.131822481141815e-05
Position 1382: 5.0362564415553184e-05
Position 2994: 4.346999920984763e-05
Position 764: 3.2448482662557076e-05
Position 2984: 3.0231537808265762e-05
Position 211: 2.5486764703136618e-05
Position 2014: 1.9581294038579388e-05
Position 2613: 1.8928408972693448e-05
Position 1539: 1.5652637512372603e-05
Position 3140: 1.396983404624881e-05
Position 642: 1.3612052391904975e-05
Position 2011: 1.3270568548728726e-05
Position 1845: 1.1750143067290361e-05
Position 1335: 1.0999173393277293e-05
Position 225: 1.062855544674397e-05
Position 1782: 1.0233002532004984e-05
Position 77: 1.005350717930623e-05
Position 1789: 9.678406136199435e-06
Position 1406: 8.305514611766448e-06
Position 1197: 7.534988835400752e-06
Position 1113: 7.230729406629899e-06
Position 3261: 6.96132642813182e-06
Position 1314: 6.792779887070741e-06
Position 1569: 6.73931555001575e-06
Position 1795: 6.337526290461999e-06
Position 986: 5.443436314751118e-06
Position 1347: 5.094752610475019e-06
Position 1323: 5.09397844979135e-06
Position 1379: 4.971510562886991e-06
Position 325: 4.7539123495056695e-06
Position 903: 4.557046419459713e-06
Position 1052: 4.409817574699915e-06
Position 304: 2.178331760773206e-06
Position 1025: 2.168616886865236e-06
Position 2002: 2.1021842742956754e-06
Position 1126: 1.6789840010850752e-06
Position 298: 1.4503905700356177e-06
Position 520: 1.0294863352142768e-06
Position 313: 9.973365495093555e-07
Position 1529: 7.940292111047153e-07
Position 2136: 7.897059436391957e-07
Position 177: 4.7527099558256946e-07
Position 1623: 3.1318232524528154e-07
Position 616: 3.115703182694011e-07
Position 310: 2.548378958413977e-07
Position 1055: 1.914557686962504e-07
Position 2088: 1.8501243611986107e-07
Position 803: 1.5893969108272914e-07
Position 265: 1.1512452104795063e-07
Position 529: 8.672618435141859e-08
Position 197: 5.9529785557152946e-08
Position 1821: 5.8942265821476184e-08
Position 696: 4.3740270659893326e-08
Position 1850: 3.387198925387372e-08
Position 370: 2.4687579360348718e-08
Position 346: 2.231408530766856e-08
Position 415: 9.48118965237515e-09
Position 814: 6.391044151613069e-09
Position 887: 5.9332690557546995e-09
Position 2679: 4.991007174208565e-09
Position 2139: 4.513646020479279e-09
Position 2463: 4.38852413656927e-09
Position 618: 4.008220160228326e-09
Position 2157: 3.7889875449787426e-09
Position 777: 3.163664028971355e-09
Position 300: 1.943242653617779e-09
Position 1879: 1.439637364430792e-09
Position 681: 6.820240520314601e-10
Position 2112: 1.4256509108462256e-10
Position 1883: 2.5055275543778606e-12
