Gene = SMSr
Position 1438: 1.186418985459648e-08
Position 1243: 1.0414122308985971e-08
Position 1097: 9.913295050719677e-09
Position 1065: 8.355180433114585e-09
Position 6649: 8.22772222967143e-09
Position 933: 1.0539740059720257e-09
Position 6320: 8.041406627893051e-10
Position 1135: 6.913916138034145e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6127: 0.9979630772847684
Position 6358: 0.9890778378228036
Position 5087: 0.451261144486029
Position 5565: 0.3823950702287441
Position 5770: 0.16169650451660683
Position 5271: 0.040037768613018165
Position 7015: 0.02628010617300773
Position 971: 0.02354604282938279
Position 604: 0.018026382283577218
Position 4510: 0.011857912257228917
Position 5146: 0.007910669126198389
Position 706: 0.007827549630426145
Position 5765: 0.0074523875594572865
Position 5990: 0.004699963294701092
Position 5430: 0.004676548528525749
Position 756: 0.004583014502364356
Position 2613: 0.0040752886726349346
Position 1484: 0.003544678292400467
Position 2726: 0.0025190061527665814
Position 1179: 0.0023909429625257744
Position 7054: 0.0022111699755935394
Position 4396: 0.001991463363964959
Position 7037: 0.0018855524187444792
Position 7405: 0.0014731318081167167
Position 1277: 0.0014221657294333646
Position 1101: 0.0014054272302039563
Position 6411: 0.0012989496975302091
Position 4482: 0.00121839113862
Position 6493: 0.00113111267609732
Position 1142: 0.0008554787451362725
Position 7330: 0.0007809182146650127
Position 2120: 0.0007178454917725496
Position 615: 0.0007114752071230846
Position 976: 0.0005119450854834227
Position 1805: 0.0005059635270931046
Position 2947: 0.0004636659408040958
Position 4200: 0.00040046627930729575
Position 1604: 0.0003578426490359474
Position 1592: 0.0003558755648730057
Position 4293: 0.000350914965081119
Position 1378: 0.0003502772212742103
Position 7099: 0.0003220952346932758
Position 6649: 0.0003166956654287459
Position 591: 0.0002963583109203307
Position 1282: 0.00029139896973684416
Position 4123: 0.0002782944771709758
Position 1658: 0.0002501349148611868
Position 4588: 0.0002483804676799528
Position 6325: 0.00024509598120336354
Position 6639: 0.00022984813161114722
Position 6283: 0.00020506623459032414
Position 1316: 0.00019597187069213606
Position 1489: 0.00018009424713202074
Position 1938: 0.00017760900711352598
Position 1003: 0.0001541626895460968
Position 638: 0.00014263933118282302
Position 1046: 0.00014100478282835457
Position 1135: 0.00013863221840305017
Position 621: 0.000129202667680164
Position 7173: 0.0001282825406463621
Position 837: 0.00010439954301394836
Position 1916: 0.00010335124798591364
Position 6731: 8.799687298102253e-05
Position 1151: 7.881626597879025e-05
Position 710: 7.832733796299155e-05
Position 2849: 7.696166908558595e-05
Position 6889: 7.03203968700528e-05
Position 103: 6.367637332127758e-05
Position 3196: 6.0953750876056886e-05
Position 2171: 5.101470615722589e-05
Position 1081: 5.0746779329518215e-05
Position 1321: 4.961715164120345e-05
Position 1763: 4.7330149460169084e-05
Position 2556: 4.132714896202498e-05
Position 1185: 4.0108658912061404e-05
Position 1405: 3.76977571478568e-05
Position 1220: 3.7231323237248026e-05
Position 7069: 3.645165126198912e-05
Position 853: 3.587370486337466e-05
Position 207: 3.3754261061301634e-05
Position 770: 3.3168713031758845e-05
Position 2704: 2.8994642724491014e-05
Position 6532: 2.8658458750454496e-05
Position 7133: 2.845801195070138e-05
Position 379: 2.8295666934689752e-05
Position 1691: 2.82122296941268e-05
Position 235: 2.7318963932190688e-05
Position 891: 2.7269410496718068e-05
Position 1057: 2.674979878946694e-05
Position 7163: 2.514292835083374e-05
Position 100: 2.3814697194571948e-05
Position 1932: 2.365615155100882e-05
Position 318: 2.253261054513262e-05
Position 2016: 2.1674361096526303e-05
Position 3048: 2.047893806831814e-05
Position 352: 1.826078548332114e-05
Position 2544: 1.7712410878430515e-05
Position 6372: 1.6605600896392385e-05
Position 1775: 1.565552715857258e-05
Position 7120: 1.4634187450756336e-05
Position 2887: 1.4050967336574235e-05
Position 947: 1.3839724495289398e-05
Position 2688: 1.3391593930464478e-05
Position 7319: 1.2483800157193956e-05
Position 7338: 1.1838675093046197e-05
Position 2375: 1.0047135158289367e-05
Position 6426: 9.782169650747981e-06
Position 6952: 8.261883665838581e-06
Position 7275: 7.656546816370639e-06
Position 6620: 7.4703018837123696e-06
Position 6772: 6.739304786117115e-06
Position 7354: 5.313725622661798e-06
Position 7306: 5.301597804644742e-06
Position 6502: 4.621735419788278e-06
Position 7345: 4.4314020332249725e-06
Position 1254: 4.205340801505712e-06
Position 7079: 3.1627909812215608e-06
Position 2223: 2.773330288526384e-06
Position 2312: 1.9344316871054877e-06
Position 6382: 1.3967732292598895e-06
Position 2289: 1.3292351486799832e-06
Position 6699: 1.2057940856854243e-06
Position 6769: 1.1943798845646017e-06
Position 6293: 1.0012251050722245e-06
Position 7417: 8.787479265470403e-07
Position 3489: 9.289917298243808e-08
Position 3813: 5.8448166603348445e-08
Position 3648: 4.462730533528414e-08
Position 3911: 3.469103258757628e-08
Position 1110: 2.9662160770161778e-08
Position 2743: 2.105983025618476e-08
Position 1359: 2.0570659483382585e-08
Position 669: 1.8054849141330826e-08
Position 414: 1.7941613888331715e-08
Position 76: 1.606930606313731e-08
Position 1340: 1.5227356966735543e-08
Position 492: 1.3686979000904393e-08
Position 1328: 1.2358655690380688e-08
Position 981: 1.1612153150290651e-08
Position 2127: 9.839043440459872e-09
Position 321: 9.464230803432494e-09
Position 279: 8.818361902928212e-09
Position 633: 8.159243178774852e-09
Position 1486: 7.321197011512e-09
Position 1438: 7.03542360462983e-09
Position 385: 3.074104311170095e-09
Position 1122: 3.000964040874935e-09
Position 1145: 2.8378984609078457e-09
Position 437: 2.0518754475411936e-09
Position 239: 1.3882851080910898e-09
Position 201: 1.3667279435729415e-09
Position 534: 1.3650522652333603e-09
Position 211: 1.3067355760751096e-09
Position 495: 1.1115562086320438e-09
Position 1286: 5.130437469213461e-10
Position 291: 4.646376008022255e-10
Position 109: 2.0333918720694732e-10
Position 467: 1.8243070247253146e-10
Position 80: 1.5577484897396402e-10
Position 214: 6.398821791052287e-11
Position 357: 4.98698164287534e-11
Position 145: 4.545868145353856e-11
Position 112: 1.8261468505443777e-11
Position 510: 1.4072384498846818e-11
Position 531: 7.428923818479386e-12
Position 456: 6.999268308790515e-12
Position 119: 3.1652052978842526e-12
Position 426: 1.3653060577210984e-14
Position 387: 2.969330835155166e-15
