Gene = Chro
Position 120: 0.00017352173323417007
Position 4898: 0.00016377782069762573
Position 4415: 0.0001456830431235645
Position 144: 0.00014046695284309125
Position 5007: 0.00013390767353039316
Position 3055: 0.0001329293711114224
Position 1001: 0.0001319768544460319
Position 4213: 9.724443913729825e-05
Position 2926: 9.626981130656434e-05
Position 576: 7.814191437113085e-05
Position 4223: 7.483960933261165e-05
Position 2750: 7.449569766702788e-05
Position 5191: 5.565120085784853e-05
Position 685: 5.387515401516066e-05
Position 1461: 5.194504820574008e-05
Position 1646: 5.136642433026588e-05
Position 363: 4.993919690341371e-05
Position 1876: 4.477099617616191e-05
Position 1663: 4.452154607841049e-05
Position 5123: 3.9736431461930156e-05
Position 619: 3.849706040648875e-05
Position 1656: 2.713580096926041e-05
Position 1740: 2.1169826265755452e-05
Position 447: 1.8191692790014767e-05
Position 834: 1.6634902624904938e-05
Position 2560: 1.5259823892417737e-05
Position 1191: 1.4287576784942423e-05
Position 2726: 1.3376434313441373e-05
Position 3985: 1.3303302820628115e-05
Position 1927: 1.1374797215163938e-05
Position 607: 1.1142244547884185e-05
Position 1669: 1.0347398890789217e-05
Position 155: 1.0280366709039592e-05
Position 601: 1.0097968568041277e-05
Position 1254: 9.957322829182338e-06
Position 1357: 9.839620717340918e-06
Position 1236: 9.129040255413562e-06
Position 1957: 9.059196303147536e-06
Position 75: 7.924196794268514e-06
Position 1532: 7.177581332217927e-06
Position 373: 6.986316962197096e-06
Position 1978: 6.829884788933738e-06
Position 1733: 6.440145715314382e-06
Position 1293: 4.890179517456017e-06
Position 1322: 4.766897167698724e-06
Position 1674: 4.589115395546644e-06
Position 1395: 3.765632330831048e-06
Position 1757: 3.7452936890000214e-06
Position 1560: 3.3227452846964965e-06
Position 1285: 3.3047123571520286e-06
Position 453: 3.265454068637423e-06
Position 96: 2.3957720526304244e-06
Position 1045: 1.9303663659908287e-06
Position 1308: 1.7203263749279327e-06
Position 1341: 1.329360446974333e-06
Position 1960: 1.0150442376221058e-06
Position 1185: 8.1303292901417e-07
Position 227: 7.27392091691126e-07
Position 1709: 5.098219280204769e-07
Position 4233: 4.219850761503066e-07
Position 1535: 3.88560312118537e-07
Position 1218: 3.517682221055469e-07
Position 250: 2.920290223829668e-07
Position 79: 2.9195740014323096e-07
Position 286: 2.1432311276387217e-07
Position 253: 2.0955108538103093e-07
Position 1994: 1.8653754233032795e-07
Position 1753: 1.507715415907872e-07
Position 86: 4.836040481034887e-09
Position 111: 4.179400164079319e-09
Position 146: 9.974916178259154e-10
Position 282: 5.764782563758876e-12
Position 258: 9.170051422530422e-13
Position 1183: 5.174713733485781e-13
Position 247: 1.471057379309703e-13
