Gene = Ccn
Position 47828: 0.006026756023897437
Position 1041: 0.005956645703797422
Position 1812: 0.005641496071456627
Position 5376: 0.004983811020937138
Position 35216: 0.0049030362698634635
Position 1400: 0.004860284926732342
Position 6726: 0.004688194718955928
Position 11543: 0.004525058839955544
Position 4190: 0.0039457851493135375
Position 14495: 0.00319430368148575
Position 35085: 0.00316188466029641
Position 33629: 0.0031458444427950993
Position 47182: 0.0029643443277003077
Position 6168: 0.002947352727859743
Position 54022: 0.0027664900048155624
Position 12251: 0.0027599057511920842
Position 31661: 0.0026408868733688467
Position 33430: 0.002588828455944458
Position 908: 0.002555819094474201
Position 2107: 0.002415596136351357
Position 40097: 0.002378934016129834
Position 40749: 0.0023500620383354502
Position 11572: 0.002239377756911353
Position 40040: 0.002136933881423501
Position 232: 0.0019678278336337112
Position 1968: 0.0018155211999221006
Position 40705: 0.0017885411368098137
Position 2423: 0.0017536600872157535
Position 56308: 0.0016970024118719415
Position 56378: 0.0016174399092043726
Position 372: 0.0015781462965583748
Position 6133: 0.0014573941773728203
Position 339: 0.0013334270624365153
Position 5361: 0.0012016480354849466
Position 40562: 0.0011431908702519281
Position 40982: 0.0010891655320767165
Position 14557: 0.0010320329124355414
Position 182: 0.0010289808710840732
Position 264: 0.0009793173121097926
Position 41027: 0.0009704742139535124
Position 349: 0.0009248930589333173
Position 40082: 0.0009000472643364469
Position 42022: 0.0008219193687512154
Position 47857: 0.0008173337760500026
Position 40926: 0.0007702202997245919
Position 811: 0.0007363259574626112
Position 39958: 0.0007350384288719199
Position 4125: 0.0007250083482082404
Position 33458: 0.0007154847708824308
Position 41925: 0.0006669007579674037
Position 3582: 0.0006158128861417379
Position 40499: 0.0006102725104687729
Position 45064: 0.0005607560569150394
Position 1196: 0.0005552813211638964
Position 1974: 0.0005318236624051498
Position 40890: 0.0005277483531368654
Position 41954: 0.00045692048015916464
Position 3853: 0.0004312215157988789
Position 6244: 0.00036924653843371406
Position 3097: 0.00033120842455332174
Position 3006: 0.0002832111375602059
Position 4084: 0.0002775281726014713
Position 2084: 0.0002724671291936099
Position 346: 0.0002678452716540467
Position 1483: 0.00025347425341705373
Position 4601: 0.0002505493795386931
Position 42010: 0.000245830545354442
Position 42089: 0.00024207991685995365
Position 4128: 0.00021052837246130838
Position 40207: 0.00020379039106920368
Position 3624: 0.00018748075329669202
Position 40948: 0.00016821015389223453
Position 54555: 0.00016300130697964607
Position 40986: 0.00015228183827363428
Position 40100: 0.0001367008043146954
Position 39953: 0.00012665785155209855
Position 2749: 0.00012384619374660686
Position 1625: 0.00011785397407323808
Position 52548: 0.00010865825379248508
Position 4396: 9.403313504010875e-05
Position 276: 9.203086091807312e-05
Position 44627: 8.353361269916534e-05
Position 2427: 7.9789738970798e-05
Position 221: 7.452585391521512e-05
Position 6753: 5.7098750196657726e-05
Position 6234: 5.2752373926273956e-05
Position 3156: 4.617979346549286e-05
Position 2000: 4.555688494910177e-05
Position 52878: 4.5082045767262565e-05
Position 1074: 4.428572987997148e-05
Position 4653: 4.1954387986061246e-05
Position 52980: 3.6811059107953365e-05
Position 699: 3.289843127431853e-05
Position 1210: 2.9236713355108893e-05
Position 53050: 2.7280065970735313e-05
Position 53164: 2.5917734906451188e-05
Position 3932: 2.385051279362995e-05
Position 3738: 2.377945500062492e-05
Position 4425: 2.3602676587025875e-05
Position 44285: 2.320820556629316e-05
Position 45342: 2.26328614771866e-05
Position 43168: 2.214289531862763e-05
Position 1388: 2.0251554067987955e-05
Position 43123: 2.020876878614507e-05
Position 50539: 1.9866606299589584e-05
Position 43078: 1.7595695436637076e-05
Position 1243: 1.588351492663902e-05
Position 41647: 1.4924987006700408e-05
Position 41039: 1.367071928771669e-05
Position 1221: 1.3131850245227274e-05
Position 825: 1.2928718112649942e-05
Position 44922: 1.2873115392585199e-05
Position 42474: 1.2098038977352882e-05
Position 2771: 1.1033666167677884e-05
Position 50509: 1.0463655639385312e-05
Position 758: 9.35456742590201e-06
Position 42322: 9.174614342391571e-06
Position 4816: 8.93084432054869e-06
Position 42741: 7.313608731912937e-06
Position 1673: 6.7897042043259e-06
Position 1901: 6.5070221600870805e-06
Position 50157: 6.4733594002471005e-06
Position 42900: 6.093275144099371e-06
Position 352: 6.063438904812603e-06
Position 1459: 5.9401433632573896e-06
Position 4315: 5.897582234033835e-06
Position 729: 5.2121200304478e-06
Position 3118: 4.423153280018105e-06
Position 846: 4.275025787532186e-06
Position 167: 4.211829760070436e-06
Position 321: 4.180006910744615e-06
Position 1875: 4.0858676043217945e-06
Position 2289: 3.861892643380475e-06
Position 2945: 3.703131028831494e-06
Position 163: 3.6447944745249973e-06
Position 50066: 3.5795504846832557e-06
Position 149: 3.4199793011004772e-06
Position 401: 3.3611841877798815e-06
Position 1622: 3.2012772105336416e-06
Position 432: 3.1675318264830457e-06
Position 1340: 3.157271251381568e-06
Position 913: 2.952465037953664e-06
Position 5446: 2.797688578958974e-06
Position 612: 2.7242549218179884e-06
Position 42450: 2.514402568426604e-06
Position 42420: 2.2005770641416747e-06
Position 1834: 2.0221775358606298e-06
Position 2967: 2.0011453607766064e-06
Position 3115: 1.932058604744781e-06
Position 42462: 1.8248990278523922e-06
Position 39922: 1.7912470331406775e-06
Position 48983: 1.6569937059707714e-06
Position 188: 1.641908245198733e-06
Position 42592: 1.3166183884978608e-06
Position 49899: 1.313444700071409e-06
Position 1103: 1.2848954478075196e-06
Position 626: 1.2281289964736662e-06
Position 49420: 1.1964988131593008e-06
Position 2133: 1.0894251934406182e-06
Position 42453: 9.406566298892237e-07
Position 42507: 8.29373712039983e-07
Position 40781: 5.939128348793315e-07
Position 48986: 5.513255432818916e-07
Position 40596: 4.947959841671223e-07
Position 369: 4.7021976242880394e-07
Position 49182: 4.6516445962715446e-07
Position 49459: 4.5820284515514664e-07
Position 49196: 3.060717949951745e-07
Position 49285: 2.370150161387413e-07
Position 49119: 2.0945378699761617e-07
Position 1612: 1.8191896532080844e-07
Position 45725: 1.5179327410066365e-07
Position 47308: 1.1428982667594271e-07
Position 47671: 9.478921057292643e-08
Position 287: 6.569554336459672e-08
Position 47812: 6.559475953572777e-08
Position 2319: 5.651959954510447e-08
Position 48167: 5.4422701977646206e-08
Position 46367: 5.4398479785730075e-08
Position 45741: 4.320906280777578e-08
Position 66: 3.732684573509824e-08
Position 47406: 3.6292692502239346e-08
Position 441: 3.4576190441404425e-08
Position 764: 2.732647926828464e-08
Position 47072: 2.5562382728278376e-08
Position 46412: 2.1583633480340372e-08
Position 716: 2.0510118316030832e-08
Position 47869: 1.6970542061441735e-08
Position 46847: 1.6834317439970878e-08
Position 46306: 1.5355795158228844e-08
Position 856: 1.2908423238959427e-08
Position 832: 1.1835815193372366e-08
Position 460: 1.0404461504294495e-08
Position 45589: 9.417558202141964e-09
Position 1081: 8.280616636910879e-09
Position 46118: 6.5719845714013455e-09
Position 43628: 6.257607112607829e-09
Position 43781: 5.2380745062975205e-09
Position 45959: 4.067224746166755e-09
Position 43430: 3.6581988233892747e-09
Position 44468: 2.8911760341846193e-09
Position 44202: 2.3945324774986955e-09
Position 284: 2.2276054181119526e-09
Position 44759: 1.883319279611474e-09
Position 44831: 1.8703044368733367e-09
Position 43849: 1.8332551916562722e-09
Position 43464: 1.552140114044115e-09
Position 44798: 1.4649365371752647e-09
Position 45261: 1.4215361640879556e-09
Position 44585: 1.1847074750169065e-09
Position 63: 1.1380916857172344e-09
Position 43514: 8.523919680317224e-10
Position 44317: 7.507063401760555e-10
Position 44123: 6.031190022256246e-10
Position 376: 5.746986975041166e-10
Position 43436: 5.726434046461458e-10
Position 43760: 5.095864579503702e-10
Position 44183: 4.775649876214829e-10
Position 381: 4.445503157102219e-10
Position 43580: 4.059377693504265e-10
Position 44100: 3.2248978061923965e-10
Position 43660: 2.5306555120009055e-10
Position 42253: 2.1434189753517806e-10
Position 445: 1.9056882757711708e-10
Position 42618: 1.3298559976212459e-10
Position 43374: 1.273257223078208e-10
Position 42800: 1.1781576165937696e-10
Position 85: 1.1435824458281033e-10
Position 42747: 8.242225537618772e-11
Position 40714: 5.2119979240037956e-11
Position 42237: 4.951724726848707e-11
Position 41043: 3.880241276385844e-11
Position 41057: 3.2489429767329606e-11
Position 40373: 2.9927867981843945e-11
Position 42196: 2.97438983448763e-11
Position 42286: 2.3216712921648888e-11
Position 41561: 1.6915937484409722e-11
Position 43170: 1.4559743229221977e-11
Position 40427: 1.2848665128184772e-11
Position 43057: 1.2659864597956768e-11
Position 41177: 1.0701274628784462e-11
Position 40935: 7.943697862561356e-12
Position 40856: 7.459417769502099e-12
Position 40581: 7.1033536622895465e-12
Position 75: 6.746426974688034e-12
Position 42333: 5.498999863436115e-12
Position 40789: 5.468924706092879e-12
Position 40389: 4.208353917048744e-12
Position 42115: 3.719491982678181e-12
Position 41895: 2.5661416697642516e-12
Position 40619: 2.007372987122683e-12
Position 26540: 5.380174518561673e-19
Position 8875: 2.8315812384603267e-29
Position 7468: 3.7421173494891245e-30
Position 2840: 3.116150536234571e-34
Position 2942: 2.1910135430523365e-34
Position 1982: 6.064046891951158e-35
Position 2682: 3.135871890694978e-35
Position 2918: 1.8476519725543984e-36
Position 131: 1.4673336529338814e-49
