Gene = nesd
Position 535: 6.0944004604004406e-09
Position 1051: 5.509646724205584e-09
Position 245: 4.820774099580465e-09
Position 1152: 4.239233464866265e-09
Position 1718: 4.040135016802246e-09
Position 1877: 3.5978927354801376e-09
Position 1906: 3.4038652315343305e-09
Position 1303: 3.282018598055001e-09
Position 664: 3.1886581210576053e-09
Position 719: 2.8614748353485377e-09
Position 446: 4.513316610982614e-10
Position 496: 3.965056921162742e-10
Position 598: 6.234734671572303e-11
Position 613: 6.0258342883022e-11
Position 744: 8.288993947870033e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2030: 0.916143542353412
Position 466: 0.6079378267186863
Position 78: 0.6024901492649223
Position 1885: 0.08173454550940192
Position 93: 0.057526788632836244
Position 1851: 0.05721312634216862
Position 1486: 0.05291215012072006
Position 1769: 0.045504933433470195
Position 2063: 0.03617338491256931
Position 906: 0.028768842516563534
Position 1598: 0.0222902044387431
Position 1344: 0.012060319562084093
Position 603: 0.00884874250281537
Position 2112: 0.008535225052639085
Position 1057: 0.007143636137120926
Position 230: 0.003087105011750237
Position 1439: 0.0030341577544381357
Position 1806: 0.0030121853766743962
Position 1696: 0.0027321316315067185
Position 1186: 0.0025328496090541476
Position 903: 0.0019970829941108703
Position 474: 0.001659835245974464
Position 1043: 0.0014724054109184507
Position 646: 0.0013581760674606456
Position 1219: 0.0012594650092253672
Position 795: 0.0012307762483305537
Position 1365: 0.001198923773115156
Position 1445: 0.001037846350718765
Position 820: 0.0009982792573893298
Position 1776: 0.0008973931532115856
Position 111: 0.000829985553281299
Position 935: 0.0008036336553262915
Position 555: 0.0007632965109212846
Position 425: 0.0006495853406786447
Position 2053: 0.0006459953711598693
Position 507: 0.0005654920039698142
Position 1856: 0.0004967207340223274
Position 1458: 0.00047957812102969227
Position 1791: 0.0004783898563763419
Position 672: 0.0004495471161070914
Position 833: 0.00043620824827752175
Position 1524: 0.00037886334381901266
Position 1266: 0.0003629118997129811
Position 2235: 0.0003405893595779875
Position 1269: 0.00030959331270786366
Position 804: 0.00030225092736264057
Position 1142: 0.00027595346058713127
Position 1517: 0.00025553336131000655
Position 889: 0.0002397630241984538
Position 2079: 0.00021765487464179753
Position 1419: 0.0002016478652553583
Position 576: 0.00017770312448759675
Position 1272: 0.00017747551819672234
Position 1955: 0.00014160515280360684
Position 1922: 0.00012808286476975435
Position 675: 0.0001265081156056219
Position 977: 0.0001263871958703866
Position 669: 0.00010629766205138142
Position 1094: 9.528667072015267e-05
Position 1326: 6.945591644787461e-05
Position 1296: 6.928888346635574e-05
Position 1235: 6.845694946986869e-05
Position 1190: 6.507889065367186e-05
Position 837: 6.220802297203076e-05
Position 762: 5.238557990881997e-05
Position 1287: 4.3983283294955896e-05
Position 1529: 4.158143524620552e-05
Position 1009: 4.032876272478069e-05
Position 285: 3.778612544159817e-05
Position 2092: 2.2945420939831695e-05
Position 1927: 2.1893633184660396e-05
Position 332: 2.0339742121065683e-05
Position 985: 1.9749428117847878e-05
Position 1160: 1.3417881003711853e-05
Position 1475: 1.2310307108378613e-05
Position 1130: 1.2288468397837264e-05
Position 282: 1.2223257234425827e-05
Position 170: 1.0925836097215823e-05
Position 257: 9.755082411289543e-06
Position 2040: 8.321202415309176e-06
Position 2214: 8.284448526458334e-06
Position 100: 6.657516517596185e-06
Position 272: 6.235104989917407e-06
Position 243: 1.4388180853802328e-06
Position 552: 5.393734851762732e-07
Position 608: 3.808264030022107e-07
Position 290: 1.7622550176710903e-07
Position 381: 4.734785445664601e-08
Position 312: 1.3592365324880799e-09
Position 386: 2.0977676036366992e-10
Position 308: 5.660426666622081e-11
Position 344: 4.2870401534964284e-11
Position 374: 2.138995798677719e-15
