Gene = E(z)
Position 201: 0.017691986902715964
Position 1101: 0.015120312482621618
Position 1370: 0.013280025007284365
Position 3345: 0.012713133519229208
Position 1231: 0.012505637613424943
Position 1703: 0.009120726793860832
Position 1978: 0.006117531748237671
Position 760: 0.005412680112099877
Position 957: 0.005334251875073303
Position 577: 0.0045270940720888615
Position 926: 0.004003985455577614
Position 2068: 0.0038174740657492454
Position 2835: 0.003737075287559062
Position 1721: 0.003665132492336246
Position 2821: 0.00365945462040549
Position 363: 0.0033216260853258218
Position 242: 0.0030134731493655265
Position 1968: 0.0029152437694707277
Position 877: 0.002835084198794566
Position 1129: 0.0026354870299844135
Position 353: 0.0024107067476483485
Position 376: 0.0024075219698287487
Position 2944: 0.002083520645592337
Position 2522: 0.001952689818141412
Position 1064: 0.0019267563694454713
Position 1132: 0.0018313765509806817
Position 2581: 0.0014909381555475055
Position 1030: 0.0014132301708671712
Position 2533: 0.0013087635173002529
Position 1121: 0.0012380684781639452
Position 2071: 0.0012313191810055318
Position 433: 0.0011114553323332843
Position 2486: 0.0009879312065813864
Position 1090: 0.0009496597059322979
Position 2350: 0.0007907487457037927
Position 2387: 0.0007689557719340103
Position 2838: 0.0007345038871748372
Position 384: 0.0006933524991045086
Position 848: 0.0006780331289360291
Position 2045: 0.0006030023287904475
Position 961: 0.0005986890504219498
Position 681: 0.0005248719330977406
Position 2896: 0.0005219345344168095
Position 1106: 0.0005044602423326161
Position 2638: 0.0005011971100652474
Position 2875: 0.00045001252208256963
Position 784: 0.00044522761314597537
Position 3431: 0.0004381398630315781
Position 607: 0.00042799317064937017
Position 2466: 0.00042608517624485095
Position 3291: 0.00041097306224094083
Position 694: 0.0004035724390157341
Position 2602: 0.0003853514571189016
Position 311: 0.000341424661871553
Position 2707: 0.00030969256364127393
Position 1007: 0.0002758845461320714
Position 763: 0.00025113679070782257
Position 2112: 0.00024377387278375526
Position 598: 0.00020329349335421374
Position 1304: 0.0001863609280736295
Position 2005: 0.00017321166605459258
Position 1388: 0.00012977692460839623
Position 1190: 0.00012908502096317044
Position 646: 0.00011949897802423414
Position 1126: 0.00011256370771870261
Position 1174: 9.930594467797812e-05
Position 2398: 9.738517431666572e-05
Position 1253: 9.62892135261346e-05
Position 3300: 8.511524298874643e-05
Position 1391: 8.074567541925534e-05
Position 2599: 7.523378109198944e-05
Position 1364: 7.336219547157551e-05
Position 3138: 7.274934440652628e-05
Position 320: 6.969561095553344e-05
Position 3402: 6.85285814444035e-05
Position 2323: 6.823431400103924e-05
Position 2394: 5.773320570609778e-05
Position 2473: 4.832593997593869e-05
Position 2204: 4.8291835741073354e-05
Position 2210: 4.820497071575377e-05
Position 395: 4.79542998333774e-05
Position 2881: 4.2411920746640835e-05
Position 892: 4.146659411614945e-05
Position 1986: 3.815153567955584e-05
Position 1239: 3.306979835611473e-05
Position 437: 3.10599887901017e-05
Position 3390: 3.0483242238223752e-05
Position 294: 2.832019590167345e-05
Position 2659: 2.691750160261502e-05
Position 279: 2.4547076335904937e-05
Position 2401: 2.4184067560382355e-05
Position 832: 2.1556802738505095e-05
Position 2662: 1.978190701658717e-05
Position 2605: 1.9710162452654908e-05
Position 2848: 1.691863385578059e-05
Position 1049: 1.3294880270012132e-05
Position 2224: 1.2989885019775148e-05
Position 3087: 1.297513037523665e-05
Position 2893: 1.2049002821833781e-05
Position 1153: 1.0511671262934985e-05
Position 2923: 1.0052689482229233e-05
Position 3219: 9.193098889639117e-06
Position 1309: 7.281173880387913e-06
Position 1418: 6.554777010001461e-06
Position 1379: 5.0925201379296335e-06
Position 3196: 4.915691050546856e-06
Position 413: 4.420239966316046e-06
Position 3153: 4.098965354247755e-06
Position 3202: 3.0700449095224063e-06
Position 443: 3.063465287929208e-06
Position 440: 2.840351675466694e-06
Position 419: 2.792996923048755e-06
Position 2260: 2.133140873163078e-06
Position 2255: 2.0024702164895692e-06
Position 1441: 1.7308102940537268e-06
Position 2092: 1.6623456771237324e-06
Position 2327: 1.421896909624477e-06
Position 1709: 1.1087587050623589e-06
Position 2228: 1.0334603000993416e-06
Position 401: 1.012215488509652e-06
Position 3141: 9.372572590847012e-07
Position 841: 8.596451847294538e-07
Position 2287: 4.902488445994696e-07
Position 2619: 4.30218291621741e-07
Position 403: 3.7834121732282586e-07
Position 470: 3.1641533786001854e-07
Position 559: 2.514469840377676e-07
Position 2569: 2.38046287401153e-07
Position 78: 8.649995597200817e-08
Position 2590: 8.041825980532651e-08
Position 2267: 5.7259786336281466e-08
Position 2281: 4.503768855269868e-08
Position 473: 2.740323966118951e-08
Position 484: 9.196377298447133e-09
Position 820: 4.243681869156785e-09
Position 655: 1.497478753233954e-09
Position 89: 1.4661440369926429e-09
Position 464: 9.833540357105666e-10
Position 663: 8.539181805880763e-10
Position 592: 5.078434285730333e-10
Position 495: 1.5597689367892892e-12
Position 93: 4.5102288120356805e-17
