Gene = RpIIIC53
Position 1104: 2.0486402152196465e-07
Position 700: 6.017494126261605e-08
Position 1290: 3.8344203711057806e-08
Position 1205: 3.7188475332062536e-08
Position 1246: 3.3074709201075504e-08
Position 441: 2.6004291901438174e-08
Position 934: 1.0289035732465254e-08
Position 921: 6.386579123582911e-09
Position 478: 6.591502435505924e-10
Position 911: 3.293656871098628e-10
Position 1058: 2.7727804730798148e-11
Position 1443: 6.379543368217166e-12
Position 1491: 2.751299399407772e-12
Position 1085: 2.5641171371844077e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 473: 0.997504171959447
Position 925: 0.9096812712758894
Position 1046: 0.8061793229092996
Position 1058: 0.0535122936274722
Position 1453: 0.027859071454151313
Position 1202: 0.021080861842579453
Position 1078: 0.006694463174462765
Position 631: 0.005318757174986198
Position 312: 0.004445451565308519
Position 1711: 0.004198397531384034
Position 1701: 0.003521327622526326
Position 1066: 0.003476129956638742
Position 945: 0.0018881605897371576
Position 628: 0.001767197217914172
Position 1564: 0.0014966023813469836
Position 1126: 0.0014788810121092349
Position 95: 0.001474371689096125
Position 609: 0.0012792882198025682
Position 1523: 0.0009053334585742577
Position 625: 0.0008059278275771163
Position 658: 0.000628079398320621
Position 1544: 0.0006186688712237107
Position 1235: 0.0005328019805737397
Position 1170: 0.00042806599977893124
Position 108: 0.00037092242104397815
Position 1100: 0.0002847463720020133
Position 1534: 0.0002831378606291035
Position 1253: 0.00025459084719494605
Position 1567: 0.0002491030930595946
Position 1096: 0.0002236786906270835
Position 65: 0.00018056607456136718
Position 1321: 0.00015744753189598788
Position 292: 0.00014621339626403736
Position 1298: 0.00011059610016761778
Position 650: 0.00010991352295688415
Position 483: 0.00010945087421514948
Position 942: 0.00010554284167981193
Position 690: 8.033793748303815e-05
Position 504: 6.999251037386667e-05
Position 993: 4.3710230130313555e-05
Position 707: 4.353052629060885e-05
Position 1180: 3.9520603160281155e-05
Position 1570: 3.6221639573327165e-05
Position 1264: 2.785825722927093e-05
Position 1286: 2.6192436264536255e-05
Position 1109: 2.3561100133067213e-05
Position 693: 2.1313936406035212e-05
Position 492: 2.0390440271457817e-05
Position 1339: 1.8482464911079246e-05
Position 1491: 1.3790934598601015e-05
Position 215: 1.2247019571373071e-05
Position 155: 9.767911712752455e-06
Position 1326: 9.687755589130645e-06
Position 999: 9.490492205081091e-06
Position 126: 9.196833793848895e-06
Position 1272: 9.113018118401135e-06
Position 1598: 6.745124552638955e-06
Position 1256: 6.522499777953417e-06
Position 1632: 5.80882442854753e-06
Position 964: 5.509295594349489e-06
Position 1175: 5.228093565180745e-06
Position 726: 4.372135800842123e-06
Position 265: 3.5509911277126673e-06
Position 1652: 3.4988587402884693e-06
Position 133: 2.8283093679410518e-06
Position 1104: 2.398344473354036e-06
Position 188: 2.266729922843346e-06
Position 1290: 1.652418670352025e-06
Position 212: 1.544488693570669e-06
Position 1111: 1.3206322364742814e-06
Position 747: 1.254785920106652e-06
Position 735: 1.2045297188750419e-06
Position 435: 1.2021593814736331e-06
Position 218: 9.551279108777387e-07
Position 893: 9.45767571276609e-07
Position 76: 8.382902201173912e-07
Position 890: 7.76982926359252e-07
Position 741: 5.276323830803694e-07
Position 756: 5.22647232597565e-07
Position 373: 5.067553194440042e-07
Position 231: 4.248957998338409e-07
Position 362: 3.244893812398335e-07
Position 509: 3.237524794987633e-07
Position 867: 2.4465800302409923e-07
Position 521: 2.1329495044885627e-07
Position 833: 2.0844701686835742e-07
Position 974: 1.684044874149374e-07
Position 782: 1.5677850429079766e-07
Position 960: 1.2296004654707883e-07
Position 195: 8.240130357604339e-08
Position 759: 7.195446205211326e-08
Position 45: 6.626967403888939e-08
Position 366: 5.7420937949937e-08
Position 1007: 2.729228537148571e-08
Position 193: 2.1072632459935937e-08
Position 850: 2.0053176332508267e-08
Position 240: 1.4316369466926127e-08
Position 512: 9.987900406772658e-09
Position 419: 5.526938533512807e-09
Position 523: 4.156193352649473e-09
Position 547: 4.2444283897118964e-10
Position 236: 8.037318999186402e-12
