Gene = Clamp
Position 2326: 5.1137264450406345e-05
Position 1423: 4.5161374103351416e-05
Position 1701: 4.022222388716893e-05
Position 1376: 3.964897732794751e-05
Position 3042: 3.8854974189581094e-05
Position 1114: 3.694765731671387e-05
Position 428: 3.0129824656979316e-05
Position 922: 2.863024737010013e-05
Position 381: 2.431477355196835e-05
Position 155: 2.4017184255628893e-05
Position 879: 1.6804836268874387e-05
Position 391: 1.642744946341103e-05
Position 236: 1.637033078282562e-05
Position 833: 1.629557052617712e-05
Position 1567: 1.5994676636874412e-05
Position 1043: 1.5757473323221195e-05
Position 145: 1.3486411750500843e-05
Position 898: 1.3111377816734807e-05
Position 1230: 1.2733793746931374e-05
Position 289: 1.152409588759689e-05
Position 771: 1.0661802677207472e-05
Position 1326: 8.744600670100612e-06
Position 2021: 8.656081353656277e-06
Position 1251: 8.284037749881718e-06
Position 1494: 8.235737766309868e-06
Position 208: 7.313438032291364e-06
Position 349: 7.116053430713631e-06
Position 318: 7.113782867630975e-06
Position 385: 5.942622385440051e-06
Position 1892: 5.831786421099638e-06
Position 1635: 5.597639196851401e-06
Position 1937: 3.4944957966235473e-06
Position 331: 3.3287200158440983e-06
Position 396: 3.131012318946869e-06
Position 448: 3.1202263297829226e-06
Position 881: 2.8736364067205028e-06
Position 1955: 2.362216728814951e-06
Position 1387: 2.198084433581922e-06
Position 420: 1.9557469617334117e-06
Position 20: 1.9393632822796983e-06
Position 1968: 1.7234059992271496e-06
Position 793: 1.6714142218590113e-06
Position 459: 1.6518547176499324e-06
Position 2778: 1.542755418557543e-06
Position 1361: 1.2845091608515442e-06
Position 1940: 1.2672777711611972e-06
Position 398: 1.0308506428274085e-06
Position 25: 5.242738377395677e-07
Position 786: 4.848187404732025e-07
Position 507: 4.431206238564469e-07
Position 1302: 3.53503074140161e-07
Position 1304: 2.7224337940528725e-07
Position 512: 1.5721534375978842e-07
Position 522: 1.468014021211135e-07
Position 838: 5.0873057906297933e-08
Position 1445: 3.255789502939179e-08
Position 520: 1.120683808834346e-08
Position 1925: 1.0322419882840907e-08
Position 2221: 3.2776074269184856e-09
Position 1124: 2.580716838663009e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1566: 0.9824340240290127
Position 2155: 0.9521467259640454
Position 822: 0.9392449508434064
Position 499: 0.8861978391187971
Position 1076: 0.6471940424079276
Position 1925: 0.5668050655800113
Position 2994: 0.2608968916648379
Position 1904: 0.20741922152518347
Position 1170: 0.11327437221310555
Position 1157: 0.05998087779685753
Position 852: 0.05791258392198056
Position 324: 0.04168546082573169
Position 1119: 0.03278884734075348
Position 2790: 0.03034658151508721
Position 3207: 0.027084236883244846
Position 3016: 0.025722278903686346
Position 2946: 0.016126703016762067
Position 2664: 0.01495328566032405
Position 1096: 0.014877600541431066
Position 1889: 0.014453830141208653
Position 3361: 0.00934627205584782
Position 1964: 0.009338022392357714
Position 1610: 0.009255109572793335
Position 3327: 0.00893094020020985
Position 2658: 0.008225504736852116
Position 2970: 0.006645432044818093
Position 3129: 0.004998090849129796
Position 2707: 0.004700409501814919
Position 1724: 0.004560880901458864
Position 2635: 0.00438782426642037
Position 505: 0.004312935076200866
Position 2177: 0.0032821184756371756
Position 1346: 0.003243434455770647
Position 2895: 0.0032400399390811797
Position 2453: 0.0029590735272105846
Position 706: 0.00262314974206703
Position 1021: 0.002541458110606574
Position 2756: 0.0019798263211999985
Position 2221: 0.0018372044972786198
Position 2761: 0.001791415739108316
Position 445: 0.0013912711897041006
Position 1721: 0.001241912646609062
Position 2477: 0.0012346730616042496
Position 2381: 0.0011624094119736135
Position 2186: 0.001097095370666573
Position 1349: 0.0009629699156545359
Position 2427: 0.0008866689469341357
Position 520: 0.0008456213731081506
Position 679: 0.0008188512425668137
Position 1184: 0.0008179405046504244
Position 1181: 0.0007403946568965257
Position 3057: 0.0006438668988469887
Position 2501: 0.0006370606855479553
Position 1283: 0.0006256003083435872
Position 1352: 0.0005894327220551029
Position 889: 0.0005761107265309956
Position 336: 0.0005390242858435076
Position 331: 0.0003939916526501015
Position 1983: 0.0003868119171201371
Position 3220: 0.0003842931081797493
Position 2713: 0.00033602285827012777
Position 1795: 0.00030006373844666215
Position 2354: 0.00027960990859796553
Position 3368: 0.00027637338939735844
Position 1034: 0.0002737616217289686
Position 1262: 0.00025964307720879225
Position 2962: 0.00024891496319855725
Position 614: 0.00023218116899559644
Position 216: 0.00021934216181916018
Position 2293: 0.0002176392644907593
Position 1409: 0.0001881345530551904
Position 1646: 0.00018262292392120662
Position 1103: 0.0001749388591384656
Position 1991: 0.0001721751517703156
Position 1237: 0.00014642518479045897
Position 1209: 0.0001316088857809501
Position 1457: 0.00013013785881220126
Position 360: 0.00012835437153235096
Position 3225: 0.00011793312514716188
Position 2015: 0.00010738160899760157
Position 945: 8.604008774350115e-05
Position 1433: 7.481156009427718e-05
Position 1406: 6.422272030660344e-05
Position 2041: 6.166683757581143e-05
Position 1739: 5.536525107242777e-05
Position 1422: 5.3464472750785596e-05
Position 1048: 4.5738102920658725e-05
Position 716: 4.1790411602392216e-05
Position 289: 4.0329146666871735e-05
Position 2629: 3.987542987652916e-05
Position 343: 3.558695498011033e-05
Position 538: 3.5378811507533114e-05
Position 1430: 3.072528622408755e-05
Position 1038: 2.5161727998815763e-05
Position 1244: 2.2654427494301897e-05
Position 574: 2.2073365208171837e-05
Position 530: 2.1076844600727376e-05
Position 1393: 1.861196780562493e-05
Position 1322: 1.6305418150802047e-05
Position 1298: 1.5685903890829667e-05
Position 1628: 1.3598870278538823e-05
Position 1331: 1.1414054502900666e-05
Position 1484: 1.0757859251774962e-05
Position 865: 1.0429934133192188e-05
Position 2201: 9.507343818079756e-06
Position 1256: 7.5131290006580415e-06
Position 1193: 7.065728141336256e-06
Position 1292: 6.987115276266091e-06
Position 1470: 6.031188572512472e-06
Position 1487: 5.426361449367409e-06
Position 1372: 4.826029410622549e-06
Position 97: 4.246335432534477e-06
Position 1617: 3.944395703158841e-06
Position 2866: 3.800097494787262e-06
Position 556: 3.4884671939174134e-06
Position 894: 2.9841287783800255e-06
Position 1060: 2.5119976596207866e-06
Position 362: 2.2717021142112128e-06
Position 213: 2.1770682896913326e-06
Position 876: 2.1075541090343783e-06
Position 1667: 1.4946424142081556e-06
Position 91: 1.3758427709848793e-06
Position 540: 9.45101694724467e-07
Position 546: 7.901175454172235e-07
Position 2606: 5.867933299715385e-07
Position 1011: 4.992242488930746e-07
Position 736: 4.083897166945902e-07
Position 973: 3.054101927042705e-07
Position 952: 2.139266108985352e-07
Position 345: 2.023092607871332e-07
Position 2534: 1.3758964331683863e-07
Position 1053: 1.255757264023695e-07
Position 2726: 1.2291662398618121e-07
Position 739: 1.2245277286290937e-07
Position 255: 1.0372584343267703e-07
Position 75: 8.904391913448517e-08
Position 69: 5.297701246351767e-08
Position 220: 1.8722986116720045e-08
Position 1681: 5.138653243209026e-09
Position 733: 3.897861037513917e-09
Position 771: 5.1126345959767595e-12
