Gene = l(3)76BDm
Position 4002: 0.0002665882321376108
Position 3957: 0.0002392912379701843
Position 3919: 0.00023682058267325033
Position 3394: 0.00023282547503496658
Position 3231: 0.00023274876554296608
Position 400: 0.0002184791019392236
Position 3871: 0.00020502938418114219
Position 1428: 0.0002012860950538419
Position 3161: 0.0001813596589148155
Position 4787: 0.00015241193332147268
Position 4772: 0.00015009678532909554
Position 60: 0.00014821725215946707
Position 1251: 0.00014066741881480082
Position 3934: 0.00013530723251760834
Position 3859: 0.0001337050014658132
Position 5003: 0.00012705207497691604
Position 2847: 0.00010844816712680953
Position 4887: 0.00010497603503458104
Position 4384: 0.00010185294865988452
Position 3366: 9.858083387766236e-05
Position 2697: 9.565633362929343e-05
Position 4425: 9.494976574141253e-05
Position 4322: 9.349244741113389e-05
Position 2914: 8.94828214560262e-05
Position 1796: 7.134861890339584e-05
Position 49: 7.038415682772468e-05
Position 447: 6.90467397356029e-05
Position 3461: 6.32449250716322e-05
Position 571: 5.924690182419693e-05
Position 1107: 5.199091757641088e-05
Position 4204: 4.784669042528593e-05
Position 2110: 4.748208287595286e-05
Position 228: 4.7346437481789534e-05
Position 5011: 4.477960072711321e-05
Position 906: 4.473744477124158e-05
Position 1992: 4.377944158758079e-05
Position 3631: 4.224239635062007e-05
Position 3155: 4.2186756946848394e-05
Position 4738: 4.164430226752092e-05
Position 731: 4.091262283747273e-05
Position 2455: 4.033335130004789e-05
Position 39: 3.99800601163977e-05
Position 4796: 3.945659357079126e-05
Position 4427: 3.601836863674656e-05
Position 868: 3.5673194294007256e-05
Position 219: 3.2053784311824525e-05
Position 3799: 3.188957940608591e-05
Position 3038: 3.080595722475581e-05
Position 2605: 3.001828550522112e-05
Position 2115: 2.7612272212866942e-05
Position 1982: 2.666277422457326e-05
Position 1999: 2.659178460876491e-05
Position 283: 2.632667714317993e-05
Position 936: 2.5993920676249892e-05
Position 1099: 2.4633521221838818e-05
Position 825: 2.455842002723097e-05
Position 848: 2.4097276182896282e-05
Position 4850: 2.4019632864668157e-05
Position 1219: 2.338597693232566e-05
Position 2716: 2.179532988328905e-05
Position 73: 2.1476263657393907e-05
Position 1677: 2.1088307401578193e-05
Position 3975: 2.104289113682572e-05
Position 3895: 2.037741082783503e-05
Position 1967: 2.0359846469652383e-05
Position 3901: 1.995013109061031e-05
Position 3184: 1.7154790578194522e-05
Position 1245: 1.6578378342459232e-05
Position 2194: 1.6159364576423937e-05
Position 651: 1.5416303499992017e-05
Position 2473: 1.4298676765787077e-05
Position 1969: 1.344060866495644e-05
Position 4727: 1.3153157565927666e-05
Position 389: 1.2492820619832275e-05
Position 3144: 1.220517191365736e-05
Position 1109: 1.207541770955585e-05
Position 37: 1.1441141602380584e-05
Position 3172: 1.0916537395753835e-05
Position 1557: 9.725600470975107e-06
Position 4478: 9.224412713364516e-06
Position 4439: 9.109408755254417e-06
Position 2686: 8.361640987327835e-06
Position 2296: 7.691084682528108e-06
Position 422: 7.514240499600407e-06
Position 42: 7.0944195289734474e-06
Position 1604: 7.085370506744863e-06
Position 2674: 6.312308140377841e-06
Position 1339: 6.289649998532393e-06
Position 4414: 6.250565313705207e-06
Position 148: 5.6916439207408785e-06
Position 44: 5.4775064301344515e-06
Position 1082: 5.460639312053653e-06
Position 4180: 4.945105931441557e-06
Position 202: 4.916342550787807e-06
Position 1471: 4.120508118610459e-06
Position 2824: 4.1107468413674694e-06
Position 1801: 4.072754506609808e-06
Position 1596: 3.966212637591258e-06
Position 2615: 3.3443260559974703e-06
Position 5005: 3.2409087539520706e-06
Position 1578: 3.0776368926339347e-06
Position 4740: 2.8988996532735233e-06
Position 5029: 2.7620380190567295e-06
Position 3854: 2.4344921135884107e-06
Position 392: 2.4003290367141606e-06
Position 4171: 2.3514927879020787e-06
Position 1524: 2.273794253008681e-06
Position 2881: 2.248790135227893e-06
Position 1594: 2.1517306246139907e-06
Position 98: 1.914376701411517e-06
Position 67: 1.7715933392453598e-06
Position 403: 1.7540482654991183e-06
Position 411: 1.6672826021767217e-06
Position 803: 1.324810014186129e-06
Position 879: 1.3177307152442437e-06
Position 2086: 8.404038599163869e-07
Position 871: 8.233518481245126e-07
Position 271: 7.86780901973856e-07
Position 1014: 7.707683724822256e-07
Position 1509: 5.630373856004631e-07
Position 655: 4.6458890397396306e-07
Position 2336: 4.5393071314736063e-07
Position 2672: 3.69610936041927e-07
Position 158: 3.201950677847306e-07
Position 1480: 2.9429459337234823e-07
Position 2887: 2.2883986192404653e-07
Position 2656: 2.1662560213456332e-07
Position 2704: 1.1721447081553668e-07
Position 4464: 7.493545945157813e-08
Position 2370: 6.384257016655254e-08
Position 4457: 5.259230345771558e-08
Position 153: 4.9905107973370426e-08
Position 565: 4.774645655253315e-08
Position 4630: 3.049283630003517e-08
Position 584: 2.9473056043720466e-08
Position 4137: 1.8835871874404614e-08
Position 3856: 9.037719312790324e-09
Position 3601: 8.688097138629915e-09
Position 2932: 7.182579806841698e-09
Position 3830: 4.656820349526532e-09
Position 563: 3.917236453434745e-09
Position 2413: 2.9884070318698333e-09
Position 773: 2.4391282804207903e-09
Position 596: 1.5491473765242058e-09
Position 1696: 1.5370627320383226e-09
Position 1043: 1.0694206335443928e-09
Position 4145: 1.068533308558871e-09
Position 575: 5.754688166898597e-10
Position 723: 3.7994515645830163e-10
Position 2032: 2.847282759765909e-10
Position 1718: 2.457309912765544e-10
Position 1300: 2.2776952780063357e-10
Position 3566: 1.838596170481135e-10
Position 601: 1.76011137139044e-10
Position 3562: 1.7173551863597924e-10
Position 552: 8.636143026588817e-11
Position 550: 6.240931231280879e-11
Position 520: 3.133264438672581e-11
Position 2008: 1.2116899399961126e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 535: 0.9981437695834167
Position 2041: 0.9955899393666118
Position 2598: 0.9862364430747496
Position 756: 0.9793753098272433
Position 1738: 0.9780201473646263
Position 4127: 0.9706310408378469
Position 3571: 0.9212922430946575
Position 3822: 0.06170587642059633
Position 3430: 0.04881727922750957
Position 2309: 0.04213280567599317
Position 3816: 0.02591590259002859
Position 3597: 0.01732383841880555
Position 3132: 0.01658713070667691
Position 2942: 0.01611263337021338
Position 1283: 0.015878011152324196
Position 3231: 0.013711684112092875
Position 1219: 0.012755864660973185
Position 4294: 0.011408592973800882
Position 1514: 0.009424931349619942
Position 2330: 0.009051719539446782
Position 1980: 0.008032886855762747
Position 4830: 0.0077937099989297005
Position 2381: 0.007700508110013674
Position 2686: 0.0070240697411081505
Position 3892: 0.0067649104784784425
Position 3840: 0.006728956619940119
Position 765: 0.0056138042398541565
Position 3279: 0.005257289502589651
Position 1238: 0.004728271260133169
Position 1815: 0.004712944668855953
Position 879: 0.004372808855177439
Position 1349: 0.004237651102508939
Position 4204: 0.004175149649081556
Position 1836: 0.003945240353413115
Position 3601: 0.003677039934074832
Position 3296: 0.0034939969704396267
Position 4137: 0.003348568986582766
Position 3246: 0.003304842057027414
Position 4067: 0.00287271917254615
Position 2859: 0.0026246721854099736
Position 67: 0.0021937589835861614
Position 1133: 0.001837297224057384
Position 868: 0.001782892525053705
Position 2947: 0.0017052641388964867
Position 4616: 0.00167189496615257
Position 3108: 0.0016280580919658732
Position 2097: 0.0014894087087840278
Position 3708: 0.0014827422053872968
Position 2758: 0.0014221558805731637
Position 2656: 0.0013987222087863055
Position 2318: 0.0010597597401947449
Position 2930: 0.0010456835534226445
Position 2048: 0.00104302110519395
Position 2378: 0.000953114751945771
Position 5073: 0.0009405761669850848
Position 3061: 0.0009401911713729145
Position 889: 0.0008135905868256124
Position 5049: 0.0008000912600976153
Position 4675: 0.00077008959937934
Position 3844: 0.000750180612257672
Position 894: 0.0006728107264085332
Position 902: 0.0006619544033940919
Position 4096: 0.0006328907769289467
Position 3251: 0.00048607507428398335
Position 2862: 0.0004634647670565608
Position 3627: 0.00044943434866055054
Position 386: 0.00039700417783812266
Position 1384: 0.000385668440137868
Position 3208: 0.00037975646561945963
Position 1863: 0.0003790121250506984
Position 3905: 0.00035937891693303686
Position 2281: 0.0003582509627900607
Position 3144: 0.0003385158708079495
Position 3863: 0.00032918378300714283
Position 3670: 0.0003269042507636739
Position 1480: 0.00030405716741870677
Position 1055: 0.0002786097848491021
Position 1446: 0.00026650196938977254
Position 4309: 0.00023056702937894748
Position 4957: 0.00021801556822908003
Position 98: 0.00019999065945383267
Position 4891: 0.00019669840459559
Position 2110: 0.00018761884530547125
Position 2881: 0.00017783767718963314
Position 2224: 0.00016932188835448158
Position 2653: 0.00016566229185769878
Position 2734: 0.0001634459562777891
Position 3606: 0.00015556723071027547
Position 1181: 0.00015378314986361585
Position 3480: 0.00015246334944310104
Position 96: 0.00014593739027711988
Position 4359: 0.00013611619164818114
Position 1841: 0.0001255125204964073
Position 4593: 0.00011606328351531351
Position 2062: 0.00010625014436985142
Position 1058: 0.00010507584826482064
Position 1093: 0.00010402148173911545
Position 3038: 0.00010160648860600257
Position 944: 9.873854208253475e-05
Position 3989: 9.809598695086399e-05
Position 2285: 9.489215276520227e-05
Position 429: 9.347532353499262e-05
Position 389: 8.888647365041631e-05
Position 3919: 8.865577176044378e-05
Position 398: 8.703899196312693e-05
Position 1258: 8.269975004174357e-05
Position 3612: 7.826426063553473e-05
Position 2405: 7.809286143440169e-05
Position 4149: 7.668245798844186e-05
Position 1775: 7.321209530458039e-05
Position 3826: 7.166622171223924e-05
Position 773: 7.145810719042925e-05
Position 635: 6.803674297925947e-05
Position 2997: 5.8507170119226886e-05
Position 2166: 5.658911309297199e-05
Position 3485: 5.53760157032618e-05
Position 4874: 5.4511477082176736e-05
Position 4960: 5.284238307988007e-05
Position 4937: 5.033910477484834e-05
Position 1393: 4.907172085796369e-05
Position 1050: 4.431292929270927e-05
Position 4098: 4.29540687333846e-05
Position 4318: 3.763642235306234e-05
Position 803: 3.619265850817911e-05
Position 2610: 3.4348140987082066e-05
Position 2183: 3.332611896379036e-05
Position 3055: 2.8083469343052797e-05
Position 1177: 2.7403011929224154e-05
Position 326: 2.5908282412977173e-05
Position 1600: 2.577009800722046e-05
Position 4528: 2.5544925388820576e-05
Position 165: 2.4985594743505914e-05
Position 3058: 2.24016807442366e-05
Position 1592: 2.1785112454110337e-05
Position 1760: 2.0433612568871857e-05
Position 1293: 2.0098404551168884e-05
Position 2271: 1.8413809769033638e-05
Position 434: 1.806836956616983e-05
Position 2118: 1.7711576662177455e-05
Position 4562: 1.7662413208664613e-05
Position 4464: 1.6025209063096018e-05
Position 2413: 1.5977823958927844e-05
Position 1390: 1.58528604146236e-05
Position 1642: 1.501080807702164e-05
Position 2077: 1.4818816322804163e-05
Position 2336: 1.4610088896677609e-05
Position 1006: 1.4409182178013229e-05
Position 158: 1.3741631973763292e-05
Position 4590: 1.3710283989013435e-05
Position 3341: 1.2678809758466343e-05
Position 4159: 1.2603771815499662e-05
Position 308: 1.2578402663164632e-05
Position 1242: 1.250761531638054e-05
Position 3190: 1.1872515194338304e-05
Position 1014: 1.1598223264165082e-05
Position 3052: 1.1384565817712247e-05
Position 2817: 1.1032525599617983e-05
Position 1677: 1.0757395190493503e-05
Position 3064: 9.872520791415507e-06
Position 2016: 9.809501742925784e-06
Position 302: 9.169925746601515e-06
Position 4430: 9.16400186240147e-06
Position 995: 8.883933539715858e-06
Position 2840: 8.054883864099413e-06
Position 2893: 7.994490734416644e-06
Position 3922: 7.860961758957345e-06
Position 3720: 5.736526116345973e-06
Position 977: 5.7121564921075455e-06
Position 941: 5.239599228201955e-06
Position 1030: 4.823166864487617e-06
Position 3678: 4.7309739095300675e-06
Position 800: 4.19590379647134e-06
Position 2615: 3.7906347372916464e-06
Position 3631: 3.598106522855715e-06
Position 1550: 3.003915506444091e-06
Position 2147: 2.9106994258250633e-06
Position 4574: 2.8869682097672478e-06
Position 2446: 2.6731880697475933e-06
Position 1578: 2.5820623956946995e-06
Position 848: 2.468527440534417e-06
Position 950: 2.201525346321817e-06
Position 319: 1.5044714467929585e-06
Position 1189: 1.471501235780071e-06
Position 5002: 1.3721002487569163e-06
Position 563: 1.3595070080494952e-06
Position 2455: 1.358892480358574e-06
Position 1339: 1.1257116723492813e-06
Position 1933: 1.020177662063918e-06
Position 2465: 9.786405943296313e-07
Position 437: 8.589494036777261e-07
Position 3187: 8.439362563685626e-07
Position 2154: 8.248895822440559e-07
Position 2437: 7.342287939414291e-07
Position 2341: 5.230811830477308e-07
Position 1686: 5.057117741791236e-07
Position 3212: 4.1066746271840175e-07
Position 2468: 3.8938489537495245e-07
Position 2462: 3.703338679821069e-07
Position 2495: 3.5413811951263167e-07
Position 1937: 3.371407236116032e-07
Position 2228: 3.2702552367877355e-07
Position 2408: 3.1806432619261275e-07
Position 639: 3.048514559672093e-07
Position 2778: 2.6304624718206243e-07
Position 216: 2.456037736491265e-07
Position 2483: 2.1386951027604202e-07
Position 293: 1.649050010862633e-07
Position 683: 1.618551787762425e-07
Position 73: 1.2984082715653535e-07
Position 2064: 1.214654724501075e-07
Position 2486: 1.1753494134590536e-07
Position 2123: 1.0287518171071597e-07
Position 277: 9.276866470276915e-08
Position 2115: 5.831273576754354e-08
Position 1025: 1.1461775741650074e-08
Position 228: 2.547781538167383e-09
Position 710: 2.01100749482593e-09
Position 258: 1.0618555626633158e-09
Position 697: 6.680557909000482e-11
Position 651: 5.4862716417541705e-11
Position 246: 3.5988658615003665e-11
Position 174: 4.161526473380001e-12
Position 702: 1.4755574169873112e-17
